A.pt content.tsv
Level	Esperanto	pt	en-us	Grupo	Alternativoj	Pronoco
level	ju pli antaŭeniris des pli malŝatis ~	quanto mais avançava mais detestava ~	the further went forward the more disliked ~	grupo	alternativoj	prononco
level	malŝatis la noktan naturon	não gostava da natureza noturna	disliked the nocturnal nature	grupo	alternativoj	prononco
level	viro kun okuloj bone videblaj	um homem com olhos que podem ser vistos claramente	a man with eyes that can be seen clearly	grupo	alternativoj	prononco
level	okuloj, kiuj kapablis bone vidi	olhos que podiam ver bem	eyes that could see well	grupo	alternativoj	prononco
level	bone vidi en la mallumo	ver bem no escuro	to see well in the dark	grupo	alternativoj	prononco
level	rigardis la malfacilan iron	olhou para a difícil situação	looked at the difficult going	grupo	alternativoj	prononco
level	de nia industriisto	do nosso industrial	from our industrialist	grupo	alternativoj	prononco
level	li ridetis	ele sorriu	he smiled	grupo	alternativoj	prononco
level	apud tiu viro	ao lado daquele homem	next to that man	grupo	alternativoj	prononco
level	en vestaĵo de policano	com roupas de policial	in policeman's clothing	grupo	alternativoj	prononco
level	staris alia persono	outra pessoa estava de pé	another person was standing	grupo	alternativoj	prononco
level	en simila vestaĵo	em roupas semelhantes	in similar clothing	grupo	alternativoj	prononco
level	ĉi lasta estis virino	a última era uma mulher	the latter was a woman	grupo	alternativoj	prononco
level	ni iru	vamos	let's go	grupo	alternativoj	prononco
level	la viro diris mallaŭte	o homem disse suavemente	the man said softly	grupo	alternativoj	prononco
level	en la orelon de sia kunulino	no ouvido de seu companheiro	into the ear of his companion	grupo	alternativoj	prononco
level	nun estas la ĝusta momento	agora é o momento certo	now is the right moment	grupo	alternativoj	prononco
level	ambaŭ paŝis direkte al la persono	ambos se aproximaram da pessoa	both stepped toward the person	grupo	alternativoj	prononco
level	ili zorgis fari ~	eles tiveram o cuidado de fazer ~	they were careful to do ~	grupo	alternativoj	prononco
level	kiel eble plej ~	tanto quanto possível ~	as possible as ~	grupo	alternativoj	prononco
level	kiel eble plej malmulte da bruo	o mínimo de ruído possível (kiel eble)	as little noise as possible (kiel eble)	grupo	alternativoj	prononco
level	laŭeble plej malmulte da bruo	o mínimo de ruído possível (laŭeble)	as little noise as possible (laŭeble)	grupo	alternativoj	prononco
level	ili preskaŭ plene sukcesis	eles tiveram sucesso quase total	they almost fully succeeded	grupo	alternativoj	prononco
level	en ĉi tiu aĉa situacio	nesta situação desagradável	in this nasty situation	grupo	alternativoj	prononco
level	aĉa situacio, kie arboj ĵetis siajn branĉojn	uma situação desagradável onde as árvores jogavam seus galhos	a nasty situation where trees threw their branches	grupo	alternativoj	prononco
level	ĵetis siajn malsekajn branĉojn	jogou seus próprios galhos molhados	threw their own wet branches	grupo	alternativoj	prononco
level	rekte en la vizaĝojn	direto nos rostos	straight into the faces	grupo	alternativoj	prononco
level	de la industriisto	do industrial	of the industrialist	grupo	alternativoj	prononco
level	multpiedaj bestetoj	pequenas criaturas com vários pés	multi-footed small creatures	grupo	alternativoj	prononco
level	prenis liajn piedojn	pegou os pés	took his feet	grupo	alternativoj	prononco
level	por promenejo	para uma caminhada	for a walk road	grupo	alternativoj	prononco
level	naturo faligis lian piedon	a natureza fez seu pé cair	nature made his foot fallen	grupo	alternativoj	prononco
level	plej dolorige	mais dolorosamente	most painfully	grupo	alternativoj	prononco
level	faligis lian piedon en kavon	deixou cair o pé em um buraco	dropped his foot into a pit	grupo	alternativoj	prononco
level	kavo plena de akvo	um poço cheio de água	a pit full of water	grupo	alternativoj	prononco
level	akvo aĉ-odora	água com mau cheiro	foul-smelling water	grupo	alternativoj	prononco
level	rapide alvenis al la penso	rapidamente cheguei ao pensamento	quickly arrived at the thought	grupo	alternativoj	prononco
level	oni devas esti preta	é preciso estar pronto	one must be ready	grupo	alternativoj	prononco
level	ĉi tie	aqui	here	grupo	alternativoj	prononco
level	iu ajn ~	qualquer um ~	anyone ~	grupo	alternativoj	prononco
level	preta por iu ajn malplaĉa renkonto	pronto para qualquer encontro desagradável	ready for any unpleasant encounter	grupo	alternativoj	prononco
level	ion ajn	qualquer coisa (tanto faz)	anything (whatever)	grupo	alternativoj	prononco
level	li atendis ion ajn	ele estava esperando por qualquer coisa	he was waiting for anything	grupo	alternativoj	prononco
level	krom homa voĉo	além da voz humana	aside human voice	grupo	alternativoj	prononco
level	kiam voĉo aŭdiĝis, ~	quando uma voz ouviu, ~	when a voice heard, ~	grupo	alternativoj	prononco
level	aŭdiĝis tuj proksime	ouvi imediatamente perto	heard immediately close	grupo	alternativoj	prononco
level	li faris belan surlokan salton	ele deu um belo salto no local	he made a nice on-site jump	grupo	alternativoj	prononco
level	kiu movis lian koron	que moveu seu coração	who moved his heart	grupo	alternativoj	prononco
level	supren ĝis la buŝo	palavra à boca	upword to the mouth	grupo	alternativoj	prononco
level	kun la provo rekapti trankvilon	com a tentativa de recuperar a calma	with the attempt to recapture calm	grupo	alternativoj	prononco
level	iom da trankvilo	um pouco de tranquilidade	a little tranquility	grupo	alternativoj	prononco
level	la lumo de lampeto	a luz de uma lâmpada	the light of a lamp	grupo	alternativoj	prononco
level	oni direktis rekte al liaj okuloj	alguém direcionado diretamente para seus olhos	someone directed directly to his eyes	grupo	alternativoj	prononco
level	la lampo, kiun oni direktis al okuloj	a lâmpada que alguém apontou para os olhos	the lamp which someone directed to eyes	grupo	alternativoj	prononco
level	malhelpis repaciĝon	impediu a reconciliação	prevented reconciliation	grupo	alternativoj	prononco
level	ŝajnis al li, ke ~	pareceu-lhe que ~	it seemed to him that ~	grupo	alternativoj	prononco
level	la homformo, kiu tenis la lampon	a forma humana que segurava a lâmpada	the human form that held the lamp	grupo	alternativoj	prononco
level	surhavas vestojn policajn	usar roupas de polícia	wear clothes police	grupo	alternativoj	prononco
level	kion vi faras ĉi tie?	o que você está fazendo aqui?	what are you doing here?	grupo	alternativoj	prononco
level	sonas la aŭtorita voĉo	soa a voz autoritária	sounds the authoritative voice	grupo	alternativoj	prononco
level	bonvolu paroli ~	por favor fale ~	please talk ~	grupo	alternativoj	prononco
level	iom klare	um pouco claro	a little clear	grupo	alternativoj	prononco
level	la alia diris	o outro disse	the other said	grupo	alternativoj	prononco
level	eĉ pli grav-tone	em tom ainda mais importante	in even more important-tone	grupo	alternativoj	prononco
level	mi promenas	eu estou andando	I'm walking	grupo	alternativoj	prononco
level	vi promenas en la bieno	você anda na fazenda	you walk on the farm	grupo	alternativoj	prononco
level	de la grafino	da condessa	of the countess	grupo	alternativoj	prononco
level	la bieno de la grafino	a fazenda da condessa	the countess's farm	grupo	alternativoj	prononco
level	meze de la nokto	no meio da noite	in the middle of the night	grupo	alternativoj	prononco
level	ĉu la grafino vin invitis?	a condessa convidou você?	did the countess invite you?	grupo	alternativoj	prononco
level	ĉu ŝi scias pri ~	ela sabe sobre ~	does she know about ~	grupo	alternativoj	prononco
level	pri via ĉeesto	sobre sua presença	about your presence	grupo	alternativoj	prononco
level	via ĉeesto ĉi tie	sua presença aqui	your presence here	grupo	alternativoj	prononco
level	mi devas peti vin ~	Eu tenho que te perguntar ~	I have to ask you ~	grupo	alternativoj	prononco
level	petas vin sekvi min	pede para você me seguir	asks you to follow me	grupo	alternativoj	prononco
level	kaj li klarigis ~	e ele explicou ~	and he explained ~	grupo	alternativoj	prononco
level	klarigis, ke ~	explicou que ~	explained that ~	grupo	alternativoj	prononco
level	ekde la fuŝa provo	desde a tentativa errada	since the wrong attempt	grupo	alternativoj	prononco
level	la fuŝa provo kapti la grafinon	a tentativa errada de pegar a condessa	the wrong attempt to catch the countess	grupo	alternativoj	prononco
level	fare de ~	devido a ~	due to ~	grupo	alternativoj	prononco
level	fare de teroristoj	devido a terroristas	due to terrorists	grupo	alternativoj	prononco
level	la polico kontrolas atente	a polícia verifica cuidadosamente	the police checks carefully	grupo	alternativoj	prononco
level	kontrolas, kio okazas	verifica o que está acontecendo	checks what is happening	grupo	alternativoj	prononco
level	okazas en la ĉirkaŭaĵo	ocorre no entorno	occurs in the surrounding	grupo	alternativoj	prononco
level	de la kastelo	do castelo	of the castle	grupo	alternativoj	prononco
level	la ĉirkaŭaĵo de la kastelo	os arredores do castelo	the surrounding of the castle	grupo	alternativoj	prononco
level	al la industriisto	para o industrial	to the industrialist	grupo	alternativoj	prononco
level	ŝajnis, ke ~	parecia que ~	it seemed that ~	grupo	alternativoj	prononco
level	lia koro ĉifoje falis	seu coração caiu desta vez	his heart fell this time	grupo	alternativoj	prononco
level	falis ĝis liaj piedoj	caiu de pé	fell to his feet	grupo	alternativoj	prononco
level	li sciis, ke ~	ele sabia disso ~	he knew that ~	grupo	alternativoj	prononco
level	nur malfacile li provos trovi ~	apenas difícil ele tentará encontrar	just hard he'll try to find	grupo	alternativoj	prononco
level	trovi akcepteblan klarigon	para encontrar uma explicação aceitável	to find an acceptable explanation	grupo	alternativoj	prononco
level	pri sia ĉeesto	sobre a própria presença	about one's own presence	grupo	alternativoj	prononco
level	la ideo, ke la grafino ĉion scias	a ideia de que a condessa sabe tudo	the idea that the countess knows everything	grupo	alternativoj	prononco
level	la ideo perdigis al li malmulton da espero	a ideia privou-o de pouca esperança	the idea deprived him of little hope	grupo	alternativoj	prononco
level	malmulto da espero	pouca esperança	little hope	grupo	alternativoj	prononco
level	malmulta espero, kiu restis	pouca esperança que restou	little hope that remained	grupo	alternativoj	prononco
level	post la unuaj vortoj de la policano	depois das primeiras palavras da polícia	after the first words of the police	grupo	alternativoj	prononco
level	ju pli ~ des pli ~	quanto mais ~ mais ~	the more ~ the more ~	grupo	alternativoj	prononco
level	ju pli longe des pli bone	quanto mais tempo melhor	the longer the better	grupo	alternativoj	prononco
level	kiom ajn	não importa quanto	no matter how much	grupo	alternativoj	prononco
level	antaŭ kvarona horo	há um quarto de hora	a quarter of an hour ago	grupo	alternativoj	prononco
level	ili revenis	eles voltaram	they came back	grupo	alternativoj	prononco
level	post la terura malfeliĉo	depois do terrível infortúnio	after the terrible misfortune	grupo	alternativoj	prononco
level	la homoj foriris	o povo foi embora	the people left	grupo	alternativoj	prononco
level	kaj la malnovaj urboj disfalis	e as cidades antigas desmoronaram	and the old cities fell apart	grupo	alternativoj	prononco
level	ni devus revidi vin	deveríamos ver você novamente	we should see you again	grupo	alternativoj	prononco
level	ju pli ofte	quanto mais frequentemente	the more often	grupo	alternativoj	prononco
level	mi pripensas	estou pensando	I'm thinking	grupo	alternativoj	prononco
level	des pli mi koleras	mais raiva eu fico	the more angry I am	grupo	alternativoj	prononco
level	ŝi loĝas en ~	ela mora em ~	she lives in ~	grupo	alternativoj	prononco
level	en iu ajn domo	em qualquer casa	in any house	grupo	alternativoj	prononco
level	ĉu ni revidos nin?	nos veremos novamente?	will we see each other again?	grupo	alternativoj	prononco
level	kie ajn kaj kiam ajn	onde e quando	wherever and whenever	grupo	alternativoj	prononco
level	kiam mi rericevos ~ ?	quando voltarei ~?	when will I get back ~ ?	grupo	alternativoj	prononco
level	la alian duonon de la libroj	a outra metade dos livros	the other half of the books	grupo	alternativoj	prononco
level	ĉu vi bezonos ~ ?	você precisará de ~?	will you need ~ ?	grupo	alternativoj	prononco
level	bezonas pli ol kvaronan jaron	precisa de mais de um quarto de ano	needs more than a quarter of a year	grupo	alternativoj	prononco
level	por tiuj laboroj	para esses empregos	for those jobs	grupo	alternativoj	prononco
level	kial estas ~ ?	por que ~?	why is ~ ?	grupo	alternativoj	prononco
level	des pli malvarma	quanto mais frio	the colder	grupo	alternativoj	prononco
level	ju pli longe	quanto mais tempo	the longer	grupo	alternativoj	prononco
level	ni atendas ~	estamos esperando ~	we are waiting ~	grupo	alternativoj	prononco
level	ĉu vi kontentas kun ~ ?	você está satisfeito com ~?	are you satisfied with ~ ?	grupo	alternativoj	prononco
level	kun iu ajn viro	com qualquer homem	with any man	grupo	alternativoj	prononco
