C.et content.tsv
Level	Esperanto	et	en-us	Grupo	Alternativoj	Pronoco
level	rakonti	jutustada, jutustada, seostada	to narrate, to tell, to relate	grupo	alternativoj	prononco
level	koloro	värv, värv	color, a color	grupo	alternativoj	prononco
level	pura	puhas, puhas	clean, pure	grupo	alternativoj	prononco
level	aŭdi	kuulma	to hear	grupo	alternativoj	prononco
level	punkto	punkt, punkt, koht	a point, a dot, a spot	grupo	alternativoj	prononco
level	buŝo	suu	a mouth	grupo	alternativoj	prononco
level	araneo	ämblik	a spider	grupo	alternativoj	prononco
level	serĉi	otsima, otsima, otsima	to search, to look for, to seek	grupo	alternativoj	prononco
level	letero	kiri	a letter	grupo	alternativoj	prononco
level	frua	varane, enneaegne	early, premature	grupo	alternativoj	prononco
level	grava	oluline, tõsine	important, serious	grupo	alternativoj	prononco
level	nigra	must	black	grupo	alternativoj	prononco
level	trankvila	vaikne, rahulik	tranquil, calm	grupo	alternativoj	prononco
level	flanko	külg	a side	grupo	alternativoj	prononco
level	libroj	raamatuid	books	grupo	alternativoj	prononco
level	kuri	jooksma	to run	grupo	alternativoj	prononco
level	dolĉa	magus	sweet	grupo	alternativoj	prononco
level	popolo	inimesed, rahvas, rahvus	people, folk, nation	grupo	alternativoj	prononco
level	hundo	koer	a dog	grupo	alternativoj	prononco
level	fenestro	aken	a window	grupo	alternativoj	prononco
level	aĝo	vanus (aastane)	age (years old)	grupo	alternativoj	prononco
level	libron	raamat (objektiiv, akusatiiv)	a book (objective, accusative)	grupo	alternativoj	prononco
level	fingro	sõrm	a finger	grupo	alternativoj	prononco
level	resto	jääk, puhkus, jäämine	remainder, rest, staying	grupo	alternativoj	prononco
level	dento	hammas	a tooth	grupo	alternativoj	prononco
level	kuiri	süüa tegema	to cook	grupo	alternativoj	prononco
level	lavi	pesta	to wash	grupo	alternativoj	prononco
level	mia	minu	my	grupo	alternativoj	prononco
level	piedo	jalg, käpp	a foot, a paw	grupo	alternativoj	prononco
level	aŭskulti	kuulama	to listen	grupo	alternativoj	prononco
level	tablo	laud	a table	grupo	alternativoj	prononco
level	fali	kukkuma, kukkuma	to fall, to drop	grupo	alternativoj	prononco
level	familio	perekond	a family	grupo	alternativoj	prononco
level	via	sinu	your	grupo	alternativoj	prononco
level	vizaĝo	nägu	a face	grupo	alternativoj	prononco
level	ĝusta	õige (õige), täpne, õige	right (correct), exact, proper	grupo	alternativoj	prononco
level	nokto	öö	a night	grupo	alternativoj	prononco
level	mezo	keskmine, keskmine, keskmine	a middle, average, mean	grupo	alternativoj	prononco
level	historio	ajalugu, ajalugu	history, a history	grupo	alternativoj	prononco
level	interesi	huvitada	to interest	grupo	alternativoj	prononco
level	administri	juhtima, administreerima	to manage, to administer	grupo	alternativoj	prononco
level	aero	õhk, õhk (gaas)	air, an air (gas)	grupo	alternativoj	prononco
level	ĝia	selle	its	grupo	alternativoj	prononco
level	maro	meri	a sea	grupo	alternativoj	prononco
level	fakto	fakt	a fact	grupo	alternativoj	prononco
level	lasi	lahkuma, vabastama, lubama, laskma	to leave, to release, to allow, to let	grupo	alternativoj	prononco
level	besto	loom, metsaline	an animal, a beast	grupo	alternativoj	prononco
level	gvidi	juhatama, suunama	to lead, to guide	grupo	alternativoj	prononco
level	avo	vanaisa	a grandfather	grupo	alternativoj	prononco
level	afabla	lahke, sõbralik, lahke, sõbralik	affable, friendly, kind, amiable	grupo	alternativoj	prononco
level	ilia	nende	their	grupo	alternativoj	prononco
level	korpo	keha	a body	grupo	alternativoj	prononco
level	pordo	uks, värav	a door, a gate	grupo	alternativoj	prononco
level	forgesi	unustama	to forget	grupo	alternativoj	prononco
level	kafo	kohv, kohv	coffee, a coffee	grupo	alternativoj	prononco
level	brui	müra tegema	to make noise	grupo	alternativoj	prononco
level	brili	särama	to shine	grupo	alternativoj	prononco
level	gazeto	ajakiri, väljaanne, perioodiline väljaanne (=ajakiri)	a magazine, a gazette, a periodical (=magazino)	grupo	alternativoj	prononco
level	okulo	silm	an eye	grupo	alternativoj	prononco
level	servi	serveerima	to serve	grupo	alternativoj	prononco
level	vento	tuul, tuul	wind, a wind	grupo	alternativoj	prononco
level	ludi	mängima	to play	grupo	alternativoj	prononco
level	haro	juuksekarva	a hair	grupo	alternativoj	prononco
level	arbo	puu	a tree	grupo	alternativoj	prononco
level	ŝia	teda	her	grupo	alternativoj	prononco
level	lia	tema	his	grupo	alternativoj	prononco
level	plumo	sulg, pastakas	a feather, a pen	grupo	alternativoj	prononco
level	bildo	pilt, pilt	a picture, an image	grupo	alternativoj	prononco
level	paŝi	astuma, kõndima, sammu tegema, astuma	to step, to walk, to pace, to stride	grupo	alternativoj	prononco
level	dika	paks, paks, julge	thick, fat, bold	grupo	alternativoj	prononco
level	sia	enda oma	one's own	grupo	alternativoj	prononco
level	konsenti	tunnistama (seda), nõustuma (koos), heaks kiitma (on), nõustuma (millega), nõustuma	to admit (that), to agree (with), to approve (of), to concur (with), to consent	grupo	alternativoj	prononco
level	somero	suvi, suvi	summer, a summer	grupo	alternativoj	prononco
level	lumi	särama, valgust andma	to shine, to give light	grupo	alternativoj	prononco
level	ĉielo	taevas	a sky	grupo	alternativoj	prononco
level	vintro	talv, talv	winter, a winter	grupo	alternativoj	prononco
level	volonta	tahtlik (südamest), vabatahtlik	willing (from heart), voluntary	grupo	alternativoj	prononco
level	aŭtuno	sügis, sügis, sügis	autumn, fall, an autumn	grupo	alternativoj	prononco
level	memori	meenutama, meenutama	to remember, to recall	grupo	alternativoj	prononco
level	printempo	kevad, vedru	spring, a spring	grupo	alternativoj	prononco
level	ĝardeno	aed	a garden	grupo	alternativoj	prononco
level	aĉeti	ostma, ostma	to buy, to purchase	grupo	alternativoj	prononco
level	semajno	nädal	a week	grupo	alternativoj	prononco
level	vitro	klaas (klaasjas materjal)	glass (vitreous material)	grupo	alternativoj	prononco
level	pluvo	vihm, vihm	rain, a rain	grupo	alternativoj	prononco
level	frukto	puuvili	a fruit	grupo	alternativoj	prononco
level	necesa	vajalik	necessary	grupo	alternativoj	prononco
level	bono	headus	goodness	grupo	alternativoj	prononco
level	erari	eksima, eksima, eksima	to err, to make an error, to make a mistake	grupo	alternativoj	prononco
level	hejmo	Kodu	a home	grupo	alternativoj	prononco
level	naturo	loodus, olemus, iseloom	nature, a nature, character	grupo	alternativoj	prononco
level	nubo	pilv, pilv	cloud, a cloud	grupo	alternativoj	prononco
level	bone	hästi	well	grupo	alternativoj	prononco
level	momento	hetk	a moment	grupo	alternativoj	prononco
level	direkto	suund	a direction	grupo	alternativoj	prononco
level	kontenta	rahul, rahul, rahul, rahul	content, contented, pleased, satisfied	grupo	alternativoj	prononco
level	rozo	roos	a rose	grupo	alternativoj	prononco
level	fajro	tulekahju	a fire	grupo	alternativoj	prononco
level	kuraci	ravida, ravida, ravida	to cure, to heal, to treat	grupo	alternativoj	prononco
level	frapi	lööma, koputama, laksu andma, lööma, lööma	to hit, to knock, to slap, to smack, to strike	grupo	alternativoj	prononco
level	kara	armastatud, hellitatud, armastatud, kallis, kallis	beloved, cherished, loved, dear, expensive	grupo	alternativoj	prononco
level	akcepti	aktsepteerima	to accept	grupo	alternativoj	prononco
level	minuto	üks minut	a minute	grupo	alternativoj	prononco
level	espero	lootus	a hope	grupo	alternativoj	prononco
level	linio	rida	a line	grupo	alternativoj	prononco
level	neĝo	lumi, lumi	snow, a snow	grupo	alternativoj	prononco
level	koleri	vihane olla, viha tunda	to be angry, to feel anger	grupo	alternativoj	prononco
level	sukceso	edu	a success	grupo	alternativoj	prononco
level	plori	nutma, nutma	to weep, to cry	grupo	alternativoj	prononco
level	nul (nulo)	null, null	zero, nil	grupo	alternativoj	prononco
level	angulo	nurk, nurk (kõrge koht)	an angle, a corner (a remote place)	grupo	alternativoj	prononco
level	ordo	käsk, korrastatud suhe	an order, an ordered relation	grupo	alternativoj	prononco
level	ŝipo	laev	a ship	grupo	alternativoj	prononco
level	blua	sinine	blue	grupo	alternativoj	prononco
level	sufiĉa	piisav, piisav, piisav	sufficient, enough, adequate	grupo	alternativoj	prononco
level	strato	tänav	a street	grupo	alternativoj	prononco
level	vilaĝo	küla, linn	a village, a town	grupo	alternativoj	prononco
level	utila	kasulik	useful	grupo	alternativoj	prononco
level	rondo	ring, klubi	a circle, a club	grupo	alternativoj	prononco
level	preta	valmis	ready	grupo	alternativoj	prononco
level	orelo	kõrv	an ear	grupo	alternativoj	prononco
level	papero	paber, paber	paper, a paper	grupo	alternativoj	prononco
level	rivero	jõgi	a river	grupo	alternativoj	prononco
level	zorgi	hoolitsema, hoolitsema	to care for, to look after	grupo	alternativoj	prononco
level	arto	kunst	an art	grupo	alternativoj	prononco
level	kreski	kasvama, kasvama	to grow, to increase	grupo	alternativoj	prononco
level	nazo	nina	a nose	grupo	alternativoj	prononco
level	konsili	nõu andma, nõu andma	to counsel, to advise	grupo	alternativoj	prononco
level	pasi	mööduma, mööda minema	to pass, to pass by	grupo	alternativoj	prononco
level	fero	raud (Fe)	iron (Fe)	grupo	alternativoj	prononco
level	regi	valitsema, valitsema, kontrollima	to rule, to govern, to control	grupo	alternativoj	prononco
level	farti	sõita	to fare	grupo	alternativoj	prononco
level	larĝa	lai, lai, suur	wide, broad, large	grupo	alternativoj	prononco
level	kuraĝa	julge, julge	courageous, brave	grupo	alternativoj	prononco
level	kolo	kael	a neck	grupo	alternativoj	prononco
level	propra	oma, oma	own, one's own	grupo	alternativoj	prononco
level	plezuro	rõõm, lõbus	a pleasure, fun	grupo	alternativoj	prononco
level	pardoni	andeks andma, andeks andma	to forgive, to pardon	grupo	alternativoj	prononco
level	sata	rahul, täis, täis	satisfied, full, replete	grupo	alternativoj	prononco
level	voki	helistama, välja kutsuma	to call, to summon	grupo	alternativoj	prononco
level	marto	märtsil	March	grupo	alternativoj	prononco
level	seĝo	Tool	a chair	grupo	alternativoj	prononco
level	majo	mai	May	grupo	alternativoj	prononco
level	tuŝi	puudutama	to touch	grupo	alternativoj	prononco
level	premi	vajutama, pigistama	to press, to squeeze	grupo	alternativoj	prononco
level	julio	juulil	July	grupo	alternativoj	prononco
level	kato	kass	a cat	grupo	alternativoj	prononco
level	glaso	klaas veini)	a glass (of wine)	grupo	alternativoj	prononco
level	septembro	septembril	September	grupo	alternativoj	prononco
level	verda	roheline	green	grupo	alternativoj	prononco
level	postuli	nõudma, postuleerima, nõudma	to demand, to postulate, to require	grupo	alternativoj	prononco
level	onklo	onu	an uncle	grupo	alternativoj	prononco
level	novembro	novembril	November	grupo	alternativoj	prononco
level	laca	väsinud, väsinud, väsinud	weary, tired of, fatigued	grupo	alternativoj	prononco
level	lakto	piim, piim	milk, a milk	grupo	alternativoj	prononco
level	bruli	põletada	to burn	grupo	alternativoj	prononco
level	decidi	otsustada	to decide	grupo	alternativoj	prononco
level	plendi	kaebama	to complain	grupo	alternativoj	prononco
level	saluti	tervitama, tere ütlema, tervitama	to greet, to say hello, to salute	grupo	alternativoj	prononco
level	valoro	väärtus, väärtus	a value, worth	grupo	alternativoj	prononco
level	sukero	suhkur, suhkur	sugar, a sugar	grupo	alternativoj	prononco
level	planko	põrand, maapind	a floor, a ground	grupo	alternativoj	prononco
level	vesto	riided, riided	cloths, a clothing	grupo	alternativoj	prononco
level	tiri	tõmbama, tõmbama, lohistama	to pull, to draw, to drag	grupo	alternativoj	prononco
level	vetero	ilm, ilm	weather, a weather	grupo	alternativoj	prononco
level	turni	pöörama, ümber pöörama	to turn, to turn around	grupo	alternativoj	prononco
level	peco	tükk	a piece	grupo	alternativoj	prononco
level	fraŭlo	poissmees, vallaline mees	a bachelor, an unmarried man	grupo	alternativoj	prononco
level	pano	leiba	a bread	grupo	alternativoj	prononco
level	salti	hüppama, hüppama, vedrutama	to jump, to leap, to spring	grupo	alternativoj	prononco
level	vagono	auto (rongis), vagun, vanker, reisibuss	a car (in a train), a wagon, a carriage, a coach	grupo	alternativoj	prononco
level	ligo	link, liiga	a link, a league	grupo	alternativoj	prononco
level	efektiva	tegelik, tõeline, tõsi	actual, real, true	grupo	alternativoj	prononco
level	decembro	detsembril	December	grupo	alternativoj	prononco
level	korto	väljak, hoov, siseõu, nelinurk	a court, a courtyard, a patio, a quadrangle	grupo	alternativoj	prononco
level	tranĉi	lõikama, viilutama	to cut, to slice	grupo	alternativoj	prononco
level	ŝati	meeldima	to like	grupo	alternativoj	prononco
level	oktobro	oktoober	October	grupo	alternativoj	prononco
level	kalkuli	arvutama, arvutama	to count, to calculate	grupo	alternativoj	prononco
level	rimedo	ressursid, vahendid, abinõu	resources, means, remedy	grupo	alternativoj	prononco
level	paki	pakkida	to pack	grupo	alternativoj	prononco
level	klaso	klass	a class	grupo	alternativoj	prononco
level	gajni	võita, võita, teenida	to gain, to win, to earn	grupo	alternativoj	prononco
level	intereso	huvi	an interest	grupo	alternativoj	prononco
level	floro	lill, õis	a flower, a bloom	grupo	alternativoj	prononco
level	marŝi	marssima, kõndima	to march, to walk	grupo	alternativoj	prononco
level	grupo	grupp	a group	grupo	alternativoj	prononco
level	aŭgusto	august	August	grupo	alternativoj	prononco
level	junio	juunini	June	grupo	alternativoj	prononco
level	brako	käsivars, õlavars	an arm, an upper arm	grupo	alternativoj	prononco
level	konstruaĵo	ehitis	a building	grupo	alternativoj	prononco
level	aprilo	aprill	April	grupo	alternativoj	prononco
level	februaro	veebruar	February	grupo	alternativoj	prononco
level	pentraĵo	pilt, maal	a picture, a painting	grupo	alternativoj	prononco
level	luno	kuu, kuu	moon, a moon	grupo	alternativoj	prononco
level	ideo	idee	an idea	grupo	alternativoj	prononco
level	novaĵo	uudist	a news	grupo	alternativoj	prononco
level	vendi	müüa, müüa	to sell, to vend	grupo	alternativoj	prononco
level	kruco	üle	a cross	grupo	alternativoj	prononco
level	kokaĵo	linnuliha, kana	poultry, chicken	grupo	alternativoj	prononco
level	monato	kuu	a month	grupo	alternativoj	prononco
level	porkaĵo	sealiha	pork	grupo	alternativoj	prononco
level	maniero	viis, viis, viis	a manner, a way, a mode	grupo	alternativoj	prononco
level	bovaĵo	veiseliha	beef	grupo	alternativoj	prononco
level	opinii	mõtlema, arvamust avaldama, arvamust avaldama	to think, to have an opinion, to opine	grupo	alternativoj	prononco
level	glaciaĵo	jäätis, jäätis	an ice cream, icecream	grupo	alternativoj	prononco
level	elekti	valima, valima, välja valima	to choose, to elect, to pick out	grupo	alternativoj	prononco
level	agi	tegutsema	to act	grupo	alternativoj	prononco
level	ovaĵo	omlett, munapuder	an omelette, scrambled eggs	grupo	alternativoj	prononco
level	ŝafaĵo	lambaliha	mutton	grupo	alternativoj	prononco
level	komuna	levinud	common	grupo	alternativoj	prononco
level	dubi	kahtlema	to doubt	grupo	alternativoj	prononco
level	pakaĵo	pakk, pagas, pagas	a package, a luggage, a baggage	grupo	alternativoj	prononco
level	freŝa	värske, värske	fresh, recent	grupo	alternativoj	prononco
level	adreso	aadress	an address	grupo	alternativoj	prononco
level	araneaĵo	ämblikuvõrk	a spiderweb	grupo	alternativoj	prononco
level	horloĝo	kell, käekell	a clock, a watch	grupo	alternativoj	prononco
level	manĝaĵo	toit	a food	grupo	alternativoj	prononco
level	male	vastupidi	on the contrary	grupo	alternativoj	prononco
level	radio	kiir, raadio, kiirgus, kiir	a ray, a radio, a radiation, a beam	grupo	alternativoj	prononco
level	manĝado	söömine, söömine tegevus	eating, eating action	grupo	alternativoj	prononco
level	dolori	valutama, valutama, valutama, haiget tegema	to pain, to ache, to be painful, to hurt	grupo	alternativoj	prononco
level	instruado	õpetamine, juhendamine	teaching, instruction	grupo	alternativoj	prononco
level	muziko	muusika, muusika	music, a music	grupo	alternativoj	prononco
level	neniom	ei summa, mitte midagi (kogus), mitte midagi	no amount, nothing (quantity), none	grupo	alternativoj	prononco
level	lerta	osav, osav	skillful, dexterous	grupo	alternativoj	prononco
level	administrado	administreerimine, juhtimine	administration, management	grupo	alternativoj	prononco
level	voĉo	hääl, hääl	a voice, a vote	grupo	alternativoj	prononco
level	preferi	eelistama	to prefer	grupo	alternativoj	prononco
level	viziti	külla, helistama	to visit, to call on	grupo	alternativoj	prononco
level	nia	meie	our	grupo	alternativoj	prononco
level	sako	kott, kott	a sack, a bag	grupo	alternativoj	prononco
level	fumado	suitsetamine, suitsetamise tegevus	smoking, smoking action	grupo	alternativoj	prononco
level	azeno	eesel	a donkey	grupo	alternativoj	prononco
level	bruna	pruun	brown	grupo	alternativoj	prononco
level	inviti	kutsuma	to invite	grupo	alternativoj	prononco
level	paĝo	leht	a page	grupo	alternativoj	prononco
