B.da content.tsv
Level	Esperanto	da	en-us	Grupo	Alternativoj	Pronoco
level	mi pagis tamen mia nomŝildo ne troviĝas	Jeg har betalt, men mit navneskilt kan ikke findes	I paid but my name tag can't be found	grupo	alternativoj	prononco
level	volas registriĝi surloke	ønsker at tilmelde sig på stedet	wants to register on the spot	grupo	alternativoj	prononco
level	pagis grupe, tamen kial ne estas markita?	betales i gruppe, men hvorfor er det ikke markeret?	paid in group, yet why is it not marked?	grupo	alternativoj	prononco
level	kongresa sako kun kongresa libro kaj aliaj informiloj	en konferencetaske med konferencebog og andet informationsmateriale	a conference bag with conference book and other information materials	grupo	alternativoj	prononco
level	rektora halo, ekspozicio	rektorsalen, udstilling	rector's hall, exhibition	grupo	alternativoj	prononco
level	malfermo kaj fermo	åbning og lukning	opening and closing	grupo	alternativoj	prononco
level	ekzamenejo de KER (Kadro de Eŭropa Referenco)	KER (Common European Framework of Reference) eksamenssted	KER (Common European Framework of Reference) examination place	grupo	alternativoj	prononco
level	kongresa komitato	kongresudvalg	congressional committee	grupo	alternativoj	prononco
level	komitato de asocio	foreningsudvalg	association committee	grupo	alternativoj	prononco
level	kongresa bankedo	stævnebanket	convention banquet	grupo	alternativoj	prononco
level	Interkona Vespero	Aften med at lære hinanden at kende	Evening of getting to know each other	grupo	alternativoj	prononco
level	solena inaŭguro	storslået åbning	grand opening	grupo	alternativoj	prononco
level	Zamenhofa halo	Zamenhof hal	Zamenhof hall	grupo	alternativoj	prononco
level	IKU (Internacia Kongresa Universitato)	IKU (International Congress University)	IKU (International Congress University)	grupo	alternativoj	prononco
level	KER-ekzameno je kvar niveloj (Kadro de Eŭropa Referenco)	KER-eksamen på fire niveauer (Common European Framework of Reference)	KER examination at four levels (Common European Framework of Reference)	grupo	alternativoj	prononco
level	internacia arta vespero	international kunstaften	international art evening	grupo	alternativoj	prononco
level	solena fermo	højtidelig afslutning	solemn closing	grupo	alternativoj	prononco
level	libroservo kun esperanto-libroj	bogservice med esperantobøger	book service with Esperanto books	grupo	alternativoj	prononco
level	AIS (Akademio Internacia de la Sciencoj)	AIS (International Academy of Sciences)	AIS (International Academy of Sciences)	grupo	alternativoj	prononco
level	SAT (Sennacieca Asocio Tutmonda)	SAT (World Anarchist Association)	SAT (World Anarchist Association)	grupo	alternativoj	prononco
level	prelegoj enuaj	kedelige foredrag	boring lectures	grupo	alternativoj	prononco
level	deĵorantoj por diversaj fakoj	vagthavende for forskellige afdelinger	duty officers for various departments	grupo	alternativoj	prononco
level	deĵorantoj skipe kunlaboras	buty officerer samarbejder som et team	buty officers cooperate as a team	grupo	alternativoj	prononco
level	vojaĝa agento	et rejsebureau	a travel agent	grupo	alternativoj	prononco
level	aviadila bileto	en flybillet	a plane ticket	grupo	alternativoj	prononco
level	nuligis la hotelon kaj aviadilan bileton	annulleret hotel og flybillet	canceled the hotel and plane ticket	grupo	alternativoj	prononco
level	kongresa kuriero	stævnebud	convention courier	grupo	alternativoj	prononco
level	unua bulteno, dua bulteno	første nyhedsbrev, andet nyhedsbrev	first newsletter, second newsletter	grupo	alternativoj	prononco
level	kongresa temo	kongressens tema	congress theme	grupo	alternativoj	prononco
level	paroligaj kursoj	talekurser	speaking courses	grupo	alternativoj	prononco
level	provizoraj programoj	midlertidige programmer	temporary programs	grupo	alternativoj	prononco
level	ĝeneralaj kondiĉoj de mendado	almindelige bestillingsbetingelser	general conditions of ordering	grupo	alternativoj	prononco
level	antaŭ-kongresaj ekskursoj	rundvisninger før kongressen	pre-congress tours	grupo	alternativoj	prononco
level	post-kongresa ekskurso	en rundvisning efter kongressen	a post-congress tour	grupo	alternativoj	prononco
level	tut-tagaj ekskursoj	heldagsture	full-day tours	grupo	alternativoj	prononco
level	duon-tagaj ekskursoj	halvdagsture	half-day tours	grupo	alternativoj	prononco
level	tabelo de dum-kongresaj ekskursoj	en tabel med ture under kongressen	a table of during-congress tours	grupo	alternativoj	prononco
level	aranĝoj ĉirkaŭ la UK (Universala Kongreso)	begivenheder rundt om i Storbritannien (Universal Congress)	events around the UK (Universal Congress)	grupo	alternativoj	prononco
level	kontaktoj kun amas-komunikiloj	kontakter med massemedier	contacts with mass media	grupo	alternativoj	prononco
level	vic-prezidanto prezidis la programon	vicepræsident ledede programmet	vice president presided over the program	grupo	alternativoj	prononco
level	kun landaj aŭtoritatoj	med landets myndigheder	with country authorities	grupo	alternativoj	prononco
level	sekretario, kasisto	sekretær, kasserer	secretary, treasurer	grupo	alternativoj	prononco
level	artaj aranĝoj	kunstbegivenheder	arts events	grupo	alternativoj	prononco
level	Infana Kongreseto	Børnekongres	Children's Congress	grupo	alternativoj	prononco
level	sociaj retejoj	sociale hjemmesider	social websites	grupo	alternativoj	prononco
level	reĝisoro de la kongresa temo	direktør for kongressens tema	director of the congress theme	grupo	alternativoj	prononco
level	rektoro de IKU (Internacia Kongresa Universitato)	rektor for IKU (International Congress University)	rector of IKU (International Congress University)	grupo	alternativoj	prononco
level	san-asekuro kaj asekuro de vojaĝo	sygeforsikring og rejseforsikring	health insurance and travel insurance	grupo	alternativoj	prononco
level	dokumentoj kaj vizoj	dokumenter og visa	documents and visas	grupo	alternativoj	prononco
level	valida identigilo	et gyldigt ID	a valid ID	grupo	alternativoj	prononco
level	pasporto valida	et gyldigt pas	a valid passport	grupo	alternativoj	prononco
level	reguloj pri viz-donado	regler for visumudstedelse	visa-issuance rules	grupo	alternativoj	prononco
level	akiro de vizo	at få et visum	obtaining a visa	grupo	alternativoj	prononco
level	CO (centra oficejo) de UEA (Universala Esperanto Asocio)	CO (centralkontor) for UEA (Universal Esperanto Association)	CO (central office) of UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	elŝuti la oficialan konfirmilon (invitilon)	for at downloade det officielle bekræftelsesbrev (invitationsbrev)	to download the official confirmation letter (invitation letter)	grupo	alternativoj	prononco
level	uzante la mendilon	ved hjælp af bestillingsformularen	using the order form	grupo	alternativoj	prononco
level	al la viz-dona instanco	til den visumudstedende myndighed	to the visa issuing authority	grupo	alternativoj	prononco
level	la oficiala kongres-daŭro	kongressens officielle varighed	the official congress duration	grupo	alternativoj	prononco
level	mendis loĝadon pere de UEA (Universala Esperanto Asocio)	reserveret overnatning gennem UEA (Universal Esperanto Association)	booked accommodation through UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	informi pri eventualaj ŝanĝoj	at informere om mulige ændringer	to inform about possible changes	grupo	alternativoj	prononco
level	akiri vojaĝan asekuron	at få en rejseforsikring	to get travel insurance	grupo	alternativoj	prononco
level	krom la nuligon de la vojaĝo	bortset fra aflysning af rejsen	except for the cancellation of the trip	grupo	alternativoj	prononco
level	asekuro kovras san-traktadon	forsikringen dækker sundhedsbehandling	insurance covers health treatment	grupo	alternativoj	prononco
level	kaze de la akcidentoj	i tilfælde af ulykkerne	in case of the accidents	grupo	alternativoj	prononco
level	deponi la valizojn	at deponere kufferterne	to deposit the suitcases	grupo	alternativoj	prononco
level	internacia flug-haveno	International lufthavn	international airport	grupo	alternativoj	prononco
level	iri buse aŭ taksie aŭ aŭtomobile	at tage med bus eller taxa eller bil	to go by bus or taxi or car	grupo	alternativoj	prononco
level	la veturo daŭras ĉirkaŭ 40 minutojn	turen tager omkring 40 minutter	the ride takes about 40 minutes	grupo	alternativoj	prononco
level	utiligi metroon ĝis la bus-haltejo	at bruge metroen til busstoppestedet	to use the subway to the bus stop	grupo	alternativoj	prononco
level	ankaŭ alteriĝis en alia flug-haveno	også landet i en anden lufthavn	also landed at another airport	grupo	alternativoj	prononco
level	por kongres-rilataj aferoj	for kongresrelaterede spørgsmål	for congress-related matters	grupo	alternativoj	prononco
level	oficiala mon-unuo estas eŭro	officiel valuta er euro	official currency is euro	grupo	alternativoj	prononco
level	vendejo akceptas kredit-kartojn	butik accepterer kreditkort	store accepts credit cards	grupo	alternativoj	prononco
level	je ordinara kurzo	til almindelig valutakurs	at ordinary exchange rate	grupo	alternativoj	prononco
level	agnoskita kiel oficiala lingvo	anerkendt som et officielt sprog	recognized as an official language	grupo	alternativoj	prononco
level	kran-akvo estas trinkebla	postevand er drikkeligt	tap water is drinkable	grupo	alternativoj	prononco
level	aĉeti mineralan akvon kun-gasan	at købe mineralvand med gas	to buy mineral water with gas	grupo	alternativoj	prononco
level	trinkmono aprezata sed ne deviga	tip værdsat, men ikke påkrævet	tip appreciated but not required	grupo	alternativoj	prononco
level	urba transportilo	bytransport	city transport	grupo	alternativoj	prononco
level	aĉetebla ĉe aŭtomata giĉeto de haltejo	kan købes i et busstoppesteds automatiske billetboks	can be purchased at a bus stop's automatic ticket box	grupo	alternativoj	prononco
level	informa budo en kongresejo	informationsstand på stævnepladsen	information booth in convention place	grupo	alternativoj	prononco
level	programo de la Kleriga Lundo	program for oplysningstidens mandag	program of the Enlightenment Monday	grupo	alternativoj	prononco
level	movada foiro	bevægelsesmesse	movement fair	grupo	alternativoj	prononco
level	Ekumena Diservo	Økumenisk Tjeneste	Ecumenical Service	grupo	alternativoj	prononco
level	Kongresa Balo	Kongresbal	Congressional Ball	grupo	alternativoj	prononco
level	Estraro Respondas	Bestyrelsen svarer	Board of Directors Responds	grupo	alternativoj	prononco
level	faka kunsido	specialistmøde	specialist meeting	grupo	alternativoj	prononco
level	kongresa aŭkcio	konventionsauktion	convention auction	grupo	alternativoj	prononco
level	komitato de UEA (Universala Esperanto Asocio)	komité for UEA (Universal Esperanto Association)	committee of UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	registrita kongresano	registreret kongresdeltager	registered congress participant	grupo	alternativoj	prononco
level	aliĝilo kun kongresa numero	tilmeldingsformular med kongresnummer	registration form with congress number	grupo	alternativoj	prononco
level	liveri ĉiujn servojn laŭ dua bulteno	at levere alle tjenester som i andet nyhedsbrev	to deliver all services as in the second newsletter	grupo	alternativoj	prononco
level	hazarda kunloĝigo de nekonatoj	tilfældig værelsesdeling af fremmede	random room sharing of strangers	grupo	alternativoj	prononco
level	disponigas nur al anticipaj konsentitoj	kun tilgængelig for forhåndsgodkendte	available only to advance consenters	grupo	alternativoj	prononco
level	krom se aliloke indikite	medmindre andet er angivet	unless indicated in other place	grupo	alternativoj	prononco
level	ekskursojn akompanos gvidanto	ture vil blive ledsaget af en guide	tours will be accompanied by a guide	grupo	alternativoj	prononco
