B.ko-kr content.tsv
Level	Esperanto	ko-kr	en-us	Grupo	Alternativoj	Pronoco
level	mi tiom ĝojas vidi vin	나는 당신을 봐서 그렇게 기쁘다	I'm so glad to see you	grupo	alternativoj	prononco
level	mi ĝojas vidi vin denove	당신을 다시 보아서 기쁘다	I'm glad to see you again	grupo	alternativoj	prononco
level	sed, vi aspektas ~	그러나 당신은 ~처럼 보이네요	but, you look ~	grupo	alternativoj	prononco
level	vi aspektas ŝokitaj kaj konfuzitaj	당신들은 충격받고 혼란스러워하는 것 처럼 보이네요	you look shocked and confused	grupo	alternativoj	prononco
level	ŝokita kaj iel konfuzita	충격 받았고, 약간은 혼란스러운	shocked and somehow confused	grupo	alternativoj	prononco
level	evidente	명백하게	obviously	grupo	alternativoj	prononco
level	do, mi supozas ke ~	그래서 내 생각엔 ~할 것 같아요	so, I guess ~	grupo	alternativoj	prononco
level	vi jam ekkomprenis	당신은 이미 깨달았다	you already got it	grupo	alternativoj	prononco
level	ekkomprenis kiel statas, ĉu?	어떤 상태인지 알아차렸다, 그렇죠?	understand how it is, right?	grupo	alternativoj	prononco
level	supozas ke vi jam komprenis	이미 이해하셨을 것 같아요	guess you already understood	grupo	alternativoj	prononco
level	jam ekkomprenis kiel statas	어떤 상태인지 이미 알아차렸다	already understood how it is	grupo	alternativoj	prononco
level	mi nenion komprenas!	나는 아무것도 이해 못 하겠다!	I don't understand anything!	grupo	alternativoj	prononco
level	mi pensas ke mi ne volas ~	나는 ~을 원하지 않는다고 생각한다	I think I don't want ~	grupo	alternativoj	prononco
level	ne volas kompreni	이해하고 싶어하지 않는다	doesn't want to understand	grupo	alternativoj	prononco
level	mi ne volas kompreni	나는 이해하고 싶어하지 않는다	I don't want to understand	grupo	alternativoj	prononco
level	sed ne estas komplike!	하지만 복잡하지 않아요!	but it's not complicated!	grupo	alternativoj	prononco
level	lasu al mi klarigi	내가 설명할께요	let me explain	grupo	alternativoj	prononco
level	kiam Ina rakontis al mi	이나(Ina)가 나에게 이야기 해 줬을 때	when Ina told me	grupo	alternativoj	prononco
level	rakontis al mi pri sia amiko	자기 친구에 대해 나에게 이야기 했다	told me about his own friend	grupo	alternativoj	prononco
level	amiko kiu lernis Esperanton	친구, 에스페란토를 배우는	a friend who learned Esperanto	grupo	alternativoj	prononco
level	lernis Esperanton tre rapide	에스페란토를 매우 빠르게 배웠다	learned Esperanto very quickly	grupo	alternativoj	prononco
level	amiko kiu nomiĝas Kabe	카베(Kabe)라는 이름을 가진 친구	a friend who is called Kabe	grupo	alternativoj	prononco
level	mi kaptis ke ~	나는 ~일거라고 알아차렸다	I have caught that ~	grupo	alternativoj	prononco
level	mi kaptis ke vi du jam konas	나는 당신 둘이 이미 알고 있다는 것을 알아차렸다	I understood that you two already know each other	grupo	alternativoj	prononco
level	vi du jam konas unu la alian	너희들 둘이 서로가 알고 있다	you two already know each other	grupo	alternativoj	prononco
level	jes, sed. sed kio?	예, 그러나. 그러나 뭐죠?	yes, but. but what?	grupo	alternativoj	prononco
level	havis la impreson ke ~	~이라는 인상을 받았다	had the impression that ~	grupo	alternativoj	prononco
level	ni ambaŭ havis la impreson	우리는 서로 그런 인상을 받았다	we both had the impression	grupo	alternativoj	prononco
level	vi flirtumis kun ni, kaj	당신은 우리를 유혹했다, 그리고	you flirted with us, and	grupo	alternativoj	prononco
level	la impreson ke vi flirtumis kun ni	당신이 우리를 유혹하고 있다는 인상을	the impression that you were flirting with us	grupo	alternativoj	prononco
level	tute prave!	확실히 맞아!	absolutely right!	grupo	alternativoj	prononco
level	pro tio mi volis paroli	그것 때문에 나는 말하고 싶었다	that's why I wanted to talk	grupo	alternativoj	prononco
level	mi volis paroli kun vi	나는 당신과 말하고 싶었다	I wanted to talk to you	grupo	alternativoj	prononco
level	paroli kun vi ambaŭ nun	당신 둘과 지금 말하다	to talk to you both now	grupo	alternativoj	prononco
level	aŭskultu mi petas	들어봐요 부탁입니다	listen to me please	grupo	alternativoj	prononco
level	mi ofte tre ŝatas ~	나는 자주 ~를 매우 좋아한다	I often really like ~	grupo	alternativoj	prononco
level	ŝatas plurajn personojn samtempe	동시에 여러사람을 좋아한다	likes several people at once	grupo	alternativoj	prononco
level	mi ŝatas plurajn personojn	나는 여러명을 좋아한다	I like several people	grupo	alternativoj	prononco
level	ne gravas ĉu estas ~	~인지는 중요하지 않다	it doesn't matter if it's ~	grupo	alternativoj	prononco
level	ĉu estas viro aŭ virino	남자인지 혹은 여자인지	whether it is a man or a woman	grupo	alternativoj	prononco
level	kaj dum IJK okazis ~	그리고 ~이 청년대회(IJK) 동안에 일어났다	and during IJK happened ~	grupo	alternativoj	prononco
level	okazis ke mi enamiĝis	내가 사랑에 빠지는 일이 발생했다	it happened that I fell in love	grupo	alternativoj	prononco
level	mi enamiĝis al vi ambaŭ!	나는 당신 둘과 사랑에 빠졌다!	I fell in love with you both!	grupo	alternativoj	prononco
level	kaj ni ambaŭ al vi	그리고 우리 둘이 당신에게	and we both to you	grupo	alternativoj	prononco
level	ŝajne ni al vi	분명히 우리는 당신에게	apparently us to you	grupo	alternativoj	prononco
level	momenton, mi estas laca	잠깐만, 나는 피곤합니다	wait a minute, I'm tired	grupo	alternativoj	prononco
level	tiom laca ke mi apenaŭ povas ~	그렇게 피곤해서 나는 거의 ~ 못할 것 같다	so tired that I can hardly ~	grupo	alternativoj	prononco
level	mi apenaŭ povas pensi	나는 가까스로 생각할 수 있다	I can hardly think	grupo	alternativoj	prononco
level	ĉu mi ĝuste komprenis ke ~	내가 ~라고 이해한 게 맞나요?	did I understand correctly that ~	grupo	alternativoj	prononco
level	Jes! vidu	맞아요! 봐봐요	Yes! take a look	grupo	alternativoj	prononco
level	kun ĝojplena vizaĝo	기쁨에 충만한 표정으로	with a joyful face	grupo	alternativoj	prononco
level	desegnis grandan koron	커다란 하트를 그렸다	drew a big heart	grupo	alternativoj	prononco
level	desegnis grandan koron en la sablo	모래에 커다란 하트를 그렸다	drew a big heart in the sand	grupo	alternativoj	prononco
level	en la sablo kaj skribis en ĝi	모래 안에 그리고 그 안에 썼다	in the sand and wrote in it	grupo	alternativoj	prononco
level	skribis en ĝi "I J K"	"I J K"라고 그 속에 썼다	wrote in it "I J K"	grupo	alternativoj	prononco
level	post sekunda pripensado diris	일 초 동안 생각한 후에 말했다	after a second thought said	grupo	alternativoj	prononco
level	post pripensado diris "Jen nia IJK"	궁리한 후에 말했다 "여기 우리들의 청년대회(IJK)"	after thinking said "this is our IJK"	grupo	alternativoj	prononco
level	kaj ili ekridis!	그리고 그들은 웃기 시작했다!	and they burst out laughing!	grupo	alternativoj	prononco
level	ili ĉiuj ekridis!	그들 모두는 웃기 시작했다!	they all burst out laughing!	grupo	alternativoj	prononco
level	post sekunda pripensado kaj ili ridis	일 초 동안 궁리후에 그들은 웃었다	after a second's thought and they laughed	grupo	alternativoj	prononco
level	Kabe diris "Jen nia IJK"	카베(Kabe)는 "여기 우리들의 청년대회(IJK)"라고 말했다	Kabe said "this is our IJK"	grupo	alternativoj	prononco
level	ĉu vi sendis la aliĝilon?	참가신청서를 보냈나요?	have you sent the application form?	grupo	alternativoj	prononco
level	submetis aliĝilon al loka asocio	지역 협회에 참가신청서를 제출했다	submitted a registration form to a local association	grupo	alternativoj	prononco
level	mendis grupe pere de la asocio	협회를 통해 단체로 주문했다	ordered as a group through the association	grupo	alternativoj	prononco
level	submetis pere de retpoŝto	이메일로 제출했다	submitted via email	grupo	alternativoj	prononco
level	ricevis konfirmilon de aliĝo	신청 결과를 확답을 받았다	received a confirmation of registration	grupo	alternativoj	prononco
level	ne trovis kien submeti aliĝilon	신청서 제출하는 곳을 찾지 못했다	could not find where to submit a registration form	grupo	alternativoj	prononco
level	ĉu estas reta aliĝilo?	온라인 신청서가 있습니까?	is there an online application form?	grupo	alternativoj	prononco
level	ĉu vi submetis paperan mendilon?	당신은 종이 주문서를 제출했나요?	did you submit a paper order?	grupo	alternativoj	prononco
level	ĉu oni devas pagi per eŭro?	유로화로 지불해야 합니까?	do someone have to pay in euro?	grupo	alternativoj	prononco
level	ĉu eblas pagi surloke?	현장에서 지불할 수 있습니까?	is it possible to pay on the spot?	grupo	alternativoj	prononco
level	pagis sed ne ricevis kvitancon	지불했는데 영수증을 받지 못했다	paid but did not receive a receipt	grupo	alternativoj	prononco
level	povas pagi grupe pere de loka societo	지역 지부를 통해 단체로 지불 할 수 있다	can pay as a group through local society	grupo	alternativoj	prononco
level	ĉu oni repagas se ne ĉeestus?	참가하지 않으면 환불 해 줍니까?	is there a refund if not present?	grupo	alternativoj	prononco
level	ne mendis specialan programon	특별 프로그램을 신청하지 않았습니다	did not order a special program	grupo	alternativoj	prononco
level	kiel oni povas mendi aldone?	어떻게 추가로 주문할 수 있습니까?	how can someone order additionally?	grupo	alternativoj	prononco
level	kiel oni povas pagi por aldona mendo?	추가 주문에 대해서 어떻게 지불할 수 있나요?	how can someone pay for an additional order?	grupo	alternativoj	prononco
level	ĉu ni povas vidi liston de aliĝintoj?	참가자 명단을 볼 수 있습니까?	can we see a list of registrants?	grupo	alternativoj	prononco
level	mia nomo ne troviĝas en la listo de aliĝintoj	참가자 명단에 내 이름이 없습니다	my name is not in the list of registrants	grupo	alternativoj	prononco
level	ĉu vi bonvolus kontroli la liston?	그 리스트를 점검해 주시겠습니까?	could you please check the list?	grupo	alternativoj	prononco
level	post la limdato de mendado	신청 기간이 지난 후에	after the order deadline	grupo	alternativoj	prononco
level	ĉu oni povas aliĝi plu?	계속해서 가입할 수 있나요?	can someone join furthermore?	grupo	alternativoj	prononco
level	rezervi hotelon kune	같이 호텔을 예약하다	to book a hotel together	grupo	alternativoj	prononco
level	oni rezervas hotelon, ĉu vi volas akompani?	누군가 호텔을 예약한다, 당신은 동참하시겠습니까?	someone is booking a hotel, do you want to come along?	grupo	alternativoj	prononco
level	se estus libera ĉambro, mi volas tion rezervi	빈 방이 있으면 그걸 예약하고 싶어요	if there was a free room, I want to book it	grupo	alternativoj	prononco
level	ĉu eblas rezervi hotelon surloke?	현장에서 호텔을 예약할 수 있습니까?	is it possible to book a hotel on site?	grupo	alternativoj	prononco
level	ĉu ni aĉetu aviadilan bileton kune?	우리 비행기표 같이 살까요?	should we buy a plane ticket together?	grupo	alternativoj	prononco
level	bileto de kiu dato	어느 날의 티켓	ticket from which date	grupo	alternativoj	prononco
level	ĉu ni akompanu al la flug-haveno?	공항까지 같이 갈까요?	shall we accompany you to the airport?	grupo	alternativoj	prononco
level	ĉu estas iu gvidanto ĉe la flug-haveno?	공항에서 안내해 주는 사람이 있습니까?	is there a guide at the airport?	grupo	alternativoj	prononco
level	ĉu oni devas iri al la kongresejo per si mem?	대회장까지 직접 찾아가야 하나요?	does someone have to go to the convention place by oneself?	grupo	alternativoj	prononco
level	giĉeto de la kongresejo	대회장 등록처	box office of the convention place	grupo	alternativoj	prononco
level	mi pagis tamen mia nomŝildo ne troviĝas	나는 지불했는데 이름표가 없다	I paid but my name tag can't be found	grupo	alternativoj	prononco
level	volas registriĝi surloke	현장 등록 하려고 한다	wants to register on the spot	grupo	alternativoj	prononco
level	pagis grupe, tamen kial ne estas markita?	단체로 지불하였다, 그런데 왜 표기 안 되어 있는가?	paid in group, yet why is it not marked?	grupo	alternativoj	prononco
level	kongresa sako kun kongresa libro kaj aliaj informiloj	대회책자나 기타 안내책자를 담은 가방	a conference bag with conference book and other information materials	grupo	alternativoj	prononco
level	rektora halo, ekspozicio	강연홀, 전시회	rector's hall, exhibition	grupo	alternativoj	prononco
level	malfermo kaj fermo	개회와 폐회	opening and closing	grupo	alternativoj	prononco
level	ekzamenejo de KER (Kadro de Eŭropa Referenco)	유럽표준(KER) 에스페란토 시험 장소	KER (Common European Framework of Reference) examination place	grupo	alternativoj	prononco
level	kongresa komitato	대회조직위원회	congressional committee	grupo	alternativoj	prononco
level	komitato de asocio	협회위원회	association committee	grupo	alternativoj	prononco
level	kongresa bankedo	대회 연회	convention banquet	grupo	alternativoj	prononco
level	Interkona Vespero	국제 친교의 밤	Evening of getting to know each other	grupo	alternativoj	prononco
level	solena inaŭguro	성대한 개회식	grand opening	grupo	alternativoj	prononco
level	Zamenhofa halo	자멘호프 홀	Zamenhof hall	grupo	alternativoj	prononco
level	IKU (Internacia Kongresa Universitato)	국제 대회 대학	IKU (International Congress University)	grupo	alternativoj	prononco
level	KER-ekzameno je kvar niveloj (Kadro de Eŭropa Referenco)	4등급의 유럽표준(KER) 에스페란토 시험	KER examination at four levels (Common European Framework of Reference)	grupo	alternativoj	prononco
level	internacia arta vespero	국제 예술의 밤	international art evening	grupo	alternativoj	prononco
level	solena fermo	성대한 폐회식	solemn closing	grupo	alternativoj	prononco
level	libroservo kun esperanto-libroj	에스페란토 책들이 있는 도서전시장	book service with Esperanto books	grupo	alternativoj	prononco
level	AIS (Akademio Internacia de la Sciencoj)	국제 과학 아카데미	AIS (International Academy of Sciences)	grupo	alternativoj	prononco
level	SAT (Sennacieca Asocio Tutmonda)	세계 무국적 협회	SAT (World Anarchist Association)	grupo	alternativoj	prononco
level	prelegoj enuaj	지루한 강연들	boring lectures	grupo	alternativoj	prononco
level	deĵorantoj por diversaj fakoj	여러분야들의 당직자들	duty officers for various departments	grupo	alternativoj	prononco
level	deĵorantoj skipe kunlaboras	당직자들은 팀으로 협력한다	buty officers cooperate as a team	grupo	alternativoj	prononco
level	vojaĝa agento	여행사	a travel agent	grupo	alternativoj	prononco
level	aviadila bileto	비행기 티켓	a plane ticket	grupo	alternativoj	prononco
level	nuligis la hotelon kaj aviadilan bileton	호텔과 비행기표를 취소했다	canceled the hotel and plane ticket	grupo	alternativoj	prononco
level	kongresa kuriero	대회내 신문	convention courier	grupo	alternativoj	prononco
level	unua bulteno, dua bulteno	일차 안내문, 이차 안내문	first newsletter, second newsletter	grupo	alternativoj	prononco
level	kongresa temo	대회 주제	congress theme	grupo	alternativoj	prononco
level	paroligaj kursoj	회화 코스들	speaking courses	grupo	alternativoj	prononco
level	provizoraj programoj	임시 프로그램들	temporary programs	grupo	alternativoj	prononco
level	ĝeneralaj kondiĉoj de mendado	주문의 일반 조건들	general conditions of ordering	grupo	alternativoj	prononco
level	antaŭ-kongresaj ekskursoj	대회전 소풍관광들	pre-congress tours	grupo	alternativoj	prononco
level	post-kongresa ekskurso	대회후 소풍관광	a post-congress tour	grupo	alternativoj	prononco
level	tut-tagaj ekskursoj	종일 소풍관광	full-day tours	grupo	alternativoj	prononco
level	duon-tagaj ekskursoj	반일 소풍관광들	half-day tours	grupo	alternativoj	prononco
level	tabelo de dum-kongresaj ekskursoj	대회기간중에 소풍관광들 표	a table of during-congress tours	grupo	alternativoj	prononco
level	aranĝoj ĉirkaŭ la UK (Universala Kongreso)	세계대회 (UK) 주변의 행사들	events around the UK (Universal Congress)	grupo	alternativoj	prononco
level	kontaktoj kun amas-komunikiloj	대중매체와의 접촉들	contacts with mass media	grupo	alternativoj	prononco
level	vic-prezidanto prezidis la programon	부회장이 그 프로그램을 주재했다	vice president presided over the program	grupo	alternativoj	prononco
level	kun landaj aŭtoritatoj	각국의 당국들과 함께	with country authorities	grupo	alternativoj	prononco
level	sekretario, kasisto	사무총장, 총무	secretary, treasurer	grupo	alternativoj	prononco
level	artaj aranĝoj	예술 행사들	arts events	grupo	alternativoj	prononco
level	Infana Kongreseto	어린이 세계 대회	Children's Congress	grupo	alternativoj	prononco
level	sociaj retejoj	소셜 네트워크들	social websites	grupo	alternativoj	prononco
level	reĝisoro de la kongresa temo	대회 주제 감독당담자	director of the congress theme	grupo	alternativoj	prononco
level	rektoro de IKU (Internacia Kongresa Universitato)	대회 대학(IKU)의 강연자	rector of IKU (International Congress University)	grupo	alternativoj	prononco
level	san-asekuro kaj asekuro de vojaĝo	건강 보험과 여행자 보험	health insurance and travel insurance	grupo	alternativoj	prononco
level	dokumentoj kaj vizoj	서류와 비자들	documents and visas	grupo	alternativoj	prononco
level	valida identigilo	유효한 신분증	a valid ID	grupo	alternativoj	prononco
level	pasporto valida	유효한 여권	a valid passport	grupo	alternativoj	prononco
level	reguloj pri viz-donado	비자 발급 규칙	visa-issuance rules	grupo	alternativoj	prononco
level	akiro de vizo	비자를 획득하기	obtaining a visa	grupo	alternativoj	prononco
level	CO (centra oficejo) de UEA (Universala Esperanto Asocio)	세계협회(UEA)의 중앙 사무소(CO)	CO (central office) of UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	elŝuti la oficialan konfirmilon (invitilon)	공식 확인증(초대장)을 다운로드하다	to download the official confirmation letter (invitation letter)	grupo	alternativoj	prononco
level	uzante la mendilon	주문서를 이용해서	using the order form	grupo	alternativoj	prononco
level	al la viz-dona instanco	비자 발급 기관으로	to the visa issuing authority	grupo	alternativoj	prononco
level	la oficiala kongres-daŭro	공식적인 대회 기간	the official congress duration	grupo	alternativoj	prononco
level	mendis loĝadon pere de UEA (Universala Esperanto Asocio)	세계협회(UEA)를 통해서 숙소 예약했다	booked accommodation through UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	informi pri eventualaj ŝanĝoj	이벤트에 따른 변경사항을 통보하다 (알려주다)	to inform about possible changes	grupo	alternativoj	prononco
level	akiri vojaĝan asekuron	여행 보험을 들다	to get travel insurance	grupo	alternativoj	prononco
level	krom la nuligon de la vojaĝo	여행 취소 외에	except for the cancellation of the trip	grupo	alternativoj	prononco
level	asekuro kovras san-traktadon	보험이 건강상의 처리를 커버한다	insurance covers health treatment	grupo	alternativoj	prononco
level	kaze de la akcidentoj	사고가 날 경우에	in case of the accidents	grupo	alternativoj	prononco
level	deponi la valizojn	여행 가방을 맡기다	to deposit the suitcases	grupo	alternativoj	prononco
level	internacia flug-haveno	국제 공항	international airport	grupo	alternativoj	prononco
level	iri buse aŭ taksie aŭ aŭtomobile	버스로 가거나 택시 또는 차량으로 가다	to go by bus or taxi or car	grupo	alternativoj	prononco
level	la veturo daŭras ĉirkaŭ 40 minutojn	그 차량이동은 대략 40분 정도 걸린다	the ride takes about 40 minutes	grupo	alternativoj	prononco
level	utiligi metroon ĝis la bus-haltejo	버스 정거장까지는 지하철을 이용하다	to use the subway to the bus stop	grupo	alternativoj	prononco
level	ankaŭ alteriĝis en alia flug-haveno	또한 다른 공항에 착륙했다	also landed at another airport	grupo	alternativoj	prononco
level	por kongres-rilataj aferoj	대회 관계 사항에 대하여	for congress-related matters	grupo	alternativoj	prononco
level	oficiala mon-unuo estas eŭro	공식 통화는 유로화다	official currency is euro	grupo	alternativoj	prononco
level	vendejo akceptas kredit-kartojn	상점들은 신용카드를 받는다	store accepts credit cards	grupo	alternativoj	prononco
level	je ordinara kurzo	보통의 환율로	at ordinary exchange rate	grupo	alternativoj	prononco
level	agnoskita kiel oficiala lingvo	공식언어로 승인된	recognized as an official language	grupo	alternativoj	prononco
level	kran-akvo estas trinkebla	수돗물은 마실 수 있다	tap water is drinkable	grupo	alternativoj	prononco
level	aĉeti mineralan akvon kun-gasan	탄산생수를 사다	to buy mineral water with gas	grupo	alternativoj	prononco
level	trinkmono aprezata sed ne deviga	팁은 받기는 하나 강제는 아니다	tip appreciated but not required	grupo	alternativoj	prononco
level	urba transportilo	도시 교통수단	city transport	grupo	alternativoj	prononco
level	aĉetebla ĉe aŭtomata giĉeto de haltejo	정류장 자동 판매기에서 구매 가능한	can be purchased at a bus stop's automatic ticket box	grupo	alternativoj	prononco
level	informa budo en kongresejo	대회장 내 안내소	information booth in convention place	grupo	alternativoj	prononco
level	programo de la Kleriga Lundo	"계몽하는 월요일" 프로그램	program of the Enlightenment Monday	grupo	alternativoj	prononco
level	movada foiro	에스페란토 운동 전시회	movement fair	grupo	alternativoj	prononco
level	Ekumena Diservo	대회 내 세계종교행사	Ecumenical Service	grupo	alternativoj	prononco
level	Kongresa Balo	대회 내 무도회	Congressional Ball	grupo	alternativoj	prononco
level	Estraro Respondas	"협회 이사회 대답하다" 프로그램	Board of Directors Responds	grupo	alternativoj	prononco
level	faka kunsido	전문분야 회의	specialist meeting	grupo	alternativoj	prononco
level	kongresa aŭkcio	대회내의 경매	convention auction	grupo	alternativoj	prononco
level	komitato de UEA (Universala Esperanto Asocio)	세계협회(UEA) 위원회	committee of UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	registrita kongresano	등록된 대회 참가자	registered congress participant	grupo	alternativoj	prononco
level	aliĝilo kun kongresa numero	대회 등록 번호가 적힌 신청서	registration form with congress number	grupo	alternativoj	prononco
level	liveri ĉiujn servojn laŭ dua bulteno	2차 안내문에 적힌 모든 서비스를 제공하다	to deliver all services as in the second newsletter	grupo	alternativoj	prononco
level	hazarda kunloĝigo de nekonatoj	모르는 사람들끼리 우연히 같은 방에 배정됨	random room sharing of strangers	grupo	alternativoj	prononco
level	disponigas nur al anticipaj konsentitoj	사전에 동의한 사람들에게만 쓸 수 있게 허용하다	available only to advance consenters	grupo	alternativoj	prononco
level	krom se aliloke indikite	다른 장소에 적시되지 않았다면	unless indicated in other place	grupo	alternativoj	prononco
level	ekskursojn akompanos gvidanto	소풍들에 안내자가 동행할 것이다	tours will be accompanied by a guide	grupo	alternativoj	prononco
