A.ta content.tsv
Level	Esperanto	ta	en-us	Grupo	Alternativoj	Pronoco
level	kompreneble!	நிச்சயமாக!	of course!	grupo	alternativoj	prononco
level	tio ne sufiĉas	அது போதாது	that is not enough	grupo	alternativoj	prononco
level	cent dolaroj sufiĉas	நூறு டாலர்கள் போதும்	a hundred dollars is enough	grupo	alternativoj	prononco
level	dolaro, dolaroj, dolarojn	ஒரு டாலர், டாலர்கள், டாலர்கள் (பன்மை நோக்கம்)	a dollar, dollars, dollars (plural objective)	grupo	alternativoj	prononco
level	havas cent dolarojn	நூறு டாலர்கள் உள்ளது	has a hundred dollars	grupo	alternativoj	prononco
level	kompreneble, mi havas	நிச்சயமாக, என்னிடம் உள்ளது	of course, I have	grupo	alternativoj	prononco
level	ho! vi estas riĉa!	ஓ! நீ பணக்காரன்!	oh! you are rich!	grupo	alternativoj	prononco
level	kelnero, kelnerino	ஒரு தண்ணீர், ஒரு பணியாள்	a water, an waitress	grupo	alternativoj	prononco
level	kelnero portas menuon	ஒரு பணியாளர் ஒரு மெனுவைக் கொண்டுவருகிறார்	a waiter brings a menu	grupo	alternativoj	prononco
level	portis tion al ni, alportis tion	அதை எங்களிடம் கொண்டு வந்தார், கொண்டு வந்தார்	brought that to us, brought that	grupo	alternativoj	prononco
level	kelnero alportis multajn kukojn	ஒரு பணியாளர் நிறைய குக்கீகளை கொண்டு வந்தார்	a waiter brought a lot of cookies	grupo	alternativoj	prononco
level	ili manĝis iom	அவர்கள் கொஞ்சம் சாப்பிட்டார்கள் (கொஞ்சம்)	they ate some (a little)	grupo	alternativoj	prononco
level	post la manĝo	சாப்பிட்ட பிறகு (உணவு)	after the eating (meal)	grupo	alternativoj	prononco
level	nova, denove	புதியது, மீண்டும்	new, again	grupo	alternativoj	prononco
level	la kelnero denove venis	பணியாள் மீண்டும் வந்தான்	the waiter came again	grupo	alternativoj	prononco
level	en iu loko	சில இடத்தில்	in some place	grupo	alternativoj	prononco
level	serĉis en iu loko	ஏதோ ஒரு இடத்தில் தேடினார்	had searched in some place	grupo	alternativoj	prononco
level	serĉis en alia loko	வேறு இடத்தில் தேடினார்	searched in other place	grupo	alternativoj	prononco
level	lia vizaĝo estis ĝoja	அவரது முகம் மகிழ்ச்சியாக இருந்தது	his face was joyous	grupo	alternativoj	prononco
level	ŝi estis malĝoja	அவள் சோகமாக இருந்தாள்	she was sad	grupo	alternativoj	prononco
level	fine kaj finfine	இறுதியில் மற்றும் இறுதியாக	in the end and finally at last	grupo	alternativoj	prononco
level	via forta voĉo	உங்கள் வலுவான குரல்	your strong voice	grupo	alternativoj	prononco
level	en malforta voĉo	பலவீனமான குரலில்	in weak voice	grupo	alternativoj	prononco
level	ne havas monon	பணம் இல்லை	doesn't have money	grupo	alternativoj	prononco
level	kio okazis tie?	அங்கு என்ன நடந்தது?	what did happen there?	grupo	alternativoj	prononco
level	akcidento okazis poste	பின்னர் ஒரு விபத்து நடந்தது	an accident happened later	grupo	alternativoj	prononco
level	ĉu vi scias, kiam ĝi okazis?	அது எப்போது நடந்தது தெரியுமா?	do you know when did it happen?	grupo	alternativoj	prononco
level	scias pri la afero	விஷயம் பற்றி தெரியும்	knows about the matter	grupo	alternativoj	prononco
level	ankoraŭ unu afero restas	இன்னும் ஒன்று உள்ளது	still one thing remains	grupo	alternativoj	prononco
level	vi aŭ ŝi, ajna homo	நீங்கள் அல்லது அவள், எந்தவொரு நபரும்	you or she, any person	grupo	alternativoj	prononco
level	kiel kantisto	ஒரு பாடகர் போல, ஒரு கையொப்பமிட்டவராக	like a singer, as a signer	grupo	alternativoj	prononco
level	kantis kiel profesia kantisto	ஒரு தொழில்முறை பாடகர் போல் பாடினார்	sang like a professional singer	grupo	alternativoj	prononco
level	tie, kie ŝi loĝis	அவள் வாழ்ந்த இடம்	a the place, where she lived	grupo	alternativoj	prononco
level	kiel vi scias pri la aŭto?	கார் பற்றி உனக்கு எப்படி தெரியும்?	how do you know about the car?	grupo	alternativoj	prononco
level	nu, vidu la rapidan aŭton	சரி, வேகமான காரைப் பாருங்கள்	well, look at the fast car	grupo	alternativoj	prononco
level	suko sen sukero	சர்க்கரை இல்லாத சாறு	a juice without sugar	grupo	alternativoj	prononco
level	li havis rapidan veturilon	அவரிடம் வேகமான வாகனம் உள்ளது	he has a fast vehicle	grupo	alternativoj	prononco
level	tro forte	மிகவும் வலுவாக	too strongly	grupo	alternativoj	prononco
level	li tro forte malfermis	அவர் மிகவும் கடினமாக திறந்தார்	he opened too hard	grupo	alternativoj	prononco
level	veturis tro rapide	மிக வேகமாக ஓட்டினார் (பயணம் செய்தார்).	drove (traveled) too fast	grupo	alternativoj	prononco
level	manĝis per kulero	கரண்டியால் சாப்பிட்டார்	ate with a spoon	grupo	alternativoj	prononco
level	ni forte dubas	நாங்கள் கடுமையாக சந்தேகிக்கிறோம்	we strongly doubt	grupo	alternativoj	prononco
level	vera letero de li	அவரிடமிருந்து ஒரு உண்மையான கடிதம்	a true letter from him	grupo	alternativoj	prononco
level	amletero kun kvin fotoj	ஐந்து புகைப்படங்களுடன் ஒரு காதல் கடிதம்	a love letter with five photos	grupo	alternativoj	prononco
level	revenis, revenintoj	திரும்பி, திரும்பிய மக்கள்	returned, the people who returned	grupo	alternativoj	prononco
level	ankaŭ ses leteroj revenis	மேலும் ஆறு கடிதங்கள் திரும்பியது	also six letters returned	grupo	alternativoj	prononco
level	volis vidi la foton	புகைப்படம் பார்க்க வேண்டும்	wanted to see the photo	grupo	alternativoj	prononco
level	revenis el la lernejo	பள்ளியிலிருந்து திரும்பி வந்தார்	came back from the school	grupo	alternativoj	prononco
level	kiam revenos la fratino?	சகோதரி எப்போது திரும்புவாள்?	when will the sister return?	grupo	alternativoj	prononco
level	volis legi denove	மீண்டும் படிக்க விரும்பினேன்	wanted to read again	grupo	alternativoj	prononco
level	faris, fariĝis	செய்தது (செய்தது), ஆனது	made (did), became	grupo	alternativoj	prononco
level	rapide fariĝis ruĝa	விரைவாக சிவப்பு நிறமாக மாறியது	rapidly became red	grupo	alternativoj	prononco
level	en ĉambro, en ĉambron	ஒரு அறையில், ஒரு அறைக்குள்	in a room, into a room	grupo	alternativoj	prononco
level	staris kaj sidis	நின்று அமர்ந்தார்	stood and sat	grupo	alternativoj	prononco
level	tie staris antaŭ la foto	புகைப்படத்தின் முன் நின்றான்	there stood in front of the photo	grupo	alternativoj	prononco
level	mi havas tion	என்னிடம் அது இருக்கிறது	I have that	grupo	alternativoj	prononco
level	kion vi havas en via mano?	உன் கையில் என்ன இருக்கிறது?	what do you have in your hand?	grupo	alternativoj	prononco
level	antaŭ aŭ malantaŭ?	முன்னால் அல்லது பின்னால்?	in front or behind?	grupo	alternativoj	prononco
level	antaŭ aŭ post?	முன் அல்லது பின்?	before or after?	grupo	alternativoj	prononco
level	tie malantaŭ la pordo	அங்கு கதவுக்கு பின்னால்	there behind the door	grupo	alternativoj	prononco
level	aliaj, aliaj homoj	மற்றவர்கள், மற்றவர்கள்	others, other people	grupo	alternativoj	prononco
level	leteroj de aliaj	மற்றவர்களிடமிருந்து கடிதங்கள்	letters from others	grupo	alternativoj	prononco
level	falis el la mano	கையை விட்டு விழுந்தது	fell out of the hand	grupo	alternativoj	prononco
level	sur la tablo, sur la tablon	மேஜையில், மேசையில்	on the table, onto the table	grupo	alternativoj	prononco
level	ĝi falis sur la tablon	அது மேசையில் விழுந்தது	it fell on the table	grupo	alternativoj	prononco
