B.it content.tsv
Level	Esperanto	it	en-us	Grupo	Alternativoj	Pronoco
level	ĉu estas iu gvidanto ĉe la flug-haveno?	c'è una guida all'aeroporto?	is there a guide at the airport?	grupo	alternativoj	prononco
level	ĉu oni devas iri al la kongresejo per si mem?	qualcuno deve recarsi al luogo della convention da solo?	does someone have to go to the convention place by oneself?	grupo	alternativoj	prononco
level	giĉeto de la kongresejo	botteghino del luogo del congresso	box office of the convention place	grupo	alternativoj	prononco
level	mi pagis tamen mia nomŝildo ne troviĝas	Ho pagato ma non è possibile trovare la mia targhetta con il nome	I paid but my name tag can't be found	grupo	alternativoj	prononco
level	volas registriĝi surloke	vuole registrarsi sul posto	wants to register on the spot	grupo	alternativoj	prononco
level	pagis grupe, tamen kial ne estas markita?	pagato in gruppo, ma perché non è contrassegnato?	paid in group, yet why is it not marked?	grupo	alternativoj	prononco
level	kongresa sako kun kongresa libro kaj aliaj informiloj	una borsa conferenza con libro conferenza e altro materiale informativo	a conference bag with conference book and other information materials	grupo	alternativoj	prononco
level	rektora halo, ekspozicio	sala del rettore, mostra	rector's hall, exhibition	grupo	alternativoj	prononco
level	malfermo kaj fermo	apertura e chiusura	opening and closing	grupo	alternativoj	prononco
level	ekzamenejo de KER (Kadro de Eŭropa Referenco)	Sede d'esame KER (Quadro Comune Europeo di Riferimento).	KER (Common European Framework of Reference) examination place	grupo	alternativoj	prononco
level	kongresa komitato	commissione congressuale	congressional committee	grupo	alternativoj	prononco
level	komitato de asocio	comitato di associazione	association committee	grupo	alternativoj	prononco
level	kongresa bankedo	banchetto congressuale	convention banquet	grupo	alternativoj	prononco
level	Interkona Vespero	Serata di conoscenza	Evening of getting to know each other	grupo	alternativoj	prononco
level	solena inaŭguro	grande apertura	grand opening	grupo	alternativoj	prononco
level	Zamenhofa halo	Sala Zamenhof	Zamenhof hall	grupo	alternativoj	prononco
level	IKU (Internacia Kongresa Universitato)	IKU (Università dei Congressi Internazionali)	IKU (International Congress University)	grupo	alternativoj	prononco
level	KER-ekzameno je kvar niveloj (Kadro de Eŭropa Referenco)	Esame KER a quattro livelli (Quadro comune europeo di riferimento)	KER examination at four levels (Common European Framework of Reference)	grupo	alternativoj	prononco
level	internacia arta vespero	serata artistica internazionale	international art evening	grupo	alternativoj	prononco
level	solena fermo	chiusura solenne	solemn closing	grupo	alternativoj	prononco
level	libroservo kun esperanto-libroj	servizio di prenotazione con libri in esperanto	book service with Esperanto books	grupo	alternativoj	prononco
level	AIS (Akademio Internacia de la Sciencoj)	AIS (Accademia Internazionale delle Scienze)	AIS (International Academy of Sciences)	grupo	alternativoj	prononco
level	SAT (Sennacieca Asocio Tutmonda)	SAT (Associazione Anarchica Mondiale)	SAT (World Anarchist Association)	grupo	alternativoj	prononco
level	prelegoj enuaj	lezioni noiose	boring lectures	grupo	alternativoj	prononco
level	deĵorantoj por diversaj fakoj	ufficiali di turno per i vari reparti	duty officers for various departments	grupo	alternativoj	prononco
level	deĵorantoj skipe kunlaboras	ma gli ufficiali cooperano come una squadra	buty officers cooperate as a team	grupo	alternativoj	prononco
level	vojaĝa agento	un agente di viaggio	a travel agent	grupo	alternativoj	prononco
level	aviadila bileto	un biglietto aereo	a plane ticket	grupo	alternativoj	prononco
level	nuligis la hotelon kaj aviadilan bileton	cancellato l'hotel e il biglietto aereo	canceled the hotel and plane ticket	grupo	alternativoj	prononco
level	kongresa kuriero	corriere convenzionato	convention courier	grupo	alternativoj	prononco
level	unua bulteno, dua bulteno	prima newsletter, seconda newsletter	first newsletter, second newsletter	grupo	alternativoj	prononco
level	kongresa temo	tema del congresso	congress theme	grupo	alternativoj	prononco
level	paroligaj kursoj	corsi di conversazione	speaking courses	grupo	alternativoj	prononco
level	provizoraj programoj	programmi temporanei	temporary programs	grupo	alternativoj	prononco
level	ĝeneralaj kondiĉoj de mendado	condizioni generali d'ordine	general conditions of ordering	grupo	alternativoj	prononco
level	antaŭ-kongresaj ekskursoj	visite pre-congresso	pre-congress tours	grupo	alternativoj	prononco
level	post-kongresa ekskurso	un tour post-congresso	a post-congress tour	grupo	alternativoj	prononco
level	tut-tagaj ekskursoj	tour di un'intera giornata	full-day tours	grupo	alternativoj	prononco
level	duon-tagaj ekskursoj	tour di mezza giornata	half-day tours	grupo	alternativoj	prononco
level	tabelo de dum-kongresaj ekskursoj	una tabella delle visite guidate durante il congresso	a table of during-congress tours	grupo	alternativoj	prononco
level	aranĝoj ĉirkaŭ la UK (Universala Kongreso)	eventi nel Regno Unito (Congresso Universale)	events around the UK (Universal Congress)	grupo	alternativoj	prononco
level	kontaktoj kun amas-komunikiloj	contatti con i mass media	contacts with mass media	grupo	alternativoj	prononco
level	vic-prezidanto prezidis la programon	il vicepresidente ha presieduto il programma	vice president presided over the program	grupo	alternativoj	prononco
level	kun landaj aŭtoritatoj	con le autorità del paese	with country authorities	grupo	alternativoj	prononco
level	sekretario, kasisto	segretario, tesoriere	secretary, treasurer	grupo	alternativoj	prononco
level	artaj aranĝoj	eventi artistici	arts events	grupo	alternativoj	prononco
level	Infana Kongreseto	Congresso dei bambini	Children's Congress	grupo	alternativoj	prononco
level	sociaj retejoj	siti web sociali	social websites	grupo	alternativoj	prononco
level	reĝisoro de la kongresa temo	direttore del tema del congresso	director of the congress theme	grupo	alternativoj	prononco
level	rektoro de IKU (Internacia Kongresa Universitato)	rettore dell'IKU (Università dei Congressi Internazionali)	rector of IKU (International Congress University)	grupo	alternativoj	prononco
level	san-asekuro kaj asekuro de vojaĝo	assicurazione sanitaria e assicurazione di viaggio	health insurance and travel insurance	grupo	alternativoj	prononco
level	dokumentoj kaj vizoj	documenti e visti	documents and visas	grupo	alternativoj	prononco
level	valida identigilo	un documento d'identità valido	a valid ID	grupo	alternativoj	prononco
level	pasporto valida	un passaporto valido	a valid passport	grupo	alternativoj	prononco
level	reguloj pri viz-donado	norme sul rilascio dei visti	visa-issuance rules	grupo	alternativoj	prononco
level	akiro de vizo	ottenere un visto	obtaining a visa	grupo	alternativoj	prononco
level	CO (centra oficejo) de UEA (Universala Esperanto Asocio)	CO (ufficio centrale) dell'UEA (Associazione Universale Esperanto)	CO (central office) of UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	elŝuti la oficialan konfirmilon (invitilon)	per scaricare la lettera ufficiale di conferma (lettera di invito)	to download the official confirmation letter (invitation letter)	grupo	alternativoj	prononco
level	uzante la mendilon	utilizzando il modulo d'ordine	using the order form	grupo	alternativoj	prononco
level	al la viz-dona instanco	all'autorità emittente del visto	to the visa issuing authority	grupo	alternativoj	prononco
level	la oficiala kongres-daŭro	la durata ufficiale del congresso	the official congress duration	grupo	alternativoj	prononco
level	mendis loĝadon pere de UEA (Universala Esperanto Asocio)	alloggio prenotato tramite UEA (Associazione Universale Esperanto)	booked accommodation through UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	informi pri eventualaj ŝanĝoj	per informare su possibili cambiamenti	to inform about possible changes	grupo	alternativoj	prononco
level	akiri vojaĝan asekuron	per ottenere un'assicurazione di viaggio	to get travel insurance	grupo	alternativoj	prononco
level	krom la nuligon de la vojaĝo	salvo annullamento del viaggio	except for the cancellation of the trip	grupo	alternativoj	prononco
level	asekuro kovras san-traktadon	l’assicurazione copre le cure sanitarie	insurance covers health treatment	grupo	alternativoj	prononco
level	kaze de la akcidentoj	in caso di incidenti	in case of the accidents	grupo	alternativoj	prononco
level	deponi la valizojn	depositare le valigie	to deposit the suitcases	grupo	alternativoj	prononco
level	internacia flug-haveno	aeroporto internazionale	international airport	grupo	alternativoj	prononco
level	iri buse aŭ taksie aŭ aŭtomobile	andare in autobus, taxi o macchina	to go by bus or taxi or car	grupo	alternativoj	prononco
level	la veturo daŭras ĉirkaŭ 40 minutojn	il viaggio dura circa 40 minuti	the ride takes about 40 minutes	grupo	alternativoj	prononco
level	utiligi metroon ĝis la bus-haltejo	per utilizzare la metropolitana fino alla fermata dell'autobus	to use the subway to the bus stop	grupo	alternativoj	prononco
level	ankaŭ alteriĝis en alia flug-haveno	atterrato anche in un altro aeroporto	also landed at another airport	grupo	alternativoj	prononco
level	por kongres-rilataj aferoj	per questioni legate al congresso	for congress-related matters	grupo	alternativoj	prononco
level	oficiala mon-unuo estas eŭro	la moneta ufficiale è l'euro	official currency is euro	grupo	alternativoj	prononco
level	vendejo akceptas kredit-kartojn	il negozio accetta carte di credito	store accepts credit cards	grupo	alternativoj	prononco
level	je ordinara kurzo	al tasso di cambio ordinario	at ordinary exchange rate	grupo	alternativoj	prononco
level	agnoskita kiel oficiala lingvo	riconosciuta come lingua ufficiale	recognized as an official language	grupo	alternativoj	prononco
level	kran-akvo estas trinkebla	l'acqua del rubinetto è potabile	tap water is drinkable	grupo	alternativoj	prononco
level	aĉeti mineralan akvon kun-gasan	acquistare acqua minerale con gas	to buy mineral water with gas	grupo	alternativoj	prononco
level	trinkmono aprezata sed ne deviga	mancia apprezzata ma non richiesta	tip appreciated but not required	grupo	alternativoj	prononco
level	urba transportilo	trasporto urbano	city transport	grupo	alternativoj	prononco
level	aĉetebla ĉe aŭtomata giĉeto de haltejo	può essere acquistato presso la biglietteria automatica della fermata dell'autobus	can be purchased at a bus stop's automatic ticket box	grupo	alternativoj	prononco
level	informa budo en kongresejo	stand informativo nel luogo della convention	information booth in convention place	grupo	alternativoj	prononco
level	programo de la Kleriga Lundo	programma del Lunedì dei Lumi	program of the Enlightenment Monday	grupo	alternativoj	prononco
level	movada foiro	fiera del movimento	movement fair	grupo	alternativoj	prononco
level	Ekumena Diservo	Servizio ecumenico	Ecumenical Service	grupo	alternativoj	prononco
level	Kongresa Balo	Ballo del Congresso	Congressional Ball	grupo	alternativoj	prononco
level	Estraro Respondas	Il Consiglio di Amministrazione risponde	Board of Directors Responds	grupo	alternativoj	prononco
level	faka kunsido	incontro specialistico	specialist meeting	grupo	alternativoj	prononco
level	kongresa aŭkcio	asta congressuale	convention auction	grupo	alternativoj	prononco
level	komitato de UEA (Universala Esperanto Asocio)	comitato dell'UEA (Associazione Universale Esperanto)	committee of UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	registrita kongresano	partecipante registrato al congresso	registered congress participant	grupo	alternativoj	prononco
level	aliĝilo kun kongresa numero	modulo di iscrizione con numero congresso	registration form with congress number	grupo	alternativoj	prononco
level	liveri ĉiujn servojn laŭ dua bulteno	per erogare tutti i servizi come nella seconda newsletter	to deliver all services as in the second newsletter	grupo	alternativoj	prononco
level	hazarda kunloĝigo de nekonatoj	condivisione casuale della stanza tra estranei	random room sharing of strangers	grupo	alternativoj	prononco
level	disponigas nur al anticipaj konsentitoj	disponibile solo per i consenzienti anticipati	available only to advance consenters	grupo	alternativoj	prononco
level	krom se aliloke indikite	se non indicato altrove	unless indicated in other place	grupo	alternativoj	prononco
level	ekskursojn akompanos gvidanto	le visite saranno accompagnate da una guida	tours will be accompanied by a guide	grupo	alternativoj	prononco
