C.mn content.tsv
Level	Esperanto	mn	en-us	Grupo	Alternativoj	Pronoco
level	diversa	олон янзын, янз бүрийн, янз бүрийн	diverse, varied, various	grupo	alternativoj	prononco
level	provi	оролдох, оролдох	to try, to attempt	grupo	alternativoj	prononco
level	pagi	төлөх	to pay	grupo	alternativoj	prononco
level	prezenti	танилцуулах, танилцуулах	to present, to introduce	grupo	alternativoj	prononco
level	aparta	тусдаа, онцгой, тусдаа	apart, particular, separate	grupo	alternativoj	prononco
level	rajto	зөв, эрх	right, a right	grupo	alternativoj	prononco
level	mateno	өглөө, өглөө	morning, a morning	grupo	alternativoj	prononco
level	agrabla	аятайхан, аятайхан, сайхан	pleasant, agreeable, nice	grupo	alternativoj	prononco
level	vespero	орой, орой	evening, an evening	grupo	alternativoj	prononco
level	muro	нэг хана	a wall	grupo	alternativoj	prononco
level	suno	нар, нар	sun, a sun	grupo	alternativoj	prononco
level	rigardi	харах, харах	to look, to look at	grupo	alternativoj	prononco
level	senti	мэдрэх, мэдрэх	to feel, to sense	grupo	alternativoj	prononco
level	blanka	цагаан, хоосон	white, blank	grupo	alternativoj	prononco
level	simpla	энгийн	simple	grupo	alternativoj	prononco
level	rimarki	анзаарах	to notice	grupo	alternativoj	prononco
level	lingvo	хэл, хэл	a language, tongue	grupo	alternativoj	prononco
level	ŝanĝi	өөрчлөх, эргэх	to change, to turn	grupo	alternativoj	prononco
level	renkonti	уулзах, учрах, таарах	to meet, to encounter, to come accross	grupo	alternativoj	prononco
level	uzi	хэрэглэх	to use	grupo	alternativoj	prononco
level	timi	айх, айх	to fear, to be afraid of	grupo	alternativoj	prononco
level	vera	жинхэнэ, үнэн	real, true	grupo	alternativoj	prononco
level	sola	ганцаараа, ганц, ганц, ганцаар	alone, only, sole, solitary	grupo	alternativoj	prononco
level	paco	амар амгалан, амар амгалан	peace, a peace	grupo	alternativoj	prononco
level	rakonti	өгүүлэх, өгүүлэх, холбогдох	to narrate, to tell, to relate	grupo	alternativoj	prononco
level	koloro	өнгө, өнгө	color, a color	grupo	alternativoj	prononco
level	pura	цэвэр, цэвэр	clean, pure	grupo	alternativoj	prononco
level	aŭdi	сонсох	to hear	grupo	alternativoj	prononco
level	punkto	цэг, цэг, цэг	a point, a dot, a spot	grupo	alternativoj	prononco
level	buŝo	ам	a mouth	grupo	alternativoj	prononco
level	araneo	аалз	a spider	grupo	alternativoj	prononco
level	serĉi	хайх, хайх, хайх	to search, to look for, to seek	grupo	alternativoj	prononco
level	letero	Захиа	a letter	grupo	alternativoj	prononco
level	frua	эрт, эрт	early, premature	grupo	alternativoj	prononco
level	grava	чухал, ноцтой	important, serious	grupo	alternativoj	prononco
level	nigra	хар	black	grupo	alternativoj	prononco
level	trankvila	тайван, тайван	tranquil, calm	grupo	alternativoj	prononco
level	flanko	тал	a side	grupo	alternativoj	prononco
level	libroj	номууд	books	grupo	alternativoj	prononco
level	kuri	гүйх	to run	grupo	alternativoj	prononco
level	dolĉa	чихэрлэг	sweet	grupo	alternativoj	prononco
level	popolo	ард түмэн, ард түмэн, үндэстэн	people, folk, nation	grupo	alternativoj	prononco
level	hundo	нохой	a dog	grupo	alternativoj	prononco
level	fenestro	цонх	a window	grupo	alternativoj	prononco
level	aĝo	нас (нас)	age (years old)	grupo	alternativoj	prononco
level	libron	ном (объектив, буруутгах)	a book (objective, accusative)	grupo	alternativoj	prononco
level	fingro	хуруу	a finger	grupo	alternativoj	prononco
level	resto	үлдэгдэл, амрах, үлдэх	remainder, rest, staying	grupo	alternativoj	prononco
level	dento	шүд	a tooth	grupo	alternativoj	prononco
level	kuiri	хоол хийх	to cook	grupo	alternativoj	prononco
level	lavi	угаах	to wash	grupo	alternativoj	prononco
level	mia	миний	my	grupo	alternativoj	prononco
level	piedo	хөл, сарвуу	a foot, a paw	grupo	alternativoj	prononco
level	aŭskulti	сонсох	to listen	grupo	alternativoj	prononco
level	tablo	хүснэгт	a table	grupo	alternativoj	prononco
level	fali	унах, унах	to fall, to drop	grupo	alternativoj	prononco
level	familio	гэр бүл	a family	grupo	alternativoj	prononco
level	via	чиний	your	grupo	alternativoj	prononco
level	vizaĝo	царай	a face	grupo	alternativoj	prononco
level	ĝusta	зөв (зөв), яг таг, зөв	right (correct), exact, proper	grupo	alternativoj	prononco
level	nokto	шөнө	a night	grupo	alternativoj	prononco
level	mezo	дунд, дундаж, дундаж	a middle, average, mean	grupo	alternativoj	prononco
level	historio	түүх, түүх	history, a history	grupo	alternativoj	prononco
level	interesi	сонирхох	to interest	grupo	alternativoj	prononco
level	administri	удирдах, удирдах	to manage, to administer	grupo	alternativoj	prononco
level	aero	агаар, агаар (хий)	air, an air (gas)	grupo	alternativoj	prononco
level	ĝia	түүний	its	grupo	alternativoj	prononco
level	maro	далай	a sea	grupo	alternativoj	prononco
level	fakto	баримт	a fact	grupo	alternativoj	prononco
level	lasi	орхих, чөлөөлөх, зөвшөөрөх, зөвшөөрөх	to leave, to release, to allow, to let	grupo	alternativoj	prononco
level	besto	амьтан, араатан	an animal, a beast	grupo	alternativoj	prononco
level	gvidi	удирдах, чиглүүлэх	to lead, to guide	grupo	alternativoj	prononco
level	avo	өвөө	a grandfather	grupo	alternativoj	prononco
level	afabla	эелдэг, найрсаг, эелдэг, эелдэг	affable, friendly, kind, amiable	grupo	alternativoj	prononco
level	ilia	тэдний	their	grupo	alternativoj	prononco
level	korpo	бие	a body	grupo	alternativoj	prononco
level	pordo	хаалга, хаалга	a door, a gate	grupo	alternativoj	prononco
level	forgesi	мартах	to forget	grupo	alternativoj	prononco
level	kafo	кофе, кофе	coffee, a coffee	grupo	alternativoj	prononco
level	brui	чимээ гаргах	to make noise	grupo	alternativoj	prononco
level	brili	гэрэлтэх	to shine	grupo	alternativoj	prononco
level	gazeto	сэтгүүл, сонин, тогтмол хэвлэл (=сэтгүүл)	a magazine, a gazette, a periodical (=magazino)	grupo	alternativoj	prononco
level	okulo	нүд	an eye	grupo	alternativoj	prononco
level	servi	үйлчлэх	to serve	grupo	alternativoj	prononco
level	vento	салхи, салхи	wind, a wind	grupo	alternativoj	prononco
level	ludi	тоглох	to play	grupo	alternativoj	prononco
level	haro	үс	a hair	grupo	alternativoj	prononco
level	arbo	мод	a tree	grupo	alternativoj	prononco
level	ŝia	түүнийг	her	grupo	alternativoj	prononco
level	lia	түүний	his	grupo	alternativoj	prononco
level	plumo	өд, үзэг	a feather, a pen	grupo	alternativoj	prononco
level	bildo	зураг, зураг	a picture, an image	grupo	alternativoj	prononco
level	paŝi	гишгэх, алхах, алхах, алхах	to step, to walk, to pace, to stride	grupo	alternativoj	prononco
level	dika	бүдүүн, бүдүүн, бүдүүн	thick, fat, bold	grupo	alternativoj	prononco
level	sia	өөрийн гэсэн	one's own	grupo	alternativoj	prononco
level	konsenti	хүлээн зөвшөөрөх (тэр), зөвшөөрөх (нь), зөвшөөрөх (нь), зөвшөөрөх (нь), зөвшөөрөх	to admit (that), to agree (with), to approve (of), to concur (with), to consent	grupo	alternativoj	prononco
level	somero	зун, зун	summer, a summer	grupo	alternativoj	prononco
level	lumi	гялалзах, гэрэлтүүлэх	to shine, to give light	grupo	alternativoj	prononco
level	ĉielo	тэнгэр	a sky	grupo	alternativoj	prononco
level	vintro	өвөл, өвөл	winter, a winter	grupo	alternativoj	prononco
level	volonta	хүсэл эрмэлзэлтэй (сэтгэлээсээ), сайн дураараа	willing (from heart), voluntary	grupo	alternativoj	prononco
level	aŭtuno	намар, намар, намар	autumn, fall, an autumn	grupo	alternativoj	prononco
level	memori	санах, эргэн санах	to remember, to recall	grupo	alternativoj	prononco
level	printempo	хавар, булаг	spring, a spring	grupo	alternativoj	prononco
level	ĝardeno	цэцэрлэг	a garden	grupo	alternativoj	prononco
level	aĉeti	худалдан авах, худалдан авах	to buy, to purchase	grupo	alternativoj	prononco
level	semajno	долоо хоног	a week	grupo	alternativoj	prononco
level	vitro	шил (шилэн материал)	glass (vitreous material)	grupo	alternativoj	prononco
level	pluvo	бороо, бороо	rain, a rain	grupo	alternativoj	prononco
level	frukto	жимс	a fruit	grupo	alternativoj	prononco
level	necesa	шаардлагатай	necessary	grupo	alternativoj	prononco
level	bono	сайн сайхан	goodness	grupo	alternativoj	prononco
level	erari	алдаа гаргах, алдаа гаргах, алдаа гаргах	to err, to make an error, to make a mistake	grupo	alternativoj	prononco
level	hejmo	гэр	a home	grupo	alternativoj	prononco
level	naturo	байгаль, мөн чанар, зан чанар	nature, a nature, character	grupo	alternativoj	prononco
level	nubo	үүл, үүл	cloud, a cloud	grupo	alternativoj	prononco
level	bone	сайн	well	grupo	alternativoj	prononco
level	momento	нэг мөч	a moment	grupo	alternativoj	prononco
level	direkto	чиглэл	a direction	grupo	alternativoj	prononco
level	kontenta	агуулга, сэтгэл хангалуун, сэтгэл хангалуун, сэтгэл хангалуун	content, contented, pleased, satisfied	grupo	alternativoj	prononco
level	rozo	сарнай	a rose	grupo	alternativoj	prononco
level	fajro	гал	a fire	grupo	alternativoj	prononco
level	kuraci	эмчлэх, эмчлэх, эмчлэх	to cure, to heal, to treat	grupo	alternativoj	prononco
level	frapi	цохих, цохих, алгадах, цохих, цохих	to hit, to knock, to slap, to smack, to strike	grupo	alternativoj	prononco
level	kara	хайртай, нандин, хайртай, эрхэм, үнэтэй	beloved, cherished, loved, dear, expensive	grupo	alternativoj	prononco
level	akcepti	хүлээн зөвшөөрөх	to accept	grupo	alternativoj	prononco
level	minuto	минут	a minute	grupo	alternativoj	prononco
level	espero	найдвар	a hope	grupo	alternativoj	prononco
level	linio	шугам	a line	grupo	alternativoj	prononco
level	neĝo	цас, цас	snow, a snow	grupo	alternativoj	prononco
level	koleri	уурлах, уурлах	to be angry, to feel anger	grupo	alternativoj	prononco
level	sukceso	амжилт	a success	grupo	alternativoj	prononco
level	plori	уйлах, уйлах	to weep, to cry	grupo	alternativoj	prononco
level	nul (nulo)	тэг, тэг	zero, nil	grupo	alternativoj	prononco
level	angulo	өнцөг, булан (алслагдсан газар)	an angle, a corner (a remote place)	grupo	alternativoj	prononco
level	ordo	захиалга, эмх цэгцтэй харилцаа	an order, an ordered relation	grupo	alternativoj	prononco
level	ŝipo	усан онгоц	a ship	grupo	alternativoj	prononco
level	blua	цэнхэр	blue	grupo	alternativoj	prononco
level	sufiĉa	хангалттай, хангалттай, хангалттай	sufficient, enough, adequate	grupo	alternativoj	prononco
level	strato	гудамж	a street	grupo	alternativoj	prononco
level	vilaĝo	тосгон, хот	a village, a town	grupo	alternativoj	prononco
level	utila	ашигтай	useful	grupo	alternativoj	prononco
level	rondo	тойрог, клуб	a circle, a club	grupo	alternativoj	prononco
level	preta	бэлэн	ready	grupo	alternativoj	prononco
level	orelo	чих	an ear	grupo	alternativoj	prononco
level	papero	цаас, цаас	paper, a paper	grupo	alternativoj	prononco
level	rivero	гол	a river	grupo	alternativoj	prononco
level	zorgi	халамжлах, халамжлах	to care for, to look after	grupo	alternativoj	prononco
level	arto	урлаг	an art	grupo	alternativoj	prononco
level	kreski	өсөх, өсөх	to grow, to increase	grupo	alternativoj	prononco
level	nazo	хамар	a nose	grupo	alternativoj	prononco
level	konsili	зөвлөх, зөвлөх	to counsel, to advise	grupo	alternativoj	prononco
level	pasi	өнгөрөх, өнгөрөх	to pass, to pass by	grupo	alternativoj	prononco
level	fero	төмөр (Fe)	iron (Fe)	grupo	alternativoj	prononco
level	regi	захирах, удирдах, хянах	to rule, to govern, to control	grupo	alternativoj	prononco
level	farti	явах	to fare	grupo	alternativoj	prononco
level	larĝa	өргөн, өргөн, том	wide, broad, large	grupo	alternativoj	prononco
level	kuraĝa	зоригтой, зоригтой	courageous, brave	grupo	alternativoj	prononco
level	kolo	хүзүү	a neck	grupo	alternativoj	prononco
level	propra	өөрийн, өөрийн	own, one's own	grupo	alternativoj	prononco
level	plezuro	таашаал, хөгжилтэй	a pleasure, fun	grupo	alternativoj	prononco
level	pardoni	уучлах, өршөөх	to forgive, to pardon	grupo	alternativoj	prononco
level	sata	сэтгэл хангалуун, дүүрэн, дүүрэн	satisfied, full, replete	grupo	alternativoj	prononco
level	voki	дуудах, дуудах	to call, to summon	grupo	alternativoj	prononco
level	marto	Гуравдугаар сар	March	grupo	alternativoj	prononco
level	seĝo	Сандал	a chair	grupo	alternativoj	prononco
level	majo	Тавдугаар сар	May	grupo	alternativoj	prononco
level	tuŝi	хүрэх	to touch	grupo	alternativoj	prononco
level	premi	дарах, шахах	to press, to squeeze	grupo	alternativoj	prononco
level	julio	долдугаар сар	July	grupo	alternativoj	prononco
level	kato	муур	a cat	grupo	alternativoj	prononco
level	glaso	нэг шил (дарс)	a glass (of wine)	grupo	alternativoj	prononco
level	septembro	Есдүгээр сар	September	grupo	alternativoj	prononco
level	verda	ногоон	green	grupo	alternativoj	prononco
level	postuli	шаардах, дэвшүүлэх, шаардах	to demand, to postulate, to require	grupo	alternativoj	prononco
level	onklo	авга ах	an uncle	grupo	alternativoj	prononco
level	novembro	Арваннэгдүгээр сар	November	grupo	alternativoj	prononco
level	laca	ядарсан, ядарсан, ядарсан	weary, tired of, fatigued	grupo	alternativoj	prononco
level	lakto	сүү, сүү	milk, a milk	grupo	alternativoj	prononco
level	bruli	шатаах	to burn	grupo	alternativoj	prononco
level	decidi	шийдвэрлэх	to decide	grupo	alternativoj	prononco
