B.fa content.tsv
Level	Esperanto	fa	en-us	Grupo	Alternativoj	Pronoco
level	mi kaptis ke ~	من آن را گرفته ام	I have caught that ~	grupo	alternativoj	prononco
level	mi kaptis ke vi du jam konas	فهمیدم که شما دو تا از قبل همدیگر را می شناسید	I understood that you two already know each other	grupo	alternativoj	prononco
level	vi du jam konas unu la alian	شما دوتا قبلا همدیگه رو میشناسید	you two already know each other	grupo	alternativoj	prononco
level	jes, sed. sed kio?	بله اما. اما چی؟	yes, but. but what?	grupo	alternativoj	prononco
level	havis la impreson ke ~	این تصور را داشت که ~	had the impression that ~	grupo	alternativoj	prononco
level	ni ambaŭ havis la impreson	ما هر دو این تصور را داشتیم	we both had the impression	grupo	alternativoj	prononco
level	vi flirtumis kun ni, kaj	با ما معاشقه کردی و	you flirted with us, and	grupo	alternativoj	prononco
level	la impreson ke vi flirtumis kun ni	این تصور که شما با ما معاشقه می کنید	the impression that you were flirting with us	grupo	alternativoj	prononco
level	tute prave!	کاملا درسته!	absolutely right!	grupo	alternativoj	prononco
level	pro tio mi volis paroli	برای همین میخواستم حرف بزنم	that's why I wanted to talk	grupo	alternativoj	prononco
level	mi volis paroli kun vi	من می خواستم با شما صحبت کنم	I wanted to talk to you	grupo	alternativoj	prononco
level	paroli kun vi ambaŭ nun	تا الان با شما هر دو صحبت کنم	to talk to you both now	grupo	alternativoj	prononco
level	aŭskultu mi petas	لطفا به من گوش کن	listen to me please	grupo	alternativoj	prononco
level	mi ofte tre ŝatas ~	من اغلب خیلی دوست دارم ~	I often really like ~	grupo	alternativoj	prononco
level	ŝatas plurajn personojn samtempe	چند نفر را همزمان دوست دارد	likes several people at once	grupo	alternativoj	prononco
level	mi ŝatas plurajn personojn	من چند نفر را دوست دارم	I like several people	grupo	alternativoj	prononco
level	ne gravas ĉu estas ~	مهم نیست که ~ باشد	it doesn't matter if it's ~	grupo	alternativoj	prononco
level	ĉu estas viro aŭ virino	چه مرد باشد چه زن	whether it is a man or a woman	grupo	alternativoj	prononco
level	kaj dum IJK okazis ~	و در طول IJK اتفاق افتاد ~	and during IJK happened ~	grupo	alternativoj	prononco
level	okazis ke mi enamiĝis	اتفاقی افتاد که عاشق شدم	it happened that I fell in love	grupo	alternativoj	prononco
level	mi enamiĝis al vi ambaŭ!	من عاشق هر دوی شما شدم!	I fell in love with you both!	grupo	alternativoj	prononco
level	kaj ni ambaŭ al vi	و ما هر دو به شما	and we both to you	grupo	alternativoj	prononco
level	ŝajne ni al vi	ظاهرا ما به شما	apparently us to you	grupo	alternativoj	prononco
level	momenton, mi estas laca	یه لحظه صبر کن خسته شدم	wait a minute, I'm tired	grupo	alternativoj	prononco
level	tiom laca ke mi apenaŭ povas ~	آنقدر خسته که به سختی می توانم ~	so tired that I can hardly ~	grupo	alternativoj	prononco
level	mi apenaŭ povas pensi	من به سختی می توانم فکر کنم	I can hardly think	grupo	alternativoj	prononco
level	ĉu mi ĝuste komprenis ke ~	درست متوجه شدم که ~	did I understand correctly that ~	grupo	alternativoj	prononco
level	Jes! vidu	آره! نگاهی بیاندازید	Yes! take a look	grupo	alternativoj	prononco
level	kun ĝojplena vizaĝo	با چهره ای شاد	with a joyful face	grupo	alternativoj	prononco
level	desegnis grandan koron	قلب بزرگی کشید	drew a big heart	grupo	alternativoj	prononco
level	desegnis grandan koron en la sablo	قلب بزرگی روی شن ها کشید	drew a big heart in the sand	grupo	alternativoj	prononco
level	en la sablo kaj skribis en ĝi	در شن و ماسه و در آن نوشت	in the sand and wrote in it	grupo	alternativoj	prononco
level	skribis en ĝi "I J K"	در آن نوشت &quot;IJK&quot;	wrote in it "I J K"	grupo	alternativoj	prononco
level	post sekunda pripensado diris	بعد از کمی فکر گفت	after a second thought said	grupo	alternativoj	prononco
level	post pripensado diris "Jen nia IJK"	بعد از فکر کردن گفت &quot;این IJK ماست&quot;	after thinking said "this is our IJK"	grupo	alternativoj	prononco
level	kaj ili ekridis!	و آنها از خنده منفجر شدند!	and they burst out laughing!	grupo	alternativoj	prononco
level	ili ĉiuj ekridis!	همه از خنده منفجر شدند!	they all burst out laughing!	grupo	alternativoj	prononco
level	post sekunda pripensado kaj ili ridis	بعد از یک لحظه فکر کردن و آنها خندیدند	after a second's thought and they laughed	grupo	alternativoj	prononco
level	Kabe diris "Jen nia IJK"	کابه گفت: &quot;این IJK ماست&quot;	Kabe said "this is our IJK"	grupo	alternativoj	prononco
level	ĉu vi sendis la aliĝilon?	آیا فرم درخواست را ارسال کرده اید؟	have you sent the application form?	grupo	alternativoj	prononco
level	submetis aliĝilon al loka asocio	فرم ثبت نام را به یک انجمن محلی ارسال کرد	submitted a registration form to a local association	grupo	alternativoj	prononco
level	mendis grupe pere de la asocio	به صورت گروهی از طریق انجمن سفارش داده شد	ordered as a group through the association	grupo	alternativoj	prononco
level	submetis pere de retpoŝto	از طریق ایمیل ارسال می شود	submitted via email	grupo	alternativoj	prononco
level	ricevis konfirmilon de aliĝo	تاییدیه ثبت نام را دریافت کرد	received a confirmation of registration	grupo	alternativoj	prononco
level	ne trovis kien submeti aliĝilon	نتوانستم جایی برای ارسال فرم ثبت نام پیدا کنم	could not find where to submit a registration form	grupo	alternativoj	prononco
level	ĉu estas reta aliĝilo?	آیا فرم درخواست آنلاین وجود دارد؟	is there an online application form?	grupo	alternativoj	prononco
level	ĉu vi submetis paperan mendilon?	آیا سفارش کاغذی ارسال کردید؟	did you submit a paper order?	grupo	alternativoj	prononco
level	ĉu oni devas pagi per eŭro?	آیا کسی باید به یورو پرداخت کند؟	do someone have to pay in euro?	grupo	alternativoj	prononco
level	ĉu eblas pagi surloke?	آیا امکان پرداخت در محل وجود دارد؟	is it possible to pay on the spot?	grupo	alternativoj	prononco
level	pagis sed ne ricevis kvitancon	پرداخت کرد اما رسید دریافت نکرد	paid but did not receive a receipt	grupo	alternativoj	prononco
level	povas pagi grupe pere de loka societo	می توانند به صورت گروهی از طریق جامعه محلی پرداخت کنند	can pay as a group through local society	grupo	alternativoj	prononco
level	ĉu oni repagas se ne ĉeestus?	در صورت عدم وجود بازپرداخت وجود دارد؟	is there a refund if not present?	grupo	alternativoj	prononco
level	ne mendis specialan programon	برنامه خاصی سفارش نداد	did not order a special program	grupo	alternativoj	prononco
level	kiel oni povas mendi aldone?	چگونه کسی می تواند سفارش اضافی بدهد؟	how can someone order additionally?	grupo	alternativoj	prononco
level	kiel oni povas pagi por aldona mendo?	چگونه شخصی می تواند برای سفارش اضافی پرداخت کند؟	how can someone pay for an additional order?	grupo	alternativoj	prononco
level	ĉu ni povas vidi liston de aliĝintoj?	آیا می توانیم لیستی از ثبت نام کنندگان را ببینیم؟	can we see a list of registrants?	grupo	alternativoj	prononco
level	mia nomo ne troviĝas en la listo de aliĝintoj	نام من در لیست ثبت نام کنندگان نیست	my name is not in the list of registrants	grupo	alternativoj	prononco
level	ĉu vi bonvolus kontroli la liston?	میشه لطفا لیست رو چک کنید	could you please check the list?	grupo	alternativoj	prononco
level	post la limdato de mendado	بعد از مهلت سفارش	after the order deadline	grupo	alternativoj	prononco
level	ĉu oni povas aliĝi plu?	آیا کسی می تواند بیشتر بپیوندد؟	can someone join furthermore?	grupo	alternativoj	prononco
level	rezervi hotelon kune	برای رزرو هتل با هم	to book a hotel together	grupo	alternativoj	prononco
level	oni rezervas hotelon, ĉu vi volas akompani?	کسی در حال رزرو هتل است، آیا می خواهید بیایید؟	someone is booking a hotel, do you want to come along?	grupo	alternativoj	prononco
level	se estus libera ĉambro, mi volas tion rezervi	اگر اتاق رایگان بود، می خواهم آن را رزرو کنم	if there was a free room, I want to book it	grupo	alternativoj	prononco
level	ĉu eblas rezervi hotelon surloke?	آیا امکان رزرو هتل در محل وجود دارد؟	is it possible to book a hotel on site?	grupo	alternativoj	prononco
level	ĉu ni aĉetu aviadilan bileton kune?	با هم بلیط هواپیما بخریم؟	should we buy a plane ticket together?	grupo	alternativoj	prononco
level	bileto de kiu dato	بلیط از کدام تاریخ	ticket from which date	grupo	alternativoj	prononco
level	ĉu ni akompanu al la flug-haveno?	آیا شما را تا فرودگاه همراهی می کنیم؟	shall we accompany you to the airport?	grupo	alternativoj	prononco
level	ĉu estas iu gvidanto ĉe la flug-haveno?	آیا راهنما در فرودگاه وجود دارد؟	is there a guide at the airport?	grupo	alternativoj	prononco
level	ĉu oni devas iri al la kongresejo per si mem?	آیا کسی باید خودش به محل همایش برود؟	does someone have to go to the convention place by oneself?	grupo	alternativoj	prononco
level	giĉeto de la kongresejo	گیشه محل همایش	box office of the convention place	grupo	alternativoj	prononco
level	mi pagis tamen mia nomŝildo ne troviĝas	من پرداخت کردم اما برچسب نام من پیدا نشد	I paid but my name tag can't be found	grupo	alternativoj	prononco
level	volas registriĝi surloke	می خواهد در محل ثبت نام کند	wants to register on the spot	grupo	alternativoj	prononco
level	pagis grupe, tamen kial ne estas markita?	به صورت گروهی پرداخت می شود، اما چرا علامت گذاری نشده است؟	paid in group, yet why is it not marked?	grupo	alternativoj	prononco
level	kongresa sako kun kongresa libro kaj aliaj informiloj	یک کیف کنفرانس با کتاب کنفرانس و سایر مطالب اطلاعاتی	a conference bag with conference book and other information materials	grupo	alternativoj	prononco
level	rektora halo, ekspozicio	سالن رئیس جمهور، نمایشگاه	rector's hall, exhibition	grupo	alternativoj	prononco
level	malfermo kaj fermo	باز و بسته شدن	opening and closing	grupo	alternativoj	prononco
level	ekzamenejo de KER (Kadro de Eŭropa Referenco)	محل آزمون KER (چارچوب مرجع مشترک اروپایی).	KER (Common European Framework of Reference) examination place	grupo	alternativoj	prononco
level	kongresa komitato	کمیته کنگره	congressional committee	grupo	alternativoj	prononco
level	komitato de asocio	کمیته انجمن	association committee	grupo	alternativoj	prononco
level	kongresa bankedo	ضیافت همایش	convention banquet	grupo	alternativoj	prononco
level	Interkona Vespero	عصر آشنایی با هم	Evening of getting to know each other	grupo	alternativoj	prononco
level	solena inaŭguro	افتتاح بزرگ	grand opening	grupo	alternativoj	prononco
level	Zamenhofa halo	سالن زامنهوف	Zamenhof hall	grupo	alternativoj	prononco
level	IKU (Internacia Kongresa Universitato)	IKU (دانشگاه کنگره بین المللی)	IKU (International Congress University)	grupo	alternativoj	prononco
level	KER-ekzameno je kvar niveloj (Kadro de Eŭropa Referenco)	آزمون KER در چهار سطح (چارچوب مرجع مشترک اروپایی)	KER examination at four levels (Common European Framework of Reference)	grupo	alternativoj	prononco
level	internacia arta vespero	شب هنر بین المللی	international art evening	grupo	alternativoj	prononco
level	solena fermo	اختتامیه رسمی	solemn closing	grupo	alternativoj	prononco
level	libroservo kun esperanto-libroj	خدمات کتاب با کتاب های اسپرانتو	book service with Esperanto books	grupo	alternativoj	prononco
level	AIS (Akademio Internacia de la Sciencoj)	AIS (آکادمی بین المللی علوم)	AIS (International Academy of Sciences)	grupo	alternativoj	prononco
level	SAT (Sennacieca Asocio Tutmonda)	SAT (انجمن جهانی آنارشیست)	SAT (World Anarchist Association)	grupo	alternativoj	prononco
level	prelegoj enuaj	سخنرانی های خسته کننده	boring lectures	grupo	alternativoj	prononco
level	deĵorantoj por diversaj fakoj	افسران وظیفه برای بخش های مختلف	duty officers for various departments	grupo	alternativoj	prononco
level	deĵorantoj skipe kunlaboras	افسران buty به عنوان یک تیم همکاری می کنند	buty officers cooperate as a team	grupo	alternativoj	prononco
level	vojaĝa agento	آژانس مسافرتی	a travel agent	grupo	alternativoj	prononco
level	aviadila bileto	بلیط هواپیما	a plane ticket	grupo	alternativoj	prononco
level	nuligis la hotelon kaj aviadilan bileton	هتل و بلیط هواپیما را کنسل کرد	canceled the hotel and plane ticket	grupo	alternativoj	prononco
level	kongresa kuriero	پیک کنوانسیون	convention courier	grupo	alternativoj	prononco
level	unua bulteno, dua bulteno	خبرنامه اول، خبرنامه دوم	first newsletter, second newsletter	grupo	alternativoj	prononco
level	kongresa temo	موضوع کنگره	congress theme	grupo	alternativoj	prononco
level	paroligaj kursoj	دوره های سخنرانی	speaking courses	grupo	alternativoj	prononco
level	provizoraj programoj	برنامه های موقت	temporary programs	grupo	alternativoj	prononco
level	ĝeneralaj kondiĉoj de mendado	شرایط عمومی سفارش	general conditions of ordering	grupo	alternativoj	prononco
level	antaŭ-kongresaj ekskursoj	تورهای قبل از کنگره	pre-congress tours	grupo	alternativoj	prononco
level	post-kongresa ekskurso	یک تور بعد از کنگره	a post-congress tour	grupo	alternativoj	prononco
level	tut-tagaj ekskursoj	تورهای تمام روز	full-day tours	grupo	alternativoj	prononco
level	duon-tagaj ekskursoj	تورهای نیم روزه	half-day tours	grupo	alternativoj	prononco
level	tabelo de dum-kongresaj ekskursoj	جدولی از تورهای کنگره	a table of during-congress tours	grupo	alternativoj	prononco
level	aranĝoj ĉirkaŭ la UK (Universala Kongreso)	رویدادهای سراسر بریتانیا (کنگره جهانی)	events around the UK (Universal Congress)	grupo	alternativoj	prononco
level	kontaktoj kun amas-komunikiloj	تماس با رسانه های جمعی	contacts with mass media	grupo	alternativoj	prononco
level	vic-prezidanto prezidis la programon	معاون رئیس جمهور این برنامه را مدیریت کرد	vice president presided over the program	grupo	alternativoj	prononco
level	kun landaj aŭtoritatoj	با مقامات کشور	with country authorities	grupo	alternativoj	prononco
level	sekretario, kasisto	منشی، خزانه دار	secretary, treasurer	grupo	alternativoj	prononco
level	artaj aranĝoj	رویدادهای هنری	arts events	grupo	alternativoj	prononco
level	Infana Kongreseto	کنگره کودکان	Children's Congress	grupo	alternativoj	prononco
level	sociaj retejoj	وب سایت های اجتماعی	social websites	grupo	alternativoj	prononco
level	reĝisoro de la kongresa temo	مدیر موضوع کنگره	director of the congress theme	grupo	alternativoj	prononco
level	rektoro de IKU (Internacia Kongresa Universitato)	رئیس IKU (دانشگاه کنگره بین المللی)	rector of IKU (International Congress University)	grupo	alternativoj	prononco
level	san-asekuro kaj asekuro de vojaĝo	بیمه سلامت و بیمه مسافرتی	health insurance and travel insurance	grupo	alternativoj	prononco
level	dokumentoj kaj vizoj	مدارک و ویزا	documents and visas	grupo	alternativoj	prononco
level	valida identigilo	یک شناسه معتبر	a valid ID	grupo	alternativoj	prononco
level	pasporto valida	یک پاسپورت معتبر	a valid passport	grupo	alternativoj	prononco
level	reguloj pri viz-donado	قوانین صدور ویزا	visa-issuance rules	grupo	alternativoj	prononco
level	akiro de vizo	اخذ ویزا	obtaining a visa	grupo	alternativoj	prononco
level	CO (centra oficejo) de UEA (Universala Esperanto Asocio)	CO (دفتر مرکزی) UEA (انجمن جهانی اسپرانتو)	CO (central office) of UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	elŝuti la oficialan konfirmilon (invitilon)	برای دانلود تاییدیه رسمی (دعوت نامه)	to download the official confirmation letter (invitation letter)	grupo	alternativoj	prononco
level	uzante la mendilon	با استفاده از فرم سفارش	using the order form	grupo	alternativoj	prononco
level	al la viz-dona instanco	به مرجع صادر کننده ویزا	to the visa issuing authority	grupo	alternativoj	prononco
level	la oficiala kongres-daŭro	مدت زمان رسمی کنگره	the official congress duration	grupo	alternativoj	prononco
level	mendis loĝadon pere de UEA (Universala Esperanto Asocio)	رزرو محل اقامت از طریق UEA (انجمن جهانی اسپرانتو)	booked accommodation through UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	informi pri eventualaj ŝanĝoj	برای اطلاع از تغییرات احتمالی	to inform about possible changes	grupo	alternativoj	prononco
level	akiri vojaĝan asekuron	برای دریافت بیمه مسافرتی	to get travel insurance	grupo	alternativoj	prononco
level	krom la nuligon de la vojaĝo	به جز لغو سفر	except for the cancellation of the trip	grupo	alternativoj	prononco
level	asekuro kovras san-traktadon	بیمه درمانی را پوشش می دهد	insurance covers health treatment	grupo	alternativoj	prononco
level	kaze de la akcidentoj	در صورت بروز حوادث	in case of the accidents	grupo	alternativoj	prononco
level	deponi la valizojn	برای واریز چمدان ها	to deposit the suitcases	grupo	alternativoj	prononco
level	internacia flug-haveno	فرودگاه بین المللی	international airport	grupo	alternativoj	prononco
level	iri buse aŭ taksie aŭ aŭtomobile	برای رفتن با اتوبوس یا تاکسی یا ماشین	to go by bus or taxi or car	grupo	alternativoj	prononco
level	la veturo daŭras ĉirkaŭ 40 minutojn	سواری حدود 40 دقیقه طول می کشد	the ride takes about 40 minutes	grupo	alternativoj	prononco
level	utiligi metroon ĝis la bus-haltejo	برای استفاده از مترو به ایستگاه اتوبوس	to use the subway to the bus stop	grupo	alternativoj	prononco
level	ankaŭ alteriĝis en alia flug-haveno	همچنین در فرودگاه دیگری فرود آمد	also landed at another airport	grupo	alternativoj	prononco
level	por kongres-rilataj aferoj	برای امور مربوط به کنگره	for congress-related matters	grupo	alternativoj	prononco
level	oficiala mon-unuo estas eŭro	واحد پول رسمی یورو است	official currency is euro	grupo	alternativoj	prononco
level	vendejo akceptas kredit-kartojn	فروشگاه کارت های اعتباری را می پذیرد	store accepts credit cards	grupo	alternativoj	prononco
level	je ordinara kurzo	به نرخ ارز عادی	at ordinary exchange rate	grupo	alternativoj	prononco
level	agnoskita kiel oficiala lingvo	به عنوان زبان رسمی شناخته شده است	recognized as an official language	grupo	alternativoj	prononco
level	kran-akvo estas trinkebla	آب لوله کشی قابل شرب است	tap water is drinkable	grupo	alternativoj	prononco
level	aĉeti mineralan akvon kun-gasan	برای خرید آب معدنی با گاز	to buy mineral water with gas	grupo	alternativoj	prononco
level	trinkmono aprezata sed ne deviga	نکته قدردانی می شود اما لازم نیست	tip appreciated but not required	grupo	alternativoj	prononco
level	urba transportilo	حمل و نقل شهری	city transport	grupo	alternativoj	prononco
level	aĉetebla ĉe aŭtomata giĉeto de haltejo	را می توان در جعبه بلیط خودکار ایستگاه اتوبوس خریداری کرد	can be purchased at a bus stop's automatic ticket box	grupo	alternativoj	prononco
level	informa budo en kongresejo	غرفه اطلاعات در محل همایش	information booth in convention place	grupo	alternativoj	prononco
level	programo de la Kleriga Lundo	برنامه دوشنبه روشنگری	program of the Enlightenment Monday	grupo	alternativoj	prononco
level	movada foiro	عادلانه حرکت	movement fair	grupo	alternativoj	prononco
level	Ekumena Diservo	خدمات کلیسایی	Ecumenical Service	grupo	alternativoj	prononco
level	Kongresa Balo	توپ کنگره	Congressional Ball	grupo	alternativoj	prononco
level	Estraro Respondas	هیئت مدیره پاسخ می دهد	Board of Directors Responds	grupo	alternativoj	prononco
level	faka kunsido	جلسه تخصصی	specialist meeting	grupo	alternativoj	prononco
level	kongresa aŭkcio	حراج کنوانسیون	convention auction	grupo	alternativoj	prononco
level	komitato de UEA (Universala Esperanto Asocio)	کمیته UEA (انجمن جهانی اسپرانتو)	committee of UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	registrita kongresano	شرکت کننده ثبت نام در کنگره	registered congress participant	grupo	alternativoj	prononco
level	aliĝilo kun kongresa numero	فرم ثبت نام با شماره کنگره	registration form with congress number	grupo	alternativoj	prononco
level	liveri ĉiujn servojn laŭ dua bulteno	برای ارائه کلیه خدمات مانند خبرنامه دوم	to deliver all services as in the second newsletter	grupo	alternativoj	prononco
level	hazarda kunloĝigo de nekonatoj	اشتراک گذاری تصادفی اتاق غریبه ها	random room sharing of strangers	grupo	alternativoj	prononco
level	disponigas nur al anticipaj konsentitoj	فقط برای موافقان پیشرو در دسترس است	available only to advance consenters	grupo	alternativoj	prononco
level	krom se aliloke indikite	مگر اینکه در جای دیگری نشان داده شده باشد	unless indicated in other place	grupo	alternativoj	prononco
level	ekskursojn akompanos gvidanto	تورها همراه با راهنما خواهند بود	tours will be accompanied by a guide	grupo	alternativoj	prononco
