B.fr content.tsv
Level	Esperanto	fr	en-us	Grupo	Alternativoj	Pronoco
level	pagis sed ne ricevis kvitancon	payé mais n'a pas reçu de reçu	paid but did not receive a receipt	grupo	alternativoj	prononco
level	povas pagi grupe pere de loka societo	peut payer en groupe via la société locale	can pay as a group through local society	grupo	alternativoj	prononco
level	ĉu oni repagas se ne ĉeestus?	est-ce qu'on rembourse en cas d'absence ?	is there a refund if not present?	grupo	alternativoj	prononco
level	ne mendis specialan programon	n'a pas commandé un programme spécial	did not order a special program	grupo	alternativoj	prononco
level	kiel oni povas mendi aldone?	comment quelqu'un peut-il commander en plus ?	how can someone order additionally?	grupo	alternativoj	prononco
level	kiel oni povas pagi por aldona mendo?	comment quelqu'un peut-il payer une commande supplémentaire ?	how can someone pay for an additional order?	grupo	alternativoj	prononco
level	ĉu ni povas vidi liston de aliĝintoj?	peut-on voir une liste des inscrits ?	can we see a list of registrants?	grupo	alternativoj	prononco
level	mia nomo ne troviĝas en la listo de aliĝintoj	mon nom n'est pas dans la liste des inscrits	my name is not in the list of registrants	grupo	alternativoj	prononco
level	ĉu vi bonvolus kontroli la liston?	pourriez-vous s'il vous plaît vérifier la liste ?	could you please check the list?	grupo	alternativoj	prononco
level	post la limdato de mendado	après la date limite de commande	after the order deadline	grupo	alternativoj	prononco
level	ĉu oni povas aliĝi plu?	quelqu'un peut-il rejoindre en plus ?	can someone join furthermore?	grupo	alternativoj	prononco
level	rezervi hotelon kune	réserver un hôtel ensemble	to book a hotel together	grupo	alternativoj	prononco
level	oni rezervas hotelon, ĉu vi volas akompani?	on réserve un hôtel, tu veux venir ?	someone is booking a hotel, do you want to come along?	grupo	alternativoj	prononco
level	se estus libera ĉambro, mi volas tion rezervi	s'il y avait une chambre libre, je veux la réserver	if there was a free room, I want to book it	grupo	alternativoj	prononco
level	ĉu eblas rezervi hotelon surloke?	est-il possible de réserver un hôtel sur place ?	is it possible to book a hotel on site?	grupo	alternativoj	prononco
level	ĉu ni aĉetu aviadilan bileton kune?	on devrait acheter un billet d'avion ensemble ?	should we buy a plane ticket together?	grupo	alternativoj	prononco
level	bileto de kiu dato	billet à partir de quelle date	ticket from which date	grupo	alternativoj	prononco
level	ĉu ni akompanu al la flug-haveno?	est-ce qu'on accompagne à l'aéroport ?	shall we accompany you to the airport?	grupo	alternativoj	prononco
level	ĉu estas iu gvidanto ĉe la flug-haveno?	y a-t-il un guide à l'aéroport ?	is there a guide at the airport?	grupo	alternativoj	prononco
level	ĉu oni devas iri al la kongresejo per si mem?	doit-on se rendre au congrès par soi-même ?	does someone have to go to the convention place by oneself?	grupo	alternativoj	prononco
level	giĉeto de la kongresejo	guichet du congrès	box office of the convention place	grupo	alternativoj	prononco
level	mi pagis tamen mia nomŝildo ne troviĝas	J'ai payé mais mon badge est introuvable	I paid but my name tag can't be found	grupo	alternativoj	prononco
level	volas registriĝi surloke	veut s'inscrire sur place	wants to register on the spot	grupo	alternativoj	prononco
level	pagis grupe, tamen kial ne estas markita?	payé en groupe, mais pourquoi ce n'est pas marqué ?	paid in group, yet why is it not marked?	grupo	alternativoj	prononco
level	kongresa sako kun kongresa libro kaj aliaj informiloj	un sac du congrès avec un livre du congrès et d'autres informations	a conference bag with conference book and other information materials	grupo	alternativoj	prononco
level	rektora halo, ekspozicio	salle du recteur, exposition	rector's hall, exhibition	grupo	alternativoj	prononco
level	malfermo kaj fermo	ouverture et fermeture	opening and closing	grupo	alternativoj	prononco
level	ekzamenejo de KER (Kadro de Eŭropa Referenco)	Lieu d'examen KER (Cadre Européen Commun de Référence)	KER (Common European Framework of Reference) examination place	grupo	alternativoj	prononco
level	kongresa komitato	comité du Congrès	congressional committee	grupo	alternativoj	prononco
level	komitato de asocio	comité de l'association	association committee	grupo	alternativoj	prononco
level	kongresa bankedo	banquet de congrès	convention banquet	grupo	alternativoj	prononco
level	Interkona Vespero	Soirée pour faire connaissance	Evening of getting to know each other	grupo	alternativoj	prononco
level	solena inaŭguro	inauguration solennelle	grand opening	grupo	alternativoj	prononco
level	Zamenhofa halo	Salle Zamenhof	Zamenhof hall	grupo	alternativoj	prononco
level	IKU (Internacia Kongresa Universitato)	IKU (Université Internationale du Congrès)	IKU (International Congress University)	grupo	alternativoj	prononco
level	KER-ekzameno je kvar niveloj (Kadro de Eŭropa Referenco)	Examen KER à quatre niveaux (Cadre européen commun de référence)	KER examination at four levels (Common European Framework of Reference)	grupo	alternativoj	prononco
level	internacia arta vespero	soirée artistique internationale	international art evening	grupo	alternativoj	prononco
level	solena fermo	clôture solennelle	solemn closing	grupo	alternativoj	prononco
level	libroservo kun esperanto-libroj	service de livres avec des livres en espéranto	book service with Esperanto books	grupo	alternativoj	prononco
level	AIS (Akademio Internacia de la Sciencoj)	AIS (Académie Internationale des Sciences)	AIS (International Academy of Sciences)	grupo	alternativoj	prononco
level	SAT (Sennacieca Asocio Tutmonda)	SAT (Association Anarchiste Mondiale)	SAT (World Anarchist Association)	grupo	alternativoj	prononco
level	prelegoj enuaj	discours ennuyeux	boring lectures	grupo	alternativoj	prononco
level	deĵorantoj por diversaj fakoj	experts dans divers domaines	duty officers for various departments	grupo	alternativoj	prononco
level	deĵorantoj skipe kunlaboras	les experts collaborent à travers Skype	buty officers cooperate as a team	grupo	alternativoj	prononco
level	vojaĝa agento	Un agent de voyage	a travel agent	grupo	alternativoj	prononco
level	aviadila bileto	un billet d'avion	a plane ticket	grupo	alternativoj	prononco
level	nuligis la hotelon kaj aviadilan bileton	annulé l'hôtel et le billet d'avion	canceled the hotel and plane ticket	grupo	alternativoj	prononco
level	kongresa kuriero	courrier du congrès	convention courier	grupo	alternativoj	prononco
level	unua bulteno, dua bulteno	première newsletter, deuxième newsletter	first newsletter, second newsletter	grupo	alternativoj	prononco
level	kongresa temo	thème du congrès	congress theme	grupo	alternativoj	prononco
level	paroligaj kursoj	cours d'expression orale	speaking courses	grupo	alternativoj	prononco
level	provizoraj programoj	programmes temporaires	temporary programs	grupo	alternativoj	prononco
level	ĝeneralaj kondiĉoj de mendado	conditions générales de commande	general conditions of ordering	grupo	alternativoj	prononco
level	antaŭ-kongresaj ekskursoj	excursions pré-congrès	pre-congress tours	grupo	alternativoj	prononco
level	post-kongresa ekskurso	excursion post-congrès	a post-congress tour	grupo	alternativoj	prononco
level	tut-tagaj ekskursoj	excursions d'une journée entière	full-day tours	grupo	alternativoj	prononco
level	duon-tagaj ekskursoj	excursions d'une demi-journée	half-day tours	grupo	alternativoj	prononco
level	tabelo de dum-kongresaj ekskursoj	tableau des excursions pendant le congrès	a table of during-congress tours	grupo	alternativoj	prononco
level	aranĝoj ĉirkaŭ la UK (Universala Kongreso)	événements autour de UK (Congrès Universel)	events around the UK (Universal Congress)	grupo	alternativoj	prononco
level	kontaktoj kun amas-komunikiloj	contacts avec les médias de masse	contacts with mass media	grupo	alternativoj	prononco
level	vic-prezidanto prezidis la programon	le vice-président a présidé le programme	vice president presided over the program	grupo	alternativoj	prononco
level	kun landaj aŭtoritatoj	avec les autorités du pays	with country authorities	grupo	alternativoj	prononco
level	sekretario, kasisto	secrétaire, trésorier	secretary, treasurer	grupo	alternativoj	prononco
level	artaj aranĝoj	événements artistiques	arts events	grupo	alternativoj	prononco
level	Infana Kongreseto	Congrès des enfants	Children's Congress	grupo	alternativoj	prononco
level	sociaj retejoj	réseaux sociaux	social websites	grupo	alternativoj	prononco
level	reĝisoro de la kongresa temo	directeur du thème du congrès	director of the congress theme	grupo	alternativoj	prononco
level	rektoro de IKU (Internacia Kongresa Universitato)	recteur de l'IKU (Université du Congrès International)	rector of IKU (International Congress University)	grupo	alternativoj	prononco
level	san-asekuro kaj asekuro de vojaĝo	assurance maladie et assurance voyage	health insurance and travel insurance	grupo	alternativoj	prononco
level	dokumentoj kaj vizoj	documents et visas	documents and visas	grupo	alternativoj	prononco
level	valida identigilo	une pièce d'identité valide	a valid ID	grupo	alternativoj	prononco
level	pasporto valida	un passeport valide	a valid passport	grupo	alternativoj	prononco
level	reguloj pri viz-donado	règles de délivrance des visas	visa-issuance rules	grupo	alternativoj	prononco
level	akiro de vizo	obtention de visa	obtaining a visa	grupo	alternativoj	prononco
level	CO (centra oficejo) de UEA (Universala Esperanto Asocio)	CO (bureau central) de l'UEA (Association universelle d'espéranto)	CO (central office) of UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	elŝuti la oficialan konfirmilon (invitilon)	pour télécharger la lettre de confirmation officielle (lettre d'invitation)	to download the official confirmation letter (invitation letter)	grupo	alternativoj	prononco
level	uzante la mendilon	en utilisant le formulaire de commande	using the order form	grupo	alternativoj	prononco
level	al la viz-dona instanco	à l'autorité délivrant les visas	to the visa issuing authority	grupo	alternativoj	prononco
level	la oficiala kongres-daŭro	la durée officielle du congrès	the official congress duration	grupo	alternativoj	prononco
level	mendis loĝadon pere de UEA (Universala Esperanto Asocio)	a réservé un logement via l'UEA (Association Universelle d'Espéranto)	booked accommodation through UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	informi pri eventualaj ŝanĝoj	informer sur d'éventuels changements	to inform about possible changes	grupo	alternativoj	prononco
level	akiri vojaĝan asekuron	obtenir une assurance voyage	to get travel insurance	grupo	alternativoj	prononco
level	krom la nuligon de la vojaĝo	sauf annulation du voyage	except for the cancellation of the trip	grupo	alternativoj	prononco
level	asekuro kovras san-traktadon	l'assurance couvre les frais médicaux	insurance covers health treatment	grupo	alternativoj	prononco
level	kaze de la akcidentoj	en cas d'accident	in case of the accidents	grupo	alternativoj	prononco
level	deponi la valizojn	déposer les valises	to deposit the suitcases	grupo	alternativoj	prononco
level	internacia flug-haveno	aéroport international	international airport	grupo	alternativoj	prononco
level	iri buse aŭ taksie aŭ aŭtomobile	aller en bus, en taxi ou en voiture	to go by bus or taxi or car	grupo	alternativoj	prononco
level	la veturo daŭras ĉirkaŭ 40 minutojn	le trajet dure environ 40 minutes	the ride takes about 40 minutes	grupo	alternativoj	prononco
level	utiligi metroon ĝis la bus-haltejo	utiliser le métro jusqu'à l'arrêt de bus	to use the subway to the bus stop	grupo	alternativoj	prononco
level	ankaŭ alteriĝis en alia flug-haveno	a également atterri dans un autre aéroport	also landed at another airport	grupo	alternativoj	prononco
level	por kongres-rilataj aferoj	pour les questions liées au congrès	for congress-related matters	grupo	alternativoj	prononco
level	oficiala mon-unuo estas eŭro	l'unité monétaire officielle est l'euro	official currency is euro	grupo	alternativoj	prononco
level	vendejo akceptas kredit-kartojn	le magasin accepte les cartes de crédit	store accepts credit cards	grupo	alternativoj	prononco
level	je ordinara kurzo	au taux de change ordinaire	at ordinary exchange rate	grupo	alternativoj	prononco
level	agnoskita kiel oficiala lingvo	reconnue comme langue officielle	recognized as an official language	grupo	alternativoj	prononco
level	kran-akvo estas trinkebla	l'eau du robinet est potable	tap water is drinkable	grupo	alternativoj	prononco
level	aĉeti mineralan akvon kun-gasan	acheter de l'eau minérale avec du gaz	to buy mineral water with gas	grupo	alternativoj	prononco
level	trinkmono aprezata sed ne deviga	pourboire apprécié mais pas obligatoire	tip appreciated but not required	grupo	alternativoj	prononco
level	urba transportilo	transports urbains	city transport	grupo	alternativoj	prononco
level	aĉetebla ĉe aŭtomata giĉeto de haltejo	achetable au guichet automatique de la gare	can be purchased at a bus stop's automatic ticket box	grupo	alternativoj	prononco
level	informa budo en kongresejo	stand d'information sur le lieu du congrès	information booth in convention place	grupo	alternativoj	prononco
level	programo de la Kleriga Lundo	programme du Lundi de formation	program of the Enlightenment Monday	grupo	alternativoj	prononco
level	movada foiro	foire du mouvement	movement fair	grupo	alternativoj	prononco
level	Ekumena Diservo	Service œcuménique	Ecumenical Service	grupo	alternativoj	prononco
level	Kongresa Balo	Bal du Congrès	Congressional Ball	grupo	alternativoj	prononco
level	Estraro Respondas	Le conseil d'administration répond	Board of Directors Responds	grupo	alternativoj	prononco
level	faka kunsido	réunion de spécialistes	specialist meeting	grupo	alternativoj	prononco
level	kongresa aŭkcio	vente aux enchères du congrès	convention auction	grupo	alternativoj	prononco
level	komitato de UEA (Universala Esperanto Asocio)	comité de l'UEA (Association universelle d'espéranto)	committee of UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	registrita kongresano	participant inscrit au congrès	registered congress participant	grupo	alternativoj	prononco
level	aliĝilo kun kongresa numero	formulaire d'inscription avec numéro de congrès	registration form with congress number	grupo	alternativoj	prononco
level	liveri ĉiujn servojn laŭ dua bulteno	fournir tous les services selon le deuxième bulletin	to deliver all services as in the second newsletter	grupo	alternativoj	prononco
level	hazarda kunloĝigo de nekonatoj	partage aléatoire de chambre avec des inconnus	random room sharing of strangers	grupo	alternativoj	prononco
level	disponigas nur al anticipaj konsentitoj	disponible uniquement pour les consentants avancés	available only to advance consenters	grupo	alternativoj	prononco
level	krom se aliloke indikite	sauf indication contraire	unless indicated in other place	grupo	alternativoj	prononco
level	ekskursojn akompanos gvidanto	les excursions seront accompagnées par un guide	tours will be accompanied by a guide	grupo	alternativoj	prononco
