A.zh-cn content.tsv
Level	Esperanto	zh-cn	en-us	Grupo	Alternativoj	Pronoco
level	supren ĝis la buŝo	嘴上的话	upword to the mouth	grupo	alternativoj	prononco
level	kun la provo rekapti trankvilon	试图重新恢复平静	with the attempt to recapture calm	grupo	alternativoj	prononco
level	iom da trankvilo	一点宁静	a little tranquility	grupo	alternativoj	prononco
level	la lumo de lampeto	一盏灯的光	the light of a lamp	grupo	alternativoj	prononco
level	oni direktis rekte al liaj okuloj	有人直接看着他的眼睛	someone directed directly to his eyes	grupo	alternativoj	prononco
level	la lampo, kiun oni direktis al okuloj	有人对着眼睛的灯	the lamp which someone directed to eyes	grupo	alternativoj	prononco
level	malhelpis repaciĝon	和解受阻	prevented reconciliation	grupo	alternativoj	prononco
level	ŝajnis al li, ke ~	在他看来~	it seemed to him that ~	grupo	alternativoj	prononco
level	la homformo, kiu tenis la lampon	拿着灯的人形	the human form that held the lamp	grupo	alternativoj	prononco
level	surhavas vestojn policajn	穿警察衣服	wear clothes police	grupo	alternativoj	prononco
level	kion vi faras ĉi tie?	你在这里做什么？	what are you doing here?	grupo	alternativoj	prononco
level	sonas la aŭtorita voĉo	发出权威的声音	sounds the authoritative voice	grupo	alternativoj	prononco
level	bonvolu paroli ~	请讲~	please talk ~	grupo	alternativoj	prononco
level	iom klare	有点清楚	a little clear	grupo	alternativoj	prononco
level	la alia diris	另一个说	the other said	grupo	alternativoj	prononco
level	eĉ pli grav-tone	以更重要的语气	in even more important-tone	grupo	alternativoj	prononco
level	mi promenas	我在走路	I'm walking	grupo	alternativoj	prononco
level	vi promenas en la bieno	你走在农场	you walk on the farm	grupo	alternativoj	prononco
level	de la grafino	伯爵夫人的	of the countess	grupo	alternativoj	prononco
level	la bieno de la grafino	伯爵夫人的农场	the countess's farm	grupo	alternativoj	prononco
level	meze de la nokto	在半夜	in the middle of the night	grupo	alternativoj	prononco
level	ĉu la grafino vin invitis?	伯爵夫人邀请你了吗？	did the countess invite you?	grupo	alternativoj	prononco
level	ĉu ŝi scias pri ~	她知道吗~	does she know about ~	grupo	alternativoj	prononco
level	pri via ĉeesto	关于你的存在	about your presence	grupo	alternativoj	prononco
level	via ĉeesto ĉi tie	你在这里	your presence here	grupo	alternativoj	prononco
level	mi devas peti vin ~	我得问问你~	I have to ask you ~	grupo	alternativoj	prononco
level	petas vin sekvi min	要求你关注我	asks you to follow me	grupo	alternativoj	prononco
level	kaj li klarigis ~	他解释说~	and he explained ~	grupo	alternativoj	prononco
level	klarigis, ke ~	解释说~	explained that ~	grupo	alternativoj	prononco
level	ekde la fuŝa provo	自从错误的尝试	since the wrong attempt	grupo	alternativoj	prononco
level	la fuŝa provo kapti la grafinon	抓住伯爵夫人的错误尝试	the wrong attempt to catch the countess	grupo	alternativoj	prononco
level	fare de ~	由于〜	due to ~	grupo	alternativoj	prononco
level	fare de teroristoj	由于恐怖分子	due to terrorists	grupo	alternativoj	prononco
level	la polico kontrolas atente	警方仔细检查	the police checks carefully	grupo	alternativoj	prononco
level	kontrolas, kio okazas	检查发生了什么	checks what is happening	grupo	alternativoj	prononco
level	okazas en la ĉirkaŭaĵo	发生在周围	occurs in the surrounding	grupo	alternativoj	prononco
level	de la kastelo	城堡的	of the castle	grupo	alternativoj	prononco
level	la ĉirkaŭaĵo de la kastelo	城堡的周围	the surrounding of the castle	grupo	alternativoj	prononco
level	al la industriisto	对实业家	to the industrialist	grupo	alternativoj	prononco
level	ŝajnis, ke ~	看来是~	it seemed that ~	grupo	alternativoj	prononco
level	lia koro ĉifoje falis	这次他的心沉了下去	his heart fell this time	grupo	alternativoj	prononco
level	falis ĝis liaj piedoj	跌倒在地	fell to his feet	grupo	alternativoj	prononco
level	li sciis, ke ~	他知道~	he knew that ~	grupo	alternativoj	prononco
level	nur malfacile li provos trovi ~	他会努力寻找	just hard he'll try to find	grupo	alternativoj	prononco
level	trovi akcepteblan klarigon	找到一个可以接受的解释	to find an acceptable explanation	grupo	alternativoj	prononco
level	pri sia ĉeesto	关于自己的存在	about one's own presence	grupo	alternativoj	prononco
level	la ideo, ke la grafino ĉion scias	伯爵夫人无所不知的想法	the idea that the countess knows everything	grupo	alternativoj	prononco
level	la ideo perdigis al li malmulton da espero	这个想法让他失去了一点希望	the idea deprived him of little hope	grupo	alternativoj	prononco
level	malmulto da espero	希望渺茫	little hope	grupo	alternativoj	prononco
level	malmulta espero, kiu restis	所剩无几的希望	little hope that remained	grupo	alternativoj	prononco
level	post la unuaj vortoj de la policano	在警察说第一句话之后	after the first words of the police	grupo	alternativoj	prononco
level	ju pli ~ des pli ~	越多越多～	the more ~ the more ~	grupo	alternativoj	prononco
level	ju pli longe des pli bone	越长越好	the longer the better	grupo	alternativoj	prononco
level	kiom ajn	无论多少	no matter how much	grupo	alternativoj	prononco
level	antaŭ kvarona horo	一刻钟前	a quarter of an hour ago	grupo	alternativoj	prononco
level	ili revenis	他们回来了	they came back	grupo	alternativoj	prononco
level	post la terura malfeliĉo	在经历了可怕的不幸之后	after the terrible misfortune	grupo	alternativoj	prononco
level	la homoj foriris	人们离开了	the people left	grupo	alternativoj	prononco
level	kaj la malnovaj urboj disfalis	古老的城市分崩离析	and the old cities fell apart	grupo	alternativoj	prononco
level	ni devus revidi vin	我们应该再见到你	we should see you again	grupo	alternativoj	prononco
level	ju pli ofte	越频繁	the more often	grupo	alternativoj	prononco
level	mi pripensas	我在想	I'm thinking	grupo	alternativoj	prononco
level	des pli mi koleras	我越生气	the more angry I am	grupo	alternativoj	prononco
level	ŝi loĝas en ~	她住在~	she lives in ~	grupo	alternativoj	prononco
level	en iu ajn domo	在任何房子里	in any house	grupo	alternativoj	prononco
level	ĉu ni revidos nin?	我们还会再见吗？	will we see each other again?	grupo	alternativoj	prononco
level	kie ajn kaj kiam ajn	无论何时何地	wherever and whenever	grupo	alternativoj	prononco
level	kiam mi rericevos ~ ?	我什么时候回来~？	when will I get back ~ ?	grupo	alternativoj	prononco
level	la alian duonon de la libroj	书的另一半	the other half of the books	grupo	alternativoj	prononco
level	ĉu vi bezonos ~ ?	你需要~吗？	will you need ~ ?	grupo	alternativoj	prononco
level	bezonas pli ol kvaronan jaron	需要超过四分之一年的时间	needs more than a quarter of a year	grupo	alternativoj	prononco
level	por tiuj laboroj	对于那些工作	for those jobs	grupo	alternativoj	prononco
level	kial estas ~ ?	为什么是~？	why is ~ ?	grupo	alternativoj	prononco
level	des pli malvarma	越冷	the colder	grupo	alternativoj	prononco
level	ju pli longe	越长	the longer	grupo	alternativoj	prononco
level	ni atendas ~	我们在等待~	we are waiting ~	grupo	alternativoj	prononco
level	ĉu vi kontentas kun ~ ?	还满意吗~	are you satisfied with ~ ?	grupo	alternativoj	prononco
level	kun iu ajn viro	与任何男人	with any man	grupo	alternativoj	prononco
