C.es content.tsv
Level	Esperanto	es	en-us	Grupo	Alternativoj	Pronoco
level	koloro	color, un color	color, a color	grupo	alternativoj	prononco
level	pura	limpio, puro	clean, pure	grupo	alternativoj	prononco
level	aŭdi	escuchar	to hear	grupo	alternativoj	prononco
level	punkto	un punto, un punto, una mancha	a point, a dot, a spot	grupo	alternativoj	prononco
level	buŝo	una boca	a mouth	grupo	alternativoj	prononco
level	araneo	una araña	a spider	grupo	alternativoj	prononco
level	serĉi	buscar, buscar, buscar	to search, to look for, to seek	grupo	alternativoj	prononco
level	letero	una carta	a letter	grupo	alternativoj	prononco
level	frua	temprano, prematuro	early, premature	grupo	alternativoj	prononco
level	grava	importante, serio	important, serious	grupo	alternativoj	prononco
level	nigra	negro	black	grupo	alternativoj	prononco
level	trankvila	tranquilo, calmado	tranquil, calm	grupo	alternativoj	prononco
level	flanko	un lado	a side	grupo	alternativoj	prononco
level	libroj	libros	books	grupo	alternativoj	prononco
level	kuri	correr	to run	grupo	alternativoj	prononco
level	dolĉa	dulce	sweet	grupo	alternativoj	prononco
level	popolo	gente, gente, nación	people, folk, nation	grupo	alternativoj	prononco
level	hundo	un perro	a dog	grupo	alternativoj	prononco
level	fenestro	una ventana	a window	grupo	alternativoj	prononco
level	aĝo	edad (años)	age (years old)	grupo	alternativoj	prononco
level	libron	un libro (objetivo, acusativo)	a book (objective, accusative)	grupo	alternativoj	prononco
level	fingro	un dedo	a finger	grupo	alternativoj	prononco
level	resto	resto, descansar, quedarse	remainder, rest, staying	grupo	alternativoj	prononco
level	dento	un diente	a tooth	grupo	alternativoj	prononco
level	kuiri	cocinar	to cook	grupo	alternativoj	prononco
level	lavi	lavar	to wash	grupo	alternativoj	prononco
level	mia	mi	my	grupo	alternativoj	prononco
level	piedo	un pie, una pata	a foot, a paw	grupo	alternativoj	prononco
level	aŭskulti	escuchar	to listen	grupo	alternativoj	prononco
level	tablo	una mesa	a table	grupo	alternativoj	prononco
level	fali	caer, caer	to fall, to drop	grupo	alternativoj	prononco
level	familio	una familia	a family	grupo	alternativoj	prononco
level	via	su	your	grupo	alternativoj	prononco
level	vizaĝo	una cara	a face	grupo	alternativoj	prononco
level	ĝusta	correcto (correcto), exacto, apropiado	right (correct), exact, proper	grupo	alternativoj	prononco
level	nokto	una noche	a night	grupo	alternativoj	prononco
level	mezo	un medio, promedio, medio	a middle, average, mean	grupo	alternativoj	prononco
level	historio	historia, una historia	history, a history	grupo	alternativoj	prononco
level	interesi	de interes	to interest	grupo	alternativoj	prononco
level	administri	gestionar, administrar	to manage, to administer	grupo	alternativoj	prononco
level	aero	aire, un aire (gas)	air, an air (gas)	grupo	alternativoj	prononco
level	ĝia	es	its	grupo	alternativoj	prononco
level	maro	un mar	a sea	grupo	alternativoj	prononco
level	fakto	un hecho	a fact	grupo	alternativoj	prononco
level	lasi	dejar, liberar, permitir, dejar	to leave, to release, to allow, to let	grupo	alternativoj	prononco
level	besto	un animal, una bestia	an animal, a beast	grupo	alternativoj	prononco
level	gvidi	liderar, guiar	to lead, to guide	grupo	alternativoj	prononco
level	avo	un abuelo	a grandfather	grupo	alternativoj	prononco
level	afabla	afable, simpático, bondadoso, amable	affable, friendly, kind, amiable	grupo	alternativoj	prononco
level	ilia	su	their	grupo	alternativoj	prononco
level	korpo	un cuerpo	a body	grupo	alternativoj	prononco
level	pordo	una puerta, un portón	a door, a gate	grupo	alternativoj	prononco
level	forgesi	olvidar	to forget	grupo	alternativoj	prononco
level	kafo	cafe, un cafe	coffee, a coffee	grupo	alternativoj	prononco
level	brui	hacer ruido	to make noise	grupo	alternativoj	prononco
level	brili	brillar	to shine	grupo	alternativoj	prononco
level	gazeto	una revista, un boletín, un periódico (=magazino)	a magazine, a gazette, a periodical (=magazino)	grupo	alternativoj	prononco
level	okulo	un ojo	an eye	grupo	alternativoj	prononco
level	servi	servir	to serve	grupo	alternativoj	prononco
level	vento	viento, un viento	wind, a wind	grupo	alternativoj	prononco
level	ludi	jugar	to play	grupo	alternativoj	prononco
level	haro	Un pelo	a hair	grupo	alternativoj	prononco
level	arbo	un árbol	a tree	grupo	alternativoj	prononco
level	ŝia	su	her	grupo	alternativoj	prononco
level	lia	su	his	grupo	alternativoj	prononco
level	plumo	una pluma, un bolígrafo	a feather, a pen	grupo	alternativoj	prononco
level	bildo	una imagen, una imagen	a picture, an image	grupo	alternativoj	prononco
level	paŝi	dar un paso, caminar, caminar, dar zancadas	to step, to walk, to pace, to stride	grupo	alternativoj	prononco
level	dika	grueso, gordo, atrevido	thick, fat, bold	grupo	alternativoj	prononco
level	sia	uno mismo	one's own	grupo	alternativoj	prononco
level	konsenti	admitir (que), estar de acuerdo (con), aprobar (de), estar de acuerdo (con), consentir	to admit (that), to agree (with), to approve (of), to concur (with), to consent	grupo	alternativoj	prononco
level	somero	verano, un verano	summer, a summer	grupo	alternativoj	prononco
level	lumi	brillar, dar luz	to shine, to give light	grupo	alternativoj	prononco
level	ĉielo	un cielo	a sky	grupo	alternativoj	prononco
level	vintro	invierno, un invierno	winter, a winter	grupo	alternativoj	prononco
level	volonta	dispuesto (de corazón), voluntario	willing (from heart), voluntary	grupo	alternativoj	prononco
level	aŭtuno	otoño, otoño, un otoño	autumn, fall, an autumn	grupo	alternativoj	prononco
level	memori	recordar, recordar	to remember, to recall	grupo	alternativoj	prononco
level	printempo	primavera, una primavera	spring, a spring	grupo	alternativoj	prononco
level	ĝardeno	un jardín	a garden	grupo	alternativoj	prononco
level	aĉeti	comprar, comprar	to buy, to purchase	grupo	alternativoj	prononco
level	semajno	una semana	a week	grupo	alternativoj	prononco
level	vitro	vidrio (material vítreo)	glass (vitreous material)	grupo	alternativoj	prononco
level	pluvo	lluvia, una lluvia	rain, a rain	grupo	alternativoj	prononco
level	frukto	una fruta	a fruit	grupo	alternativoj	prononco
level	necesa	necesario	necessary	grupo	alternativoj	prononco
level	bono	bondad	goodness	grupo	alternativoj	prononco
level	erari	equivocarse, cometer un error, cometer un error	to err, to make an error, to make a mistake	grupo	alternativoj	prononco
level	hejmo	una casa	a home	grupo	alternativoj	prononco
level	naturo	naturaleza, una naturaleza, carácter	nature, a nature, character	grupo	alternativoj	prononco
level	nubo	nube, una nube	cloud, a cloud	grupo	alternativoj	prononco
level	bone	Bueno	well	grupo	alternativoj	prononco
level	momento	un momento	a moment	grupo	alternativoj	prononco
level	direkto	una dirección	a direction	grupo	alternativoj	prononco
level	kontenta	contento, contento, complacido, satisfecho	content, contented, pleased, satisfied	grupo	alternativoj	prononco
level	rozo	una rosa	a rose	grupo	alternativoj	prononco
level	fajro	un incendio	a fire	grupo	alternativoj	prononco
level	kuraci	curar, sanar, tratar	to cure, to heal, to treat	grupo	alternativoj	prononco
level	frapi	golpear, golpear, abofetear, abofetear, golpear	to hit, to knock, to slap, to smack, to strike	grupo	alternativoj	prononco
level	kara	amado, apreciado, amado, querido, caro	beloved, cherished, loved, dear, expensive	grupo	alternativoj	prononco
level	akcepti	aceptar	to accept	grupo	alternativoj	prononco
level	minuto	un minuto	a minute	grupo	alternativoj	prononco
level	espero	Una esperanza	a hope	grupo	alternativoj	prononco
level	linio	una linea	a line	grupo	alternativoj	prononco
level	neĝo	nieve, una nieve	snow, a snow	grupo	alternativoj	prononco
level	koleri	estar enojado, sentir ira	to be angry, to feel anger	grupo	alternativoj	prononco
level	sukceso	un éxito	a success	grupo	alternativoj	prononco
level	plori	llorar, llorar	to weep, to cry	grupo	alternativoj	prononco
level	nul (nulo)	cero, nulo	zero, nil	grupo	alternativoj	prononco
level	angulo	un ángulo, una esquina (un lugar remoto)	an angle, a corner (a remote place)	grupo	alternativoj	prononco
level	ordo	un orden, una relación ordenada	an order, an ordered relation	grupo	alternativoj	prononco
level	ŝipo	un barco	a ship	grupo	alternativoj	prononco
level	blua	azul	blue	grupo	alternativoj	prononco
level	sufiĉa	suficiente, suficiente, adecuado	sufficient, enough, adequate	grupo	alternativoj	prononco
level	strato	una calle	a street	grupo	alternativoj	prononco
level	vilaĝo	un pueblo, un pueblo	a village, a town	grupo	alternativoj	prononco
level	utila	útil	useful	grupo	alternativoj	prononco
level	rondo	un círculo, un club	a circle, a club	grupo	alternativoj	prononco
level	preta	listo	ready	grupo	alternativoj	prononco
level	orelo	una oreja	an ear	grupo	alternativoj	prononco
level	papero	papel, un papel	paper, a paper	grupo	alternativoj	prononco
level	rivero	un rio	a river	grupo	alternativoj	prononco
level	zorgi	cuidar, cuidar	to care for, to look after	grupo	alternativoj	prononco
level	arto	Un arte	an art	grupo	alternativoj	prononco
level	kreski	crecer, aumentar	to grow, to increase	grupo	alternativoj	prononco
level	nazo	una nariz	a nose	grupo	alternativoj	prononco
level	konsili	aconsejar, aconsejar	to counsel, to advise	grupo	alternativoj	prononco
level	pasi	pasar, pasar por	to pass, to pass by	grupo	alternativoj	prononco
level	fero	hierro (Fe)	iron (Fe)	grupo	alternativoj	prononco
level	regi	gobernar, gobernar, controlar	to rule, to govern, to control	grupo	alternativoj	prononco
level	farti	tarifar	to fare	grupo	alternativoj	prononco
level	larĝa	ancho, amplio, grande	wide, broad, large	grupo	alternativoj	prononco
level	kuraĝa	valiente, valiente	courageous, brave	grupo	alternativoj	prononco
level	kolo	un cuello	a neck	grupo	alternativoj	prononco
level	propra	propio, propio	own, one's own	grupo	alternativoj	prononco
level	plezuro	un placer, divertido	a pleasure, fun	grupo	alternativoj	prononco
level	pardoni	perdonar, perdonar	to forgive, to pardon	grupo	alternativoj	prononco
level	sata	satisfecho, lleno, repleto	satisfied, full, replete	grupo	alternativoj	prononco
level	voki	llamar, convocar	to call, to summon	grupo	alternativoj	prononco
level	marto	Marzo	March	grupo	alternativoj	prononco
level	seĝo	una silla	a chair	grupo	alternativoj	prononco
level	majo	Puede	May	grupo	alternativoj	prononco
level	tuŝi	tocar	to touch	grupo	alternativoj	prononco
level	premi	presionar, apretar	to press, to squeeze	grupo	alternativoj	prononco
level	julio	Julio	July	grupo	alternativoj	prononco
level	kato	un gato	a cat	grupo	alternativoj	prononco
level	glaso	una copa de vino)	a glass (of wine)	grupo	alternativoj	prononco
level	septembro	Septiembre	September	grupo	alternativoj	prononco
level	verda	verde	green	grupo	alternativoj	prononco
level	postuli	exigir, postular, exigir	to demand, to postulate, to require	grupo	alternativoj	prononco
level	onklo	un tío	an uncle	grupo	alternativoj	prononco
level	novembro	Noviembre	November	grupo	alternativoj	prononco
level	laca	cansado, cansado de, fatigado	weary, tired of, fatigued	grupo	alternativoj	prononco
level	lakto	leche, una leche	milk, a milk	grupo	alternativoj	prononco
level	bruli	para quemar	to burn	grupo	alternativoj	prononco
level	decidi	para decidir	to decide	grupo	alternativoj	prononco
level	plendi	quejarse	to complain	grupo	alternativoj	prononco
level	saluti	saludar, saludar, saludar	to greet, to say hello, to salute	grupo	alternativoj	prononco
level	valoro	un valor, valor	a value, worth	grupo	alternativoj	prononco
level	sukero	azúcar, un azúcar	sugar, a sugar	grupo	alternativoj	prononco
level	planko	un piso, un terreno	a floor, a ground	grupo	alternativoj	prononco
level	vesto	paños, una ropa	cloths, a clothing	grupo	alternativoj	prononco
level	tiri	tirar, dibujar, arrastrar	to pull, to draw, to drag	grupo	alternativoj	prononco
level	vetero	clima, un clima	weather, a weather	grupo	alternativoj	prononco
level	turni	dar la vuelta, dar la vuelta	to turn, to turn around	grupo	alternativoj	prononco
level	peco	una pieza	a piece	grupo	alternativoj	prononco
level	fraŭlo	un soltero, un hombre soltero	a bachelor, an unmarried man	grupo	alternativoj	prononco
level	pano	un pan	a bread	grupo	alternativoj	prononco
level	salti	saltar, saltar, saltar	to jump, to leap, to spring	grupo	alternativoj	prononco
level	vagono	un coche (en un tren), un vagón, un carruaje, un autocar	a car (in a train), a wagon, a carriage, a coach	grupo	alternativoj	prononco
level	ligo	un enlace, una liga	a link, a league	grupo	alternativoj	prononco
level	efektiva	real, real, verdadero	actual, real, true	grupo	alternativoj	prononco
level	decembro	Diciembre	December	grupo	alternativoj	prononco
level	korto	un patio, un patio, un patio, un cuadrángulo	a court, a courtyard, a patio, a quadrangle	grupo	alternativoj	prononco
level	tranĉi	cortar, rebanar	to cut, to slice	grupo	alternativoj	prononco
level	ŝati	gustar	to like	grupo	alternativoj	prononco
level	oktobro	Octubre	October	grupo	alternativoj	prononco
level	kalkuli	contar, calcular	to count, to calculate	grupo	alternativoj	prononco
level	rimedo	recursos, medios, remedio	resources, means, remedy	grupo	alternativoj	prononco
level	paki	para empacar	to pack	grupo	alternativoj	prononco
level	klaso	una clase	a class	grupo	alternativoj	prononco
level	gajni	ganar, ganar, ganar	to gain, to win, to earn	grupo	alternativoj	prononco
level	intereso	Un interés	an interest	grupo	alternativoj	prononco
level	floro	una flor, una floración	a flower, a bloom	grupo	alternativoj	prononco
level	marŝi	marchar, caminar	to march, to walk	grupo	alternativoj	prononco
level	grupo	Un grupo	a group	grupo	alternativoj	prononco
level	aŭgusto	Agosto	August	grupo	alternativoj	prononco
level	junio	Junio	June	grupo	alternativoj	prononco
level	brako	un brazo, un brazo superior	an arm, an upper arm	grupo	alternativoj	prononco
level	konstruaĵo	un edificio	a building	grupo	alternativoj	prononco
level	aprilo	Abril	April	grupo	alternativoj	prononco
level	februaro	Febrero	February	grupo	alternativoj	prononco
level	pentraĵo	una imagen, una pintura	a picture, a painting	grupo	alternativoj	prononco
level	luno	luna, una luna	moon, a moon	grupo	alternativoj	prononco
level	ideo	una idea	an idea	grupo	alternativoj	prononco
level	novaĵo	una noticia	a news	grupo	alternativoj	prononco
level	vendi	vender, vender	to sell, to vend	grupo	alternativoj	prononco
level	kruco	al otro lado de	a cross	grupo	alternativoj	prononco
level	kokaĵo	aves, pollo	poultry, chicken	grupo	alternativoj	prononco
level	monato	un mes	a month	grupo	alternativoj	prononco
level	porkaĵo	cerdo	pork	grupo	alternativoj	prononco
level	maniero	una manera, una manera, un modo	a manner, a way, a mode	grupo	alternativoj	prononco
level	bovaĵo	carne de res	beef	grupo	alternativoj	prononco
level	opinii	pensar, opinar, opinar	to think, to have an opinion, to opine	grupo	alternativoj	prononco
level	glaciaĵo	un helado, helado	an ice cream, icecream	grupo	alternativoj	prononco
level	elekti	elegir, elegir, escoger	to choose, to elect, to pick out	grupo	alternativoj	prononco
level	agi	actuar	to act	grupo	alternativoj	prononco
level	ovaĵo	una tortilla, huevos revueltos	an omelette, scrambled eggs	grupo	alternativoj	prononco
level	ŝafaĵo	Carne de cordero	mutton	grupo	alternativoj	prononco
level	komuna	común	common	grupo	alternativoj	prononco
level	dubi	a dudar	to doubt	grupo	alternativoj	prononco
level	pakaĵo	un paquete, un equipaje, un equipaje	a package, a luggage, a baggage	grupo	alternativoj	prononco
level	freŝa	fresco, reciente	fresh, recent	grupo	alternativoj	prononco
level	adreso	Una dirección	an address	grupo	alternativoj	prononco
level	araneaĵo	una telaraña	a spiderweb	grupo	alternativoj	prononco
level	horloĝo	un reloj, un reloj	a clock, a watch	grupo	alternativoj	prononco
level	manĝaĵo	una comida	a food	grupo	alternativoj	prononco
level	male	de lo contrario	on the contrary	grupo	alternativoj	prononco
level	radio	un rayo, una radio, una radiación, un haz	a ray, a radio, a radiation, a beam	grupo	alternativoj	prononco
level	manĝado	comer, comer acción	eating, eating action	grupo	alternativoj	prononco
