A.tr content.tsv
Level	Esperanto	tr	en-us	Grupo	Alternativoj	Pronoco
level	ne eta rolo	küçük bir rol değil	not a small role	grupo	alternativoj	prononco
level	ludis etan rolon	küçük bir rol oynadı	played a small role	grupo	alternativoj	prononco
level	ludis ne etan rolon	küçük bir rol oynamadı	played no small role	grupo	alternativoj	prononco
level	en la fakto, ke ~	aslında ~	in the fact that ~	grupo	alternativoj	prononco
level	la plimulto el la homoj	insanların çoğunluğu	the majority of the people	grupo	alternativoj	prononco
level	se ne timis	eğer korkmuyorsan	if not afraid	grupo	alternativoj	prononco
level	lin timis	ondan korkuyordum	was afraid of him	grupo	alternativoj	prononco
level	se lin timis	eğer korkuyorsa	if he was afraid	grupo	alternativoj	prononco
level	se ne lin timis	eğer ondan korkmuyorsan	if not afraid of him	grupo	alternativoj	prononco
level	certe respektis	kesinlikle saygı duyuldu	certainly respected	grupo	alternativoj	prononco
level	almenaŭ pripensis ~	en azından düşündüm~	at least thought about ~	grupo	alternativoj	prononco
level	antaŭ ol ~	önce ~	before ~	grupo	alternativoj	prononco
level	kontentigi lin	onu tatmin etmek	to satisfy him	grupo	alternativoj	prononco
level	malkontentigi lin	onu memnun etmemek	to displease him	grupo	alternativoj	prononco
level	antaŭ ol malkontentigi ~	tatmin edici olmadan önce ~	before dissatisfying ~	grupo	alternativoj	prononco
level	antaŭ ol decidi ~	karar vermeden önce ~	before deciding ~	grupo	alternativoj	prononco
level	decidi malkontentigi ~	hoşnutsuzluğa karar vermek ~	to decide to displease ~	grupo	alternativoj	prononco
level	decidi kontentigi lin	onu tatmin etmeye karar vermek	to decide to satisfy him	grupo	alternativoj	prononco
level	antaŭ ol decidi malkontentigi lin	onu kızdırmaya karar vermeden önce	before deciding to displease him	grupo	alternativoj	prononco
level	tio, kio estas utila	faydalı olan bu	that, which is useful	grupo	alternativoj	prononco
level	ofte utila dumtage	gün içinde sıklıkla faydalıdır	often useful during the day	grupo	alternativoj	prononco
level	malplaĉa ĝeno	hoş olmayan bir rahatsızlık	an unpleasant nuisance	grupo	alternativoj	prononco
level	per si	kendi başına	by himself	grupo	alternativoj	prononco
level	prezentas malplaĉan ĝenon	hoş olmayan bir sıkıntı sunuyor	presents an unpleasant nuisance	grupo	alternativoj	prononco
level	prezentas per si malplaĉan ĝenon	kendini hoş olmayan bir sıkıntı olarak sunuyor	presents itself as an unpleasant nuisance	grupo	alternativoj	prononco
level	en loko arboplena	ağaçlarla dolu bir yerde	in a place full of trees	grupo	alternativoj	prononco
level	tiam, kiam oni devojiĝis	sonra kişi yoldan çıktığında	then, when one went astray	grupo	alternativoj	prononco
level	en nehoma sovaĝejo	insanlık dışı bir çölde	in an inhuman wilderness	grupo	alternativoj	prononco
level	kaj ekstervoje iraĉas	ve kaos içinde yoldan çıkıyor	and goes off the road in chaos	grupo	alternativoj	prononco
level	alta larĝa korpo	uzun boylu büyük bir vücut	a tall large body	grupo	alternativoj	prononco
level	ne sukcesis pasi ~	geçemedi ~	failed to pass ~	grupo	alternativoj	prononco
level	inter la arbetoj	çalıların arasında	among the bushes	grupo	alternativoj	prononco
level	krome tuŝi la naturaĵojn	doğal şeylere dokunmanın yanı sıra	in addition to touching the natural things	grupo	alternativoj	prononco
level	ĝenerale malsekajn	genellikle ıslak	generally wet	grupo	alternativoj	prononco
level	meze de malsekaj naturaĵoj	ıslak doğanın ortasında	in the middle of wet nature	grupo	alternativoj	prononco
level	malsekaj naturaĵoj, meze de kiuj ~	ıslak doğal şeyler, bunların ortasında ~	wet natural things, in the middle of which ~	grupo	alternativoj	prononco
level	li malfacile paŝis	zorlukla yürüdü	he walked with difficulty	grupo	alternativoj	prononco
level	estis travivaĵo	bu bir deneyimdi	it was an experience	grupo	alternativoj	prononco
level	ne malofte	yaygın olmayan bir şey değil	not uncommon	grupo	alternativoj	prononco
level	doloriga kaj ĉiam malagrabla	acı verici ve her zaman tatsız	painful and always unpleasant	grupo	alternativoj	prononco
level	ju pli ~	daha fazla ~	the more ~	grupo	alternativoj	prononco
level	antaŭeniris en la vivo	hayatta ilerledi	moved forward in life	grupo	alternativoj	prononco
level	en la kastela arbaro	kale ormanında	in the castle forest	grupo	alternativoj	prononco
level	ju pli antaŭeniris des pli malŝatis ~	ne kadar ileri gidersek o kadar sevilmiyorum ~	the further went forward the more disliked ~	grupo	alternativoj	prononco
level	malŝatis la noktan naturon	gece doğasını sevmedim	disliked the nocturnal nature	grupo	alternativoj	prononco
level	viro kun okuloj bone videblaj	açıkça görülebilen gözleri olan bir adam	a man with eyes that can be seen clearly	grupo	alternativoj	prononco
level	okuloj, kiuj kapablis bone vidi	iyi görebilen gözler	eyes that could see well	grupo	alternativoj	prononco
level	bone vidi en la mallumo	karanlıkta iyi görmek	to see well in the dark	grupo	alternativoj	prononco
level	rigardis la malfacilan iron	zor gidişata baktım	looked at the difficult going	grupo	alternativoj	prononco
level	de nia industriisto	sanayicimizden	from our industrialist	grupo	alternativoj	prononco
level	li ridetis	o gülümsedi	he smiled	grupo	alternativoj	prononco
level	apud tiu viro	o adamın yanında	next to that man	grupo	alternativoj	prononco
level	en vestaĵo de policano	polis kıyafetiyle	in policeman's clothing	grupo	alternativoj	prononco
level	staris alia persono	başka biri ayaktaydı	another person was standing	grupo	alternativoj	prononco
level	en simila vestaĵo	benzer kıyafetlerle	in similar clothing	grupo	alternativoj	prononco
level	ĉi lasta estis virino	ikincisi bir kadındı	the latter was a woman	grupo	alternativoj	prononco
level	ni iru	Hadi gidelim	let's go	grupo	alternativoj	prononco
level	la viro diris mallaŭte	adam usulca dedi	the man said softly	grupo	alternativoj	prononco
level	en la orelon de sia kunulino	arkadaşının kulağına	into the ear of his companion	grupo	alternativoj	prononco
level	nun estas la ĝusta momento	şimdi doğru an	now is the right moment	grupo	alternativoj	prononco
level	ambaŭ paŝis direkte al la persono	ikisi de o kişiye doğru adım attı	both stepped toward the person	grupo	alternativoj	prononco
level	ili zorgis fari ~	dikkatli davrandılar ~	they were careful to do ~	grupo	alternativoj	prononco
level	kiel eble plej ~	mümkün olduğu kadar ~	as possible as ~	grupo	alternativoj	prononco
level	kiel eble plej malmulte da bruo	mümkün olduğunca az gürültü (kiel eble)	as little noise as possible (kiel eble)	grupo	alternativoj	prononco
level	laŭeble plej malmulte da bruo	mümkün olduğu kadar az gürültü (laŭeble)	as little noise as possible (laŭeble)	grupo	alternativoj	prononco
level	ili preskaŭ plene sukcesis	neredeyse tamamen başardılar	they almost fully succeeded	grupo	alternativoj	prononco
level	en ĉi tiu aĉa situacio	bu kötü durumda	in this nasty situation	grupo	alternativoj	prononco
level	aĉa situacio, kie arboj ĵetis siajn branĉojn	ağaçların dallarını fırlattığı kötü bir durum	a nasty situation where trees threw their branches	grupo	alternativoj	prononco
level	ĵetis siajn malsekajn branĉojn	kendi ıslak dallarını attı	threw their own wet branches	grupo	alternativoj	prononco
level	rekte en la vizaĝojn	doğrudan yüzlere	straight into the faces	grupo	alternativoj	prononco
level	de la industriisto	sanayicinin	of the industrialist	grupo	alternativoj	prononco
level	multpiedaj bestetoj	çok ayaklı küçük yaratıklar	multi-footed small creatures	grupo	alternativoj	prononco
level	prenis liajn piedojn	ayaklarını aldı	took his feet	grupo	alternativoj	prononco
level	por promenejo	yürüyüş yolu için	for a walk road	grupo	alternativoj	prononco
level	naturo faligis lian piedon	doğa ayağını düşürdü	nature made his foot fallen	grupo	alternativoj	prononco
level	plej dolorige	en acı verici şekilde	most painfully	grupo	alternativoj	prononco
level	faligis lian piedon en kavon	Ayağını çukura düşürdü	dropped his foot into a pit	grupo	alternativoj	prononco
level	kavo plena de akvo	su dolu bir çukur	a pit full of water	grupo	alternativoj	prononco
level	akvo aĉ-odora	kötü kokulu su	foul-smelling water	grupo	alternativoj	prononco
level	rapide alvenis al la penso	hızla bu düşünceye vardım	quickly arrived at the thought	grupo	alternativoj	prononco
level	oni devas esti preta	biri hazır olmalı	one must be ready	grupo	alternativoj	prononco
level	ĉi tie	Burada	here	grupo	alternativoj	prononco
level	iu ajn ~	kimse ~	anyone ~	grupo	alternativoj	prononco
level	preta por iu ajn malplaĉa renkonto	her türlü hoş olmayan karşılaşmaya hazır	ready for any unpleasant encounter	grupo	alternativoj	prononco
level	ion ajn	herhangi bir şey (her ne olursa olsun)	anything (whatever)	grupo	alternativoj	prononco
level	li atendis ion ajn	bir şey bekliyordu	he was waiting for anything	grupo	alternativoj	prononco
level	krom homa voĉo	insan sesi bir yana	aside human voice	grupo	alternativoj	prononco
level	kiam voĉo aŭdiĝis, ~	Bir ses duyulduğunda ~	when a voice heard, ~	grupo	alternativoj	prononco
level	aŭdiĝis tuj proksime	hemen yakından duyuldu	heard immediately close	grupo	alternativoj	prononco
level	li faris belan surlokan salton	yerinde güzel bir atlayış yaptı	he made a nice on-site jump	grupo	alternativoj	prononco
level	kiu movis lian koron	kalbini kim hareket ettirdi	who moved his heart	grupo	alternativoj	prononco
level	supren ĝis la buŝo	ağzına geleni söylemek	upword to the mouth	grupo	alternativoj	prononco
level	kun la provo rekapti trankvilon	sakinliği yeniden yakalama çabasıyla	with the attempt to recapture calm	grupo	alternativoj	prononco
level	iom da trankvilo	biraz huzur	a little tranquility	grupo	alternativoj	prononco
level	la lumo de lampeto	bir lambanın ışığı	the light of a lamp	grupo	alternativoj	prononco
level	oni direktis rekte al liaj okuloj	birisi doğrudan gözlerine yöneldi	someone directed directly to his eyes	grupo	alternativoj	prononco
level	la lampo, kiun oni direktis al okuloj	birinin gözlere yönelttiği lamba	the lamp which someone directed to eyes	grupo	alternativoj	prononco
level	malhelpis repaciĝon	uzlaşmayı engelledi	prevented reconciliation	grupo	alternativoj	prononco
level	ŝajnis al li, ke ~	ona öyle geldi ~	it seemed to him that ~	grupo	alternativoj	prononco
level	la homformo, kiu tenis la lampon	lambayı tutan insan formu	the human form that held the lamp	grupo	alternativoj	prononco
level	surhavas vestojn policajn	polis kıyafeti giymek	wear clothes police	grupo	alternativoj	prononco
level	kion vi faras ĉi tie?	Burada ne yapıyorsun?	what are you doing here?	grupo	alternativoj	prononco
level	sonas la aŭtorita voĉo	yetkili ses geliyor	sounds the authoritative voice	grupo	alternativoj	prononco
level	bonvolu paroli ~	lütfen konuş ~	please talk ~	grupo	alternativoj	prononco
level	iom klare	biraz açık	a little clear	grupo	alternativoj	prononco
level	la alia diris	diğeri dedi	the other said	grupo	alternativoj	prononco
level	eĉ pli grav-tone	daha da önemli bir tonda	in even more important-tone	grupo	alternativoj	prononco
level	mi promenas	Ben yürüyorum	I'm walking	grupo	alternativoj	prononco
level	vi promenas en la bieno	çiftlikte yürüyorsun	you walk on the farm	grupo	alternativoj	prononco
level	de la grafino	Kontesin	of the countess	grupo	alternativoj	prononco
level	la bieno de la grafino	kontesin çiftliği	the countess's farm	grupo	alternativoj	prononco
level	meze de la nokto	Gecenin ortasında	in the middle of the night	grupo	alternativoj	prononco
level	ĉu la grafino vin invitis?	Kontes seni mi davet etti?	did the countess invite you?	grupo	alternativoj	prononco
level	ĉu ŝi scias pri ~	~'dan haberi var mı?	does she know about ~	grupo	alternativoj	prononco
level	pri via ĉeesto	senin varlığın hakkında	about your presence	grupo	alternativoj	prononco
level	via ĉeesto ĉi tie	buradaki varlığınız	your presence here	grupo	alternativoj	prononco
level	mi devas peti vin ~	sana sormam lazım ~	I have to ask you ~	grupo	alternativoj	prononco
level	petas vin sekvi min	beni takip etmeni istiyor	asks you to follow me	grupo	alternativoj	prononco
level	kaj li klarigis ~	ve açıkladı ~	and he explained ~	grupo	alternativoj	prononco
level	klarigis, ke ~	şunu açıkladı ~	explained that ~	grupo	alternativoj	prononco
level	ekde la fuŝa provo	yanlış girişimden beri	since the wrong attempt	grupo	alternativoj	prononco
level	la fuŝa provo kapti la grafinon	kontes'i yakalamak için yapılan yanlış girişim	the wrong attempt to catch the countess	grupo	alternativoj	prononco
level	fare de ~	nedeniyle ~	due to ~	grupo	alternativoj	prononco
level	fare de teroristoj	teröristler yüzünden	due to terrorists	grupo	alternativoj	prononco
level	la polico kontrolas atente	polis dikkatlice kontrol ediyor	the police checks carefully	grupo	alternativoj	prononco
level	kontrolas, kio okazas	neler olduğunu kontrol ediyor	checks what is happening	grupo	alternativoj	prononco
level	okazas en la ĉirkaŭaĵo	çevrede meydana gelir	occurs in the surrounding	grupo	alternativoj	prononco
level	de la kastelo	kalenin	of the castle	grupo	alternativoj	prononco
level	la ĉirkaŭaĵo de la kastelo	kalenin çevresi	the surrounding of the castle	grupo	alternativoj	prononco
level	al la industriisto	sanayiciye	to the industrialist	grupo	alternativoj	prononco
level	ŝajnis, ke ~	öyle görünüyordu ~	it seemed that ~	grupo	alternativoj	prononco
level	lia koro ĉifoje falis	bu sefer kalbi düştü	his heart fell this time	grupo	alternativoj	prononco
level	falis ĝis liaj piedoj	ayağa düştü	fell to his feet	grupo	alternativoj	prononco
level	li sciis, ke ~	bunu biliyordu~	he knew that ~	grupo	alternativoj	prononco
level	nur malfacile li provos trovi ~	bulmaya çalışacak çok zor	just hard he'll try to find	grupo	alternativoj	prononco
level	trovi akcepteblan klarigon	Kabul edilebilir bir açıklama bulmak için	to find an acceptable explanation	grupo	alternativoj	prononco
level	pri sia ĉeesto	kişinin kendi varlığı hakkında	about one's own presence	grupo	alternativoj	prononco
level	la ideo, ke la grafino ĉion scias	kontesin her şeyi bildiği fikri	the idea that the countess knows everything	grupo	alternativoj	prononco
level	la ideo perdigis al li malmulton da espero	bu fikir onu çok az umuttan yoksun bıraktı	the idea deprived him of little hope	grupo	alternativoj	prononco
level	malmulto da espero	Küçük umut	little hope	grupo	alternativoj	prononco
level	malmulta espero, kiu restis	geriye çok az umut kaldı	little hope that remained	grupo	alternativoj	prononco
level	post la unuaj vortoj de la policano	polisin ilk sözlerinden sonra	after the first words of the police	grupo	alternativoj	prononco
level	ju pli ~ des pli ~	ne kadar çok ~ o kadar çok ~	the more ~ the more ~	grupo	alternativoj	prononco
level	ju pli longe des pli bone	ne kadar uzun olursa o kadar iyi	the longer the better	grupo	alternativoj	prononco
level	kiom ajn	ne kadar olursa olsun	no matter how much	grupo	alternativoj	prononco
level	antaŭ kvarona horo	çeyrek saat önce	a quarter of an hour ago	grupo	alternativoj	prononco
level	ili revenis	geri geldiler	they came back	grupo	alternativoj	prononco
level	post la terura malfeliĉo	korkunç talihsizliğin ardından	after the terrible misfortune	grupo	alternativoj	prononco
level	la homoj foriris	insanlar gitti	the people left	grupo	alternativoj	prononco
level	kaj la malnovaj urboj disfalis	ve eski şehirler parçalandı	and the old cities fell apart	grupo	alternativoj	prononco
level	ni devus revidi vin	seni tekrar görmeliyiz	we should see you again	grupo	alternativoj	prononco
level	ju pli ofte	daha sık	the more often	grupo	alternativoj	prononco
level	mi pripensas	düşünüyorum	I'm thinking	grupo	alternativoj	prononco
level	des pli mi koleras	daha çok öfkeleniyorum	the more angry I am	grupo	alternativoj	prononco
level	ŝi loĝas en ~	~'da yaşıyor	she lives in ~	grupo	alternativoj	prononco
level	en iu ajn domo	herhangi bir evde	in any house	grupo	alternativoj	prononco
level	ĉu ni revidos nin?	birbirimizi tekrar görecek miyiz?	will we see each other again?	grupo	alternativoj	prononco
level	kie ajn kaj kiam ajn	nerede ve ne zaman olursa olsun	wherever and whenever	grupo	alternativoj	prononco
level	kiam mi rericevos ~ ?	~ ne zaman geri döneceğim?	when will I get back ~ ?	grupo	alternativoj	prononco
level	la alian duonon de la libroj	kitapların diğer yarısı	the other half of the books	grupo	alternativoj	prononco
level	ĉu vi bezonos ~ ?	~'a ihtiyacın olacak mı?	will you need ~ ?	grupo	alternativoj	prononco
level	bezonas pli ol kvaronan jaron	yılın dörtte birinden fazlasına ihtiyacı var	needs more than a quarter of a year	grupo	alternativoj	prononco
level	por tiuj laboroj	bu işler için	for those jobs	grupo	alternativoj	prononco
level	kial estas ~ ?	neden ~?	why is ~ ?	grupo	alternativoj	prononco
level	des pli malvarma	daha soğuk	the colder	grupo	alternativoj	prononco
level	ju pli longe	daha uzun	the longer	grupo	alternativoj	prononco
level	ni atendas ~	bekliyoruz ~	we are waiting ~	grupo	alternativoj	prononco
level	ĉu vi kontentas kun ~ ?	~'dan memnun musun?	are you satisfied with ~ ?	grupo	alternativoj	prononco
level	kun iu ajn viro	herhangi bir erkekle	with any man	grupo	alternativoj	prononco
