B.mr content.tsv
Level	Esperanto	mr	en-us	Grupo	Alternativoj	Pronoco
level	preskaŭ ĉiuj	जवळजवळ प्रत्येकजण	almost everybody	grupo	alternativoj	prononco
level	kaj preskaŭ ĉiuj parolos Esperanton	आणि जवळजवळ प्रत्येकजण एस्पेरांतो बोलेल	and almost everybody will speak Esperanto	grupo	alternativoj	prononco
level	ne bone parolas	चांगले बोलत नाही	does not speak well	grupo	alternativoj	prononco
level	bone, sed mi ne bone parolas Esperanton	ठीक आहे, पण मला एस्पेरांतो नीट येत नाही	ok, but I don't speak Esperanto well	grupo	alternativoj	prononco
level	ne gravas	काही फरक पडत नाही	it doesn't matter	grupo	alternativoj	prononco
level	eblas partopreni en ~	~ मध्ये भाग घेणे शक्य आहे	it is possible to take part in ~	grupo	alternativoj	prononco
level	partopreni en Esperanto-kursoj tie	तेथे एस्पेरांतो अभ्यासक्रमात भाग घेण्यासाठी	to take part in Esperanto courses there	grupo	alternativoj	prononco
level	kutime	सहसा	usually	grupo	alternativoj	prononco
level	kutime estas du niveloj	सहसा दोन स्तर असतात	usually there are two levels	grupo	alternativoj	prononco
level	homoj, kiuj jam eklernis la lingvon	जे लोक आधीच भाषा शिकले होते	people who had already learned the language	grupo	alternativoj	prononco
level	unu por komencantoj	नवशिक्यांसाठी एक	one for beginners	grupo	alternativoj	prononco
level	kaj alia por homoj kiuj jam eklernis la lingvon	आणि दुसरे ज्यांनी आधीच भाषा शिकली आहे त्यांच्यासाठी	and the other for those who already learned the language	grupo	alternativoj	prononco
level	jes, kio?	होय, काय?	jes, what?	grupo	alternativoj	prononco
level	vi diris, "kutime"	तू म्हणालास, &quot;सहसा&quot;	you said, "usually"	grupo	alternativoj	prononco
level	ha, IJK okazas ĉiu-jare	अरे, IJK दरवर्षी होते	oh, IJK happens every year	grupo	alternativoj	prononco
level	ĉiu-foje en alia lando	प्रत्येक वेळी इतर देशात	every time in other country	grupo	alternativoj	prononco
level	pro tio, ĉiu IJK estas alispeca	या कारणास्तव, प्रत्येक IJK भिन्न आहे	for this reason, every IJK is different	grupo	alternativoj	prononco
level	sed ankaŭ estas programeroj	पण कार्यक्रम देखील आहेत	but there are also programs	grupo	alternativoj	prononco
level	programeroj, kiuj ofte revenas	प्रोग्राम जे वारंवार परत येतात	programs that returns often	grupo	alternativoj	prononco
level	sed ankaŭ estas programeroj, kiuj ofte revenas	परंतु असे प्रोग्राम देखील आहेत जे वारंवार परत येतात	but there're also programs that returns often	grupo	alternativoj	prononco
level	ekzemple	उदाहरणार्थ	for example	grupo	alternativoj	prononco
level	ekzemple, preskaŭ ĉiam eblas sportumi, kart-ludi	उदाहरणार्थ, खेळ आणि पत्ते खेळणे जवळजवळ नेहमीच शक्य असते	for example, it is almost always possible to play sports and cards	grupo	alternativoj	prononco
level	babili kun amikoj dum la tuta nokto	रात्रभर मित्रांशी बोलायला	to talk with friends all night	grupo	alternativoj	prononco
level	kanti ĉirkaŭ fajro kaj danci	आगीभोवती गाणे आणि नृत्य करणे	to sing around fire and to dance	grupo	alternativoj	prononco
level	partopreni koncertojn, ktp	मैफिलींमध्ये भाग घेण्यासाठी, आणि पुढे	to take part in concerts, and so forth	grupo	alternativoj	prononco
level	nu, tion mi povas fari ankaŭ hejme	बरं, मी ते घरीही करू शकतो	well, I can do that at home too	grupo	alternativoj	prononco
level	prave, sed	बरोबर, पण	right, but	grupo	alternativoj	prononco
level	sed la grava afero dum IJK estas ~	पण IJK दरम्यान महत्वाची गोष्ट म्हणजे ~	but the important thing during IJK is ~	grupo	alternativoj	prononco
level	venas de multaj diversaj landoj	अनेक वेगवेगळ्या देशांमधून येतात	comes from many different countries	grupo	alternativoj	prononco
level	estas ke la partoprenantoj venas de diversaj landoj	सहभागी वेगवेगळ्या देशांतून येतात	is that the participants come from different countries	grupo	alternativoj	prononco
level	pro tiu mikso de diversaj homoj	वेगवेगळ्या लोकांच्या त्या मिश्रणामुळे	because of that mix of different people	grupo	alternativoj	prononco
level	estas bona etoso, kiu tre plaĉas al mi	हे एक चांगले वातावरण आहे जे मला खूप आवडते	it's a good atmosphere that I like very much	grupo	alternativoj	prononco
level	bone, sonas interese	ठीक आहे, स्वारस्य वाटत आहे	all right, sounds like interest	grupo	alternativoj	prononco
level	mi pripensos	मी विचार करेन	I will think about	grupo	alternativoj	prononco
level	certe	खात्रीने	for sure	grupo	alternativoj	prononco
level	tamen, problemo estas ~	तथापि, एक समस्या ~ आहे	however, a problem is ~	grupo	alternativoj	prononco
level	tiom da mono	इतके पैसे	that much money	grupo	alternativoj	prononco
level	mi ne havas tiom da mono nun	माझ्याकडे सध्या इतके पैसे नाहीत	I don't have that much money right now	grupo	alternativoj	prononco
level	problemo estas ke mi ne havas tiom da mono	समस्या अशी आहे की माझ्याकडे इतके पैसे नाहीत	problem is I don't have that much money	grupo	alternativoj	prononco
level	mi komprenas, sed ne estus multe-koste	मी समजतो, पण जास्त खर्च होणार नाही	I understand, but it wouldn't cost much	grupo	alternativoj	prononco
level	ne estus multe-koste, mia-krede	ते जास्त महाग होणार नाही, माझा विश्वास आहे	it would not be much expensive, I believe	grupo	alternativoj	prononco
level	tabelo de kotizo de programeroj	कार्यक्रमांच्या शुल्काची सारणी	a table of fees of programs	grupo	alternativoj	prononco
level	jen, se vi rigardas la kotiztabelon	म्हणजे, जर तुम्ही शेअर/फी टेबल बघितले तर	that is, if you look at the share/fees table	grupo	alternativoj	prononco
level	la kotiztabelo de la IJK-invitilo	IJK-आमंत्रणाचे शेअर/शुल्क सारणी	the share/fees table of IJK-invitation	grupo	alternativoj	prononco
level	vi vidas, ke ~	तुम्हाला ते सापडले ~	you find that ~	grupo	alternativoj	prononco
level	temas pri entute nur 50 eŭroj	हे एकूण फक्त 50 युरो आहे	it's only 50 euros in total	grupo	alternativoj	prononco
level	vi vidas, ke por vi temas pri entute nur 50 eŭroj	तुम्हाला दिसेल की तुमच्यासाठी एकूण फक्त 50 युरो आहेत	you see that for you it's only 50 euros in total	grupo	alternativoj	prononco
level	se ni dormas surplanke	जर आपण जमिनीवर झोपलो तर	if we sleep on the floor	grupo	alternativoj	prononco
level	en ordo	ठीक आहे	all right	grupo	alternativoj	prononco
level	bone, tio sonas en ordo	बरं, ते छान वाटतं	well, that sounds fine	grupo	alternativoj	prononco
level	sed kio pri la vojaĝo	पण प्रवासाचे काय	but what about the travel	grupo	alternativoj	prononco
level	trajno kostus ĉirkaŭ 70 eŭrojn	एका ट्रेनची किंमत सुमारे 70 युरो असेल	a train would cost around 70 euros	grupo	alternativoj	prononco
level	ĉu tio eblus por vi?	ते तुमच्यासाठी शक्य होईल का?	would that be possible for you?	grupo	alternativoj	prononco
level	espereble	आशेने	hopefully	grupo	alternativoj	prononco
level	sed daŭrus sufiĉe longe per trajno	पण ट्रेनने पुरेसा काळ टिकेल	but would last long enough by train	grupo	alternativoj	prononco
