B.bg content.tsv
Level	Esperanto	bg	en-us	Grupo	Alternativoj	Pronoco
level	aviadila bileto	самолетен билет	a plane ticket	grupo	alternativoj	prononco
level	nuligis la hotelon kaj aviadilan bileton	отмени хотела и самолетния билет	canceled the hotel and plane ticket	grupo	alternativoj	prononco
level	kongresa kuriero	конгресен куриер	convention courier	grupo	alternativoj	prononco
level	unua bulteno, dua bulteno	първи бюлетин, втори бюлетин	first newsletter, second newsletter	grupo	alternativoj	prononco
level	kongresa temo	конгресна тема	congress theme	grupo	alternativoj	prononco
level	paroligaj kursoj	говорни курсове	speaking courses	grupo	alternativoj	prononco
level	provizoraj programoj	временни програми	temporary programs	grupo	alternativoj	prononco
level	ĝeneralaj kondiĉoj de mendado	общи условия за поръчка	general conditions of ordering	grupo	alternativoj	prononco
level	antaŭ-kongresaj ekskursoj	предконгресни обиколки	pre-congress tours	grupo	alternativoj	prononco
level	post-kongresa ekskurso	следконгресно турне	a post-congress tour	grupo	alternativoj	prononco
level	tut-tagaj ekskursoj	целодневни турове	full-day tours	grupo	alternativoj	prononco
level	duon-tagaj ekskursoj	полудневни турове	half-day tours	grupo	alternativoj	prononco
level	tabelo de dum-kongresaj ekskursoj	таблица с обиколки по време на конгреса	a table of during-congress tours	grupo	alternativoj	prononco
level	aranĝoj ĉirkaŭ la UK (Universala Kongreso)	събития в Обединеното кралство (Универсален конгрес)	events around the UK (Universal Congress)	grupo	alternativoj	prononco
level	kontaktoj kun amas-komunikiloj	контакти с медиите	contacts with mass media	grupo	alternativoj	prononco
level	vic-prezidanto prezidis la programon	вицепрезидент ръководи програмата	vice president presided over the program	grupo	alternativoj	prononco
level	kun landaj aŭtoritatoj	с властите на държавата	with country authorities	grupo	alternativoj	prononco
level	sekretario, kasisto	секретар, касиер	secretary, treasurer	grupo	alternativoj	prononco
level	artaj aranĝoj	изкуства събития	arts events	grupo	alternativoj	prononco
level	Infana Kongreseto	Детски конгрес	Children's Congress	grupo	alternativoj	prononco
level	sociaj retejoj	социални уебсайтове	social websites	grupo	alternativoj	prononco
level	reĝisoro de la kongresa temo	директор на темата на конгреса	director of the congress theme	grupo	alternativoj	prononco
level	rektoro de IKU (Internacia Kongresa Universitato)	ректор на IKU (Международен конгресен университет)	rector of IKU (International Congress University)	grupo	alternativoj	prononco
level	san-asekuro kaj asekuro de vojaĝo	здравна застраховка и туристическа застраховка	health insurance and travel insurance	grupo	alternativoj	prononco
level	dokumentoj kaj vizoj	документи и визи	documents and visas	grupo	alternativoj	prononco
level	valida identigilo	валиден документ за самоличност	a valid ID	grupo	alternativoj	prononco
level	pasporto valida	валиден паспорт	a valid passport	grupo	alternativoj	prononco
level	reguloj pri viz-donado	правила за издаване на визи	visa-issuance rules	grupo	alternativoj	prononco
level	akiro de vizo	получаване на виза	obtaining a visa	grupo	alternativoj	prononco
level	CO (centra oficejo) de UEA (Universala Esperanto Asocio)	CO (централен офис) на UEA (Универсална есперантска асоциация)	CO (central office) of UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	elŝuti la oficialan konfirmilon (invitilon)	за да изтеглите официалното писмо за потвърждение (писмо с покана)	to download the official confirmation letter (invitation letter)	grupo	alternativoj	prononco
level	uzante la mendilon	използвайки формата за поръчка	using the order form	grupo	alternativoj	prononco
level	al la viz-dona instanco	до органа, издал визата	to the visa issuing authority	grupo	alternativoj	prononco
level	la oficiala kongres-daŭro	официалната продължителност на конгреса	the official congress duration	grupo	alternativoj	prononco
level	mendis loĝadon pere de UEA (Universala Esperanto Asocio)	резервирано настаняване чрез UEA (Universal Esperanto Association)	booked accommodation through UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	informi pri eventualaj ŝanĝoj	за информиране за възможни промени	to inform about possible changes	grupo	alternativoj	prononco
level	akiri vojaĝan asekuron	да получите застраховка за пътуване	to get travel insurance	grupo	alternativoj	prononco
level	krom la nuligon de la vojaĝo	с изключение на отмяната на пътуването	except for the cancellation of the trip	grupo	alternativoj	prononco
level	asekuro kovras san-traktadon	застраховката покрива здравно лечение	insurance covers health treatment	grupo	alternativoj	prononco
level	kaze de la akcidentoj	в случай на аварии	in case of the accidents	grupo	alternativoj	prononco
level	deponi la valizojn	да депозирам куфарите	to deposit the suitcases	grupo	alternativoj	prononco
level	internacia flug-haveno	международно летище	international airport	grupo	alternativoj	prononco
level	iri buse aŭ taksie aŭ aŭtomobile	да отидете с автобус или такси или кола	to go by bus or taxi or car	grupo	alternativoj	prononco
level	la veturo daŭras ĉirkaŭ 40 minutojn	пътуването отнема около 40 минути	the ride takes about 40 minutes	grupo	alternativoj	prononco
level	utiligi metroon ĝis la bus-haltejo	да използвате метрото до спирката	to use the subway to the bus stop	grupo	alternativoj	prononco
level	ankaŭ alteriĝis en alia flug-haveno	също кацна на друго летище	also landed at another airport	grupo	alternativoj	prononco
level	por kongres-rilataj aferoj	за въпроси, свързани с конгреса	for congress-related matters	grupo	alternativoj	prononco
level	oficiala mon-unuo estas eŭro	официалната валута е евро	official currency is euro	grupo	alternativoj	prononco
level	vendejo akceptas kredit-kartojn	магазинът приема кредитни карти	store accepts credit cards	grupo	alternativoj	prononco
level	je ordinara kurzo	по обикновен обменен курс	at ordinary exchange rate	grupo	alternativoj	prononco
level	agnoskita kiel oficiala lingvo	признат за официален език	recognized as an official language	grupo	alternativoj	prononco
level	kran-akvo estas trinkebla	чешмяната вода става за пиене	tap water is drinkable	grupo	alternativoj	prononco
level	aĉeti mineralan akvon kun-gasan	за закупуване на минерална вода с газ	to buy mineral water with gas	grupo	alternativoj	prononco
level	trinkmono aprezata sed ne deviga	бакшишът се оценява, но не е задължителен	tip appreciated but not required	grupo	alternativoj	prononco
level	urba transportilo	градски транспорт	city transport	grupo	alternativoj	prononco
level	aĉetebla ĉe aŭtomata giĉeto de haltejo	могат да бъдат закупени от автоматичната билетна каса на автобусната спирка	can be purchased at a bus stop's automatic ticket box	grupo	alternativoj	prononco
level	informa budo en kongresejo	информационен щанд на конгресното място	information booth in convention place	grupo	alternativoj	prononco
level	programo de la Kleriga Lundo	програма на Просветния понеделник	program of the Enlightenment Monday	grupo	alternativoj	prononco
level	movada foiro	движение панаир	movement fair	grupo	alternativoj	prononco
level	Ekumena Diservo	Икуменическа служба	Ecumenical Service	grupo	alternativoj	prononco
level	Kongresa Balo	Бал на Конгреса	Congressional Ball	grupo	alternativoj	prononco
level	Estraro Respondas	Съветът на директорите отговаря	Board of Directors Responds	grupo	alternativoj	prononco
level	faka kunsido	специализирана среща	specialist meeting	grupo	alternativoj	prononco
level	kongresa aŭkcio	конвенционален търг	convention auction	grupo	alternativoj	prononco
level	komitato de UEA (Universala Esperanto Asocio)	комитет на UEA (Универсална асоциация на есперанто)	committee of UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	registrita kongresano	регистриран участник в конгреса	registered congress participant	grupo	alternativoj	prononco
level	aliĝilo kun kongresa numero	регистрационна форма с конгресен номер	registration form with congress number	grupo	alternativoj	prononco
level	liveri ĉiujn servojn laŭ dua bulteno	за предоставяне на всички услуги, както във втория бюлетин	to deliver all services as in the second newsletter	grupo	alternativoj	prononco
level	hazarda kunloĝigo de nekonatoj	произволно споделяне на стая на непознати	random room sharing of strangers	grupo	alternativoj	prononco
level	disponigas nur al anticipaj konsentitoj	достъпно само за напреднали съгласни	available only to advance consenters	grupo	alternativoj	prononco
level	krom se aliloke indikite	освен ако не е посочено на друго място	unless indicated in other place	grupo	alternativoj	prononco
level	ekskursojn akompanos gvidanto	обиколките ще бъдат придружени от водач	tours will be accompanied by a guide	grupo	alternativoj	prononco
