C.it content.tsv
Level	Esperanto	it	en-us	Grupo	Alternativoj	Pronoco
level	rakonti	narrare, raccontare, relazionare	to narrate, to tell, to relate	grupo	alternativoj	prononco
level	koloro	colore, un colore	color, a color	grupo	alternativoj	prononco
level	pura	pulito, puro	clean, pure	grupo	alternativoj	prononco
level	aŭdi	ascoltare	to hear	grupo	alternativoj	prononco
level	punkto	un punto, un punto, una macchia	a point, a dot, a spot	grupo	alternativoj	prononco
level	buŝo	una bocca	a mouth	grupo	alternativoj	prononco
level	araneo	un ragno	a spider	grupo	alternativoj	prononco
level	serĉi	cercare, cercare, ricercare	to search, to look for, to seek	grupo	alternativoj	prononco
level	letero	una lettera	a letter	grupo	alternativoj	prononco
level	frua	presto, prematuro	early, premature	grupo	alternativoj	prononco
level	grava	importante, serio	important, serious	grupo	alternativoj	prononco
level	nigra	nero	black	grupo	alternativoj	prononco
level	trankvila	tranquillo, calmo	tranquil, calm	grupo	alternativoj	prononco
level	flanko	a parte	a side	grupo	alternativoj	prononco
level	libroj	libri	books	grupo	alternativoj	prononco
level	kuri	correre	to run	grupo	alternativoj	prononco
level	dolĉa	dolce	sweet	grupo	alternativoj	prononco
level	popolo	popolo, popolo, nazione	people, folk, nation	grupo	alternativoj	prononco
level	hundo	un cane	a dog	grupo	alternativoj	prononco
level	fenestro	una finestra	a window	grupo	alternativoj	prononco
level	aĝo	età (anni)	age (years old)	grupo	alternativoj	prononco
level	libron	un libro (oggettivo, accusativo)	a book (objective, accusative)	grupo	alternativoj	prononco
level	fingro	un dito	a finger	grupo	alternativoj	prononco
level	resto	resto, riposo, permanenza	remainder, rest, staying	grupo	alternativoj	prononco
level	dento	un dente	a tooth	grupo	alternativoj	prononco
level	kuiri	cucinare	to cook	grupo	alternativoj	prononco
level	lavi	lavare	to wash	grupo	alternativoj	prononco
level	mia	Mio	my	grupo	alternativoj	prononco
level	piedo	un piede, una zampa	a foot, a paw	grupo	alternativoj	prononco
level	aŭskulti	ascoltare	to listen	grupo	alternativoj	prononco
level	tablo	un tavolo	a table	grupo	alternativoj	prononco
level	fali	cadere, cadere	to fall, to drop	grupo	alternativoj	prononco
level	familio	una famiglia	a family	grupo	alternativoj	prononco
level	via	tuo	your	grupo	alternativoj	prononco
level	vizaĝo	una faccia	a face	grupo	alternativoj	prononco
level	ĝusta	giusto (corretto), esatto, corretto	right (correct), exact, proper	grupo	alternativoj	prononco
level	nokto	una notte	a night	grupo	alternativoj	prononco
level	mezo	un mezzo, medio, mediocre	a middle, average, mean	grupo	alternativoj	prononco
level	historio	storia, una storia	history, a history	grupo	alternativoj	prononco
level	interesi	interessare	to interest	grupo	alternativoj	prononco
level	administri	gestire, amministrare	to manage, to administer	grupo	alternativoj	prononco
level	aero	aria, un'aria (gas)	air, an air (gas)	grupo	alternativoj	prononco
level	ĝia	suo	its	grupo	alternativoj	prononco
level	maro	un mare	a sea	grupo	alternativoj	prononco
level	fakto	un fatto	a fact	grupo	alternativoj	prononco
level	lasi	lasciare, rilasciare, consentire, lasciare	to leave, to release, to allow, to let	grupo	alternativoj	prononco
level	besto	un animale, una bestia	an animal, a beast	grupo	alternativoj	prononco
level	gvidi	condurre, guidare	to lead, to guide	grupo	alternativoj	prononco
level	avo	un nonno	a grandfather	grupo	alternativoj	prononco
level	afabla	affabile, amichevole, gentile, amabile	affable, friendly, kind, amiable	grupo	alternativoj	prononco
level	ilia	loro	their	grupo	alternativoj	prononco
level	korpo	un corpo	a body	grupo	alternativoj	prononco
level	pordo	una porta, un cancello	a door, a gate	grupo	alternativoj	prononco
level	forgesi	dimenticare	to forget	grupo	alternativoj	prononco
level	kafo	caffè, un caffè	coffee, a coffee	grupo	alternativoj	prononco
level	brui	fare rumore	to make noise	grupo	alternativoj	prononco
level	brili	brillare	to shine	grupo	alternativoj	prononco
level	gazeto	una rivista, una gazzetta, un periodico (=magazino)	a magazine, a gazette, a periodical (=magazino)	grupo	alternativoj	prononco
level	okulo	un occhio	an eye	grupo	alternativoj	prononco
level	servi	per servire	to serve	grupo	alternativoj	prononco
level	vento	vento, un vento	wind, a wind	grupo	alternativoj	prononco
level	ludi	giocare	to play	grupo	alternativoj	prononco
level	haro	un capello	a hair	grupo	alternativoj	prononco
level	arbo	un albero	a tree	grupo	alternativoj	prononco
level	ŝia	suo	her	grupo	alternativoj	prononco
level	lia	il suo	his	grupo	alternativoj	prononco
level	plumo	una piuma, una penna	a feather, a pen	grupo	alternativoj	prononco
level	bildo	una foto, un'immagine	a picture, an image	grupo	alternativoj	prononco
level	paŝi	fare un passo, camminare, camminare, camminare a grandi passi	to step, to walk, to pace, to stride	grupo	alternativoj	prononco
level	dika	grosso, grasso, audace	thick, fat, bold	grupo	alternativoj	prononco
level	sia	il proprio	one's own	grupo	alternativoj	prononco
level	konsenti	ammettere (che), essere d'accordo (con), approvare (di), concordare (con), acconsentire	to admit (that), to agree (with), to approve (of), to concur (with), to consent	grupo	alternativoj	prononco
level	somero	estate, un'estate	summer, a summer	grupo	alternativoj	prononco
level	lumi	brillare, dare luce	to shine, to give light	grupo	alternativoj	prononco
level	ĉielo	un cielo	a sky	grupo	alternativoj	prononco
level	vintro	inverno, un inverno	winter, a winter	grupo	alternativoj	prononco
level	volonta	volenteroso (di cuore), volontario	willing (from heart), voluntary	grupo	alternativoj	prononco
level	aŭtuno	autunno, autunno, un autunno	autumn, fall, an autumn	grupo	alternativoj	prononco
level	memori	ricordare, rammentare	to remember, to recall	grupo	alternativoj	prononco
level	printempo	primavera, una primavera	spring, a spring	grupo	alternativoj	prononco
level	ĝardeno	un giardino	a garden	grupo	alternativoj	prononco
level	aĉeti	comprare, acquistare	to buy, to purchase	grupo	alternativoj	prononco
level	semajno	una settimana	a week	grupo	alternativoj	prononco
level	vitro	vetro (materiale vetroso)	glass (vitreous material)	grupo	alternativoj	prononco
level	pluvo	pioggia, una pioggia	rain, a rain	grupo	alternativoj	prononco
level	frukto	un frutto	a fruit	grupo	alternativoj	prononco
level	necesa	necessario	necessary	grupo	alternativoj	prononco
level	bono	bontà	goodness	grupo	alternativoj	prononco
level	erari	errare, commettere un errore, sbagliare	to err, to make an error, to make a mistake	grupo	alternativoj	prononco
level	hejmo	una casa	a home	grupo	alternativoj	prononco
level	naturo	natura, natura, carattere	nature, a nature, character	grupo	alternativoj	prononco
level	nubo	nuvola, una nuvola	cloud, a cloud	grupo	alternativoj	prononco
level	bone	BENE	well	grupo	alternativoj	prononco
level	momento	un momento	a moment	grupo	alternativoj	prononco
level	direkto	una direzione	a direction	grupo	alternativoj	prononco
level	kontenta	contento, contento, compiaciuto, soddisfatto	content, contented, pleased, satisfied	grupo	alternativoj	prononco
level	rozo	sorsero	a rose	grupo	alternativoj	prononco
level	fajro	un fuoco	a fire	grupo	alternativoj	prononco
level	kuraci	curare, guarire, curare	to cure, to heal, to treat	grupo	alternativoj	prononco
level	frapi	colpire, bussare, schiaffeggiare, schiaffeggiare, percuotere	to hit, to knock, to slap, to smack, to strike	grupo	alternativoj	prononco
level	kara	amato, caro, amato, caro, caro	beloved, cherished, loved, dear, expensive	grupo	alternativoj	prononco
level	akcepti	accettare	to accept	grupo	alternativoj	prononco
level	minuto	un minuto	a minute	grupo	alternativoj	prononco
level	espero	una speranza	a hope	grupo	alternativoj	prononco
level	linio	una linea	a line	grupo	alternativoj	prononco
level	neĝo	neve, una neve	snow, a snow	grupo	alternativoj	prononco
level	koleri	essere arrabbiato, provare rabbia	to be angry, to feel anger	grupo	alternativoj	prononco
level	sukceso	un successo	a success	grupo	alternativoj	prononco
level	plori	piangere, piangere	to weep, to cry	grupo	alternativoj	prononco
level	nul (nulo)	zero, zero	zero, nil	grupo	alternativoj	prononco
level	angulo	un angolo, un angolo (un luogo remoto)	an angle, a corner (a remote place)	grupo	alternativoj	prononco
level	ordo	un ordine, una relazione ordinata	an order, an ordered relation	grupo	alternativoj	prononco
level	ŝipo	una nave	a ship	grupo	alternativoj	prononco
level	blua	blu	blue	grupo	alternativoj	prononco
level	sufiĉa	sufficiente, sufficiente, adeguato	sufficient, enough, adequate	grupo	alternativoj	prononco
level	strato	una strada	a street	grupo	alternativoj	prononco
level	vilaĝo	un villaggio, una città	a village, a town	grupo	alternativoj	prononco
level	utila	utile	useful	grupo	alternativoj	prononco
level	rondo	un cerchio, un club	a circle, a club	grupo	alternativoj	prononco
level	preta	pronto	ready	grupo	alternativoj	prononco
level	orelo	un orecchio	an ear	grupo	alternativoj	prononco
level	papero	carta, una carta	paper, a paper	grupo	alternativoj	prononco
level	rivero	un fiume	a river	grupo	alternativoj	prononco
level	zorgi	prendersi cura di, accudire	to care for, to look after	grupo	alternativoj	prononco
level	arto	un arte	an art	grupo	alternativoj	prononco
level	kreski	crescere, aumentare	to grow, to increase	grupo	alternativoj	prononco
level	nazo	un naso	a nose	grupo	alternativoj	prononco
level	konsili	consigliare, consigliare	to counsel, to advise	grupo	alternativoj	prononco
level	pasi	passare, passare	to pass, to pass by	grupo	alternativoj	prononco
level	fero	ferro (Fe)	iron (Fe)	grupo	alternativoj	prononco
level	regi	governare, governare, controllare	to rule, to govern, to control	grupo	alternativoj	prononco
level	farti	fare la tariffa	to fare	grupo	alternativoj	prononco
level	larĝa	ampio, ampio, grande	wide, broad, large	grupo	alternativoj	prononco
level	kuraĝa	coraggioso, coraggioso	courageous, brave	grupo	alternativoj	prononco
level	kolo	un collo	a neck	grupo	alternativoj	prononco
level	propra	proprio, proprio	own, one's own	grupo	alternativoj	prononco
level	plezuro	un piacere, un divertimento	a pleasure, fun	grupo	alternativoj	prononco
level	pardoni	perdonare, perdonare	to forgive, to pardon	grupo	alternativoj	prononco
level	sata	soddisfatto, pieno, sazio	satisfied, full, replete	grupo	alternativoj	prononco
level	voki	chiamare, convocare	to call, to summon	grupo	alternativoj	prononco
level	marto	Marzo	March	grupo	alternativoj	prononco
level	seĝo	una sedia	a chair	grupo	alternativoj	prononco
level	majo	Maggio	May	grupo	alternativoj	prononco
level	tuŝi	toccare	to touch	grupo	alternativoj	prononco
level	premi	premere, spremere	to press, to squeeze	grupo	alternativoj	prononco
level	julio	Luglio	July	grupo	alternativoj	prononco
level	kato	un gatto	a cat	grupo	alternativoj	prononco
level	glaso	un bicchiere di vino)	a glass (of wine)	grupo	alternativoj	prononco
level	septembro	settembre	September	grupo	alternativoj	prononco
level	verda	verde	green	grupo	alternativoj	prononco
level	postuli	esigere, postulare, esigere	to demand, to postulate, to require	grupo	alternativoj	prononco
level	onklo	uno zio	an uncle	grupo	alternativoj	prononco
level	novembro	novembre	November	grupo	alternativoj	prononco
level	laca	stanco, affaticato, affaticato	weary, tired of, fatigued	grupo	alternativoj	prononco
level	lakto	latte, un latte	milk, a milk	grupo	alternativoj	prononco
level	bruli	bruciare	to burn	grupo	alternativoj	prononco
level	decidi	decidere	to decide	grupo	alternativoj	prononco
level	plendi	lamentarsi	to complain	grupo	alternativoj	prononco
level	saluti	salutare, salutare, salutare	to greet, to say hello, to salute	grupo	alternativoj	prononco
level	valoro	un valore, valore	a value, worth	grupo	alternativoj	prononco
level	sukero	zucchero, uno zucchero	sugar, a sugar	grupo	alternativoj	prononco
level	planko	un piano, un terreno	a floor, a ground	grupo	alternativoj	prononco
level	vesto	panni, un vestito	cloths, a clothing	grupo	alternativoj	prononco
level	tiri	tirare, trascinare, trascinare	to pull, to draw, to drag	grupo	alternativoj	prononco
level	vetero	tempo, un tempo	weather, a weather	grupo	alternativoj	prononco
level	turni	voltarsi, voltarsi	to turn, to turn around	grupo	alternativoj	prononco
level	peco	al pezzo	a piece	grupo	alternativoj	prononco
level	fraŭlo	uno scapolo, un uomo non sposato	a bachelor, an unmarried man	grupo	alternativoj	prononco
level	pano	un pane	a bread	grupo	alternativoj	prononco
level	salti	saltare, balzare, balzare	to jump, to leap, to spring	grupo	alternativoj	prononco
level	vagono	un'auto (in un treno), un vagone, una carrozza, una carrozza	a car (in a train), a wagon, a carriage, a coach	grupo	alternativoj	prononco
level	ligo	un collegamento, un campionato	a link, a league	grupo	alternativoj	prononco
level	efektiva	effettivo, reale, vero	actual, real, true	grupo	alternativoj	prononco
level	decembro	Dicembre	December	grupo	alternativoj	prononco
level	korto	una corte, un cortile, un patio, un quadrilatero	a court, a courtyard, a patio, a quadrangle	grupo	alternativoj	prononco
level	tranĉi	tagliare, affettare	to cut, to slice	grupo	alternativoj	prononco
level	ŝati	piacere	to like	grupo	alternativoj	prononco
level	oktobro	ottobre	October	grupo	alternativoj	prononco
level	kalkuli	contare, calcolare	to count, to calculate	grupo	alternativoj	prononco
level	rimedo	risorse, mezzi, rimedio	resources, means, remedy	grupo	alternativoj	prononco
level	paki	imballare	to pack	grupo	alternativoj	prononco
level	klaso	una classe	a class	grupo	alternativoj	prononco
level	gajni	guadagnare, vincere, guadagnare	to gain, to win, to earn	grupo	alternativoj	prononco
level	intereso	un interesse	an interest	grupo	alternativoj	prononco
level	floro	un fiore, uno sbocciare	a flower, a bloom	grupo	alternativoj	prononco
level	marŝi	marciare, camminare	to march, to walk	grupo	alternativoj	prononco
level	grupo	un gruppo	a group	grupo	alternativoj	prononco
level	aŭgusto	agosto	August	grupo	alternativoj	prononco
level	junio	Giugno	June	grupo	alternativoj	prononco
level	brako	un braccio, una parte superiore del braccio	an arm, an upper arm	grupo	alternativoj	prononco
level	konstruaĵo	un edificio	a building	grupo	alternativoj	prononco
level	aprilo	aprile	April	grupo	alternativoj	prononco
level	februaro	Febbraio	February	grupo	alternativoj	prononco
level	pentraĵo	una foto, un dipinto	a picture, a painting	grupo	alternativoj	prononco
level	luno	luna, una luna	moon, a moon	grupo	alternativoj	prononco
level	ideo	un'idea	an idea	grupo	alternativoj	prononco
level	novaĵo	una notizia	a news	grupo	alternativoj	prononco
level	vendi	vendere, vendere	to sell, to vend	grupo	alternativoj	prononco
level	kruco	attraverso	a cross	grupo	alternativoj	prononco
level	kokaĵo	pollame, pollo	poultry, chicken	grupo	alternativoj	prononco
level	monato	un mese	a month	grupo	alternativoj	prononco
level	porkaĵo	maiale	pork	grupo	alternativoj	prononco
level	maniero	un modo, un modo, una modalità	a manner, a way, a mode	grupo	alternativoj	prononco
level	bovaĵo	manzo	beef	grupo	alternativoj	prononco
level	opinii	pensare, avere un'opinione, opinare	to think, to have an opinion, to opine	grupo	alternativoj	prononco
level	glaciaĵo	un gelato, un gelato	an ice cream, icecream	grupo	alternativoj	prononco
level	elekti	scegliere, eleggere, individuare	to choose, to elect, to pick out	grupo	alternativoj	prononco
level	agi	recitare	to act	grupo	alternativoj	prononco
level	ovaĵo	una frittata, uova strapazzate	an omelette, scrambled eggs	grupo	alternativoj	prononco
level	ŝafaĵo	montone	mutton	grupo	alternativoj	prononco
level	komuna	comune	common	grupo	alternativoj	prononco
level	dubi	dubitare	to doubt	grupo	alternativoj	prononco
level	pakaĵo	un pacco, un bagaglio, un bagaglio	a package, a luggage, a baggage	grupo	alternativoj	prononco
level	freŝa	fresco, recente	fresh, recent	grupo	alternativoj	prononco
level	adreso	un indirizzo	an address	grupo	alternativoj	prononco
level	araneaĵo	una ragnatela	a spiderweb	grupo	alternativoj	prononco
