A.de content.tsv
Level	Esperanto	de	en-us	Grupo	Alternativoj	Pronoco
level	uzis mian ŝlosilon	habe meinen Schlüssel benutzt	used my key	grupo	alternativoj	prononco
level	ĉu vi veturis?	fuhrst du?	did you drive?	grupo	alternativoj	prononco
level	en Venecio	in Venedig	in Venice	grupo	alternativoj	prononco
level	ankaŭ per gondolo	auch mit der Gondel	also by gondola	grupo	alternativoj	prononco
level	ĉu vi povos ekdormi?	wirst du einschlafen können?	will you be able to fall asleep?	grupo	alternativoj	prononco
level	tiam, kiam silentiĝis	dann, als Stille herrschte	then, when there was silence	grupo	alternativoj	prononco
level	la sinjoro estis alta	Der Herr war groß	the gentleman was tall	grupo	alternativoj	prononco
level	alta, dika	groß, fett	tall, fat	grupo	alternativoj	prononco
level	dika, peza	dick, schwer	thick, heavy	grupo	alternativoj	prononco
level	peza kaj larĝa	schwer und groß	heavy and large	grupo	alternativoj	prononco
level	estis alta, dika, peza, kaj larĝa	war groß, dick, schwer und groß	was tall, thick, heavy, and large	grupo	alternativoj	prononco
level	donis forton	gab Kraft	gave strength	grupo	alternativoj	prononco
level	havinda forto	eine Kraft, die es wert ist, besessen zu werden	a force worth having	grupo	alternativoj	prononco
level	havinda korpoforto	Körperliche Stärke lohnt sich	physical strength worth having	grupo	alternativoj	prononco
level	tio donis	das gab	that gave	grupo	alternativoj	prononco
level	donis al li	gab ihm	gave him	grupo	alternativoj	prononco
level	tio donis forton	das gab Kraft	that gave strength	grupo	alternativoj	prononco
level	donis havindan korpoforton	gab dem Körper Kraft, die es wert war, angeschafft zu werden	gave body strength worth having	grupo	alternativoj	prononco
level	lia aspekto	seine Erscheinung	his appearance	grupo	alternativoj	prononco
level	grandula aspekto	Aussehen einer großen Person	appearance of a tall person	grupo	alternativoj	prononco
level	eta rolo	eine kleine Rolle	a small role	grupo	alternativoj	prononco
level	ludis rolon	Hat eine Rolle gespielt	played a role	grupo	alternativoj	prononco
level	ne eta rolo	keine kleine Rolle	not a small role	grupo	alternativoj	prononco
level	ludis etan rolon	spielte eine kleine Rolle	played a small role	grupo	alternativoj	prononco
level	ludis ne etan rolon	spielte keine geringe Rolle	played no small role	grupo	alternativoj	prononco
level	en la fakto, ke ~	in der Tatsache, dass ~	in the fact that ~	grupo	alternativoj	prononco
level	la plimulto el la homoj	die Mehrheit der Menschen	the majority of the people	grupo	alternativoj	prononco
level	se ne timis	wenn nicht Angst	if not afraid	grupo	alternativoj	prononco
level	lin timis	hatte Angst vor ihm	was afraid of him	grupo	alternativoj	prononco
level	se lin timis	wenn er Angst hatte	if he was afraid	grupo	alternativoj	prononco
level	se ne lin timis	wenn man keine Angst vor ihm hat	if not afraid of him	grupo	alternativoj	prononco
level	certe respektis	sicherlich respektiert	certainly respected	grupo	alternativoj	prononco
level	almenaŭ pripensis ~	zumindest darüber nachgedacht ~	at least thought about ~	grupo	alternativoj	prononco
level	antaŭ ol ~	vor ~	before ~	grupo	alternativoj	prononco
level	kontentigi lin	um ihn zufrieden zu stellen	to satisfy him	grupo	alternativoj	prononco
level	malkontentigi lin	ihm missfallen	to displease him	grupo	alternativoj	prononco
level	antaŭ ol malkontentigi ~	bevor ich unzufrieden bin ~	before dissatisfying ~	grupo	alternativoj	prononco
level	antaŭ ol decidi ~	bevor ich mich entscheide ~	before deciding ~	grupo	alternativoj	prononco
level	decidi malkontentigi ~	sich entscheiden, ~ zu missfallen	to decide to displease ~	grupo	alternativoj	prononco
level	decidi kontentigi lin	zu entscheiden, ihn zufrieden zu stellen	to decide to satisfy him	grupo	alternativoj	prononco
level	antaŭ ol decidi malkontentigi lin	bevor er beschließt, ihm zu missfallen	before deciding to displease him	grupo	alternativoj	prononco
level	tio, kio estas utila	das, was nützlich ist	that, which is useful	grupo	alternativoj	prononco
level	ofte utila dumtage	oft tagsüber nützlich	often useful during the day	grupo	alternativoj	prononco
level	malplaĉa ĝeno	ein unangenehmes Ärgernis	an unpleasant nuisance	grupo	alternativoj	prononco
level	per si	selbst	by himself	grupo	alternativoj	prononco
level	prezentas malplaĉan ĝenon	stellt ein unangenehmes Ärgernis dar	presents an unpleasant nuisance	grupo	alternativoj	prononco
level	prezentas per si malplaĉan ĝenon	stellt sich als unangenehmes Ärgernis dar	presents itself as an unpleasant nuisance	grupo	alternativoj	prononco
level	en loko arboplena	an einem Ort voller Bäume	in a place full of trees	grupo	alternativoj	prononco
level	tiam, kiam oni devojiĝis	dann, wenn man in die Irre ging	then, when one went astray	grupo	alternativoj	prononco
level	en nehoma sovaĝejo	in einer unmenschlichen Wildnis	in an inhuman wilderness	grupo	alternativoj	prononco
level	kaj ekstervoje iraĉas	und kommt im Chaos von der Straße ab	and goes off the road in chaos	grupo	alternativoj	prononco
level	alta larĝa korpo	ein großer großer Körper	a tall large body	grupo	alternativoj	prononco
level	ne sukcesis pasi ~	konnte nicht bestehen ~	failed to pass ~	grupo	alternativoj	prononco
level	inter la arbetoj	zwischen den Büschen	among the bushes	grupo	alternativoj	prononco
level	krome tuŝi la naturaĵojn	zusätzlich zum Berühren der natürlichen Dinge	in addition to touching the natural things	grupo	alternativoj	prononco
level	ĝenerale malsekajn	im Allgemeinen nass	generally wet	grupo	alternativoj	prononco
level	meze de malsekaj naturaĵoj	mitten in der nassen Natur	in the middle of wet nature	grupo	alternativoj	prononco
level	malsekaj naturaĵoj, meze de kiuj ~	nasse natürliche Dinge, in deren Mitte ~	wet natural things, in the middle of which ~	grupo	alternativoj	prononco
level	li malfacile paŝis	er hatte Schwierigkeiten beim Gehen	he walked with difficulty	grupo	alternativoj	prononco
level	estis travivaĵo	es war ein Erlebnis	it was an experience	grupo	alternativoj	prononco
level	ne malofte	nicht ungewöhnlich	not uncommon	grupo	alternativoj	prononco
level	doloriga kaj ĉiam malagrabla	schmerzhaft und immer unangenehm	painful and always unpleasant	grupo	alternativoj	prononco
level	ju pli ~	desto mehr ~	the more ~	grupo	alternativoj	prononco
level	antaŭeniris en la vivo	im Leben vorangekommen	moved forward in life	grupo	alternativoj	prononco
level	en la kastela arbaro	im Burgwald	in the castle forest	grupo	alternativoj	prononco
level	ju pli antaŭeniris des pli malŝatis ~	Je weiter es voranging, desto unbeliebter wurde ~	the further went forward the more disliked ~	grupo	alternativoj	prononco
level	malŝatis la noktan naturon	mochte die nächtliche Natur nicht	disliked the nocturnal nature	grupo	alternativoj	prononco
level	viro kun okuloj bone videblaj	ein Mann mit Augen, die man deutlich sehen kann	a man with eyes that can be seen clearly	grupo	alternativoj	prononco
level	okuloj, kiuj kapablis bone vidi	Augen, die gut sehen konnten	eyes that could see well	grupo	alternativoj	prononco
level	bone vidi en la mallumo	um im Dunkeln gut sehen zu können	to see well in the dark	grupo	alternativoj	prononco
level	rigardis la malfacilan iron	schaute auf den schwierigen Weg	looked at the difficult going	grupo	alternativoj	prononco
level	de nia industriisto	von unserem Industriellen	from our industrialist	grupo	alternativoj	prononco
level	li ridetis	er lächelte	he smiled	grupo	alternativoj	prononco
level	apud tiu viro	neben diesem Mann	next to that man	grupo	alternativoj	prononco
level	en vestaĵo de policano	in Polizistenkleidung	in policeman's clothing	grupo	alternativoj	prononco
level	staris alia persono	eine andere Person stand	another person was standing	grupo	alternativoj	prononco
level	en simila vestaĵo	in ähnlicher Kleidung	in similar clothing	grupo	alternativoj	prononco
level	ĉi lasta estis virino	Letztere war eine Frau	the latter was a woman	grupo	alternativoj	prononco
level	ni iru	lass uns gehen	let's go	grupo	alternativoj	prononco
level	la viro diris mallaŭte	sagte der Mann leise	the man said softly	grupo	alternativoj	prononco
level	en la orelon de sia kunulino	ins Ohr seines Begleiters	into the ear of his companion	grupo	alternativoj	prononco
level	nun estas la ĝusta momento	Jetzt ist der richtige Moment	now is the right moment	grupo	alternativoj	prononco
level	ambaŭ paŝis direkte al la persono	beide traten auf die Person zu	both stepped toward the person	grupo	alternativoj	prononco
level	ili zorgis fari ~	Sie haben darauf geachtet ~	they were careful to do ~	grupo	alternativoj	prononco
level	kiel eble plej ~	so möglich wie ~	as possible as ~	grupo	alternativoj	prononco
level	kiel eble plej malmulte da bruo	So wenig Lärm wie möglich (Kiel Eble)	as little noise as possible (kiel eble)	grupo	alternativoj	prononco
level	laŭeble plej malmulte da bruo	so wenig Lärm wie möglich (laŭeble)	as little noise as possible (laŭeble)	grupo	alternativoj	prononco
level	ili preskaŭ plene sukcesis	es gelang ihnen fast vollständig	they almost fully succeeded	grupo	alternativoj	prononco
level	en ĉi tiu aĉa situacio	in dieser schlimmen Situation	in this nasty situation	grupo	alternativoj	prononco
level	aĉa situacio, kie arboj ĵetis siajn branĉojn	Eine schlimme Situation, in der Bäume ihre Äste warfen	a nasty situation where trees threw their branches	grupo	alternativoj	prononco
level	ĵetis siajn malsekajn branĉojn	warfen ihre eigenen nassen Äste	threw their own wet branches	grupo	alternativoj	prononco
level	rekte en la vizaĝojn	direkt in die Gesichter	straight into the faces	grupo	alternativoj	prononco
level	de la industriisto	des Industriellen	of the industrialist	grupo	alternativoj	prononco
level	multpiedaj bestetoj	vielfüßige Kleingeschöpfe	multi-footed small creatures	grupo	alternativoj	prononco
level	prenis liajn piedojn	nahm seine Füße	took his feet	grupo	alternativoj	prononco
level	por promenejo	für einen Spaziergang	for a walk road	grupo	alternativoj	prononco
level	naturo faligis lian piedon	Die Natur ließ seinen Fuß fallen	nature made his foot fallen	grupo	alternativoj	prononco
level	plej dolorige	am schmerzhaftesten	most painfully	grupo	alternativoj	prononco
level	faligis lian piedon en kavon	ließ seinen Fuß in eine Grube fallen	dropped his foot into a pit	grupo	alternativoj	prononco
level	kavo plena de akvo	eine Grube voller Wasser	a pit full of water	grupo	alternativoj	prononco
level	akvo aĉ-odora	übelriechendes Wasser	foul-smelling water	grupo	alternativoj	prononco
level	rapide alvenis al la penso	kam schnell auf den Gedanken	quickly arrived at the thought	grupo	alternativoj	prononco
level	oni devas esti preta	man muss bereit sein	one must be ready	grupo	alternativoj	prononco
level	ĉi tie	Hier	here	grupo	alternativoj	prononco
level	iu ajn ~	irgendjemand ~	anyone ~	grupo	alternativoj	prononco
level	preta por iu ajn malplaĉa renkonto	bereit für jede unangenehme Begegnung	ready for any unpleasant encounter	grupo	alternativoj	prononco
level	ion ajn	irgendetwas (was auch immer)	anything (whatever)	grupo	alternativoj	prononco
level	li atendis ion ajn	er wartete auf irgendetwas	he was waiting for anything	grupo	alternativoj	prononco
level	krom homa voĉo	abgesehen von der menschlichen Stimme	aside human voice	grupo	alternativoj	prononco
level	kiam voĉo aŭdiĝis, ~	als eine Stimme hörte, ~	when a voice heard, ~	grupo	alternativoj	prononco
level	aŭdiĝis tuj proksime	hörte sofort in der Nähe	heard immediately close	grupo	alternativoj	prononco
level	li faris belan surlokan salton	Er hat vor Ort einen schönen Sprung gemacht	he made a nice on-site jump	grupo	alternativoj	prononco
level	kiu movis lian koron	der sein Herz bewegte	who moved his heart	grupo	alternativoj	prononco
level	supren ĝis la buŝo	Upword zum Mund	upword to the mouth	grupo	alternativoj	prononco
level	kun la provo rekapti trankvilon	mit dem Versuch, die Ruhe zurückzugewinnen	with the attempt to recapture calm	grupo	alternativoj	prononco
level	iom da trankvilo	ein wenig Ruhe	a little tranquility	grupo	alternativoj	prononco
level	la lumo de lampeto	das Licht einer Lampe	the light of a lamp	grupo	alternativoj	prononco
level	oni direktis rekte al liaj okuloj	Jemand richtete ihn direkt auf seine Augen	someone directed directly to his eyes	grupo	alternativoj	prononco
level	la lampo, kiun oni direktis al okuloj	die Lampe, die jemand auf die Augen richtete	the lamp which someone directed to eyes	grupo	alternativoj	prononco
level	malhelpis repaciĝon	eine Versöhnung verhindert	prevented reconciliation	grupo	alternativoj	prononco
level	ŝajnis al li, ke ~	es schien ihm, dass ~	it seemed to him that ~	grupo	alternativoj	prononco
level	la homformo, kiu tenis la lampon	die menschliche Gestalt, die die Lampe hielt	the human form that held the lamp	grupo	alternativoj	prononco
level	surhavas vestojn policajn	Kleidung der Polizei tragen	wear clothes police	grupo	alternativoj	prononco
level	kion vi faras ĉi tie?	was machst du hier?	what are you doing here?	grupo	alternativoj	prononco
level	sonas la aŭtorita voĉo	erklingt die maßgebliche Stimme	sounds the authoritative voice	grupo	alternativoj	prononco
level	bonvolu paroli ~	Bitte reden ~	please talk ~	grupo	alternativoj	prononco
level	iom klare	ein wenig klar	a little clear	grupo	alternativoj	prononco
level	la alia diris	sagte der andere	the other said	grupo	alternativoj	prononco
level	eĉ pli grav-tone	in noch wichtigerem Ton	in even more important-tone	grupo	alternativoj	prononco
level	mi promenas	Ich gehe	I'm walking	grupo	alternativoj	prononco
level	vi promenas en la bieno	Du gehst auf dem Bauernhof spazieren	you walk on the farm	grupo	alternativoj	prononco
level	de la grafino	der Gräfin	of the countess	grupo	alternativoj	prononco
level	la bieno de la grafino	der Bauernhof der Gräfin	the countess's farm	grupo	alternativoj	prononco
level	meze de la nokto	mitten in der Nacht	in the middle of the night	grupo	alternativoj	prononco
level	ĉu la grafino vin invitis?	Hat die Gräfin Sie eingeladen?	did the countess invite you?	grupo	alternativoj	prononco
level	ĉu ŝi scias pri ~	Weiß sie etwas über ~	does she know about ~	grupo	alternativoj	prononco
level	pri via ĉeesto	über deine Anwesenheit	about your presence	grupo	alternativoj	prononco
level	via ĉeesto ĉi tie	Ihre Anwesenheit hier	your presence here	grupo	alternativoj	prononco
level	mi devas peti vin ~	Ich muss dich fragen ~	I have to ask you ~	grupo	alternativoj	prononco
level	petas vin sekvi min	bittet dich, mir zu folgen	asks you to follow me	grupo	alternativoj	prononco
level	kaj li klarigis ~	und er erklärte ~	and he explained ~	grupo	alternativoj	prononco
level	klarigis, ke ~	erklärte das ~	explained that ~	grupo	alternativoj	prononco
level	ekde la fuŝa provo	da der falsche Versuch	since the wrong attempt	grupo	alternativoj	prononco
level	la fuŝa provo kapti la grafinon	der falsche Versuch, die Gräfin zu fangen	the wrong attempt to catch the countess	grupo	alternativoj	prononco
level	fare de ~	wegen ~	due to ~	grupo	alternativoj	prononco
level	fare de teroristoj	wegen Terroristen	due to terrorists	grupo	alternativoj	prononco
level	la polico kontrolas atente	Die Polizei prüft sorgfältig	the police checks carefully	grupo	alternativoj	prononco
level	kontrolas, kio okazas	prüft, was passiert	checks what is happening	grupo	alternativoj	prononco
level	okazas en la ĉirkaŭaĵo	kommt in der Umgebung vor	occurs in the surrounding	grupo	alternativoj	prononco
level	de la kastelo	des Schlosses	of the castle	grupo	alternativoj	prononco
level	la ĉirkaŭaĵo de la kastelo	die Umgebung des Schlosses	the surrounding of the castle	grupo	alternativoj	prononco
level	al la industriisto	zum Industriellen	to the industrialist	grupo	alternativoj	prononco
level	ŝajnis, ke ~	es schien, dass ~	it seemed that ~	grupo	alternativoj	prononco
level	lia koro ĉifoje falis	Diesmal fiel ihm das Herz	his heart fell this time	grupo	alternativoj	prononco
level	falis ĝis liaj piedoj	fiel auf seine Füße	fell to his feet	grupo	alternativoj	prononco
level	li sciis, ke ~	er wusste das ~	he knew that ~	grupo	alternativoj	prononco
level	nur malfacile li provos trovi ~	nur schwer wird er versuchen zu finden	just hard he'll try to find	grupo	alternativoj	prononco
level	trovi akcepteblan klarigon	eine akzeptable Erklärung zu finden	to find an acceptable explanation	grupo	alternativoj	prononco
level	pri sia ĉeesto	über die eigene Präsenz	about one's own presence	grupo	alternativoj	prononco
level	la ideo, ke la grafino ĉion scias	die Vorstellung, dass die Gräfin alles weiß	the idea that the countess knows everything	grupo	alternativoj	prononco
level	la ideo perdigis al li malmulton da espero	Die Idee nahm ihm wenig Hoffnung	the idea deprived him of little hope	grupo	alternativoj	prononco
level	malmulto da espero	ein bisschen Hoffnung	little hope	grupo	alternativoj	prononco
level	malmulta espero, kiu restis	Es blieb wenig Hoffnung	little hope that remained	grupo	alternativoj	prononco
level	post la unuaj vortoj de la policano	nach den ersten Worten der Polizei	after the first words of the police	grupo	alternativoj	prononco
level	ju pli ~ des pli ~	je mehr ~ desto mehr ~	the more ~ the more ~	grupo	alternativoj	prononco
level	ju pli longe des pli bone	je länger desto besser	the longer the better	grupo	alternativoj	prononco
level	kiom ajn	egal wieviel	no matter how much	grupo	alternativoj	prononco
level	antaŭ kvarona horo	vor einer Viertelstunde	a quarter of an hour ago	grupo	alternativoj	prononco
level	ili revenis	Sie sind zurück gekommen	they came back	grupo	alternativoj	prononco
level	post la terura malfeliĉo	nach dem schrecklichen Unglück	after the terrible misfortune	grupo	alternativoj	prononco
level	la homoj foriris	die Leute gingen	the people left	grupo	alternativoj	prononco
level	kaj la malnovaj urboj disfalis	und die alten Städte zerfielen	and the old cities fell apart	grupo	alternativoj	prononco
level	ni devus revidi vin	wir sollten uns wiedersehen	we should see you again	grupo	alternativoj	prononco
level	ju pli ofte	desto öfter	the more often	grupo	alternativoj	prononco
level	mi pripensas	ich denke	I'm thinking	grupo	alternativoj	prononco
level	des pli mi koleras	desto wütender bin ich	the more angry I am	grupo	alternativoj	prononco
level	ŝi loĝas en ~	sie lebt in ~	she lives in ~	grupo	alternativoj	prononco
level	en iu ajn domo	in jedem Haus	in any house	grupo	alternativoj	prononco
level	ĉu ni revidos nin?	Werden wir uns wiedersehen?	will we see each other again?	grupo	alternativoj	prononco
level	kie ajn kaj kiam ajn	wo und wann immer	wherever and whenever	grupo	alternativoj	prononco
level	kiam mi rericevos ~ ?	Wann komme ich zurück?	when will I get back ~ ?	grupo	alternativoj	prononco
level	la alian duonon de la libroj	die andere Hälfte der Bücher	the other half of the books	grupo	alternativoj	prononco
level	ĉu vi bezonos ~ ?	brauchst du ~ ?	will you need ~ ?	grupo	alternativoj	prononco
level	bezonas pli ol kvaronan jaron	braucht mehr als ein Vierteljahr	needs more than a quarter of a year	grupo	alternativoj	prononco
level	por tiuj laboroj	für diese Jobs	for those jobs	grupo	alternativoj	prononco
level	kial estas ~ ?	warum ist ~ ?	why is ~ ?	grupo	alternativoj	prononco
level	des pli malvarma	desto kälter	the colder	grupo	alternativoj	prononco
level	ju pli longe	je länger	the longer	grupo	alternativoj	prononco
level	ni atendas ~	wir warten ~	we are waiting ~	grupo	alternativoj	prononco
level	ĉu vi kontentas kun ~ ?	Bist du mit ~ zufrieden?	are you satisfied with ~ ?	grupo	alternativoj	prononco
level	kun iu ajn viro	mit jedem Mann	with any man	grupo	alternativoj	prononco
