C.no content.tsv
Level	Esperanto	no	en-us	Grupo	Alternativoj	Pronoco
level	koloro	farge, en farge	color, a color	grupo	alternativoj	prononco
level	pura	ren, ren	clean, pure	grupo	alternativoj	prononco
level	aŭdi	å høre	to hear	grupo	alternativoj	prononco
level	punkto	et punkt, en prikk, en flekk	a point, a dot, a spot	grupo	alternativoj	prononco
level	buŝo	en munn	a mouth	grupo	alternativoj	prononco
level	araneo	en edderkopp	a spider	grupo	alternativoj	prononco
level	serĉi	å søke, å lete etter, å søke	to search, to look for, to seek	grupo	alternativoj	prononco
level	letero	ett brev	a letter	grupo	alternativoj	prononco
level	frua	tidlig, for tidlig	early, premature	grupo	alternativoj	prononco
level	grava	viktig, alvorlig	important, serious	grupo	alternativoj	prononco
level	nigra	svart	black	grupo	alternativoj	prononco
level	trankvila	rolig, rolig	tranquil, calm	grupo	alternativoj	prononco
level	flanko	en side	a side	grupo	alternativoj	prononco
level	libroj	bøker	books	grupo	alternativoj	prononco
level	kuri	å løpe	to run	grupo	alternativoj	prononco
level	dolĉa	søt	sweet	grupo	alternativoj	prononco
level	popolo	folk, folk, nasjon	people, folk, nation	grupo	alternativoj	prononco
level	hundo	en hund	a dog	grupo	alternativoj	prononco
level	fenestro	et vindu	a window	grupo	alternativoj	prononco
level	aĝo	alder (år gammel)	age (years old)	grupo	alternativoj	prononco
level	libron	en bok (objektiv, akkusativ)	a book (objective, accusative)	grupo	alternativoj	prononco
level	fingro	en finger	a finger	grupo	alternativoj	prononco
level	resto	resten, hvile, bli	remainder, rest, staying	grupo	alternativoj	prononco
level	dento	en tann	a tooth	grupo	alternativoj	prononco
level	kuiri	å lage mat	to cook	grupo	alternativoj	prononco
level	lavi	å vaske	to wash	grupo	alternativoj	prononco
level	mia	min	my	grupo	alternativoj	prononco
level	piedo	en fot, en pote	a foot, a paw	grupo	alternativoj	prononco
level	aŭskulti	å høre	to listen	grupo	alternativoj	prononco
level	tablo	et bord	a table	grupo	alternativoj	prononco
level	fali	å falle, å slippe	to fall, to drop	grupo	alternativoj	prononco
level	familio	en familie	a family	grupo	alternativoj	prononco
level	via	din	your	grupo	alternativoj	prononco
level	vizaĝo	et ansikt	a face	grupo	alternativoj	prononco
level	ĝusta	riktig (riktig), nøyaktig, riktig	right (correct), exact, proper	grupo	alternativoj	prononco
level	nokto	en natt	a night	grupo	alternativoj	prononco
level	mezo	en middels, gjennomsnittlig, gjennomsnittlig	a middle, average, mean	grupo	alternativoj	prononco
level	historio	historie, en historie	history, a history	grupo	alternativoj	prononco
level	interesi	å interessere	to interest	grupo	alternativoj	prononco
level	administri	å administrere, å administrere	to manage, to administer	grupo	alternativoj	prononco
level	aero	luft, en luft (gass)	air, an air (gas)	grupo	alternativoj	prononco
level	ĝia	det er	its	grupo	alternativoj	prononco
level	maro	et hav	a sea	grupo	alternativoj	prononco
level	fakto	fakta	a fact	grupo	alternativoj	prononco
level	lasi	å forlate, å slippe, å tillate, å la	to leave, to release, to allow, to let	grupo	alternativoj	prononco
level	besto	et dyr, et beist	an animal, a beast	grupo	alternativoj	prononco
level	gvidi	å lede, å veilede	to lead, to guide	grupo	alternativoj	prononco
level	avo	en bestefar	a grandfather	grupo	alternativoj	prononco
level	afabla	kjærlig, vennlig, snill, elskverdig	affable, friendly, kind, amiable	grupo	alternativoj	prononco
level	ilia	deres	their	grupo	alternativoj	prononco
level	korpo	en kropp	a body	grupo	alternativoj	prononco
level	pordo	en dør, en port	a door, a gate	grupo	alternativoj	prononco
level	forgesi	å glemme	to forget	grupo	alternativoj	prononco
level	kafo	kaffe, en kaffe	coffee, a coffee	grupo	alternativoj	prononco
level	brui	å lage støy	to make noise	grupo	alternativoj	prononco
level	brili	å skinne	to shine	grupo	alternativoj	prononco
level	gazeto	et blad, en tidsskrift, et tidsskrift (=magasin)	a magazine, a gazette, a periodical (=magazino)	grupo	alternativoj	prononco
level	okulo	et øye	an eye	grupo	alternativoj	prononco
level	servi	å servere	to serve	grupo	alternativoj	prononco
level	vento	vind, en vind	wind, a wind	grupo	alternativoj	prononco
level	ludi	å leke	to play	grupo	alternativoj	prononco
level	haro	et hår	a hair	grupo	alternativoj	prononco
level	arbo	et tre	a tree	grupo	alternativoj	prononco
level	ŝia	henne	her	grupo	alternativoj	prononco
level	lia	hans	his	grupo	alternativoj	prononco
level	plumo	en fjær, en penn	a feather, a pen	grupo	alternativoj	prononco
level	bildo	et bilde, et bilde	a picture, an image	grupo	alternativoj	prononco
level	paŝi	å tråkke, å gå, å gå, å gå	to step, to walk, to pace, to stride	grupo	alternativoj	prononco
level	dika	tykk, feit, dristig	thick, fat, bold	grupo	alternativoj	prononco
level	sia	ens egen	one's own	grupo	alternativoj	prononco
level	konsenti	å innrømme (at), å være enig (med), å godkjenne (av), å være enig (med), å samtykke	to admit (that), to agree (with), to approve (of), to concur (with), to consent	grupo	alternativoj	prononco
level	somero	sommer, en sommer	summer, a summer	grupo	alternativoj	prononco
level	lumi	å skinne, å gi lys	to shine, to give light	grupo	alternativoj	prononco
level	ĉielo	en himmel	a sky	grupo	alternativoj	prononco
level	vintro	vinter, en vinter	winter, a winter	grupo	alternativoj	prononco
level	volonta	villig (fra hjertet), frivillig	willing (from heart), voluntary	grupo	alternativoj	prononco
level	aŭtuno	høst, høst, en høst	autumn, fall, an autumn	grupo	alternativoj	prononco
level	memori	å huske, å huske	to remember, to recall	grupo	alternativoj	prononco
level	printempo	vår, en vår	spring, a spring	grupo	alternativoj	prononco
level	ĝardeno	en hage	a garden	grupo	alternativoj	prononco
level	aĉeti	å kjøpe, å kjøpe	to buy, to purchase	grupo	alternativoj	prononco
level	semajno	en uke	a week	grupo	alternativoj	prononco
level	vitro	glass (glasaktig materiale)	glass (vitreous material)	grupo	alternativoj	prononco
level	pluvo	regn, et regn	rain, a rain	grupo	alternativoj	prononco
level	frukto	en frukt	a fruit	grupo	alternativoj	prononco
level	necesa	nødvendig	necessary	grupo	alternativoj	prononco
level	bono	godhet	goodness	grupo	alternativoj	prononco
level	erari	å feile, å gjøre en feil, å gjøre en feil	to err, to make an error, to make a mistake	grupo	alternativoj	prononco
level	hejmo	et hjem	a home	grupo	alternativoj	prononco
level	naturo	natur, en natur, karakter	nature, a nature, character	grupo	alternativoj	prononco
level	nubo	sky, en sky	cloud, a cloud	grupo	alternativoj	prononco
level	bone	vi vil	well	grupo	alternativoj	prononco
level	momento	et øyeblikk	a moment	grupo	alternativoj	prononco
level	direkto	en retning	a direction	grupo	alternativoj	prononco
level	kontenta	innhold, fornøyd, fornøyd, fornøyd	content, contented, pleased, satisfied	grupo	alternativoj	prononco
level	rozo	en rose	a rose	grupo	alternativoj	prononco
level	fajro	en brann	a fire	grupo	alternativoj	prononco
level	kuraci	å helbrede, å helbrede, å behandle	to cure, to heal, to treat	grupo	alternativoj	prononco
level	frapi	å slå, å banke, å klaske, å smelle, å slå	to hit, to knock, to slap, to smack, to strike	grupo	alternativoj	prononco
level	kara	elsket, kjært, elsket, kjært, dyrt	beloved, cherished, loved, dear, expensive	grupo	alternativoj	prononco
level	akcepti	å akseptere	to accept	grupo	alternativoj	prononco
level	minuto	ett minutt	a minute	grupo	alternativoj	prononco
level	espero	et håp	a hope	grupo	alternativoj	prononco
level	linio	en linje	a line	grupo	alternativoj	prononco
level	neĝo	snø, en snø	snow, a snow	grupo	alternativoj	prononco
level	koleri	å være sint, å føle sinne	to be angry, to feel anger	grupo	alternativoj	prononco
level	sukceso	en suksess	a success	grupo	alternativoj	prononco
level	plori	å gråte, å gråte	to weep, to cry	grupo	alternativoj	prononco
level	nul (nulo)	null, null	zero, nil	grupo	alternativoj	prononco
level	angulo	en vinkel, et hjørne (et avsidesliggende sted)	an angle, a corner (a remote place)	grupo	alternativoj	prononco
level	ordo	en ordre, en ordnet relasjon	an order, an ordered relation	grupo	alternativoj	prononco
level	ŝipo	et skip	a ship	grupo	alternativoj	prononco
level	blua	blå	blue	grupo	alternativoj	prononco
level	sufiĉa	tilstrekkelig, nok, tilstrekkelig	sufficient, enough, adequate	grupo	alternativoj	prononco
level	strato	en gate	a street	grupo	alternativoj	prononco
level	vilaĝo	en landsby, en by	a village, a town	grupo	alternativoj	prononco
level	utila	nyttig	useful	grupo	alternativoj	prononco
level	rondo	en sirkel, en klubb	a circle, a club	grupo	alternativoj	prononco
level	preta	klar	ready	grupo	alternativoj	prononco
level	orelo	et øre	an ear	grupo	alternativoj	prononco
level	papero	papir, et papir	paper, a paper	grupo	alternativoj	prononco
level	rivero	en elv	a river	grupo	alternativoj	prononco
level	zorgi	å ta vare på, å passe på	to care for, to look after	grupo	alternativoj	prononco
level	arto	en kunst	an art	grupo	alternativoj	prononco
level	kreski	å vokse, å øke	to grow, to increase	grupo	alternativoj	prononco
level	nazo	en nese	a nose	grupo	alternativoj	prononco
level	konsili	å rådgi, å råde	to counsel, to advise	grupo	alternativoj	prononco
level	pasi	å passere, å gå forbi	to pass, to pass by	grupo	alternativoj	prononco
level	fero	jern (Fe)	iron (Fe)	grupo	alternativoj	prononco
level	regi	å styre, å styre, å kontrollere	to rule, to govern, to control	grupo	alternativoj	prononco
level	farti	å klare seg	to fare	grupo	alternativoj	prononco
level	larĝa	bred, bred, stor	wide, broad, large	grupo	alternativoj	prononco
level	kuraĝa	modig, modig	courageous, brave	grupo	alternativoj	prononco
level	kolo	en hals	a neck	grupo	alternativoj	prononco
level	propra	eget, sitt eget	own, one's own	grupo	alternativoj	prononco
level	plezuro	en fornøyelse, moro	a pleasure, fun	grupo	alternativoj	prononco
level	pardoni	å tilgi, å tilgi	to forgive, to pardon	grupo	alternativoj	prononco
level	sata	fornøyd, mett, mett	satisfied, full, replete	grupo	alternativoj	prononco
level	voki	å ringe, tilkalle	to call, to summon	grupo	alternativoj	prononco
level	marto	mars	March	grupo	alternativoj	prononco
level	seĝo	en stol	a chair	grupo	alternativoj	prononco
level	majo	Kan	May	grupo	alternativoj	prononco
level	tuŝi	å røre	to touch	grupo	alternativoj	prononco
level	premi	å trykke, å klemme	to press, to squeeze	grupo	alternativoj	prononco
level	julio	juli	July	grupo	alternativoj	prononco
level	kato	en katt	a cat	grupo	alternativoj	prononco
level	glaso	et glass vin)	a glass (of wine)	grupo	alternativoj	prononco
level	septembro	september	September	grupo	alternativoj	prononco
level	verda	grønn	green	grupo	alternativoj	prononco
level	postuli	å kreve, å postulere, å kreve	to demand, to postulate, to require	grupo	alternativoj	prononco
level	onklo	en onkel	an uncle	grupo	alternativoj	prononco
level	novembro	november	November	grupo	alternativoj	prononco
level	laca	sliten, lei av, sliten	weary, tired of, fatigued	grupo	alternativoj	prononco
level	lakto	melk, en melk	milk, a milk	grupo	alternativoj	prononco
level	bruli	å brenne	to burn	grupo	alternativoj	prononco
level	decidi	å bestemme	to decide	grupo	alternativoj	prononco
level	plendi	å klage	to complain	grupo	alternativoj	prononco
level	saluti	å hilse, å si hei, å hilse	to greet, to say hello, to salute	grupo	alternativoj	prononco
level	valoro	en verdi, verdt	a value, worth	grupo	alternativoj	prononco
level	sukero	sukker, et sukker	sugar, a sugar	grupo	alternativoj	prononco
level	planko	en etasje, en grunn	a floor, a ground	grupo	alternativoj	prononco
level	vesto	kluter, en klær	cloths, a clothing	grupo	alternativoj	prononco
level	tiri	å trekke, å tegne, å dra	to pull, to draw, to drag	grupo	alternativoj	prononco
level	vetero	vær, et vær	weather, a weather	grupo	alternativoj	prononco
level	turni	å snu, å snu	to turn, to turn around	grupo	alternativoj	prononco
level	peco	et stykke	a piece	grupo	alternativoj	prononco
level	fraŭlo	en ungkar, en ugift mann	a bachelor, an unmarried man	grupo	alternativoj	prononco
level	pano	et brød	a bread	grupo	alternativoj	prononco
level	salti	å hoppe, å hoppe, å springe	to jump, to leap, to spring	grupo	alternativoj	prononco
level	vagono	en bil (i et tog), en vogn, en vogn, en buss	a car (in a train), a wagon, a carriage, a coach	grupo	alternativoj	prononco
level	ligo	en lenke, en liga	a link, a league	grupo	alternativoj	prononco
level	efektiva	faktisk, ekte, sant	actual, real, true	grupo	alternativoj	prononco
level	decembro	desember	December	grupo	alternativoj	prononco
level	korto	en domstol, en gårdsplass, en uteplass, en firkant	a court, a courtyard, a patio, a quadrangle	grupo	alternativoj	prononco
level	tranĉi	å kutte, å kutte	to cut, to slice	grupo	alternativoj	prononco
level	ŝati	å like	to like	grupo	alternativoj	prononco
level	oktobro	oktober	October	grupo	alternativoj	prononco
level	kalkuli	å telle, å beregne	to count, to calculate	grupo	alternativoj	prononco
level	rimedo	ressurser, midler, middel	resources, means, remedy	grupo	alternativoj	prononco
level	paki	å pakke	to pack	grupo	alternativoj	prononco
level	klaso	en klasse	a class	grupo	alternativoj	prononco
level	gajni	å vinne, å vinne, å tjene	to gain, to win, to earn	grupo	alternativoj	prononco
level	intereso	en interesse	an interest	grupo	alternativoj	prononco
level	floro	en blomst, en blomst	a flower, a bloom	grupo	alternativoj	prononco
level	marŝi	å marsjere, å gå	to march, to walk	grupo	alternativoj	prononco
level	grupo	en gruppe	a group	grupo	alternativoj	prononco
level	aŭgusto	august	August	grupo	alternativoj	prononco
level	junio	juni	June	grupo	alternativoj	prononco
level	brako	en arm, en overarm	an arm, an upper arm	grupo	alternativoj	prononco
level	konstruaĵo	en bygning	a building	grupo	alternativoj	prononco
level	aprilo	april	April	grupo	alternativoj	prononco
level	februaro	februar	February	grupo	alternativoj	prononco
level	pentraĵo	et bilde, et maleri	a picture, a painting	grupo	alternativoj	prononco
level	luno	måne, en måne	moon, a moon	grupo	alternativoj	prononco
level	ideo	en idé	an idea	grupo	alternativoj	prononco
level	novaĵo	en nyhet	a news	grupo	alternativoj	prononco
level	vendi	å selge, å selge	to sell, to vend	grupo	alternativoj	prononco
level	kruco	på tvers	a cross	grupo	alternativoj	prononco
level	kokaĵo	fjærfe, kylling	poultry, chicken	grupo	alternativoj	prononco
level	monato	en måned	a month	grupo	alternativoj	prononco
level	porkaĵo	svinekjøtt	pork	grupo	alternativoj	prononco
level	maniero	en måte, en måte, en modus	a manner, a way, a mode	grupo	alternativoj	prononco
level	bovaĵo	storfekjøtt	beef	grupo	alternativoj	prononco
level	opinii	å tenke, å ha en mening, å mene	to think, to have an opinion, to opine	grupo	alternativoj	prononco
level	glaciaĵo	en iskrem, iskrem	an ice cream, icecream	grupo	alternativoj	prononco
level	elekti	å velge, å velge, å plukke ut	to choose, to elect, to pick out	grupo	alternativoj	prononco
level	agi	å handle	to act	grupo	alternativoj	prononco
level	ovaĵo	en omelett, eggerøre	an omelette, scrambled eggs	grupo	alternativoj	prononco
level	ŝafaĵo	fårekjøtt	mutton	grupo	alternativoj	prononco
level	komuna	felles	common	grupo	alternativoj	prononco
level	dubi	å tvile	to doubt	grupo	alternativoj	prononco
level	pakaĵo	en pakke, en bagasje, en bagasje	a package, a luggage, a baggage	grupo	alternativoj	prononco
level	freŝa	fersk, fersk	fresh, recent	grupo	alternativoj	prononco
level	adreso	en adresse	an address	grupo	alternativoj	prononco
level	araneaĵo	et edderkoppnett	a spiderweb	grupo	alternativoj	prononco
level	horloĝo	en klokke, en klokke	a clock, a watch	grupo	alternativoj	prononco
level	manĝaĵo	en matvare	a food	grupo	alternativoj	prononco
level	male	Tvert imot	on the contrary	grupo	alternativoj	prononco
level	radio	en stråle, en radio, en stråling, en stråle	a ray, a radio, a radiation, a beam	grupo	alternativoj	prononco
level	manĝado	spise, spise handling	eating, eating action	grupo	alternativoj	prononco
level	dolori	å smerte, å verke, å være smertefull, å såre	to pain, to ache, to be painful, to hurt	grupo	alternativoj	prononco
level	instruado	undervisning, instruksjon	teaching, instruction	grupo	alternativoj	prononco
level	muziko	musikk, en musikk	music, a music	grupo	alternativoj	prononco
