A.ro content.tsv
Level	Esperanto	ro	en-us	Grupo	Alternativoj	Pronoco
level	ne sukcesis pasi ~	nu a reușit să treacă ~	failed to pass ~	grupo	alternativoj	prononco
level	inter la arbetoj	printre tufișuri	among the bushes	grupo	alternativoj	prononco
level	krome tuŝi la naturaĵojn	pe lângă atingerea lucrurilor naturale	in addition to touching the natural things	grupo	alternativoj	prononco
level	ĝenerale malsekajn	în general umed	generally wet	grupo	alternativoj	prononco
level	meze de malsekaj naturaĵoj	în mijlocul naturii umede	in the middle of wet nature	grupo	alternativoj	prononco
level	malsekaj naturaĵoj, meze de kiuj ~	lucruri naturale umede, în mijlocul cărora ~	wet natural things, in the middle of which ~	grupo	alternativoj	prononco
level	li malfacile paŝis	a mers cu greu	he walked with difficulty	grupo	alternativoj	prononco
level	estis travivaĵo	a fost o experiență	it was an experience	grupo	alternativoj	prononco
level	ne malofte	nu este neobișnuit	not uncommon	grupo	alternativoj	prononco
level	doloriga kaj ĉiam malagrabla	dureroasă și întotdeauna neplăcută	painful and always unpleasant	grupo	alternativoj	prononco
level	ju pli ~	cu atât mai mult ~	the more ~	grupo	alternativoj	prononco
level	antaŭeniris en la vivo	a avansat în viață	moved forward in life	grupo	alternativoj	prononco
level	en la kastela arbaro	în pădurea castelului	in the castle forest	grupo	alternativoj	prononco
level	ju pli antaŭeniris des pli malŝatis ~	cu cât mergea mai departe, cu atât este mai neplăcut ~	the further went forward the more disliked ~	grupo	alternativoj	prononco
level	malŝatis la noktan naturon	nu-i plăcea natura nocturnă	disliked the nocturnal nature	grupo	alternativoj	prononco
level	viro kun okuloj bone videblaj	un bărbat cu ochi care se văd clar	a man with eyes that can be seen clearly	grupo	alternativoj	prononco
level	okuloj, kiuj kapablis bone vidi	ochi care puteau vedea bine	eyes that could see well	grupo	alternativoj	prononco
level	bone vidi en la mallumo	pentru a vedea bine în întuneric	to see well in the dark	grupo	alternativoj	prononco
level	rigardis la malfacilan iron	se uita la mersul dificil	looked at the difficult going	grupo	alternativoj	prononco
level	de nia industriisto	de la industriașul nostru	from our industrialist	grupo	alternativoj	prononco
level	li ridetis	el a zambit	he smiled	grupo	alternativoj	prononco
level	apud tiu viro	lângă acel bărbat	next to that man	grupo	alternativoj	prononco
level	en vestaĵo de policano	în hainele de polițist	in policeman's clothing	grupo	alternativoj	prononco
level	staris alia persono	o altă persoană stătea în picioare	another person was standing	grupo	alternativoj	prononco
level	en simila vestaĵo	în îmbrăcăminte asemănătoare	in similar clothing	grupo	alternativoj	prononco
level	ĉi lasta estis virino	aceasta din urmă era o femeie	the latter was a woman	grupo	alternativoj	prononco
level	ni iru	Să mergem	let's go	grupo	alternativoj	prononco
level	la viro diris mallaŭte	spuse încet bărbatul	the man said softly	grupo	alternativoj	prononco
level	en la orelon de sia kunulino	în urechea tovarăşului său	into the ear of his companion	grupo	alternativoj	prononco
level	nun estas la ĝusta momento	acum este momentul potrivit	now is the right moment	grupo	alternativoj	prononco
level	ambaŭ paŝis direkte al la persono	amândoi pășiră spre persoană	both stepped toward the person	grupo	alternativoj	prononco
level	ili zorgis fari ~	au avut grijă să facă ~	they were careful to do ~	grupo	alternativoj	prononco
level	kiel eble plej ~	cât se poate de ~	as possible as ~	grupo	alternativoj	prononco
level	kiel eble plej malmulte da bruo	cât mai puțin zgomot posibil (kiel posibil)	as little noise as possible (kiel eble)	grupo	alternativoj	prononco
level	laŭeble plej malmulte da bruo	cât mai puțin zgomot (laŭeble)	as little noise as possible (laŭeble)	grupo	alternativoj	prononco
level	ili preskaŭ plene sukcesis	au reușit aproape pe deplin	they almost fully succeeded	grupo	alternativoj	prononco
level	en ĉi tiu aĉa situacio	în această situație urâtă	in this nasty situation	grupo	alternativoj	prononco
level	aĉa situacio, kie arboj ĵetis siajn branĉojn	o situație urâtă în care copacii își aruncau ramurile	a nasty situation where trees threw their branches	grupo	alternativoj	prononco
level	ĵetis siajn malsekajn branĉojn	și-au aruncat propriile ramuri umede	threw their own wet branches	grupo	alternativoj	prononco
level	rekte en la vizaĝojn	direct în feţe	straight into the faces	grupo	alternativoj	prononco
level	de la industriisto	al industriașului	of the industrialist	grupo	alternativoj	prononco
level	multpiedaj bestetoj	creaturi mici cu mai multe picioare	multi-footed small creatures	grupo	alternativoj	prononco
level	prenis liajn piedojn	i-a luat picioarele	took his feet	grupo	alternativoj	prononco
level	por promenejo	pentru un drum de plimbare	for a walk road	grupo	alternativoj	prononco
level	naturo faligis lian piedon	natura i-a căzut piciorul	nature made his foot fallen	grupo	alternativoj	prononco
level	plej dolorige	cel mai dureros	most painfully	grupo	alternativoj	prononco
level	faligis lian piedon en kavon	a căzut piciorul într-o groapă	dropped his foot into a pit	grupo	alternativoj	prononco
level	kavo plena de akvo	o groapă plină cu apă	a pit full of water	grupo	alternativoj	prononco
level	akvo aĉ-odora	apă urât mirositoare	foul-smelling water	grupo	alternativoj	prononco
level	rapide alvenis al la penso	ajuns repede la acest gând	quickly arrived at the thought	grupo	alternativoj	prononco
level	oni devas esti preta	trebuie să fie gata	one must be ready	grupo	alternativoj	prononco
level	ĉi tie	Aici	here	grupo	alternativoj	prononco
level	iu ajn ~	oricine ~	anyone ~	grupo	alternativoj	prononco
level	preta por iu ajn malplaĉa renkonto	gata pentru orice întâlnire neplăcută	ready for any unpleasant encounter	grupo	alternativoj	prononco
level	ion ajn	orice (orice)	anything (whatever)	grupo	alternativoj	prononco
level	li atendis ion ajn	el aştepta orice	he was waiting for anything	grupo	alternativoj	prononco
level	krom homa voĉo	deoparte vocea umană	aside human voice	grupo	alternativoj	prononco
level	kiam voĉo aŭdiĝis, ~	când se aude o voce, ~	when a voice heard, ~	grupo	alternativoj	prononco
level	aŭdiĝis tuj proksime	auzit imediat aproape	heard immediately close	grupo	alternativoj	prononco
level	li faris belan surlokan salton	a făcut un salt frumos la fața locului	he made a nice on-site jump	grupo	alternativoj	prononco
level	kiu movis lian koron	care i-a mişcat inima	who moved his heart	grupo	alternativoj	prononco
level	supren ĝis la buŝo	cuvânt la gură	upword to the mouth	grupo	alternativoj	prononco
level	kun la provo rekapti trankvilon	cu încercarea de a recăpăta calmul	with the attempt to recapture calm	grupo	alternativoj	prononco
level	iom da trankvilo	putina liniste	a little tranquility	grupo	alternativoj	prononco
level	la lumo de lampeto	lumina unei lămpi	the light of a lamp	grupo	alternativoj	prononco
level	oni direktis rekte al liaj okuloj	cineva îndreptat direct spre ochii lui	someone directed directly to his eyes	grupo	alternativoj	prononco
level	la lampo, kiun oni direktis al okuloj	lampa pe care cineva o îndrepta spre ochi	the lamp which someone directed to eyes	grupo	alternativoj	prononco
level	malhelpis repaciĝon	a împiedicat împăcarea	prevented reconciliation	grupo	alternativoj	prononco
level	ŝajnis al li, ke ~	i se părea că ~	it seemed to him that ~	grupo	alternativoj	prononco
level	la homformo, kiu tenis la lampon	forma umană care ținea lampa	the human form that held the lamp	grupo	alternativoj	prononco
level	surhavas vestojn policajn	purta haine de poliție	wear clothes police	grupo	alternativoj	prononco
level	kion vi faras ĉi tie?	Ce faci aici?	what are you doing here?	grupo	alternativoj	prononco
level	sonas la aŭtorita voĉo	sună vocea autoritară	sounds the authoritative voice	grupo	alternativoj	prononco
level	bonvolu paroli ~	te rog vorbi ~	please talk ~	grupo	alternativoj	prononco
level	iom klare	putin clar	a little clear	grupo	alternativoj	prononco
level	la alia diris	spuse celălalt	the other said	grupo	alternativoj	prononco
level	eĉ pli grav-tone	într-un ton și mai important	in even more important-tone	grupo	alternativoj	prononco
level	mi promenas	merg	I'm walking	grupo	alternativoj	prononco
level	vi promenas en la bieno	te plimbi la fermă	you walk on the farm	grupo	alternativoj	prononco
level	de la grafino	a contesei	of the countess	grupo	alternativoj	prononco
level	la bieno de la grafino	ferma contesei	the countess's farm	grupo	alternativoj	prononco
level	meze de la nokto	in mijlocul noptii	in the middle of the night	grupo	alternativoj	prononco
level	ĉu la grafino vin invitis?	te-a invitat contesa?	did the countess invite you?	grupo	alternativoj	prononco
level	ĉu ŝi scias pri ~	știe ea despre ~	does she know about ~	grupo	alternativoj	prononco
level	pri via ĉeesto	despre prezența ta	about your presence	grupo	alternativoj	prononco
level	via ĉeesto ĉi tie	prezența ta aici	your presence here	grupo	alternativoj	prononco
level	mi devas peti vin ~	Trebuie să te întreb ~	I have to ask you ~	grupo	alternativoj	prononco
level	petas vin sekvi min	vă roagă să mă urmați	asks you to follow me	grupo	alternativoj	prononco
level	kaj li klarigis ~	iar el a explicat ~	and he explained ~	grupo	alternativoj	prononco
level	klarigis, ke ~	a explicat că ~	explained that ~	grupo	alternativoj	prononco
level	ekde la fuŝa provo	de la încercarea greşită	since the wrong attempt	grupo	alternativoj	prononco
level	la fuŝa provo kapti la grafinon	încercarea greșită de a o prinde pe contesa	the wrong attempt to catch the countess	grupo	alternativoj	prononco
level	fare de ~	din cauza ~	due to ~	grupo	alternativoj	prononco
level	fare de teroristoj	din cauza teroriştilor	due to terrorists	grupo	alternativoj	prononco
level	la polico kontrolas atente	poliția verifică cu atenție	the police checks carefully	grupo	alternativoj	prononco
level	kontrolas, kio okazas	verifică ce se întâmplă	checks what is happening	grupo	alternativoj	prononco
level	okazas en la ĉirkaŭaĵo	are loc în împrejurimi	occurs in the surrounding	grupo	alternativoj	prononco
level	de la kastelo	a castelului	of the castle	grupo	alternativoj	prononco
level	la ĉirkaŭaĵo de la kastelo	imprejurimile castelului	the surrounding of the castle	grupo	alternativoj	prononco
level	al la industriisto	către industriaș	to the industrialist	grupo	alternativoj	prononco
level	ŝajnis, ke ~	se părea că ~	it seemed that ~	grupo	alternativoj	prononco
level	lia koro ĉifoje falis	inima i-a căzut de data aceasta	his heart fell this time	grupo	alternativoj	prononco
level	falis ĝis liaj piedoj	căzu în picioare	fell to his feet	grupo	alternativoj	prononco
level	li sciis, ke ~	el știa că ~	he knew that ~	grupo	alternativoj	prononco
level	nur malfacile li provos trovi ~	doar cu greu va încerca să găsească	just hard he'll try to find	grupo	alternativoj	prononco
level	trovi akcepteblan klarigon	pentru a găsi o explicație acceptabilă	to find an acceptable explanation	grupo	alternativoj	prononco
level	pri sia ĉeesto	despre propria prezență	about one's own presence	grupo	alternativoj	prononco
level	la ideo, ke la grafino ĉion scias	ideea că contesa știe totul	the idea that the countess knows everything	grupo	alternativoj	prononco
level	la ideo perdigis al li malmulton da espero	ideea l-a lipsit de puțină speranță	the idea deprived him of little hope	grupo	alternativoj	prononco
level	malmulto da espero	mica speranta	little hope	grupo	alternativoj	prononco
level	malmulta espero, kiu restis	puține speranțe care au rămas	little hope that remained	grupo	alternativoj	prononco
level	post la unuaj vortoj de la policano	după primele cuvinte ale poliţiei	after the first words of the police	grupo	alternativoj	prononco
level	ju pli ~ des pli ~	cu atât mai mult ~ cu atât mai mult ~	the more ~ the more ~	grupo	alternativoj	prononco
level	ju pli longe des pli bone	cu cât mai lung, cu atât mai bine	the longer the better	grupo	alternativoj	prononco
level	kiom ajn	nu conteaza cat de mult	no matter how much	grupo	alternativoj	prononco
level	antaŭ kvarona horo	acum un sfert de oră	a quarter of an hour ago	grupo	alternativoj	prononco
level	ili revenis	s-au întors	they came back	grupo	alternativoj	prononco
level	post la terura malfeliĉo	după cumplita nenorocire	after the terrible misfortune	grupo	alternativoj	prononco
level	la homoj foriris	oamenii au plecat	the people left	grupo	alternativoj	prononco
level	kaj la malnovaj urboj disfalis	iar orașele vechi s-au prăbușit	and the old cities fell apart	grupo	alternativoj	prononco
level	ni devus revidi vin	ar trebui să ne vedem din nou	we should see you again	grupo	alternativoj	prononco
level	ju pli ofte	cu atât mai des	the more often	grupo	alternativoj	prononco
level	mi pripensas	ma gandesc	I'm thinking	grupo	alternativoj	prononco
level	des pli mi koleras	cu atât sunt mai supărat	the more angry I am	grupo	alternativoj	prononco
level	ŝi loĝas en ~	ea locuiește în ~	she lives in ~	grupo	alternativoj	prononco
level	en iu ajn domo	în orice casă	in any house	grupo	alternativoj	prononco
level	ĉu ni revidos nin?	ne vom mai vedea?	will we see each other again?	grupo	alternativoj	prononco
level	kie ajn kaj kiam ajn	oriunde și oricând	wherever and whenever	grupo	alternativoj	prononco
level	kiam mi rericevos ~ ?	cand ma intorc ~ ?	when will I get back ~ ?	grupo	alternativoj	prononco
level	la alian duonon de la libroj	cealaltă jumătate a cărţilor	the other half of the books	grupo	alternativoj	prononco
level	ĉu vi bezonos ~ ?	vei avea nevoie de ~?	will you need ~ ?	grupo	alternativoj	prononco
level	bezonas pli ol kvaronan jaron	are nevoie de mai mult de un sfert de an	needs more than a quarter of a year	grupo	alternativoj	prononco
level	por tiuj laboroj	pentru acele locuri de muncă	for those jobs	grupo	alternativoj	prononco
level	kial estas ~ ?	de ce este ~?	why is ~ ?	grupo	alternativoj	prononco
level	des pli malvarma	cu atât mai rece	the colder	grupo	alternativoj	prononco
level	ju pli longe	cu atât mai lungă	the longer	grupo	alternativoj	prononco
level	ni atendas ~	aşteptăm ~	we are waiting ~	grupo	alternativoj	prononco
level	ĉu vi kontentas kun ~ ?	esti multumit de ~?	are you satisfied with ~ ?	grupo	alternativoj	prononco
level	kun iu ajn viro	cu orice om	with any man	grupo	alternativoj	prononco
