B.my content.tsv
Level	Esperanto	my	en-us	Grupo	Alternativoj	Pronoco
level	sed mi pensas ke hodiaŭ la nivelo estas pli alta	ဒါပေမယ့် ဒီနေ့ အဆင့်အတန်းက ပိုမြင့်တယ်လို့ ထင်ပါတယ်။	but I think that today the level is higher	grupo	alternativoj	prononco
level	do, mi devas bone lerni la lingvon	ဒါကြောင့် ဘာသာစကားကို ကောင်းကောင်းလေ့လာရမယ်။	so I have to learn the language well	grupo	alternativoj	prononco
level	por esti bona homo	လူကောင်းတစ်ယောက်ဖြစ်ခြင်းကြောင့်	for being a good person	grupo	alternativoj	prononco
level	kaj vi devas uzi simplan stilon	ရိုးရှင်းသောစတိုင်ကိုသုံးသင့်သည်။	and you should use simple style	grupo	alternativoj	prononco
level	ĉar tio estis tre grava por li	ဘာကြောင့်လဲဆိုတော့ ဒါက သူ့အတွက် အရမ်းအရေးကြီးတယ်။	because that was very important for him	grupo	alternativoj	prononco
level	tio plaĉas al mi	သဘောကျတယ် (အဲဒါကို သဘောကျတယ်)	that pleases me (I like that)	grupo	alternativoj	prononco
level	en Esperanto eĉ ekzistas vorto ~	Esperanto မှာ ~ ဆိုတဲ့ စကားလုံးတောင် ရှိပါတယ်။	in Esperanto, there is even a word ~	grupo	alternativoj	prononco
level	eĉ ekzistas vorto "kabei"	&quot;kabei&quot; ဆိုတဲ့ စကားလုံးတောင်ရှိတယ်	there is even a word "kabei"	grupo	alternativoj	prononco
level	forlasi la movadon	လှုပ်ရှားမှုကို စွန့်လွှတ်ရန်	to abandon the movement	grupo	alternativoj	prononco
level	vorto "kabei", kiu signifas forlasi la movadon	&quot;kabei&quot; ဟူသော စကားလုံးသည် လှုပ်ရှားမှုကို စွန့်လွှတ်ခြင်းဟု ဆိုလိုသည်။	a word "kabei", which means abandoning the movement	grupo	alternativoj	prononco
level	interese!	အဲဒါစိတ်ဝင်စားစရာပဲ!	that's interesting!	grupo	alternativoj	prononco
level	mi nun scias unu vorton en Esperanto	အခု ကျွန်တော် Esperanto မှာ စကားလုံးတစ်လုံးကို သိတယ်။	now I know one word in Esperanto	grupo	alternativoj	prononco
level	neniam forgesos	ဘယ်တော့မှမေ့မှာမဟုတ်ဘူး။	will never forget	grupo	alternativoj	prononco
level	kaj verŝajne mi neniam forgesos ĝin	ငါဘယ်တော့မှမေ့မှာမဟုတ်ဘူး။	and I will probably never forget it	grupo	alternativoj	prononco
level	en kafejo, post pluraj semajnoj	ရက်သတ္တပတ်များစွာကြာပြီးနောက် ကော်ဖီဆိုင်တွင်	in a cafe' after several weeks	grupo	alternativoj	prononco
level	li sukcesis lerni Esperanton	Esperanto သင်ယူနိုင်ခဲ့သည်။	he managed to learn Esperanto	grupo	alternativoj	prononco
level	kaj ili nun uzas la lingvon	သူတို့သည် ဘာသာစကားကို အသုံးပြုကြသည်။	and they are using the language	grupo	alternativoj	prononco
level	inviti, invitilo	ဖိတ်ကြားရန်၊ ဖိတ်ကြားချက်	to invite, an invitation	grupo	alternativoj	prononco
level	jen, rigardu, invitilo por IJK!	ဒီမှာကြည့်၊ IJK အတွက် ဖိတ်စာ။	here, look, an invitation for IJK!	grupo	alternativoj	prononco
level	kio? I-J-kio?	ဘာလဲ? ဟေး ဘာလဲ?	what? Ee-yo-what?	grupo	alternativoj	prononco
level	junulo, junularo	လူငယ်တစ်စု၊ လူငယ်တစ်စု	a young person, a group of young people	grupo	alternativoj	prononco
level	I-J-K estas "Internacia Junulara Kongreso"	IJK သည် နိုင်ငံတကာ လူငယ်ကွန်ဂရက်တစ်ခုဖြစ်သည်။	IJK is an International Youth Congress	grupo	alternativoj	prononco
level	mi planas iri al ĝi	သွားဖို့စီစဉ်နေတယ်။	I am planning to go for it	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas iri?	မင်းလည်းသွားချင်လား	do you want to go too?	grupo	alternativoj	prononco
level	nu, "kongreso" ne sonas tre interese	ကောင်းပြီ၊ &quot;ကွန်ဂရက်&quot; သည်အလွန်စိတ်ဝင်စားဖွယ်ကောင်းသောအသံမဟုတ်ပါ။	well, "congress" doesn't sound very interesting	grupo	alternativoj	prononco
level	sed estas (interese)!	ဒါပေမယ့် (စိတ်ဝင်စားစရာ)	but it is (interesting)	grupo	alternativoj	prononco
level	ne pensu pri iu teda malvigla kongreso	ပျင်းရိငြီးငွေ့ဖွယ် ကွန်ဂရက်ကို မတွေးပါနှင့်	do not think of something boring sluggish congress	grupo	alternativoj	prononco
level	simple temas pri ~	~ အကြောင်းပဲ ရှိတယ်။	it's just about ~ 	grupo	alternativoj	prononco
level	simple temas pri renkonto kun junuloj	လူငယ်တွေနဲ့ တွေ့ဆုံဖို့ သက်သက်ပါ။	it's just about meeting young people	grupo	alternativoj	prononco
level	renkonto kun junuloj de multaj landoj	နိုင်ငံပေါင်းစုံမှ လူငယ်များနှင့် တွေ့ဆုံသည်။	a meeting with young people from many countries	grupo	alternativoj	prononco
level	300 ĝis 400 homoj estos tie	လူ ၃၀၀ မှ ၄၀၀ လောက်ရှိမယ်။	300 to 400 people will be there	grupo	alternativoj	prononco
level	verŝajne estos 300 ĝis 400 homoj tie	အဲဒီမှာ လူ ၃၀၀ ကနေ ၄၀၀ လောက်ရှိမယ်။	there will probably be 300 to 400 people there	grupo	alternativoj	prononco
level	preskaŭ ĉiuj	လူတိုင်းနီးပါး	almost everybody	grupo	alternativoj	prononco
level	kaj preskaŭ ĉiuj parolos Esperanton	လူတိုင်းနီးပါးက Esperanto ပြောတတ်ကြတယ်။	and almost everybody will speak Esperanto	grupo	alternativoj	prononco
level	ne bone parolas	စကားကောင်းကောင်း မပြောတတ်ပါ။	does not speak well	grupo	alternativoj	prononco
level	bone, sed mi ne bone parolas Esperanton	အိုကေ၊ ဒါပေမယ့် ငါ Esperanto ကောင်းကောင်း မပြောတတ်ဘူး။	ok, but I don't speak Esperanto well	grupo	alternativoj	prononco
level	ne gravas	အရေးမကြီးဘူး။	it doesn't matter	grupo	alternativoj	prononco
level	eblas partopreni en ~	ပါဝင်နိုင်သည် ~	it is possible to take part in ~	grupo	alternativoj	prononco
level	partopreni en Esperanto-kursoj tie	ထိုနေရာတွင် Esperanto သင်တန်းများတွင် ပါဝင်ရန်	to take part in Esperanto courses there	grupo	alternativoj	prononco
level	kutime	များသောအားဖြင့်	usually	grupo	alternativoj	prononco
level	kutime estas du niveloj	များသောအားဖြင့် အဆင့်နှစ်ဆင့်ရှိပါတယ်။	usually there are two levels	grupo	alternativoj	prononco
level	homoj, kiuj jam eklernis la lingvon	ဘာသာစကား တတ်မြောက်ပြီးသားသူတွေ	people who had already learned the language	grupo	alternativoj	prononco
level	unu por komencantoj	စတင်သူများအတွက်	one for beginners	grupo	alternativoj	prononco
level	kaj alia por homoj kiuj jam eklernis la lingvon	နောက်တစ်ခုက ဘာသာစကားလေ့လာပြီးသားသူတွေအတွက်ပါ။	and the other for those who already learned the language	grupo	alternativoj	prononco
level	jes, kio?	jes ဘာလဲ၊	jes, what?	grupo	alternativoj	prononco
level	vi diris, "kutime"	&quot;များသောအားဖြင့်&quot; လို့ပြောတယ်၊	you said, "usually"	grupo	alternativoj	prononco
level	ha, IJK okazas ĉiu-jare	အို IJK က နှစ်တိုင်းဖြစ်နေပါတယ်။	oh, IJK happens every year	grupo	alternativoj	prononco
level	ĉiu-foje en alia lando	တခြားနိုင်ငံကို ရောက်တိုင်း	every time in other country	grupo	alternativoj	prononco
level	pro tio, ĉiu IJK estas alispeca	ထို့ကြောင့် IJK တစ်ခုစီသည် မတူညီပါ။	for this reason, every IJK is different	grupo	alternativoj	prononco
level	sed ankaŭ estas programeroj	ဒါပေမယ့် အစီအစဉ်တွေလည်း ရှိပါတယ်။	but there are also programs	grupo	alternativoj	prononco
level	programeroj, kiuj ofte revenas	မကြာခဏပြန်လာသောအစီအစဉ်များ	programs that returns often	grupo	alternativoj	prononco
level	sed ankaŭ estas programeroj, kiuj ofte revenas	ဒါပေမယ့် မကြာခဏ ပြန်ပေးတဲ့ အစီအစဉ်တွေလည်း ရှိပါတယ်။	but there're also programs that returns often	grupo	alternativoj	prononco
level	ekzemple	ဥပမာအားဖြင့်	for example	grupo	alternativoj	prononco
level	ekzemple, preskaŭ ĉiam eblas sportumi, kart-ludi	ဥပမာ၊ အားကစားနှင့် ကတ်များကို အမြဲတမ်းနီးပါး ကစားနိုင်သည်။	for example, it is almost always possible to play sports and cards	grupo	alternativoj	prononco
level	babili kun amikoj dum la tuta nokto	တစ်ညလုံး သူငယ်ချင်းတွေနဲ့ စကားပြောဖို့	to talk with friends all night	grupo	alternativoj	prononco
level	kanti ĉirkaŭ fajro kaj danci	မီးဝိုင်းမှာ သီဆိုကခုန်ဖို့၊	to sing around fire and to dance	grupo	alternativoj	prononco
level	partopreni koncertojn, ktp	ဖျော်ဖြေပွဲတွေမှာ ပါဝင်ဖို့၊	to take part in concerts, and so forth	grupo	alternativoj	prononco
level	nu, tion mi povas fari ankaŭ hejme	ကောင်းပြီ၊ ငါလည်း အိမ်မှာ လုပ်နိုင်တယ်။	well, I can do that at home too	grupo	alternativoj	prononco
level	prave, sed	မှန်ပါတယ်၊ ဒါပေမယ့်	right, but	grupo	alternativoj	prononco
level	sed la grava afero dum IJK estas ~	ဒါပေမယ့် IJK မှာ အရေးကြီးတာက ~	but the important thing during IJK is ~	grupo	alternativoj	prononco
level	venas de multaj diversaj landoj	မတူညီသောနိုင်ငံများစွာမှလာသည်။	comes from many different countries	grupo	alternativoj	prononco
level	estas ke la partoprenantoj venas de diversaj landoj	ပါဝင်သူများသည် နိုင်ငံအသီးသီးမှ လာသူများဖြစ်သည်။	is that the participants come from different countries	grupo	alternativoj	prononco
level	pro tiu mikso de diversaj homoj	လူအမျိုးမျိုး ရောနှောနေတာကြောင့်ပါ။	because of that mix of different people	grupo	alternativoj	prononco
level	estas bona etoso, kiu tre plaĉas al mi	အရမ်းကြိုက်တဲ့ လေထုကောင်းတစ်ခုပါ။	it's a good atmosphere that I like very much	grupo	alternativoj	prononco
level	bone, sonas interese	ကောင်းပြီ၊ စိတ်ဝင်စားပုံရတယ်။	all right, sounds like interest	grupo	alternativoj	prononco
level	mi pripensos	ကျွန်တော် စဉ်းစားကြည့်မယ်။	I will think about	grupo	alternativoj	prononco
level	certe	သေချာသည်	for sure	grupo	alternativoj	prononco
level	tamen, problemo estas ~	ဒါပေမယ့် ပြဿနာတစ်ခုက ~	however, a problem is ~	grupo	alternativoj	prononco
level	tiom da mono	ဒီလောက်ငွေ	that much money	grupo	alternativoj	prononco
