A.el content.tsv
Level	Esperanto	el	en-us	Grupo	Alternativoj	Pronoco
level	la gondolo subakviĝis	η γόνδολα βυθίστηκε	the gondola sank	grupo	alternativoj	prononco
level	okazis, ke ~	συνέβη ότι ~	it happened that ~	grupo	alternativoj	prononco
level	ni troviĝis proksime	ήμασταν κοντά	we were close	grupo	alternativoj	prononco
level	ni prenis lin en nian gondolon	τον πήραμε στη γόνδολα μας	we took him in our gondola	grupo	alternativoj	prononco
level	en la sama tempo	Την ίδια στιγμή	at the same time	grupo	alternativoj	prononco
level	mia estro subakviĝis	το αφεντικό μου πνίγηκε	my boss drowned	grupo	alternativoj	prononco
level	por helpi junulinon	για να βοηθήσει μια νεαρή γυναίκα	to help a young woman	grupo	alternativoj	prononco
level	junulinon, kiu preskaŭ mortis	μια νεαρή γυναίκα που παραλίγο να πεθάνει	a young woman who almost died	grupo	alternativoj	prononco
level	kun sia onklo	με τον θείο του	with his uncle	grupo	alternativoj	prononco
level	preskaŭ mortis kun sia onklo	παραλίγο να πεθάνει με τον θείο του	almost died with his uncle	grupo	alternativoj	prononco
level	tie estis junulino	ήταν μια νεαρή γυναίκα	there was a young woman	grupo	alternativoj	prononco
level	lin ni ne povis helpi	δεν μπορούσαμε να τον βοηθήσουμε	we could not help him	grupo	alternativoj	prononco
level	estis grava homo	ήταν σημαντικό πρόσωπο	was an important person	grupo	alternativoj	prononco
level	kio alvenigis vin en Venecion?	τι σας έφερε στη Βενετία;	what brought you to Venice?	grupo	alternativoj	prononco
level	amiko mia	ο φίλος μου	my friend	grupo	alternativoj	prononco
level	la maristo ekrigardis	ο ναύτης σήκωσε τα μάτια	the sailor looked up	grupo	alternativoj	prononco
level	rapide ekrigardis sian amikon	έριξε γρήγορα μια ματιά στον φίλο του	quickly glanced at his friend	grupo	alternativoj	prononco
level	kaj komencis diri	και άρχισε να λέει	and began to say	grupo	alternativoj	prononco
level	do vi scias ~	έτσι ξέρεις ~	so you know ~	grupo	alternativoj	prononco
level	mi alportis ~	έφερα ~	I brought ~	grupo	alternativoj	prononco
level	la gondolisto subite haltigis lin	ο γονδολιέρης τον σταμάτησε ξαφνικά	the gondolier suddenly stopped him	grupo	alternativoj	prononco
level	li diris	αυτός είπε	he said	grupo	alternativoj	prononco
level	tiam iu homo pasis	τότε πέρασε ένας άντρας	then a man passed by	grupo	alternativoj	prononco
level	iu homo pasis apud li	ένας άντρας πέρασε από δίπλα του	a man passed by him	grupo	alternativoj	prononco
level	li ankoraŭ ne estis tridekjara	δεν ήταν ακόμα τριάντα	he was not yet thirty	grupo	alternativoj	prononco
level	kaj lia vizaĝo estis senkolora	και το πρόσωπό του ήταν άχρωμο	and his face was colorless	grupo	alternativoj	prononco
level	lia iro estis certa kaj facila	η μετάβασή του ήταν σίγουρη και εύκολη	his going was sure and easy	grupo	alternativoj	prononco
level	lia vizaĝo estis malĝoja	το πρόσωπό του ήταν λυπημένο	his face was sad	grupo	alternativoj	prononco
level	kiam li ekvidis la homon, ~	όταν είδε τον άντρα, ~	when he saw the man, ~	grupo	alternativoj	prononco
level	oni diras, ke ~	λέγεται ότι ~	it is said that ~	grupo	alternativoj	prononco
level	multaj gravuloj donas ~	πολλοί σημαντικοί άνθρωποι δίνουν ~	many important people give ~	grupo	alternativoj	prononco
level	sekreta laboro	μυστική δουλειά	secret work	grupo	alternativoj	prononco
level	sekretaj laboroj	μυστικές δουλειές	secret jobs	grupo	alternativoj	prononco
level	donas sekretajn laborojn al li	του δίνει μυστικές δουλειές	gives secret jobs to him	grupo	alternativoj	prononco
level	tro da sekretoj	πάρα πολλά μυστικά	too many secrets	grupo	alternativoj	prononco
level	li scias tro da sekretoj	ξέρει πάρα πολλά μυστικά	he knows too many secrets	grupo	alternativoj	prononco
level	tial ili timas	επομένως φοβούνται	therefore they are afraid	grupo	alternativoj	prononco
level	sendi lin en malliberejon	να τον στείλουν φυλακή	to send him to prison	grupo	alternativoj	prononco
level	diris la maristo	είπε ο ναύτης	said the sailor	grupo	alternativoj	prononco
level	kaj dum li parolis	και καθώς μιλούσε	and as he spoke	grupo	alternativoj	prononco
level	li montris la domegon	έδειξε προς την έπαυλη	he pointed to the mansion	grupo	alternativoj	prononco
level	la domego de Doĝoj	το αρχοντικό των Δόγηδων	the mansion of Doges	grupo	alternativoj	prononco
level	multaj gravuloj bezonas lian helpon	πολλοί σημαντικοί άνθρωποι χρειάζονται τη βοήθειά του	many important people need his help	grupo	alternativoj	prononco
level	kiom ili pagas?	ποσα πληρωνουν?	how much they pay?	grupo	alternativoj	prononco
level	pagas al li	τον πληρώνει	pays him	grupo	alternativoj	prononco
level	pagas por unu mortigo	πληρώνει για ένα φόνο	pays for one kill	grupo	alternativoj	prononco
level	certe ne malpli ol ~	σίγουρα όχι λιγότερο από ~	certainly not less than ~	grupo	alternativoj	prononco
level	ol cent moneroj	από εκατό νομίσματα	than a hundred coins	grupo	alternativoj	prononco
level	ne forgesu, ke ~	μην ξεχνάτε ότι ~	don't forget that ~	grupo	alternativoj	prononco
level	ke li laboras por tiuj	ότι δουλεύει για αυτούς	that he works for them	grupo	alternativoj	prononco
level	por tiuj, kiuj havas sufiĉe da mono	για όσους έχουν αρκετά χρήματα	for those who have enough money	grupo	alternativoj	prononco
level	por pagi al li	να τον πληρώσει	to pay him	grupo	alternativoj	prononco
level	en Venecio estas ~	στη Βενετία υπάρχει ~	in Venice there is ~	grupo	alternativoj	prononco
level	tiuj aferoj	αυτά τα πράγματα	those things	grupo	alternativoj	prononco
level	forgesi tiujn aferojn	να ξεχάσω αυτά τα πράγματα	to forget those things	grupo	alternativoj	prononco
level	aferoj, kiujn estas pli bone forgesi	πράγματα που είναι καλύτερα να ξεχαστούν	things that are better forgotten	grupo	alternativoj	prononco
level	se vi volas trankvile manĝi	αν θέλετε να φάτε με την ησυχία σας	if you want to eat in peace	grupo	alternativoj	prononco
level	trankvile manĝi vian panon	να φας το ψωμί σου με την ησυχία σου	to eat your bread in peace	grupo	alternativoj	prononco
level	estis iom da silento	επικράτησε κάποια σιωπή	there was some silence	grupo	alternativoj	prononco
level	kaj poste	και αργότερα	and later	grupo	alternativoj	prononco
level	la gondolisto denove ekparolis	ο γονδολιέρης μίλησε ξανά	the gondolier spoke again	grupo	alternativoj	prononco
level	vi venis ĝustatempe	ήρθες στην ώρα σου	you came just in time	grupo	alternativoj	prononco
level	por vidi ŝipkuron	για να δείτε έναν αγώνα σκαφών	to see a boat race	grupo	alternativoj	prononco
level	iu diris malforte	είπε κάποιος αδύναμα	someone said weakly	grupo	alternativoj	prononco
level	proksime de la gondolisto	κοντά στον γονδολιέρη	near the gondolier	grupo	alternativoj	prononco
level	la estro de la urbo	ο δήμαρχος της πόλης	the mayor of the city	grupo	alternativoj	prononco
level	senvorte montris al la gondolo	έδειξε χωρίς λόγια τη γόνδολα	wordlessly pointed to the gondola	grupo	alternativoj	prononco
level	diris la gondolisto	είπε ο γονδολιέρης	said the gondolier	grupo	alternativoj	prononco
level	kaj prenis la manon de sia amiko	και έπιασε το χέρι του φίλου του	and took his friend's hand	grupo	alternativoj	prononco
level	ĵetas la paperon	πετάει το χαρτί	throws the paper	grupo	alternativoj	prononco
level	en la paperujon	στον κάδο χαρτιού	into the paper bin	grupo	alternativoj	prononco
level	la knabinoj ĵetis la paperojn	τα κορίτσια πέταξαν τα χαρτιά	the girls threw the papers	grupo	alternativoj	prononco
level	kie estas mia skribilo?	που είναι το στυλό μου	where is my pen	grupo	alternativoj	prononco
level	mi volas respondi al li	Θέλω να του απαντήσω	I want to answer him	grupo	alternativoj	prononco
level	la suno malaperis	ο ήλιος χάθηκε	the sun disappeared	grupo	alternativoj	prononco
level	kaj nun estas preskaŭ malhele	και τώρα είναι σχεδόν σκοτεινά	and now it is almost dark	grupo	alternativoj	prononco
level	bonvolu manĝi	παρακαλώ φάε	please eat	grupo	alternativoj	prononco
level	bonvolu manĝi la panon	παρακαλώ φάε το ψωμί	please eat the bread	grupo	alternativoj	prononco
level	per manĝiloj	με μαχαιροπίρουνα	with cutlery	grupo	alternativoj	prononco
level	pardonu min	Με συγχωρείς	excuse me	grupo	alternativoj	prononco
level	rajtas resti	επιτρέπεται να μείνει	is allowed to stay	grupo	alternativoj	prononco
level	mi ne rajtas resti	Δεν έχω δικαίωμα να μείνω	I have no right to stay	grupo	alternativoj	prononco
level	ĉu vi povas kunporti ~ ?	μπορείς να φέρεις ~ ;	can you bring ~ ?	grupo	alternativoj	prononco
level	de mia fratino	από την αδερφή μου	from my sister	grupo	alternativoj	prononco
level	kiam vi aĉetis ~ ?	πότε αγόρασες ~;	when did you buy ~ ?	grupo	alternativoj	prononco
level	aĉetis tiun muzikilon	αγόρασε αυτό το μουσικό όργανο	bought that musical instrument	grupo	alternativoj	prononco
level	kiu laste uzis ?	ποιος χρησιμοποίησε τελευταίος;	who used last?	grupo	alternativoj	prononco
level	uzis mian ŝlosilon	χρησιμοποίησα το κλειδί μου	used my key	grupo	alternativoj	prononco
level	ĉu vi veturis?	οδήγησες;	did you drive?	grupo	alternativoj	prononco
level	en Venecio	στη Βενετία	in Venice	grupo	alternativoj	prononco
level	ankaŭ per gondolo	επίσης με γόνδολα	also by gondola	grupo	alternativoj	prononco
level	ĉu vi povos ekdormi?	θα καταφέρεις να κοιμηθείς;	will you be able to fall asleep?	grupo	alternativoj	prononco
level	tiam, kiam silentiĝis	τότε, όταν επικράτησε σιωπή	then, when there was silence	grupo	alternativoj	prononco
level	la sinjoro estis alta	ο κύριος ήταν ψηλός	the gentleman was tall	grupo	alternativoj	prononco
level	alta, dika	ψηλός, χοντρός	tall, fat	grupo	alternativoj	prononco
level	dika, peza	χοντρό, βαρύ	thick, heavy	grupo	alternativoj	prononco
level	peza kaj larĝa	βαρύ και μεγάλο	heavy and large	grupo	alternativoj	prononco
level	estis alta, dika, peza, kaj larĝa	ήταν ψηλός, χοντρός, βαρύς και μεγάλος	was tall, thick, heavy, and large	grupo	alternativoj	prononco
level	donis forton	έδωσε δύναμη	gave strength	grupo	alternativoj	prononco
level	havinda forto	μια δύναμη που αξίζει να έχεις	a force worth having	grupo	alternativoj	prononco
level	havinda korpoforto	σωματική δύναμη που αξίζει να έχεις	physical strength worth having	grupo	alternativoj	prononco
level	tio donis	που έδωσε	that gave	grupo	alternativoj	prononco
level	donis al li	του έδωσε	gave him	grupo	alternativoj	prononco
level	tio donis forton	που έδινε δύναμη	that gave strength	grupo	alternativoj	prononco
level	donis havindan korpoforton	έδωσε δύναμη στο σώμα που αξίζει	gave body strength worth having	grupo	alternativoj	prononco
level	lia aspekto	την εμφάνισή του	his appearance	grupo	alternativoj	prononco
level	grandula aspekto	εμφάνιση ενός ψηλού ανθρώπου	appearance of a tall person	grupo	alternativoj	prononco
level	eta rolo	μικρό ρόλο	a small role	grupo	alternativoj	prononco
level	ludis rolon	έπαιξε ρόλο	played a role	grupo	alternativoj	prononco
level	ne eta rolo	όχι μικρός ρόλος	not a small role	grupo	alternativoj	prononco
level	ludis etan rolon	έπαιξε μικρό ρόλο	played a small role	grupo	alternativoj	prononco
level	ludis ne etan rolon	έπαιξε καθόλου μικρό ρόλο	played no small role	grupo	alternativoj	prononco
level	en la fakto, ke ~	στο γεγονός ότι ~	in the fact that ~	grupo	alternativoj	prononco
level	la plimulto el la homoj	η πλειοψηφία του λαού	the majority of the people	grupo	alternativoj	prononco
level	se ne timis	αν όχι φοβούνται	if not afraid	grupo	alternativoj	prononco
level	lin timis	τον φοβόταν	was afraid of him	grupo	alternativoj	prononco
level	se lin timis	αν φοβόταν	if he was afraid	grupo	alternativoj	prononco
level	se ne lin timis	αν όχι τον φοβάται	if not afraid of him	grupo	alternativoj	prononco
level	certe respektis	σίγουρα σεβαστή	certainly respected	grupo	alternativoj	prononco
level	almenaŭ pripensis ~	τουλάχιστον σκέφτηκε ~	at least thought about ~	grupo	alternativoj	prononco
level	antaŭ ol ~	πριν από ~	before ~	grupo	alternativoj	prononco
level	kontentigi lin	για να τον ικανοποιήσει	to satisfy him	grupo	alternativoj	prononco
level	malkontentigi lin	να τον δυσαρεστήσει	to displease him	grupo	alternativoj	prononco
level	antaŭ ol malkontentigi ~	πριν δυσαρεστήσω ~	before dissatisfying ~	grupo	alternativoj	prononco
level	antaŭ ol decidi ~	πριν αποφασίσει ~	before deciding ~	grupo	alternativoj	prononco
level	decidi malkontentigi ~	να αποφασίσει να δυσαρεστήσει ~	to decide to displease ~	grupo	alternativoj	prononco
level	decidi kontentigi lin	να αποφασίσει να τον ικανοποιήσει	to decide to satisfy him	grupo	alternativoj	prononco
level	antaŭ ol decidi malkontentigi lin	πριν αποφασίσει να τον δυσαρεστήσει	before deciding to displease him	grupo	alternativoj	prononco
level	tio, kio estas utila	αυτό, που είναι χρήσιμο	that, which is useful	grupo	alternativoj	prononco
level	ofte utila dumtage	συχνά χρήσιμο κατά τη διάρκεια της ημέρας	often useful during the day	grupo	alternativoj	prononco
level	malplaĉa ĝeno	μια δυσάρεστη ενόχληση	an unpleasant nuisance	grupo	alternativoj	prononco
level	per si	ο ίδιος	by himself	grupo	alternativoj	prononco
level	prezentas malplaĉan ĝenon	παρουσιάζει μια δυσάρεστη ενόχληση	presents an unpleasant nuisance	grupo	alternativoj	prononco
level	prezentas per si malplaĉan ĝenon	παρουσιάζεται ως δυσάρεστη ενόχληση	presents itself as an unpleasant nuisance	grupo	alternativoj	prononco
level	en loko arboplena	σε ένα μέρος γεμάτο δέντρα	in a place full of trees	grupo	alternativoj	prononco
level	tiam, kiam oni devojiĝis	τότε, όταν κάποιος παρεκτράπηκε	then, when one went astray	grupo	alternativoj	prononco
level	en nehoma sovaĝejo	σε μια απάνθρωπη ερημιά	in an inhuman wilderness	grupo	alternativoj	prononco
level	kaj ekstervoje iraĉas	και φεύγει από το δρόμο μέσα στο χάος	and goes off the road in chaos	grupo	alternativoj	prononco
level	alta larĝa korpo	ένα ψηλό μεγάλο σώμα	a tall large body	grupo	alternativoj	prononco
level	ne sukcesis pasi ~	απέτυχε να περάσει ~	failed to pass ~	grupo	alternativoj	prononco
level	inter la arbetoj	ανάμεσα στους θάμνους	among the bushes	grupo	alternativoj	prononco
level	krome tuŝi la naturaĵojn	εκτός από το να αγγίζει τα φυσικά πράγματα	in addition to touching the natural things	grupo	alternativoj	prononco
level	ĝenerale malsekajn	γενικά υγρό	generally wet	grupo	alternativoj	prononco
level	meze de malsekaj naturaĵoj	στη μέση της υγρής φύσης	in the middle of wet nature	grupo	alternativoj	prononco
level	malsekaj naturaĵoj, meze de kiuj ~	υγρά φυσικά πράγματα, στη μέση των οποίων ~	wet natural things, in the middle of which ~	grupo	alternativoj	prononco
level	li malfacile paŝis	περπάτησε με δυσκολία	he walked with difficulty	grupo	alternativoj	prononco
level	estis travivaĵo	ήταν μια εμπειρία	it was an experience	grupo	alternativoj	prononco
level	ne malofte	δεν είναι ασυνήθιστο	not uncommon	grupo	alternativoj	prononco
level	doloriga kaj ĉiam malagrabla	επώδυνη και πάντα δυσάρεστη	painful and always unpleasant	grupo	alternativoj	prononco
level	ju pli ~	τόσο περισσότερο ~	the more ~	grupo	alternativoj	prononco
level	antaŭeniris en la vivo	προχώρησε στη ζωή	moved forward in life	grupo	alternativoj	prononco
level	en la kastela arbaro	στο δάσος του κάστρου	in the castle forest	grupo	alternativoj	prononco
level	ju pli antaŭeniris des pli malŝatis ~	όσο πιο πολύ προχωρούσε τόσο πιο αντιπαθής ~	the further went forward the more disliked ~	grupo	alternativoj	prononco
level	malŝatis la noktan naturon	αντιπαθούσε τη νυχτερινή φύση	disliked the nocturnal nature	grupo	alternativoj	prononco
level	viro kun okuloj bone videblaj	ένας άντρας με μάτια που φαίνονται καθαρά	a man with eyes that can be seen clearly	grupo	alternativoj	prononco
level	okuloj, kiuj kapablis bone vidi	μάτια που έβλεπαν καλά	eyes that could see well	grupo	alternativoj	prononco
level	bone vidi en la mallumo	να βλέπεις καλά στο σκοτάδι	to see well in the dark	grupo	alternativoj	prononco
level	rigardis la malfacilan iron	κοίταξε τη δύσκολη πορεία	looked at the difficult going	grupo	alternativoj	prononco
level	de nia industriisto	από τον βιομήχανό μας	from our industrialist	grupo	alternativoj	prononco
level	li ridetis	αυτός χαμογέλασε	he smiled	grupo	alternativoj	prononco
level	apud tiu viro	δίπλα σε αυτόν τον άντρα	next to that man	grupo	alternativoj	prononco
level	en vestaĵo de policano	με ρούχα αστυνομικού	in policeman's clothing	grupo	alternativoj	prononco
level	staris alia persono	στεκόταν ένα άλλο άτομο	another person was standing	grupo	alternativoj	prononco
level	en simila vestaĵo	με παρόμοια ρούχα	in similar clothing	grupo	alternativoj	prononco
level	ĉi lasta estis virino	η τελευταία ήταν γυναίκα	the latter was a woman	grupo	alternativoj	prononco
level	ni iru	πάμε	let's go	grupo	alternativoj	prononco
level	la viro diris mallaŭte	είπε χαμηλόφωνα ο άντρας	the man said softly	grupo	alternativoj	prononco
level	en la orelon de sia kunulino	στο αυτί του συντρόφου του	into the ear of his companion	grupo	alternativoj	prononco
level	nun estas la ĝusta momento	τώρα είναι η κατάλληλη στιγμή	now is the right moment	grupo	alternativoj	prononco
level	ambaŭ paŝis direkte al la persono	και οι δύο πήγαν προς το πρόσωπο	both stepped toward the person	grupo	alternativoj	prononco
level	ili zorgis fari ~	πρόσεχαν να κάνουν ~	they were careful to do ~	grupo	alternativoj	prononco
level	kiel eble plej ~	όσο το δυνατόν όσο ~	as possible as ~	grupo	alternativoj	prononco
level	kiel eble plej malmulte da bruo	όσο το δυνατόν λιγότερο θόρυβο (kiel eble)	as little noise as possible (kiel eble)	grupo	alternativoj	prononco
level	laŭeble plej malmulte da bruo	όσο το δυνατόν λιγότερο θόρυβο (laŭeble)	as little noise as possible (laŭeble)	grupo	alternativoj	prononco
level	ili preskaŭ plene sukcesis	τα κατάφεραν σχεδόν πλήρως	they almost fully succeeded	grupo	alternativoj	prononco
level	en ĉi tiu aĉa situacio	σε αυτή τη δυσάρεστη κατάσταση	in this nasty situation	grupo	alternativoj	prononco
level	aĉa situacio, kie arboj ĵetis siajn branĉojn	μια άσχημη κατάσταση όπου τα δέντρα πέταξαν τα κλαδιά τους	a nasty situation where trees threw their branches	grupo	alternativoj	prononco
level	ĵetis siajn malsekajn branĉojn	πέταξαν τα δικά τους βρεγμένα κλαδιά	threw their own wet branches	grupo	alternativoj	prononco
level	rekte en la vizaĝojn	κατευθείαν στα πρόσωπα	straight into the faces	grupo	alternativoj	prononco
level	de la industriisto	του βιομήχανου	of the industrialist	grupo	alternativoj	prononco
level	multpiedaj bestetoj	πολύποδα μικρά πλάσματα	multi-footed small creatures	grupo	alternativoj	prononco
level	prenis liajn piedojn	πήρε τα πόδια του	took his feet	grupo	alternativoj	prononco
level	por promenejo	για περπάτημα	for a walk road	grupo	alternativoj	prononco
level	naturo faligis lian piedon	η φύση έκανε το πόδι του να πέσει	nature made his foot fallen	grupo	alternativoj	prononco
level	plej dolorige	το πιο οδυνηρό	most painfully	grupo	alternativoj	prononco
level	faligis lian piedon en kavon	έριξε το πόδι του σε ένα λάκκο	dropped his foot into a pit	grupo	alternativoj	prononco
level	kavo plena de akvo	ένα λάκκο γεμάτο νερό	a pit full of water	grupo	alternativoj	prononco
level	akvo aĉ-odora	δύσοσμο νερό	foul-smelling water	grupo	alternativoj	prononco
level	rapide alvenis al la penso	έφτασε γρήγορα στη σκέψη	quickly arrived at the thought	grupo	alternativoj	prononco
level	oni devas esti preta	κάποιος πρέπει να είναι έτοιμος	one must be ready	grupo	alternativoj	prononco
level	ĉi tie	εδώ	here	grupo	alternativoj	prononco
level	iu ajn ~	οποιοσδήποτε ~	anyone ~	grupo	alternativoj	prononco
level	preta por iu ajn malplaĉa renkonto	έτοιμος για κάθε δυσάρεστη συνάντηση	ready for any unpleasant encounter	grupo	alternativoj	prononco
level	ion ajn	οτιδήποτε (οτιδήποτε)	anything (whatever)	grupo	alternativoj	prononco
level	li atendis ion ajn	περίμενε οτιδήποτε	he was waiting for anything	grupo	alternativoj	prononco
level	krom homa voĉo	στην άκρη ανθρώπινη φωνή	aside human voice	grupo	alternativoj	prononco
level	kiam voĉo aŭdiĝis, ~	όταν ακούστηκε μια φωνή, ~	when a voice heard, ~	grupo	alternativoj	prononco
level	aŭdiĝis tuj proksime	ακούστηκε αμέσως κοντά	heard immediately close	grupo	alternativoj	prononco
level	li faris belan surlokan salton	έκανε ένα ωραίο άλμα επί τόπου	he made a nice on-site jump	grupo	alternativoj	prononco
level	kiu movis lian koron	που συγκίνησε την καρδιά του	who moved his heart	grupo	alternativoj	prononco
level	supren ĝis la buŝo	προφορά στο στόμα	upword to the mouth	grupo	alternativoj	prononco
level	kun la provo rekapti trankvilon	με την προσπάθεια να ανακτήσει την ηρεμία	with the attempt to recapture calm	grupo	alternativoj	prononco
level	iom da trankvilo	λίγη ηρεμία	a little tranquility	grupo	alternativoj	prononco
level	la lumo de lampeto	το φως μιας λάμπας	the light of a lamp	grupo	alternativoj	prononco
level	oni direktis rekte al liaj okuloj	κάποιος κατευθύνεται κατευθείαν στα μάτια του	someone directed directly to his eyes	grupo	alternativoj	prononco
level	la lampo, kiun oni direktis al okuloj	η λάμπα που κάποιος έστρεψε στα μάτια	the lamp which someone directed to eyes	grupo	alternativoj	prononco
level	malhelpis repaciĝon	εμπόδισε τη συμφιλίωση	prevented reconciliation	grupo	alternativoj	prononco
level	ŝajnis al li, ke ~	του φαινόταν ότι ~	it seemed to him that ~	grupo	alternativoj	prononco
level	la homformo, kiu tenis la lampon	την ανθρώπινη μορφή που κρατούσε το λυχνάρι	the human form that held the lamp	grupo	alternativoj	prononco
level	surhavas vestojn policajn	φορέστε ρούχα αστυνομίας	wear clothes police	grupo	alternativoj	prononco
level	kion vi faras ĉi tie?	Τι κάνεις εδώ?	what are you doing here?	grupo	alternativoj	prononco
level	sonas la aŭtorita voĉo	ακούγεται η έγκυρη φωνή	sounds the authoritative voice	grupo	alternativoj	prononco
level	bonvolu paroli ~	παρακαλώ μιλήστε ~	please talk ~	grupo	alternativoj	prononco
level	iom klare	λίγο ξεκάθαρο	a little clear	grupo	alternativoj	prononco
level	la alia diris	είπε ο άλλος	the other said	grupo	alternativoj	prononco
level	eĉ pli grav-tone	σε ακόμα πιο σημαντικό τόνο	in even more important-tone	grupo	alternativoj	prononco
level	mi promenas	περπατάω	I'm walking	grupo	alternativoj	prononco
level	vi promenas en la bieno	περπατάς στο αγρόκτημα	you walk on the farm	grupo	alternativoj	prononco
level	de la grafino	της κόμισσας	of the countess	grupo	alternativoj	prononco
level	la bieno de la grafino	το αγρόκτημα της κόμισσας	the countess's farm	grupo	alternativoj	prononco
level	meze de la nokto	στη μέση της νύχτας	in the middle of the night	grupo	alternativoj	prononco
level	ĉu la grafino vin invitis?	σε κάλεσε η κόμισσα;	did the countess invite you?	grupo	alternativoj	prononco
level	ĉu ŝi scias pri ~	ξέρει για ~	does she know about ~	grupo	alternativoj	prononco
level	pri via ĉeesto	για την παρουσία σου	about your presence	grupo	alternativoj	prononco
level	via ĉeesto ĉi tie	την παρουσία σας εδώ	your presence here	grupo	alternativoj	prononco
level	mi devas peti vin ~	Πρέπει να σε ρωτήσω ~	I have to ask you ~	grupo	alternativoj	prononco
level	petas vin sekvi min	σας ζητά να με ακολουθήσετε	asks you to follow me	grupo	alternativoj	prononco
level	kaj li klarigis ~	και εξήγησε ~	and he explained ~	grupo	alternativoj	prononco
level	klarigis, ke ~	εξήγησε ότι ~	explained that ~	grupo	alternativoj	prononco
level	ekde la fuŝa provo	από τη λάθος προσπάθεια	since the wrong attempt	grupo	alternativoj	prononco
level	la fuŝa provo kapti la grafinon	η λάθος προσπάθεια να πιάσει την κόμισσα	the wrong attempt to catch the countess	grupo	alternativoj	prononco
level	fare de ~	λόγω ~	due to ~	grupo	alternativoj	prononco
level	fare de teroristoj	λόγω τρομοκρατών	due to terrorists	grupo	alternativoj	prononco
level	la polico kontrolas atente	η αστυνομία ελέγχει προσεκτικά	the police checks carefully	grupo	alternativoj	prononco
level	kontrolas, kio okazas	ελέγχει τι συμβαίνει	checks what is happening	grupo	alternativoj	prononco
level	okazas en la ĉirkaŭaĵo	εμφανίζεται στον περιβάλλοντα χώρο	occurs in the surrounding	grupo	alternativoj	prononco
level	de la kastelo	του κάστρου	of the castle	grupo	alternativoj	prononco
level	la ĉirkaŭaĵo de la kastelo	τον περιβάλλοντα χώρο του κάστρου	the surrounding of the castle	grupo	alternativoj	prononco
level	al la industriisto	στον βιομήχανο	to the industrialist	grupo	alternativoj	prononco
level	ŝajnis, ke ~	φαινόταν ότι ~	it seemed that ~	grupo	alternativoj	prononco
level	lia koro ĉifoje falis	έπεσε η καρδιά του αυτή τη φορά	his heart fell this time	grupo	alternativoj	prononco
level	falis ĝis liaj piedoj	έπεσε στα πόδια του	fell to his feet	grupo	alternativoj	prononco
level	li sciis, ke ~	ήξερε ότι ~	he knew that ~	grupo	alternativoj	prononco
level	nur malfacile li provos trovi ~	απλά θα προσπαθήσει να βρει	just hard he'll try to find	grupo	alternativoj	prononco
level	trovi akcepteblan klarigon	για να βρει μια αποδεκτή εξήγηση	to find an acceptable explanation	grupo	alternativoj	prononco
level	pri sia ĉeesto	για τη δική του παρουσία	about one's own presence	grupo	alternativoj	prononco
level	la ideo, ke la grafino ĉion scias	η ιδέα ότι η κόμισσα τα ξέρει όλα	the idea that the countess knows everything	grupo	alternativoj	prononco
level	la ideo perdigis al li malmulton da espero	η ιδέα του στέρησε λίγη ελπίδα	the idea deprived him of little hope	grupo	alternativoj	prononco
level	malmulto da espero	λίγη ελπίδα	little hope	grupo	alternativoj	prononco
level	malmulta espero, kiu restis	λίγη ελπίδα που έμεινε	little hope that remained	grupo	alternativoj	prononco
level	post la unuaj vortoj de la policano	μετά τα πρώτα λόγια της αστυνομίας	after the first words of the police	grupo	alternativoj	prononco
level	ju pli ~ des pli ~	όσο περισσότερο ~ τόσο περισσότερο ~	the more ~ the more ~	grupo	alternativoj	prononco
level	ju pli longe des pli bone	όσο περισσότερο τόσο το καλύτερο	the longer the better	grupo	alternativoj	prononco
level	kiom ajn	Οσο και αν	no matter how much	grupo	alternativoj	prononco
level	antaŭ kvarona horo	πριν από ένα τέταρτο	a quarter of an hour ago	grupo	alternativoj	prononco
level	ili revenis	επέστρεψαν	they came back	grupo	alternativoj	prononco
level	post la terura malfeliĉo	μετά τη φοβερή ατυχία	after the terrible misfortune	grupo	alternativoj	prononco
level	la homoj foriris	ο κόσμος έφυγε	the people left	grupo	alternativoj	prononco
level	kaj la malnovaj urboj disfalis	και οι παλιές πόλεις διαλύθηκαν	and the old cities fell apart	grupo	alternativoj	prononco
level	ni devus revidi vin	πρέπει να σε δούμε ξανά	we should see you again	grupo	alternativoj	prononco
level	ju pli ofte	τόσο πιο συχνά	the more often	grupo	alternativoj	prononco
level	mi pripensas	Σκέφτομαι	I'm thinking	grupo	alternativoj	prononco
level	des pli mi koleras	τόσο πιο θυμωμένος είμαι	the more angry I am	grupo	alternativoj	prononco
level	ŝi loĝas en ~	ζει σε ~	she lives in ~	grupo	alternativoj	prononco
level	en iu ajn domo	σε οποιοδήποτε σπίτι	in any house	grupo	alternativoj	prononco
level	ĉu ni revidos nin?	θα τα ξαναπούμε;	will we see each other again?	grupo	alternativoj	prononco
level	kie ajn kaj kiam ajn	οπουδήποτε και όποτε	wherever and whenever	grupo	alternativoj	prononco
level	kiam mi rericevos ~ ?	πότε θα επιστρέψω ~;	when will I get back ~ ?	grupo	alternativoj	prononco
level	la alian duonon de la libroj	το άλλο μισό των βιβλίων	the other half of the books	grupo	alternativoj	prononco
level	ĉu vi bezonos ~ ?	θα χρειαστείς ~ ;	will you need ~ ?	grupo	alternativoj	prononco
