B.hu content.tsv
Level	Esperanto	hu	en-us	Grupo	Alternativoj	Pronoco
level	ĉu ni povas vidi liston de aliĝintoj?	láthatjuk a regisztrálók listáját?	can we see a list of registrants?	grupo	alternativoj	prononco
level	mia nomo ne troviĝas en la listo de aliĝintoj	a nevem nem szerepel a regisztrálók listáján	my name is not in the list of registrants	grupo	alternativoj	prononco
level	ĉu vi bonvolus kontroli la liston?	ellenőriznéd a listát?	could you please check the list?	grupo	alternativoj	prononco
level	post la limdato de mendado	a rendelési határidő lejárta után	after the order deadline	grupo	alternativoj	prononco
level	ĉu oni povas aliĝi plu?	valaki tud még csatlakozni?	can someone join furthermore?	grupo	alternativoj	prononco
level	rezervi hotelon kune	hogy közösen foglaljunk szállodát	to book a hotel together	grupo	alternativoj	prononco
level	oni rezervas hotelon, ĉu vi volas akompani?	valaki szállodát foglal, szeretnél vele jönni?	someone is booking a hotel, do you want to come along?	grupo	alternativoj	prononco
level	se estus libera ĉambro, mi volas tion rezervi	ha volt szabad szoba, szeretném lefoglalni	if there was a free room, I want to book it	grupo	alternativoj	prononco
level	ĉu eblas rezervi hotelon surloke?	helyben lehet szállodát foglalni?	is it possible to book a hotel on site?	grupo	alternativoj	prononco
level	ĉu ni aĉetu aviadilan bileton kune?	vegyünk együtt repülőjegyet?	should we buy a plane ticket together?	grupo	alternativoj	prononco
level	bileto de kiu dato	jegy melyik dátumtól	ticket from which date	grupo	alternativoj	prononco
level	ĉu ni akompanu al la flug-haveno?	elkísérjük a reptérre?	shall we accompany you to the airport?	grupo	alternativoj	prononco
level	ĉu estas iu gvidanto ĉe la flug-haveno?	van útmutató a reptéren?	is there a guide at the airport?	grupo	alternativoj	prononco
level	ĉu oni devas iri al la kongresejo per si mem?	valakinek egyedül kell elmennie a kongresszusi helyre?	does someone have to go to the convention place by oneself?	grupo	alternativoj	prononco
level	giĉeto de la kongresejo	a kongresszusi helyszín pénztárában	box office of the convention place	grupo	alternativoj	prononco
level	mi pagis tamen mia nomŝildo ne troviĝas	Fizettem, de a névtáblám nem található	I paid but my name tag can't be found	grupo	alternativoj	prononco
level	volas registriĝi surloke	a helyszínen szeretne jelentkezni	wants to register on the spot	grupo	alternativoj	prononco
level	pagis grupe, tamen kial ne estas markita?	csoportban fizetve, mégis miért nincs megjelölve?	paid in group, yet why is it not marked?	grupo	alternativoj	prononco
level	kongresa sako kun kongresa libro kaj aliaj informiloj	konferencia táska konferenciakönyvvel és egyéb információs anyagokkal	a conference bag with conference book and other information materials	grupo	alternativoj	prononco
level	rektora halo, ekspozicio	rektori terem, kiállítás	rector's hall, exhibition	grupo	alternativoj	prononco
level	malfermo kaj fermo	nyitás és zárás	opening and closing	grupo	alternativoj	prononco
level	ekzamenejo de KER (Kadro de Eŭropa Referenco)	KER (Common European Framework of Reference) vizsgahely	KER (Common European Framework of Reference) examination place	grupo	alternativoj	prononco
level	kongresa komitato	kongresszusi bizottság	congressional committee	grupo	alternativoj	prononco
level	komitato de asocio	egyesületi bizottság	association committee	grupo	alternativoj	prononco
level	kongresa bankedo	kongresszusi bankett	convention banquet	grupo	alternativoj	prononco
level	Interkona Vespero	Ismerkedés estéje	Evening of getting to know each other	grupo	alternativoj	prononco
level	solena inaŭguro	nyitás	grand opening	grupo	alternativoj	prononco
level	Zamenhofa halo	Zamenhof terem	Zamenhof hall	grupo	alternativoj	prononco
level	IKU (Internacia Kongresa Universitato)	IKU (Nemzetközi Kongresszusi Egyetem)	IKU (International Congress University)	grupo	alternativoj	prononco
level	KER-ekzameno je kvar niveloj (Kadro de Eŭropa Referenco)	KER vizsga négy szinten (Közös Európai Referenciakeret)	KER examination at four levels (Common European Framework of Reference)	grupo	alternativoj	prononco
level	internacia arta vespero	nemzetközi művészeti est	international art evening	grupo	alternativoj	prononco
level	solena fermo	ünnepélyes zárása	solemn closing	grupo	alternativoj	prononco
level	libroservo kun esperanto-libroj	könyvszolgáltatás eszperantó könyvekkel	book service with Esperanto books	grupo	alternativoj	prononco
level	AIS (Akademio Internacia de la Sciencoj)	AIS (Nemzetközi Tudományos Akadémia)	AIS (International Academy of Sciences)	grupo	alternativoj	prononco
level	SAT (Sennacieca Asocio Tutmonda)	SAT (Anarchista Világszövetség)	SAT (World Anarchist Association)	grupo	alternativoj	prononco
level	prelegoj enuaj	unalmas előadások	boring lectures	grupo	alternativoj	prononco
level	deĵorantoj por diversaj fakoj	ügyeletesek a különböző osztályokhoz	duty officers for various departments	grupo	alternativoj	prononco
level	deĵorantoj skipe kunlaboras	buty tisztek csapatként működnek együtt	buty officers cooperate as a team	grupo	alternativoj	prononco
level	vojaĝa agento	egy utazási ügynök	a travel agent	grupo	alternativoj	prononco
level	aviadila bileto	egy repülőjegy	a plane ticket	grupo	alternativoj	prononco
level	nuligis la hotelon kaj aviadilan bileton	lemondta a szállodát és a repülőjegyet	canceled the hotel and plane ticket	grupo	alternativoj	prononco
level	kongresa kuriero	kongresszusi futár	convention courier	grupo	alternativoj	prononco
level	unua bulteno, dua bulteno	első hírlevél, második hírlevél	first newsletter, second newsletter	grupo	alternativoj	prononco
level	kongresa temo	kongresszusi témája	congress theme	grupo	alternativoj	prononco
level	paroligaj kursoj	beszédtanfolyamok	speaking courses	grupo	alternativoj	prononco
level	provizoraj programoj	ideiglenes programokat	temporary programs	grupo	alternativoj	prononco
level	ĝeneralaj kondiĉoj de mendado	általános rendelési feltételek	general conditions of ordering	grupo	alternativoj	prononco
level	antaŭ-kongresaj ekskursoj	kongresszus előtti túrák	pre-congress tours	grupo	alternativoj	prononco
level	post-kongresa ekskurso	kongresszus utáni körút	a post-congress tour	grupo	alternativoj	prononco
level	tut-tagaj ekskursoj	egész napos túrák	full-day tours	grupo	alternativoj	prononco
level	duon-tagaj ekskursoj	félnapos túrák	half-day tours	grupo	alternativoj	prononco
level	tabelo de dum-kongresaj ekskursoj	a kongresszus alatti túrák táblázata	a table of during-congress tours	grupo	alternativoj	prononco
level	aranĝoj ĉirkaŭ la UK (Universala Kongreso)	események az Egyesült Királyságban (Universal Congress)	events around the UK (Universal Congress)	grupo	alternativoj	prononco
level	kontaktoj kun amas-komunikiloj	kapcsolattartás a tömegmédiával	contacts with mass media	grupo	alternativoj	prononco
level	vic-prezidanto prezidis la programon	alelnöke vezette a programot	vice president presided over the program	grupo	alternativoj	prononco
level	kun landaj aŭtoritatoj	az ország hatóságaival	with country authorities	grupo	alternativoj	prononco
level	sekretario, kasisto	titkár, pénztáros	secretary, treasurer	grupo	alternativoj	prononco
level	artaj aranĝoj	művészeti események	arts events	grupo	alternativoj	prononco
level	Infana Kongreseto	Gyermekkongresszus	Children's Congress	grupo	alternativoj	prononco
level	sociaj retejoj	közösségi oldalak	social websites	grupo	alternativoj	prononco
level	reĝisoro de la kongresa temo	kongresszus témájának igazgatója	director of the congress theme	grupo	alternativoj	prononco
level	rektoro de IKU (Internacia Kongresa Universitato)	az IKU (Nemzetközi Kongresszusi Egyetem) rektora	rector of IKU (International Congress University)	grupo	alternativoj	prononco
level	san-asekuro kaj asekuro de vojaĝo	egészségbiztosítás és utasbiztosítás	health insurance and travel insurance	grupo	alternativoj	prononco
level	dokumentoj kaj vizoj	dokumentumok és vízumok	documents and visas	grupo	alternativoj	prononco
level	valida identigilo	érvényes igazolvány	a valid ID	grupo	alternativoj	prononco
level	pasporto valida	érvényes útlevél	a valid passport	grupo	alternativoj	prononco
level	reguloj pri viz-donado	vízumkiadás szabályai	visa-issuance rules	grupo	alternativoj	prononco
level	akiro de vizo	vízum megszerzése	obtaining a visa	grupo	alternativoj	prononco
level	CO (centra oficejo) de UEA (Universala Esperanto Asocio)	Az UEA (Universal Eszperantó Szövetség) CO (központi irodája)	CO (central office) of UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	elŝuti la oficialan konfirmilon (invitilon)	a hivatalos megerősítő levél (meghívó) letöltéséhez	to download the official confirmation letter (invitation letter)	grupo	alternativoj	prononco
level	uzante la mendilon	a megrendelőlap segítségével	using the order form	grupo	alternativoj	prononco
level	al la viz-dona instanco	a vízumkiadó hatósághoz	to the visa issuing authority	grupo	alternativoj	prononco
level	la oficiala kongres-daŭro	a kongresszus hivatalos időtartama	the official congress duration	grupo	alternativoj	prononco
level	mendis loĝadon pere de UEA (Universala Esperanto Asocio)	foglalt szállást az UEA-n (Universal Eszperantó Szövetség) keresztül	booked accommodation through UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	informi pri eventualaj ŝanĝoj	tájékoztatni az esetleges változásokról	to inform about possible changes	grupo	alternativoj	prononco
level	akiri vojaĝan asekuron	utasbiztosítást kötni	to get travel insurance	grupo	alternativoj	prononco
level	krom la nuligon de la vojaĝo	kivéve az utazás lemondását	except for the cancellation of the trip	grupo	alternativoj	prononco
level	asekuro kovras san-traktadon	a biztosítás fedezi az egészségügyi ellátást	insurance covers health treatment	grupo	alternativoj	prononco
level	kaze de la akcidentoj	balesetek esetén	in case of the accidents	grupo	alternativoj	prononco
level	deponi la valizojn	hogy letétbe helyezze a bőröndöket	to deposit the suitcases	grupo	alternativoj	prononco
level	internacia flug-haveno	nemzetközi repülőtér	international airport	grupo	alternativoj	prononco
level	iri buse aŭ taksie aŭ aŭtomobile	busszal, taxival vagy autóval menni	to go by bus or taxi or car	grupo	alternativoj	prononco
level	la veturo daŭras ĉirkaŭ 40 minutojn	az út körülbelül 40 percig tart	the ride takes about 40 minutes	grupo	alternativoj	prononco
level	utiligi metroon ĝis la bus-haltejo	hogy a metróval a buszmegállóig	to use the subway to the bus stop	grupo	alternativoj	prononco
level	ankaŭ alteriĝis en alia flug-haveno	egy másik repülőtéren is leszállt	also landed at another airport	grupo	alternativoj	prononco
level	por kongres-rilataj aferoj	kongresszussal kapcsolatos ügyekben	for congress-related matters	grupo	alternativoj	prononco
level	oficiala mon-unuo estas eŭro	hivatalos pénzneme az euró	official currency is euro	grupo	alternativoj	prononco
level	vendejo akceptas kredit-kartojn	üzlet elfogad hitelkártyákat	store accepts credit cards	grupo	alternativoj	prononco
level	je ordinara kurzo	rendes árfolyamon	at ordinary exchange rate	grupo	alternativoj	prononco
level	agnoskita kiel oficiala lingvo	hivatalos nyelvként elismert	recognized as an official language	grupo	alternativoj	prononco
level	kran-akvo estas trinkebla	csapvíz iható	tap water is drinkable	grupo	alternativoj	prononco
level	aĉeti mineralan akvon kun-gasan	gázos ásványvizet vásárolni	to buy mineral water with gas	grupo	alternativoj	prononco
level	trinkmono aprezata sed ne deviga	tippet értékelünk, de nem kötelező	tip appreciated but not required	grupo	alternativoj	prononco
level	urba transportilo	városi közlekedés	city transport	grupo	alternativoj	prononco
level	aĉetebla ĉe aŭtomata giĉeto de haltejo	megvásárolható egy buszmegálló automata jegypénztárában	can be purchased at a bus stop's automatic ticket box	grupo	alternativoj	prononco
level	informa budo en kongresejo	információs stand a kongresszus helyén	information booth in convention place	grupo	alternativoj	prononco
level	programo de la Kleriga Lundo	a felvilágosodás hétfői programja	program of the Enlightenment Monday	grupo	alternativoj	prononco
level	movada foiro	mozgalmi vásár	movement fair	grupo	alternativoj	prononco
level	Ekumena Diservo	Ökumenikus szolgálat	Ecumenical Service	grupo	alternativoj	prononco
level	Kongresa Balo	Kongresszusi bál	Congressional Ball	grupo	alternativoj	prononco
level	Estraro Respondas	Az igazgatóság válaszol	Board of Directors Responds	grupo	alternativoj	prononco
level	faka kunsido	szakértekezlet	specialist meeting	grupo	alternativoj	prononco
level	kongresa aŭkcio	kongresszusi aukció	convention auction	grupo	alternativoj	prononco
level	komitato de UEA (Universala Esperanto Asocio)	az UEA (Univerzális Eszperantó Szövetség) bizottsága	committee of UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	registrita kongresano	regisztrált kongresszusi résztvevő	registered congress participant	grupo	alternativoj	prononco
level	aliĝilo kun kongresa numero	regisztrációs űrlap kongresszusi számmal	registration form with congress number	grupo	alternativoj	prononco
level	liveri ĉiujn servojn laŭ dua bulteno	minden szolgáltatást a második hírlevélben leírtak szerint teljesíteni	to deliver all services as in the second newsletter	grupo	alternativoj	prononco
level	hazarda kunloĝigo de nekonatoj	ismeretlenek véletlenszerű szobamegosztása	random room sharing of strangers	grupo	alternativoj	prononco
level	disponigas nur al anticipaj konsentitoj	csak előzetes beleegyezők számára érhető el	available only to advance consenters	grupo	alternativoj	prononco
level	krom se aliloke indikite	hacsak más helyen nincs feltüntetve	unless indicated in other place	grupo	alternativoj	prononco
level	ekskursojn akompanos gvidanto	a túrákat idegenvezető kíséri	tours will be accompanied by a guide	grupo	alternativoj	prononco
