B.cs content.tsv
Level	Esperanto	cs	en-us	Grupo	Alternativoj	Pronoco
level	ĉu oni devas iri al la kongresejo per si mem?	musí někdo jít na místo sjezdu sám?	does someone have to go to the convention place by oneself?	grupo	alternativoj	prononco
level	giĉeto de la kongresejo	pokladna místa sjezdu	box office of the convention place	grupo	alternativoj	prononco
level	mi pagis tamen mia nomŝildo ne troviĝas	Zaplatil jsem, ale moje jmenovka nebyla nalezena	I paid but my name tag can't be found	grupo	alternativoj	prononco
level	volas registriĝi surloke	chce se zaregistrovat na místě	wants to register on the spot	grupo	alternativoj	prononco
level	pagis grupe, tamen kial ne estas markita?	placeno ve skupině, ale proč to není označeno?	paid in group, yet why is it not marked?	grupo	alternativoj	prononco
level	kongresa sako kun kongresa libro kaj aliaj informiloj	konferenční taška s konferenční knihou a dalšími informačními materiály	a conference bag with conference book and other information materials	grupo	alternativoj	prononco
level	rektora halo, ekspozicio	rektorský sál, výstava	rector's hall, exhibition	grupo	alternativoj	prononco
level	malfermo kaj fermo	otevírání a zavírání	opening and closing	grupo	alternativoj	prononco
level	ekzamenejo de KER (Kadro de Eŭropa Referenco)	Místo zkoušky KER (Společný evropský referenční rámec).	KER (Common European Framework of Reference) examination place	grupo	alternativoj	prononco
level	kongresa komitato	kongresový výbor	congressional committee	grupo	alternativoj	prononco
level	komitato de asocio	výbor sdružení	association committee	grupo	alternativoj	prononco
level	kongresa bankedo	sjezdový banket	convention banquet	grupo	alternativoj	prononco
level	Interkona Vespero	Večer poznávání	Evening of getting to know each other	grupo	alternativoj	prononco
level	solena inaŭguro	Slavnostní otevření	grand opening	grupo	alternativoj	prononco
level	Zamenhofa halo	sál Zamenhof	Zamenhof hall	grupo	alternativoj	prononco
level	IKU (Internacia Kongresa Universitato)	IKU (International Congress University)	IKU (International Congress University)	grupo	alternativoj	prononco
level	KER-ekzameno je kvar niveloj (Kadro de Eŭropa Referenco)	Zkouška KER na čtyřech úrovních (společný evropský referenční rámec)	KER examination at four levels (Common European Framework of Reference)	grupo	alternativoj	prononco
level	internacia arta vespero	mezinárodní umělecký večer	international art evening	grupo	alternativoj	prononco
level	solena fermo	slavnostní zakončení	solemn closing	grupo	alternativoj	prononco
level	libroservo kun esperanto-libroj	knižní servis s knihami esperanta	book service with Esperanto books	grupo	alternativoj	prononco
level	AIS (Akademio Internacia de la Sciencoj)	AIS (Mezinárodní akademie věd)	AIS (International Academy of Sciences)	grupo	alternativoj	prononco
level	SAT (Sennacieca Asocio Tutmonda)	SAT (Světová anarchistická asociace)	SAT (World Anarchist Association)	grupo	alternativoj	prononco
level	prelegoj enuaj	nudné přednášky	boring lectures	grupo	alternativoj	prononco
level	deĵorantoj por diversaj fakoj	služební důstojníci pro různá oddělení	duty officers for various departments	grupo	alternativoj	prononco
level	deĵorantoj skipe kunlaboras	důstojníci spolupracují jako tým	buty officers cooperate as a team	grupo	alternativoj	prononco
level	vojaĝa agento	cestovní agent	a travel agent	grupo	alternativoj	prononco
level	aviadila bileto	letenku	a plane ticket	grupo	alternativoj	prononco
level	nuligis la hotelon kaj aviadilan bileton	zrušil hotel a letenku	canceled the hotel and plane ticket	grupo	alternativoj	prononco
level	kongresa kuriero	kongresový kurýr	convention courier	grupo	alternativoj	prononco
level	unua bulteno, dua bulteno	první zpravodaj, druhý zpravodaj	first newsletter, second newsletter	grupo	alternativoj	prononco
level	kongresa temo	téma kongresu	congress theme	grupo	alternativoj	prononco
level	paroligaj kursoj	řečnické kurzy	speaking courses	grupo	alternativoj	prononco
level	provizoraj programoj	dočasné programy	temporary programs	grupo	alternativoj	prononco
level	ĝeneralaj kondiĉoj de mendado	všeobecné podmínky objednávky	general conditions of ordering	grupo	alternativoj	prononco
level	antaŭ-kongresaj ekskursoj	předkongresové prohlídky	pre-congress tours	grupo	alternativoj	prononco
level	post-kongresa ekskurso	pokongresové turné	a post-congress tour	grupo	alternativoj	prononco
level	tut-tagaj ekskursoj	celodenní výlety	full-day tours	grupo	alternativoj	prononco
level	duon-tagaj ekskursoj	půldenní výlety	half-day tours	grupo	alternativoj	prononco
level	tabelo de dum-kongresaj ekskursoj	tabulka prohlídek během kongresů	a table of during-congress tours	grupo	alternativoj	prononco
level	aranĝoj ĉirkaŭ la UK (Universala Kongreso)	události po Velké Británii (Universal Congress)	events around the UK (Universal Congress)	grupo	alternativoj	prononco
level	kontaktoj kun amas-komunikiloj	kontakty s hromadnými sdělovacími prostředky	contacts with mass media	grupo	alternativoj	prononco
level	vic-prezidanto prezidis la programon	Programu předsedal viceprezident	vice president presided over the program	grupo	alternativoj	prononco
level	kun landaj aŭtoritatoj	se zemskými úřady	with country authorities	grupo	alternativoj	prononco
level	sekretario, kasisto	tajemník, pokladník	secretary, treasurer	grupo	alternativoj	prononco
level	artaj aranĝoj	umělecké akce	arts events	grupo	alternativoj	prononco
level	Infana Kongreseto	Dětský kongres	Children's Congress	grupo	alternativoj	prononco
level	sociaj retejoj	sociální weby	social websites	grupo	alternativoj	prononco
level	reĝisoro de la kongresa temo	ředitel tématu kongresu	director of the congress theme	grupo	alternativoj	prononco
level	rektoro de IKU (Internacia Kongresa Universitato)	rektor IKU (International Congress University)	rector of IKU (International Congress University)	grupo	alternativoj	prononco
level	san-asekuro kaj asekuro de vojaĝo	zdravotní pojištění a cestovní pojištění	health insurance and travel insurance	grupo	alternativoj	prononco
level	dokumentoj kaj vizoj	doklady a víza	documents and visas	grupo	alternativoj	prononco
level	valida identigilo	platný průkaz totožnosti	a valid ID	grupo	alternativoj	prononco
level	pasporto valida	platný cestovní pas	a valid passport	grupo	alternativoj	prononco
level	reguloj pri viz-donado	pravidla pro vydávání víz	visa-issuance rules	grupo	alternativoj	prononco
level	akiro de vizo	získání víza	obtaining a visa	grupo	alternativoj	prononco
level	CO (centra oficejo) de UEA (Universala Esperanto Asocio)	CO (ústředí) UEA (Universal Esperanto Association)	CO (central office) of UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	elŝuti la oficialan konfirmilon (invitilon)	ke stažení oficiálního potvrzení (zvací dopis)	to download the official confirmation letter (invitation letter)	grupo	alternativoj	prononco
level	uzante la mendilon	pomocí objednávkového formuláře	using the order form	grupo	alternativoj	prononco
level	al la viz-dona instanco	orgánu udělujícímu vízum	to the visa issuing authority	grupo	alternativoj	prononco
level	la oficiala kongres-daŭro	oficiální dobu trvání kongresu	the official congress duration	grupo	alternativoj	prononco
level	mendis loĝadon pere de UEA (Universala Esperanto Asocio)	rezervované ubytování přes UEA (Universal Esperanto Association)	booked accommodation through UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	informi pri eventualaj ŝanĝoj	informovat o případných změnách	to inform about possible changes	grupo	alternativoj	prononco
level	akiri vojaĝan asekuron	získat cestovní pojištění	to get travel insurance	grupo	alternativoj	prononco
level	krom la nuligon de la vojaĝo	kromě zrušení zájezdu	except for the cancellation of the trip	grupo	alternativoj	prononco
level	asekuro kovras san-traktadon	pojištění kryje zdravotní ošetření	insurance covers health treatment	grupo	alternativoj	prononco
level	kaze de la akcidentoj	v případě nehod	in case of the accidents	grupo	alternativoj	prononco
level	deponi la valizojn	k uložení kufrů	to deposit the suitcases	grupo	alternativoj	prononco
level	internacia flug-haveno	mezinárodní letiště	international airport	grupo	alternativoj	prononco
level	iri buse aŭ taksie aŭ aŭtomobile	jet autobusem, taxíkem nebo autem	to go by bus or taxi or car	grupo	alternativoj	prononco
level	la veturo daŭras ĉirkaŭ 40 minutojn	jízda trvá asi 40 minut	the ride takes about 40 minutes	grupo	alternativoj	prononco
level	utiligi metroon ĝis la bus-haltejo	použít metro na autobusovou zastávku	to use the subway to the bus stop	grupo	alternativoj	prononco
level	ankaŭ alteriĝis en alia flug-haveno	také přistál na jiném letišti	also landed at another airport	grupo	alternativoj	prononco
level	por kongres-rilataj aferoj	pro záležitosti související s kongresem	for congress-related matters	grupo	alternativoj	prononco
level	oficiala mon-unuo estas eŭro	oficiální měnou je euro	official currency is euro	grupo	alternativoj	prononco
level	vendejo akceptas kredit-kartojn	obchod přijímá kreditní karty	store accepts credit cards	grupo	alternativoj	prononco
level	je ordinara kurzo	běžným směnným kurzem	at ordinary exchange rate	grupo	alternativoj	prononco
level	agnoskita kiel oficiala lingvo	uznáno za úřední jazyk	recognized as an official language	grupo	alternativoj	prononco
level	kran-akvo estas trinkebla	voda z kohoutku je pitná	tap water is drinkable	grupo	alternativoj	prononco
level	aĉeti mineralan akvon kun-gasan	koupit minerální vodu s plynem	to buy mineral water with gas	grupo	alternativoj	prononco
level	trinkmono aprezata sed ne deviga	tip oceňujeme, ale není vyžadován	tip appreciated but not required	grupo	alternativoj	prononco
level	urba transportilo	městská doprava	city transport	grupo	alternativoj	prononco
level	aĉetebla ĉe aŭtomata giĉeto de haltejo	lze zakoupit v automatické pokladně na autobusové zastávce	can be purchased at a bus stop's automatic ticket box	grupo	alternativoj	prononco
level	informa budo en kongresejo	informační stánek na místě sjezdu	information booth in convention place	grupo	alternativoj	prononco
level	programo de la Kleriga Lundo	program Osvětového pondělí	program of the Enlightenment Monday	grupo	alternativoj	prononco
level	movada foiro	veletrh pohybu	movement fair	grupo	alternativoj	prononco
level	Ekumena Diservo	Ekumenická služba	Ecumenical Service	grupo	alternativoj	prononco
level	Kongresa Balo	Kongresový ples	Congressional Ball	grupo	alternativoj	prononco
level	Estraro Respondas	Představenstvo odpovídá	Board of Directors Responds	grupo	alternativoj	prononco
level	faka kunsido	odborné setkání	specialist meeting	grupo	alternativoj	prononco
level	kongresa aŭkcio	aukce sjezdu	convention auction	grupo	alternativoj	prononco
level	komitato de UEA (Universala Esperanto Asocio)	výbor UEA (Universal Esperanto Association)	committee of UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	registrita kongresano	registrovaný účastník kongresu	registered congress participant	grupo	alternativoj	prononco
level	aliĝilo kun kongresa numero	registrační formulář s číslem kongresu	registration form with congress number	grupo	alternativoj	prononco
level	liveri ĉiujn servojn laŭ dua bulteno	poskytovat všechny služby jako v druhém newsletteru	to deliver all services as in the second newsletter	grupo	alternativoj	prononco
level	hazarda kunloĝigo de nekonatoj	náhodné sdílení pokoje cizími lidmi	random room sharing of strangers	grupo	alternativoj	prononco
level	disponigas nur al anticipaj konsentitoj	k dispozici pouze pro předchozí souhlas	available only to advance consenters	grupo	alternativoj	prononco
level	krom se aliloke indikite	pokud není uvedeno na jiném místě	unless indicated in other place	grupo	alternativoj	prononco
level	ekskursojn akompanos gvidanto	prohlídky budou doprovázeny průvodcem	tours will be accompanied by a guide	grupo	alternativoj	prononco
