C.fi content.tsv
Level	Esperanto	fi	en-us	Grupo	Alternativoj	Pronoco
level	lingvo	kieli, kieli	a language, tongue	grupo	alternativoj	prononco
level	ŝanĝi	muuttaa, kääntyä	to change, to turn	grupo	alternativoj	prononco
level	renkonti	tavata, kohdata, tulla vastaan	to meet, to encounter, to come accross	grupo	alternativoj	prononco
level	uzi	käyttää	to use	grupo	alternativoj	prononco
level	timi	pelätä, pelätä	to fear, to be afraid of	grupo	alternativoj	prononco
level	vera	totta, totta	real, true	grupo	alternativoj	prononco
level	sola	yksin, yksin, yksin, yksinäinen	alone, only, sole, solitary	grupo	alternativoj	prononco
level	paco	rauha, rauha	peace, a peace	grupo	alternativoj	prononco
level	rakonti	kertoa, kertoa, kertoa	to narrate, to tell, to relate	grupo	alternativoj	prononco
level	koloro	väri, väri	color, a color	grupo	alternativoj	prononco
level	pura	puhdas, puhdas	clean, pure	grupo	alternativoj	prononco
level	aŭdi	kuulla	to hear	grupo	alternativoj	prononco
level	punkto	piste, piste, piste	a point, a dot, a spot	grupo	alternativoj	prononco
level	buŝo	suu	a mouth	grupo	alternativoj	prononco
level	araneo	hämähäkki	a spider	grupo	alternativoj	prononco
level	serĉi	etsiä, etsiä, etsiä	to search, to look for, to seek	grupo	alternativoj	prononco
level	letero	kirje	a letter	grupo	alternativoj	prononco
level	frua	varhainen, ennenaikainen	early, premature	grupo	alternativoj	prononco
level	grava	tärkeä, vakava	important, serious	grupo	alternativoj	prononco
level	nigra	musta	black	grupo	alternativoj	prononco
level	trankvila	rauhallinen, rauhallinen	tranquil, calm	grupo	alternativoj	prononco
level	flanko	yksi puoli	a side	grupo	alternativoj	prononco
level	libroj	kirjat	books	grupo	alternativoj	prononco
level	kuri	juosta	to run	grupo	alternativoj	prononco
level	dolĉa	makea	sweet	grupo	alternativoj	prononco
level	popolo	ihmiset, kansa, kansa	people, folk, nation	grupo	alternativoj	prononco
level	hundo	koira	a dog	grupo	alternativoj	prononco
level	fenestro	ikkuna	a window	grupo	alternativoj	prononco
level	aĝo	ikä (vuotta vanha)	age (years old)	grupo	alternativoj	prononco
level	libron	kirja (objektiivi, syyttely)	a book (objective, accusative)	grupo	alternativoj	prononco
level	fingro	sormi	a finger	grupo	alternativoj	prononco
level	resto	loppu, lepo, jääminen	remainder, rest, staying	grupo	alternativoj	prononco
level	dento	hammas	a tooth	grupo	alternativoj	prononco
level	kuiri	laittaa ruokaa	to cook	grupo	alternativoj	prononco
level	lavi	pestä	to wash	grupo	alternativoj	prononco
level	mia	minun	my	grupo	alternativoj	prononco
level	piedo	jalka, tassu	a foot, a paw	grupo	alternativoj	prononco
level	aŭskulti	kuunnella	to listen	grupo	alternativoj	prononco
level	tablo	pöytä	a table	grupo	alternativoj	prononco
level	fali	pudota, pudota	to fall, to drop	grupo	alternativoj	prononco
level	familio	perhe	a family	grupo	alternativoj	prononco
level	via	sinun	your	grupo	alternativoj	prononco
level	vizaĝo	kasvot	a face	grupo	alternativoj	prononco
level	ĝusta	oikein (oikein), tarkka, oikea	right (correct), exact, proper	grupo	alternativoj	prononco
level	nokto	yö	a night	grupo	alternativoj	prononco
level	mezo	keskiverto, keskiverto	a middle, average, mean	grupo	alternativoj	prononco
level	historio	historiaa, historiaa	history, a history	grupo	alternativoj	prononco
level	interesi	kiinnostaa	to interest	grupo	alternativoj	prononco
level	administri	hallita, hallita	to manage, to administer	grupo	alternativoj	prononco
level	aero	ilma, ilma (kaasu)	air, an air (gas)	grupo	alternativoj	prononco
level	ĝia	sen	its	grupo	alternativoj	prononco
level	maro	meri	a sea	grupo	alternativoj	prononco
level	fakto	tosiasia	a fact	grupo	alternativoj	prononco
level	lasi	jättää, päästää, sallia, päästää	to leave, to release, to allow, to let	grupo	alternativoj	prononco
level	besto	eläin, peto	an animal, a beast	grupo	alternativoj	prononco
level	gvidi	johtaa, ohjata	to lead, to guide	grupo	alternativoj	prononco
level	avo	isoisä	a grandfather	grupo	alternativoj	prononco
level	afabla	ystävällinen, ystävällinen, kiltti, ystävällinen	affable, friendly, kind, amiable	grupo	alternativoj	prononco
level	ilia	heidän	their	grupo	alternativoj	prononco
level	korpo	vartalo	a body	grupo	alternativoj	prononco
level	pordo	ovi, portti	a door, a gate	grupo	alternativoj	prononco
level	forgesi	unohtaa	to forget	grupo	alternativoj	prononco
level	kafo	kahvi, kahvi	coffee, a coffee	grupo	alternativoj	prononco
level	brui	tehdä melua	to make noise	grupo	alternativoj	prononco
level	brili	loistaa	to shine	grupo	alternativoj	prononco
level	gazeto	aikakauslehti, aikakauslehti, aikakauslehti (= aikakauslehti)	a magazine, a gazette, a periodical (=magazino)	grupo	alternativoj	prononco
level	okulo	silmä	an eye	grupo	alternativoj	prononco
level	servi	palvella	to serve	grupo	alternativoj	prononco
level	vento	tuuli, tuuli	wind, a wind	grupo	alternativoj	prononco
level	ludi	pelata	to play	grupo	alternativoj	prononco
level	haro	hius	a hair	grupo	alternativoj	prononco
level	arbo	puu	a tree	grupo	alternativoj	prononco
level	ŝia	hänen	her	grupo	alternativoj	prononco
level	lia	hänen	his	grupo	alternativoj	prononco
level	plumo	höyhen, kynä	a feather, a pen	grupo	alternativoj	prononco
level	bildo	kuva, kuva	a picture, an image	grupo	alternativoj	prononco
level	paŝi	astua, kävellä, vauhdittaa, astella	to step, to walk, to pace, to stride	grupo	alternativoj	prononco
level	dika	paksu, lihava, rohkea	thick, fat, bold	grupo	alternativoj	prononco
level	sia	jonkun oma	one's own	grupo	alternativoj	prononco
level	konsenti	myöntää (että), olla samaa mieltä (kanssa), hyväksyä (on), olla samaa mieltä (kanssa), hyväksyä	to admit (that), to agree (with), to approve (of), to concur (with), to consent	grupo	alternativoj	prononco
level	somero	kesä, kesä	summer, a summer	grupo	alternativoj	prononco
level	lumi	loistaa, antaa valoa	to shine, to give light	grupo	alternativoj	prononco
level	ĉielo	taivas	a sky	grupo	alternativoj	prononco
level	vintro	talvi, talvi	winter, a winter	grupo	alternativoj	prononco
level	volonta	halukas (sydämestä), vapaaehtoinen	willing (from heart), voluntary	grupo	alternativoj	prononco
level	aŭtuno	syksy, syksy, syksy	autumn, fall, an autumn	grupo	alternativoj	prononco
level	memori	muistaa, muistaa	to remember, to recall	grupo	alternativoj	prononco
level	printempo	kevät, kevät	spring, a spring	grupo	alternativoj	prononco
level	ĝardeno	puutarha	a garden	grupo	alternativoj	prononco
level	aĉeti	ostaa, ostaa	to buy, to purchase	grupo	alternativoj	prononco
level	semajno	viikko	a week	grupo	alternativoj	prononco
level	vitro	lasi (lasimainen materiaali)	glass (vitreous material)	grupo	alternativoj	prononco
level	pluvo	sade, sade	rain, a rain	grupo	alternativoj	prononco
level	frukto	hedelmä	a fruit	grupo	alternativoj	prononco
level	necesa	tarpeellista	necessary	grupo	alternativoj	prononco
level	bono	hyvyyttä	goodness	grupo	alternativoj	prononco
level	erari	erehtyä, erehtyä, erehtyä	to err, to make an error, to make a mistake	grupo	alternativoj	prononco
level	hejmo	koti	a home	grupo	alternativoj	prononco
level	naturo	luonto, luonto, luonne	nature, a nature, character	grupo	alternativoj	prononco
level	nubo	pilvi, pilvi	cloud, a cloud	grupo	alternativoj	prononco
level	bone	hyvin	well	grupo	alternativoj	prononco
level	momento	hetki	a moment	grupo	alternativoj	prononco
level	direkto	suunta	a direction	grupo	alternativoj	prononco
level	kontenta	sisältö, tyytyväinen, tyytyväinen, tyytyväinen	content, contented, pleased, satisfied	grupo	alternativoj	prononco
level	rozo	ruusu	a rose	grupo	alternativoj	prononco
level	fajro	tulipalo	a fire	grupo	alternativoj	prononco
level	kuraci	parantaa, parantaa, hoitaa	to cure, to heal, to treat	grupo	alternativoj	prononco
level	frapi	lyödä, lyödä, lyödä, lyödä, lyödä	to hit, to knock, to slap, to smack, to strike	grupo	alternativoj	prononco
level	kara	rakas, rakastettu, rakastettu, rakas, kallis	beloved, cherished, loved, dear, expensive	grupo	alternativoj	prononco
level	akcepti	hyväksyä	to accept	grupo	alternativoj	prononco
level	minuto	minuutti	a minute	grupo	alternativoj	prononco
level	espero	toivoa	a hope	grupo	alternativoj	prononco
level	linio	linja	a line	grupo	alternativoj	prononco
level	neĝo	lunta, lunta	snow, a snow	grupo	alternativoj	prononco
level	koleri	olla vihainen, tuntea vihaa	to be angry, to feel anger	grupo	alternativoj	prononco
level	sukceso	menestys	a success	grupo	alternativoj	prononco
level	plori	itkeä, itkeä	to weep, to cry	grupo	alternativoj	prononco
level	nul (nulo)	nolla, nolla	zero, nil	grupo	alternativoj	prononco
level	angulo	kulma, kulma (syrjäinen paikka)	an angle, a corner (a remote place)	grupo	alternativoj	prononco
level	ordo	tilaus, määrätty suhde	an order, an ordered relation	grupo	alternativoj	prononco
level	ŝipo	laiva	a ship	grupo	alternativoj	prononco
level	blua	sininen	blue	grupo	alternativoj	prononco
level	sufiĉa	tarpeeksi, tarpeeksi, riittävä	sufficient, enough, adequate	grupo	alternativoj	prononco
level	strato	katu	a street	grupo	alternativoj	prononco
level	vilaĝo	kylä, kaupunki	a village, a town	grupo	alternativoj	prononco
level	utila	hyödyllinen	useful	grupo	alternativoj	prononco
level	rondo	ympyrä, kerho	a circle, a club	grupo	alternativoj	prononco
level	preta	valmis	ready	grupo	alternativoj	prononco
level	orelo	korva	an ear	grupo	alternativoj	prononco
level	papero	paperi, paperi	paper, a paper	grupo	alternativoj	prononco
level	rivero	joki	a river	grupo	alternativoj	prononco
level	zorgi	huolehtia, huolehtia	to care for, to look after	grupo	alternativoj	prononco
level	arto	taidetta	an art	grupo	alternativoj	prononco
level	kreski	kasvaa, kasvaa	to grow, to increase	grupo	alternativoj	prononco
level	nazo	nenä	a nose	grupo	alternativoj	prononco
level	konsili	neuvoa, neuvoa	to counsel, to advise	grupo	alternativoj	prononco
level	pasi	ohittaa, ohittaa	to pass, to pass by	grupo	alternativoj	prononco
level	fero	rauta (Fe)	iron (Fe)	grupo	alternativoj	prononco
level	regi	hallita, hallita, hallita	to rule, to govern, to control	grupo	alternativoj	prononco
level	farti	pärjätä	to fare	grupo	alternativoj	prononco
level	larĝa	leveä, leveä, suuri	wide, broad, large	grupo	alternativoj	prononco
level	kuraĝa	rohkea, rohkea	courageous, brave	grupo	alternativoj	prononco
level	kolo	kaula	a neck	grupo	alternativoj	prononco
level	propra	oma, oma	own, one's own	grupo	alternativoj	prononco
level	plezuro	ilo, hauskaa	a pleasure, fun	grupo	alternativoj	prononco
level	pardoni	antaa anteeksi, antaa anteeksi	to forgive, to pardon	grupo	alternativoj	prononco
level	sata	tyytyväinen, täynnä, täynnä	satisfied, full, replete	grupo	alternativoj	prononco
level	voki	kutsua, kutsua	to call, to summon	grupo	alternativoj	prononco
level	marto	maaliskuuta	March	grupo	alternativoj	prononco
level	seĝo	tuoli	a chair	grupo	alternativoj	prononco
level	majo	saattaa	May	grupo	alternativoj	prononco
level	tuŝi	koskettaa	to touch	grupo	alternativoj	prononco
level	premi	painaa, puristaa	to press, to squeeze	grupo	alternativoj	prononco
level	julio	heinäkuu	July	grupo	alternativoj	prononco
level	kato	kissa	a cat	grupo	alternativoj	prononco
level	glaso	lasi viiniä)	a glass (of wine)	grupo	alternativoj	prononco
level	septembro	syyskuu	September	grupo	alternativoj	prononco
level	verda	vihreä	green	grupo	alternativoj	prononco
level	postuli	vaatia, olettaa, vaatia	to demand, to postulate, to require	grupo	alternativoj	prononco
level	onklo	setä	an uncle	grupo	alternativoj	prononco
level	novembro	marraskuu	November	grupo	alternativoj	prononco
level	laca	väsynyt, väsynyt, väsynyt	weary, tired of, fatigued	grupo	alternativoj	prononco
level	lakto	maito, maito	milk, a milk	grupo	alternativoj	prononco
level	bruli	polttaa	to burn	grupo	alternativoj	prononco
level	decidi	päättää	to decide	grupo	alternativoj	prononco
level	plendi	valittaa	to complain	grupo	alternativoj	prononco
level	saluti	tervehtiä, tervehtiä, tervehtiä	to greet, to say hello, to salute	grupo	alternativoj	prononco
level	valoro	arvo, arvo	a value, worth	grupo	alternativoj	prononco
level	sukero	sokeri, sokeri	sugar, a sugar	grupo	alternativoj	prononco
level	planko	lattia, maa	a floor, a ground	grupo	alternativoj	prononco
level	vesto	liinat, vaatteet	cloths, a clothing	grupo	alternativoj	prononco
level	tiri	vetää, vetää, vetää	to pull, to draw, to drag	grupo	alternativoj	prononco
level	vetero	sää, sää	weather, a weather	grupo	alternativoj	prononco
level	turni	kääntyä, kääntyä	to turn, to turn around	grupo	alternativoj	prononco
level	peco	palanen	a piece	grupo	alternativoj	prononco
level	fraŭlo	poikamies, naimaton mies	a bachelor, an unmarried man	grupo	alternativoj	prononco
level	pano	leipä	a bread	grupo	alternativoj	prononco
level	salti	hypätä, hypätä, joustaa	to jump, to leap, to spring	grupo	alternativoj	prononco
level	vagono	auto (junassa), vaunu, vaunu, linja-auto	a car (in a train), a wagon, a carriage, a coach	grupo	alternativoj	prononco
level	ligo	linkki, liiga	a link, a league	grupo	alternativoj	prononco
level	efektiva	totta, totta, totta	actual, real, true	grupo	alternativoj	prononco
level	decembro	joulukuu	December	grupo	alternativoj	prononco
level	korto	piha, piha, patio, nelikulmio	a court, a courtyard, a patio, a quadrangle	grupo	alternativoj	prononco
level	tranĉi	leikata, viipaloida	to cut, to slice	grupo	alternativoj	prononco
level	ŝati	pitää	to like	grupo	alternativoj	prononco
level	oktobro	lokakuu	October	grupo	alternativoj	prononco
level	kalkuli	laskea, laskea	to count, to calculate	grupo	alternativoj	prononco
level	rimedo	resurssit, keinot, parannuskeino	resources, means, remedy	grupo	alternativoj	prononco
level	paki	pakata	to pack	grupo	alternativoj	prononco
level	klaso	Luokka	a class	grupo	alternativoj	prononco
level	gajni	voittaa, voittaa, ansaita	to gain, to win, to earn	grupo	alternativoj	prononco
level	intereso	kiinnostuksenkohde	an interest	grupo	alternativoj	prononco
level	floro	kukka, kukinta	a flower, a bloom	grupo	alternativoj	prononco
level	marŝi	marssia, kävellä	to march, to walk	grupo	alternativoj	prononco
level	grupo	ryhmä	a group	grupo	alternativoj	prononco
level	aŭgusto	elokuu	August	grupo	alternativoj	prononco
level	junio	kesäkuuta	June	grupo	alternativoj	prononco
level	brako	käsivarsi, olkavarsi	an arm, an upper arm	grupo	alternativoj	prononco
level	konstruaĵo	rakennus	a building	grupo	alternativoj	prononco
level	aprilo	huhtikuu	April	grupo	alternativoj	prononco
level	februaro	helmikuu	February	grupo	alternativoj	prononco
level	pentraĵo	kuva, maalaus	a picture, a painting	grupo	alternativoj	prononco
level	luno	kuu, kuu	moon, a moon	grupo	alternativoj	prononco
level	ideo	idea	an idea	grupo	alternativoj	prononco
level	novaĵo	uutinen	a news	grupo	alternativoj	prononco
level	vendi	myydä, myydä	to sell, to vend	grupo	alternativoj	prononco
level	kruco	risti	a cross	grupo	alternativoj	prononco
level	kokaĵo	siipikarja, kana	poultry, chicken	grupo	alternativoj	prononco
level	monato	kuukausi	a month	grupo	alternativoj	prononco
level	porkaĵo	sianlihaa	pork	grupo	alternativoj	prononco
level	maniero	tapa, tapa, tapa	a manner, a way, a mode	grupo	alternativoj	prononco
level	bovaĵo	naudanlihaa	beef	grupo	alternativoj	prononco
level	opinii	ajatella, olla mielipide, mielipide	to think, to have an opinion, to opine	grupo	alternativoj	prononco
level	glaciaĵo	jäätelö, jäätelö	an ice cream, icecream	grupo	alternativoj	prononco
level	elekti	valita, valita, poimia	to choose, to elect, to pick out	grupo	alternativoj	prononco
level	agi	toimia	to act	grupo	alternativoj	prononco
level	ovaĵo	munakas, munakokkelia	an omelette, scrambled eggs	grupo	alternativoj	prononco
level	ŝafaĵo	lampaanliha	mutton	grupo	alternativoj	prononco
level	komuna	yleinen	common	grupo	alternativoj	prononco
level	dubi	epäillä	to doubt	grupo	alternativoj	prononco
level	pakaĵo	paketti, matkatavarat, matkatavarat	a package, a luggage, a baggage	grupo	alternativoj	prononco
level	freŝa	tuore, tuore	fresh, recent	grupo	alternativoj	prononco
level	adreso	osoite	an address	grupo	alternativoj	prononco
level	araneaĵo	hämähäkinverkko	a spiderweb	grupo	alternativoj	prononco
level	horloĝo	kello, kello	a clock, a watch	grupo	alternativoj	prononco
level	manĝaĵo	ruoka	a food	grupo	alternativoj	prononco
level	male	päinvastoin	on the contrary	grupo	alternativoj	prononco
level	radio	säde, radio, säteily, säde	a ray, a radio, a radiation, a beam	grupo	alternativoj	prononco
level	manĝado	syöminen, syöminen toiminta	eating, eating action	grupo	alternativoj	prononco
level	dolori	tuskaa, kipeä, olla kipeä, satuttaa	to pain, to ache, to be painful, to hurt	grupo	alternativoj	prononco
level	instruado	opetusta, opetusta	teaching, instruction	grupo	alternativoj	prononco
level	muziko	musiikkia, musiikkia	music, a music	grupo	alternativoj	prononco
level	neniom	ei määrää, ei mitään (määrä), ei yhtään	no amount, nothing (quantity), none	grupo	alternativoj	prononco
level	lerta	taitava, taitava	skillful, dexterous	grupo	alternativoj	prononco
level	administrado	hallinto, johtaminen	administration, management	grupo	alternativoj	prononco
