C.bg content.tsv
Level	Esperanto	bg	en-us	Grupo	Alternativoj	Pronoco
level	letero	писмо, буква	a letter	grupo	alternativoj	prononco
level	frua	рано, преждевременно	early, premature	grupo	alternativoj	prononco
level	grava	важно, сериозно	important, serious	grupo	alternativoj	prononco
level	nigra	черен	black	grupo	alternativoj	prononco
level	trankvila	спокоен, спокоен	tranquil, calm	grupo	alternativoj	prononco
level	flanko	настрана	a side	grupo	alternativoj	prononco
level	libroj	книги	books	grupo	alternativoj	prononco
level	kuri	да бягам	to run	grupo	alternativoj	prononco
level	dolĉa	сладка	sweet	grupo	alternativoj	prononco
level	popolo	народ, народ, нация	people, folk, nation	grupo	alternativoj	prononco
level	hundo	куче	a dog	grupo	alternativoj	prononco
level	fenestro	прозорец	a window	grupo	alternativoj	prononco
level	aĝo	възраст (години)	age (years old)	grupo	alternativoj	prononco
level	libron	книга (предметно, винително)	a book (objective, accusative)	grupo	alternativoj	prononco
level	fingro	пръст	a finger	grupo	alternativoj	prononco
level	resto	остатък, почивка, оставане	remainder, rest, staying	grupo	alternativoj	prononco
level	dento	зъб	a tooth	grupo	alternativoj	prononco
level	kuiri	готвя	to cook	grupo	alternativoj	prononco
level	lavi	да се мият	to wash	grupo	alternativoj	prononco
level	mia	моя	my	grupo	alternativoj	prononco
level	piedo	крак, лапа	a foot, a paw	grupo	alternativoj	prononco
level	aŭskulti	да слушам	to listen	grupo	alternativoj	prononco
level	tablo	маса	a table	grupo	alternativoj	prononco
level	fali	падане, падане	to fall, to drop	grupo	alternativoj	prononco
level	familio	семейство	a family	grupo	alternativoj	prononco
level	via	Вашият	your	grupo	alternativoj	prononco
level	vizaĝo	лице	a face	grupo	alternativoj	prononco
level	ĝusta	правилно (правилно), точно, правилно	right (correct), exact, proper	grupo	alternativoj	prononco
level	nokto	нощ	a night	grupo	alternativoj	prononco
level	mezo	средно, средно, средно	a middle, average, mean	grupo	alternativoj	prononco
level	historio	история, история	history, a history	grupo	alternativoj	prononco
level	interesi	да се интересуват	to interest	grupo	alternativoj	prononco
level	administri	да управлявам, да администрирам	to manage, to administer	grupo	alternativoj	prononco
level	aero	въздух, въздух (газ)	air, an air (gas)	grupo	alternativoj	prononco
level	ĝia	неговото	its	grupo	alternativoj	prononco
level	maro	море	a sea	grupo	alternativoj	prononco
level	fakto	факт	a fact	grupo	alternativoj	prononco
level	lasi	да напусне, да освободи, да позволи, да позволи	to leave, to release, to allow, to let	grupo	alternativoj	prononco
level	besto	животно, звяр	an animal, a beast	grupo	alternativoj	prononco
level	gvidi	водя, направлявам	to lead, to guide	grupo	alternativoj	prononco
level	avo	дядо	a grandfather	grupo	alternativoj	prononco
level	afabla	приветлив, приятелски настроен, мил, любезен	affable, friendly, kind, amiable	grupo	alternativoj	prononco
level	ilia	техен	their	grupo	alternativoj	prononco
level	korpo	тяло	a body	grupo	alternativoj	prononco
level	pordo	врата, порта	a door, a gate	grupo	alternativoj	prononco
level	forgesi	да забравя	to forget	grupo	alternativoj	prononco
level	kafo	кафе, кафе	coffee, a coffee	grupo	alternativoj	prononco
level	brui	да вдига шум	to make noise	grupo	alternativoj	prononco
level	brili	да блесне	to shine	grupo	alternativoj	prononco
level	gazeto	списание, вестник, периодично издание (= списание)	a magazine, a gazette, a periodical (=magazino)	grupo	alternativoj	prononco
level	okulo	око	an eye	grupo	alternativoj	prononco
level	servi	да служа	to serve	grupo	alternativoj	prononco
level	vento	вятър, вятър	wind, a wind	grupo	alternativoj	prononco
level	ludi	да играя	to play	grupo	alternativoj	prononco
level	haro	косъм	a hair	grupo	alternativoj	prononco
level	arbo	дърво	a tree	grupo	alternativoj	prononco
level	ŝia	нея	her	grupo	alternativoj	prononco
level	lia	неговият	his	grupo	alternativoj	prononco
level	plumo	перо, писалка	a feather, a pen	grupo	alternativoj	prononco
level	bildo	картина, изображение	a picture, an image	grupo	alternativoj	prononco
level	paŝi	да стъпвам, да вървя, да крача, да крача	to step, to walk, to pace, to stride	grupo	alternativoj	prononco
level	dika	дебел, дебел, смел	thick, fat, bold	grupo	alternativoj	prononco
level	sia	собствената	one's own	grupo	alternativoj	prononco
level	konsenti	да призная (това), да се съглася (със), да одобря (на), да се съглася (с), да се съглася	to admit (that), to agree (with), to approve (of), to concur (with), to consent	grupo	alternativoj	prononco
level	somero	лято, лято	summer, a summer	grupo	alternativoj	prononco
level	lumi	да свети, да дава светлина	to shine, to give light	grupo	alternativoj	prononco
level	ĉielo	небе	a sky	grupo	alternativoj	prononco
level	vintro	зима, зима	winter, a winter	grupo	alternativoj	prononco
level	volonta	желаещ (от сърце), доброволен	willing (from heart), voluntary	grupo	alternativoj	prononco
level	aŭtuno	есен, есен, есен	autumn, fall, an autumn	grupo	alternativoj	prononco
level	memori	да си спомня, да си припомня	to remember, to recall	grupo	alternativoj	prononco
level	printempo	пролет, пролет	spring, a spring	grupo	alternativoj	prononco
level	ĝardeno	градина	a garden	grupo	alternativoj	prononco
level	aĉeti	да купя, да закупя	to buy, to purchase	grupo	alternativoj	prononco
level	semajno	седмица	a week	grupo	alternativoj	prononco
level	vitro	стъкло (стъклообразен материал)	glass (vitreous material)	grupo	alternativoj	prononco
level	pluvo	дъжд, дъжд	rain, a rain	grupo	alternativoj	prononco
level	frukto	плод	a fruit	grupo	alternativoj	prononco
level	necesa	необходимо	necessary	grupo	alternativoj	prononco
level	bono	доброта	goodness	grupo	alternativoj	prononco
level	erari	да сгреша, да направя грешка, да направя грешка	to err, to make an error, to make a mistake	grupo	alternativoj	prononco
level	hejmo	дом	a home	grupo	alternativoj	prononco
level	naturo	природа, природа, характер	nature, a nature, character	grupo	alternativoj	prononco
level	nubo	облак, облак	cloud, a cloud	grupo	alternativoj	prononco
level	bone	добре	well	grupo	alternativoj	prononco
level	momento	миг	a moment	grupo	alternativoj	prononco
level	direkto	посока	a direction	grupo	alternativoj	prononco
level	kontenta	доволен, доволен, доволен, доволен	content, contented, pleased, satisfied	grupo	alternativoj	prononco
level	rozo	роза	a rose	grupo	alternativoj	prononco
level	fajro	пожар	a fire	grupo	alternativoj	prononco
level	kuraci	да лекувам, да лекувам, да лекувам	to cure, to heal, to treat	grupo	alternativoj	prononco
level	frapi	да удрям, да чукам, да пляскам, да пляскам, да удрям	to hit, to knock, to slap, to smack, to strike	grupo	alternativoj	prononco
level	kara	любим, ценен, обичан, скъп, скъп	beloved, cherished, loved, dear, expensive	grupo	alternativoj	prononco
level	akcepti	да приеме	to accept	grupo	alternativoj	prononco
level	minuto	минута	a minute	grupo	alternativoj	prononco
level	espero	надежда	a hope	grupo	alternativoj	prononco
level	linio	линия	a line	grupo	alternativoj	prononco
level	neĝo	сняг, сняг	snow, a snow	grupo	alternativoj	prononco
level	koleri	да се ядосвам, да изпитвам гняв	to be angry, to feel anger	grupo	alternativoj	prononco
level	sukceso	успех	a success	grupo	alternativoj	prononco
level	plori	да плача, да плача	to weep, to cry	grupo	alternativoj	prononco
level	nul (nulo)	нула, нула	zero, nil	grupo	alternativoj	prononco
level	angulo	ъгъл, ъгъл (отдалечено място)	an angle, a corner (a remote place)	grupo	alternativoj	prononco
level	ordo	ред, подредено отношение	an order, an ordered relation	grupo	alternativoj	prononco
level	ŝipo	кораб	a ship	grupo	alternativoj	prononco
level	blua	син	blue	grupo	alternativoj	prononco
level	sufiĉa	достатъчно, достатъчно, адекватен	sufficient, enough, adequate	grupo	alternativoj	prononco
level	strato	улица	a street	grupo	alternativoj	prononco
level	vilaĝo	село, град	a village, a town	grupo	alternativoj	prononco
level	utila	полезен	useful	grupo	alternativoj	prononco
level	rondo	кръг, клуб	a circle, a club	grupo	alternativoj	prononco
level	preta	готов	ready	grupo	alternativoj	prononco
level	orelo	ухо	an ear	grupo	alternativoj	prononco
level	papero	хартия, хартия	paper, a paper	grupo	alternativoj	prononco
level	rivero	река	a river	grupo	alternativoj	prononco
level	zorgi	да се грижа за, да се грижа за	to care for, to look after	grupo	alternativoj	prononco
level	arto	изкуство	an art	grupo	alternativoj	prononco
level	kreski	да расте, да се увеличава	to grow, to increase	grupo	alternativoj	prononco
level	nazo	нос	a nose	grupo	alternativoj	prononco
level	konsili	да съветвам, да съветвам	to counsel, to advise	grupo	alternativoj	prononco
level	pasi	преминавам, преминавам	to pass, to pass by	grupo	alternativoj	prononco
level	fero	желязо (Fe)	iron (Fe)	grupo	alternativoj	prononco
level	regi	да управлява, да управлява, да контролира	to rule, to govern, to control	grupo	alternativoj	prononco
level	farti	да платя	to fare	grupo	alternativoj	prononco
level	larĝa	широк, широк, голям	wide, broad, large	grupo	alternativoj	prononco
level	kuraĝa	смел, смел	courageous, brave	grupo	alternativoj	prononco
level	kolo	врата	a neck	grupo	alternativoj	prononco
level	propra	собствен, собствен	own, one's own	grupo	alternativoj	prononco
level	plezuro	удоволствие, забавление	a pleasure, fun	grupo	alternativoj	prononco
level	pardoni	да прощавам, да прощавам	to forgive, to pardon	grupo	alternativoj	prononco
