A.zh-tw content.tsv
Level	Esperanto	zh-tw	en-us	Grupo	Alternativoj	Pronoco
level	li atendis ion ajn	他在等待什麼	he was waiting for anything	grupo	alternativoj	prononco
level	krom homa voĉo	除了人聲	aside human voice	grupo	alternativoj	prononco
level	kiam voĉo aŭdiĝis, ~	聽到聲音時~	when a voice heard, ~	grupo	alternativoj	prononco
level	aŭdiĝis tuj proksime	立即聽到關閉	heard immediately close	grupo	alternativoj	prononco
level	li faris belan surlokan salton	他在現場完成了一次漂亮的跳躍	he made a nice on-site jump	grupo	alternativoj	prononco
level	kiu movis lian koron	誰動了他的心	who moved his heart	grupo	alternativoj	prononco
level	supren ĝis la buŝo	嘴巴上的話	upword to the mouth	grupo	alternativoj	prononco
level	kun la provo rekapti trankvilon	試圖重新恢復平靜	with the attempt to recapture calm	grupo	alternativoj	prononco
level	iom da trankvilo	一點寧靜	a little tranquility	grupo	alternativoj	prononco
level	la lumo de lampeto	一盞燈的光	the light of a lamp	grupo	alternativoj	prononco
level	oni direktis rekte al liaj okuloj	有人直接看著他的眼睛	someone directed directly to his eyes	grupo	alternativoj	prononco
level	la lampo, kiun oni direktis al okuloj	有人對著眼睛的燈	the lamp which someone directed to eyes	grupo	alternativoj	prononco
level	malhelpis repaciĝon	和解受阻	prevented reconciliation	grupo	alternativoj	prononco
level	ŝajnis al li, ke ~	在他看來~	it seemed to him that ~	grupo	alternativoj	prononco
level	la homformo, kiu tenis la lampon	拿著燈的人形	the human form that held the lamp	grupo	alternativoj	prononco
level	surhavas vestojn policajn	穿警察衣服	wear clothes police	grupo	alternativoj	prononco
level	kion vi faras ĉi tie?	你在這裡做什麼？	what are you doing here?	grupo	alternativoj	prononco
level	sonas la aŭtorita voĉo	發出權威的聲音	sounds the authoritative voice	grupo	alternativoj	prononco
level	bonvolu paroli ~	請講~	please talk ~	grupo	alternativoj	prononco
level	iom klare	有點清楚	a little clear	grupo	alternativoj	prononco
level	la alia diris	另一個說	the other said	grupo	alternativoj	prononco
level	eĉ pli grav-tone	以更重要的語氣	in even more important-tone	grupo	alternativoj	prononco
level	mi promenas	我在走路	I'm walking	grupo	alternativoj	prononco
level	vi promenas en la bieno	你走在農場	you walk on the farm	grupo	alternativoj	prononco
level	de la grafino	伯爵夫人的	of the countess	grupo	alternativoj	prononco
level	la bieno de la grafino	伯爵夫人的農場	the countess's farm	grupo	alternativoj	prononco
level	meze de la nokto	在半夜	in the middle of the night	grupo	alternativoj	prononco
level	ĉu la grafino vin invitis?	伯爵夫人邀請你了嗎？	did the countess invite you?	grupo	alternativoj	prononco
level	ĉu ŝi scias pri ~	她知道嗎~	does she know about ~	grupo	alternativoj	prononco
level	pri via ĉeesto	關於你的存在	about your presence	grupo	alternativoj	prononco
level	via ĉeesto ĉi tie	你在這裡	your presence here	grupo	alternativoj	prononco
level	mi devas peti vin ~	我得問問你~	I have to ask you ~	grupo	alternativoj	prononco
level	petas vin sekvi min	要求你關注我	asks you to follow me	grupo	alternativoj	prononco
level	kaj li klarigis ~	他解釋說~	and he explained ~	grupo	alternativoj	prononco
level	klarigis, ke ~	解釋說~	explained that ~	grupo	alternativoj	prononco
level	ekde la fuŝa provo	自從錯誤的嘗試	since the wrong attempt	grupo	alternativoj	prononco
level	la fuŝa provo kapti la grafinon	抓住伯爵夫人的錯誤嘗試	the wrong attempt to catch the countess	grupo	alternativoj	prononco
level	fare de ~	由於〜	due to ~	grupo	alternativoj	prononco
level	fare de teroristoj	由於恐怖分子	due to terrorists	grupo	alternativoj	prononco
level	la polico kontrolas atente	警方仔細檢查	the police checks carefully	grupo	alternativoj	prononco
level	kontrolas, kio okazas	檢查發生了什麼	checks what is happening	grupo	alternativoj	prononco
level	okazas en la ĉirkaŭaĵo	發生在周圍	occurs in the surrounding	grupo	alternativoj	prononco
level	de la kastelo	城堡的	of the castle	grupo	alternativoj	prononco
level	la ĉirkaŭaĵo de la kastelo	城堡的周圍	the surrounding of the castle	grupo	alternativoj	prononco
level	al la industriisto	對實業家	to the industrialist	grupo	alternativoj	prononco
level	ŝajnis, ke ~	看來是~	it seemed that ~	grupo	alternativoj	prononco
level	lia koro ĉifoje falis	這次他的心沉了下去	his heart fell this time	grupo	alternativoj	prononco
level	falis ĝis liaj piedoj	跌倒在地	fell to his feet	grupo	alternativoj	prononco
level	li sciis, ke ~	他知道~	he knew that ~	grupo	alternativoj	prononco
level	nur malfacile li provos trovi ~	他會努力尋找	just hard he'll try to find	grupo	alternativoj	prononco
level	trovi akcepteblan klarigon	找到一個可以接受的解釋	to find an acceptable explanation	grupo	alternativoj	prononco
level	pri sia ĉeesto	關於自己的存在	about one's own presence	grupo	alternativoj	prononco
level	la ideo, ke la grafino ĉion scias	伯爵夫人無所不知的想法	the idea that the countess knows everything	grupo	alternativoj	prononco
level	la ideo perdigis al li malmulton da espero	這個想法讓他失去了一點希望	the idea deprived him of little hope	grupo	alternativoj	prononco
level	malmulto da espero	希望渺茫	little hope	grupo	alternativoj	prononco
level	malmulta espero, kiu restis	所剩無幾的希望	little hope that remained	grupo	alternativoj	prononco
level	post la unuaj vortoj de la policano	在警察說第一句之後	after the first words of the police	grupo	alternativoj	prononco
level	ju pli ~ des pli ~	越多越多～	the more ~ the more ~	grupo	alternativoj	prononco
level	ju pli longe des pli bone	越長越好	the longer the better	grupo	alternativoj	prononco
level	kiom ajn	無論多少	no matter how much	grupo	alternativoj	prononco
level	antaŭ kvarona horo	一刻鐘前	a quarter of an hour ago	grupo	alternativoj	prononco
level	ili revenis	他們回來了	they came back	grupo	alternativoj	prononco
level	post la terura malfeliĉo	在經歷了可怕的不幸之後	after the terrible misfortune	grupo	alternativoj	prononco
level	la homoj foriris	人們離開了	the people left	grupo	alternativoj	prononco
level	kaj la malnovaj urboj disfalis	古老的城市分崩離析	and the old cities fell apart	grupo	alternativoj	prononco
level	ni devus revidi vin	我們應該再見到你	we should see you again	grupo	alternativoj	prononco
level	ju pli ofte	越頻繁	the more often	grupo	alternativoj	prononco
level	mi pripensas	我在想	I'm thinking	grupo	alternativoj	prononco
level	des pli mi koleras	我越生氣	the more angry I am	grupo	alternativoj	prononco
level	ŝi loĝas en ~	她住在~	she lives in ~	grupo	alternativoj	prononco
level	en iu ajn domo	在任何房子裡	in any house	grupo	alternativoj	prononco
level	ĉu ni revidos nin?	我們還會再見嗎？	will we see each other again?	grupo	alternativoj	prononco
level	kie ajn kaj kiam ajn	無論何時何地	wherever and whenever	grupo	alternativoj	prononco
level	kiam mi rericevos ~ ?	我什麼時候回來~？	when will I get back ~ ?	grupo	alternativoj	prononco
level	la alian duonon de la libroj	書的另一半	the other half of the books	grupo	alternativoj	prononco
level	ĉu vi bezonos ~ ?	你需要~嗎？	will you need ~ ?	grupo	alternativoj	prononco
level	bezonas pli ol kvaronan jaron	需要超過四分之一年的時間	needs more than a quarter of a year	grupo	alternativoj	prononco
level	por tiuj laboroj	對於那些工作	for those jobs	grupo	alternativoj	prononco
level	kial estas ~ ?	為什麼是~？	why is ~ ?	grupo	alternativoj	prononco
level	des pli malvarma	越冷	the colder	grupo	alternativoj	prononco
level	ju pli longe	越長	the longer	grupo	alternativoj	prononco
level	ni atendas ~	我們在等待~	we are waiting ~	grupo	alternativoj	prononco
level	ĉu vi kontentas kun ~ ?	還滿意嗎~	are you satisfied with ~ ?	grupo	alternativoj	prononco
level	kun iu ajn viro	與任何男人	with any man	grupo	alternativoj	prononco
