C.th content.tsv
Level	Esperanto	th	en-us	Grupo	Alternativoj	Pronoco
level	lando	ดินแดนประเทศ	a land, a country	grupo	alternativoj	prononco
level	sama	เดียวกัน	same	grupo	alternativoj	prononco
level	ĵeti	ที่จะโยน	to throw	grupo	alternativoj	prononco
level	stelo	ดวงดาว	a star	grupo	alternativoj	prononco
level	domo	บ้าน บ้าน	a house, a home	grupo	alternativoj	prononco
level	nomo	ชื่อ, นาม	a name, an appellation	grupo	alternativoj	prononco
level	vidi	เพื่อที่จะได้เห็น	to see	grupo	alternativoj	prononco
level	mola	อ่อนนุ่ม	soft	grupo	alternativoj	prononco
level	horo	หนึ่งชั่วโมง โมง เวลา	an hour, o'clock, time	grupo	alternativoj	prononco
level	formo	แบบฟอร์มรูปร่าง	a form, a shape	grupo	alternativoj	prononco
level	tago	วันหนึ่ง	a day	grupo	alternativoj	prononco
level	fumo	ควัน	a smoke	grupo	alternativoj	prononco
level	ĉevalo	ม้า	a horse	grupo	alternativoj	prononco
level	jaro	ต่อปี	a year	grupo	alternativoj	prononco
level	vojaĝi	เดินทาง	to travel	grupo	alternativoj	prononco
level	celo	เป้าหมาย, เป้าหมาย, วัตถุประสงค์, วัตถุประสงค์	a goal, a target, a purpose, an objective	grupo	alternativoj	prononco
level	naski	ให้กำเนิด, แบก, ให้กำเนิด	to give birth, to bear, to generate	grupo	alternativoj	prononco
level	manki	พลาด, ขาด, ขาดหายไป	to miss, to be lacking, to be missing	grupo	alternativoj	prononco
level	birdo	นก	a bird	grupo	alternativoj	prononco
level	halti	หยุด, หยุด, หยุด	to stop, to halt, to come to a halt	grupo	alternativoj	prononco
level	frato	พี่ชาย	a brother	grupo	alternativoj	prononco
level	monto	ภูเขา	a mountain	grupo	alternativoj	prononco
level	pensi	คิด	to think	grupo	alternativoj	prononco
level	permesi	อนุญาตเพื่อให้อนุญาต	to permit, to allow	grupo	alternativoj	prononco
level	kosti	ค่าใช้จ่าย	to cost	grupo	alternativoj	prononco
level	lito	เตียงนอน โซฟา	a bed, a couch	grupo	alternativoj	prononco
level	perdi	ที่จะสูญเสีย	to lose	grupo	alternativoj	prononco
level	miri	ทำให้ประหลาดใจ, ประหลาดใจ, ประหลาดใจ	to surprise, to be amased, to be astonished	grupo	alternativoj	prononco
level	persono	บุคคลหนึ่ง	a person	grupo	alternativoj	prononco
level	diversa	หลากหลาย, หลากหลาย, หลากหลาย	diverse, varied, various	grupo	alternativoj	prononco
level	provi	พยายาม พยายาม	to try, to attempt	grupo	alternativoj	prononco
level	pagi	จ่าย	to pay	grupo	alternativoj	prononco
level	prezenti	นำเสนอเพื่อแนะนำ	to present, to introduce	grupo	alternativoj	prononco
level	aparta	แยกจากกัน, โดยเฉพาะ, แยกจากกัน	apart, particular, separate	grupo	alternativoj	prononco
level	rajto	ถูกต้อง ถูกต้อง	right, a right	grupo	alternativoj	prononco
level	mateno	เช้า เช้า	morning, a morning	grupo	alternativoj	prononco
level	agrabla	น่าพอใจ น่าพอใจ ดี	pleasant, agreeable, nice	grupo	alternativoj	prononco
level	vespero	เย็น, เย็น	evening, an evening	grupo	alternativoj	prononco
level	muro	ผนัง	a wall	grupo	alternativoj	prononco
level	suno	ดวงอาทิตย์ดวงอาทิตย์	sun, a sun	grupo	alternativoj	prononco
level	rigardi	เพื่อดูเพื่อดู	to look, to look at	grupo	alternativoj	prononco
level	senti	รู้สึกสัมผัส	to feel, to sense	grupo	alternativoj	prononco
level	blanka	ขาว, ว่างเปล่า	white, blank	grupo	alternativoj	prononco
level	simpla	เรียบง่าย	simple	grupo	alternativoj	prononco
level	rimarki	ที่จะสังเกตเห็น	to notice	grupo	alternativoj	prononco
level	lingvo	ภาษาลิ้น	a language, tongue	grupo	alternativoj	prononco
level	ŝanĝi	ที่จะเปลี่ยนแปลงที่จะเปิด	to change, to turn	grupo	alternativoj	prononco
level	renkonti	พบเจอ, พบเจอ, พบเจอ	to meet, to encounter, to come accross	grupo	alternativoj	prononco
level	uzi	ใช้	to use	grupo	alternativoj	prononco
level	timi	กลัว, กลัว	to fear, to be afraid of	grupo	alternativoj	prononco
level	vera	จริงจริง	real, true	grupo	alternativoj	prononco
level	sola	โดดเดี่ยว, เพียงผู้เดียว, โดดเดี่ยว	alone, only, sole, solitary	grupo	alternativoj	prononco
level	paco	ความสงบสุข	peace, a peace	grupo	alternativoj	prononco
level	rakonti	เล่า, บอก, เกี่ยวข้อง	to narrate, to tell, to relate	grupo	alternativoj	prononco
level	koloro	สี, สี	color, a color	grupo	alternativoj	prononco
level	pura	สะอาดบริสุทธิ์	clean, pure	grupo	alternativoj	prononco
level	aŭdi	ที่จะได้ยิน	to hear	grupo	alternativoj	prononco
level	punkto	จุด, จุด, จุด	a point, a dot, a spot	grupo	alternativoj	prononco
level	buŝo	ปาก	a mouth	grupo	alternativoj	prononco
level	araneo	แมงมุม	a spider	grupo	alternativoj	prononco
level	serĉi	เพื่อค้นหา, มองหา, แสวงหา	to search, to look for, to seek	grupo	alternativoj	prononco
level	letero	จดหมาย	a letter	grupo	alternativoj	prononco
level	frua	เร็วก่อนวัยอันควร	early, premature	grupo	alternativoj	prononco
level	grava	สำคัญจริงจัง	important, serious	grupo	alternativoj	prononco
level	nigra	สีดำ	black	grupo	alternativoj	prononco
level	trankvila	เงียบสงบสงบ	tranquil, calm	grupo	alternativoj	prononco
level	flanko	ด้านข้าง	a side	grupo	alternativoj	prononco
level	libroj	หนังสือ	books	grupo	alternativoj	prononco
level	kuri	วิ่ง	to run	grupo	alternativoj	prononco
level	dolĉa	หวาน	sweet	grupo	alternativoj	prononco
level	popolo	ผู้คน ชาวบ้าน ประเทศชาติ	people, folk, nation	grupo	alternativoj	prononco
level	hundo	สุนัข	a dog	grupo	alternativoj	prononco
level	fenestro	หน้าต่าง	a window	grupo	alternativoj	prononco
level	aĝo	อายุ (ปี)	age (years old)	grupo	alternativoj	prononco
level	libron	หนังสือ (วัตถุประสงค์, ข้อกล่าวหา)	a book (objective, accusative)	grupo	alternativoj	prononco
level	fingro	นิ้ว	a finger	grupo	alternativoj	prononco
level	resto	ที่เหลือ, พัก, อยู่	remainder, rest, staying	grupo	alternativoj	prononco
level	dento	ฟัน	a tooth	grupo	alternativoj	prononco
level	kuiri	เพื่อทำอาหาร	to cook	grupo	alternativoj	prononco
level	lavi	ที่จะล้าง	to wash	grupo	alternativoj	prononco
level	mia	ของฉัน	my	grupo	alternativoj	prononco
level	piedo	เท้าอุ้งเท้า	a foot, a paw	grupo	alternativoj	prononco
level	aŭskulti	เพื่อฟัง	to listen	grupo	alternativoj	prononco
level	tablo	ตาราง	a table	grupo	alternativoj	prononco
level	fali	ล้มลง	to fall, to drop	grupo	alternativoj	prononco
level	familio	ครอบครัว	a family	grupo	alternativoj	prononco
level	via	ของคุณ	your	grupo	alternativoj	prononco
level	vizaĝo	ใบหน้า	a face	grupo	alternativoj	prononco
level	ĝusta	ถูกต้อง (ถูกต้อง) ถูกต้องเหมาะสม	right (correct), exact, proper	grupo	alternativoj	prononco
level	nokto	คืนหนึ่ง	a night	grupo	alternativoj	prononco
level	mezo	กลาง, ปานกลาง, ใจร้าย	a middle, average, mean	grupo	alternativoj	prononco
level	historio	ประวัติศาสตร์ประวัติศาสตร์	history, a history	grupo	alternativoj	prononco
level	interesi	สนใจ	to interest	grupo	alternativoj	prononco
level	administri	ในการจัดการเพื่อบริหารจัดการ	to manage, to administer	grupo	alternativoj	prononco
level	aero	อากาศ, อากาศ (แก๊ส)	air, an air (gas)	grupo	alternativoj	prononco
level	ĝia	ของมัน	its	grupo	alternativoj	prononco
level	maro	ทะเล	a sea	grupo	alternativoj	prononco
level	fakto	ความจริง	a fact	grupo	alternativoj	prononco
level	lasi	ออกไป, ปล่อย, อนุญาต, ปล่อยให้	to leave, to release, to allow, to let	grupo	alternativoj	prononco
level	besto	สัตว์, สัตว์ร้าย	an animal, a beast	grupo	alternativoj	prononco
level	gvidi	ที่จะเป็นผู้นำเพื่อแนะนำ	to lead, to guide	grupo	alternativoj	prononco
level	avo	คุณปู่	a grandfather	grupo	alternativoj	prononco
level	afabla	สุภาพ, เป็นมิตร, ใจดี, เป็นกันเอง	affable, friendly, kind, amiable	grupo	alternativoj	prononco
level	ilia	ของพวกเขา	their	grupo	alternativoj	prononco
level	korpo	ร่างกาย	a body	grupo	alternativoj	prononco
level	pordo	ประตู, ประตู	a door, a gate	grupo	alternativoj	prononco
level	forgesi	ลืม	to forget	grupo	alternativoj	prononco
level	kafo	กาแฟกาแฟ	coffee, a coffee	grupo	alternativoj	prononco
level	brui	เพื่อทำเสียงดัง	to make noise	grupo	alternativoj	prononco
level	brili	ส่องแสง	to shine	grupo	alternativoj	prononco
level	gazeto	นิตยสาร, ราชกิจจานุเบกษา, วารสาร (=นิตยสาร)	a magazine, a gazette, a periodical (=magazino)	grupo	alternativoj	prononco
level	okulo	ตา	an eye	grupo	alternativoj	prononco
level	servi	เสิร์ฟ	to serve	grupo	alternativoj	prononco
level	vento	ลมลม	wind, a wind	grupo	alternativoj	prononco
level	ludi	เล่น	to play	grupo	alternativoj	prononco
level	haro	ผม	a hair	grupo	alternativoj	prononco
level	arbo	ต้นไม้หนึ่งต้น	a tree	grupo	alternativoj	prononco
level	ŝia	ของเธอ	her	grupo	alternativoj	prononco
level	lia	ของเขา	his	grupo	alternativoj	prononco
level	plumo	ขนนก ปากกา	a feather, a pen	grupo	alternativoj	prononco
level	bildo	รูปภาพ, รูปภาพ	a picture, an image	grupo	alternativoj	prononco
level	paŝi	ที่จะก้าว, เดิน, ก้าว, ก้าว	to step, to walk, to pace, to stride	grupo	alternativoj	prononco
level	dika	หนา อ้วน กล้า	thick, fat, bold	grupo	alternativoj	prononco
level	sia	ตัวของตัวเอง	one's own	grupo	alternativoj	prononco
level	konsenti	ยอมรับ (ว่า) เห็นด้วย (ด้วย) อนุมัติ (ของ) เห็นด้วย (ด้วย) ยินยอม	to admit (that), to agree (with), to approve (of), to concur (with), to consent	grupo	alternativoj	prononco
level	somero	ฤดูร้อนฤดูร้อน	summer, a summer	grupo	alternativoj	prononco
level	lumi	ส่องแสงเพื่อให้แสงสว่าง	to shine, to give light	grupo	alternativoj	prononco
level	ĉielo	ท้องฟ้า	a sky	grupo	alternativoj	prononco
level	vintro	ฤดูหนาวฤดูหนาว	winter, a winter	grupo	alternativoj	prononco
level	volonta	ยินดี (จากใจ) โดยสมัครใจ	willing (from heart), voluntary	grupo	alternativoj	prononco
level	aŭtuno	ฤดูใบไม้ร่วงฤดูใบไม้ร่วงฤดูใบไม้ร่วง	autumn, fall, an autumn	grupo	alternativoj	prononco
level	memori	จำ, จำ	to remember, to recall	grupo	alternativoj	prononco
level	printempo	ฤดูใบไม้ผลิ, ฤดูใบไม้ผลิ	spring, a spring	grupo	alternativoj	prononco
level	ĝardeno	สวน	a garden	grupo	alternativoj	prononco
level	aĉeti	ซื้อ, ซื้อ	to buy, to purchase	grupo	alternativoj	prononco
level	semajno	สัปดาห์	a week	grupo	alternativoj	prononco
level	vitro	แก้ว (วัสดุแก้ว)	glass (vitreous material)	grupo	alternativoj	prononco
level	pluvo	ฝน, ฝน	rain, a rain	grupo	alternativoj	prononco
level	frukto	ผลไม้	a fruit	grupo	alternativoj	prononco
level	necesa	จำเป็น	necessary	grupo	alternativoj	prononco
