B.sv content.tsv
Level	Esperanto	sv	en-us	Grupo	Alternativoj	Pronoco
level	ekzamenejo de KER (Kadro de Eŭropa Referenco)	KER (Common European Framework of Reference) examensplats	KER (Common European Framework of Reference) examination place	grupo	alternativoj	prononco
level	kongresa komitato	kongresskommittén	congressional committee	grupo	alternativoj	prononco
level	komitato de asocio	föreningskommitté	association committee	grupo	alternativoj	prononco
level	kongresa bankedo	konventbankett	convention banquet	grupo	alternativoj	prononco
level	Interkona Vespero	Kväll att lära känna varandra	Evening of getting to know each other	grupo	alternativoj	prononco
level	solena inaŭguro	premiär	grand opening	grupo	alternativoj	prononco
level	Zamenhofa halo	Zamenhof hall	Zamenhof hall	grupo	alternativoj	prononco
level	IKU (Internacia Kongresa Universitato)	IKU (International Congress University)	IKU (International Congress University)	grupo	alternativoj	prononco
level	KER-ekzameno je kvar niveloj (Kadro de Eŭropa Referenco)	KER-examen på fyra nivåer (Common European Framework of Reference)	KER examination at four levels (Common European Framework of Reference)	grupo	alternativoj	prononco
level	internacia arta vespero	internationell konstkväll	international art evening	grupo	alternativoj	prononco
level	solena fermo	högtidlig avslutning	solemn closing	grupo	alternativoj	prononco
level	libroservo kun esperanto-libroj	boktjänst med esperantoböcker	book service with Esperanto books	grupo	alternativoj	prononco
level	AIS (Akademio Internacia de la Sciencoj)	AIS (International Academy of Sciences)	AIS (International Academy of Sciences)	grupo	alternativoj	prononco
level	SAT (Sennacieca Asocio Tutmonda)	SAT (World Anarchist Association)	SAT (World Anarchist Association)	grupo	alternativoj	prononco
level	prelegoj enuaj	tråkiga föreläsningar	boring lectures	grupo	alternativoj	prononco
level	deĵorantoj por diversaj fakoj	vakthavande befäl för olika avdelningar	duty officers for various departments	grupo	alternativoj	prononco
level	deĵorantoj skipe kunlaboras	Buty officerare samarbetar som ett team	buty officers cooperate as a team	grupo	alternativoj	prononco
level	vojaĝa agento	en reseagent	a travel agent	grupo	alternativoj	prononco
level	aviadila bileto	en flygbiljett	a plane ticket	grupo	alternativoj	prononco
level	nuligis la hotelon kaj aviadilan bileton	avbokat hotell och flygbiljett	canceled the hotel and plane ticket	grupo	alternativoj	prononco
level	kongresa kuriero	konventbud	convention courier	grupo	alternativoj	prononco
level	unua bulteno, dua bulteno	första nyhetsbrevet, andra nyhetsbrevet	first newsletter, second newsletter	grupo	alternativoj	prononco
level	kongresa temo	kongressens tema	congress theme	grupo	alternativoj	prononco
level	paroligaj kursoj	talkurser	speaking courses	grupo	alternativoj	prononco
level	provizoraj programoj	tillfälliga program	temporary programs	grupo	alternativoj	prononco
level	ĝeneralaj kondiĉoj de mendado	allmänna beställningsvillkor	general conditions of ordering	grupo	alternativoj	prononco
level	antaŭ-kongresaj ekskursoj	turer före kongressen	pre-congress tours	grupo	alternativoj	prononco
level	post-kongresa ekskurso	en turné efter kongressen	a post-congress tour	grupo	alternativoj	prononco
level	tut-tagaj ekskursoj	heldagsturer	full-day tours	grupo	alternativoj	prononco
level	duon-tagaj ekskursoj	halvdagsturer	half-day tours	grupo	alternativoj	prononco
level	tabelo de dum-kongresaj ekskursoj	en tabell över turer under kongressen	a table of during-congress tours	grupo	alternativoj	prononco
level	aranĝoj ĉirkaŭ la UK (Universala Kongreso)	evenemang runt om i Storbritannien (Universal Congress)	events around the UK (Universal Congress)	grupo	alternativoj	prononco
level	kontaktoj kun amas-komunikiloj	kontakter med massmedia	contacts with mass media	grupo	alternativoj	prononco
level	vic-prezidanto prezidis la programon	vice ordförande ledde programmet	vice president presided over the program	grupo	alternativoj	prononco
level	kun landaj aŭtoritatoj	med landets myndigheter	with country authorities	grupo	alternativoj	prononco
level	sekretario, kasisto	sekreterare, kassör	secretary, treasurer	grupo	alternativoj	prononco
level	artaj aranĝoj	konstevenemang	arts events	grupo	alternativoj	prononco
level	Infana Kongreseto	Barnkongressen	Children's Congress	grupo	alternativoj	prononco
level	sociaj retejoj	sociala webbplatser	social websites	grupo	alternativoj	prononco
level	reĝisoro de la kongresa temo	chef för kongressens tema	director of the congress theme	grupo	alternativoj	prononco
level	rektoro de IKU (Internacia Kongresa Universitato)	rektor för IKU (International Congress University)	rector of IKU (International Congress University)	grupo	alternativoj	prononco
level	san-asekuro kaj asekuro de vojaĝo	sjukförsäkring och reseförsäkring	health insurance and travel insurance	grupo	alternativoj	prononco
level	dokumentoj kaj vizoj	dokument och visum	documents and visas	grupo	alternativoj	prononco
level	valida identigilo	ett giltigt ID	a valid ID	grupo	alternativoj	prononco
level	pasporto valida	ett giltigt pass	a valid passport	grupo	alternativoj	prononco
level	reguloj pri viz-donado	regler för utfärdande av visum	visa-issuance rules	grupo	alternativoj	prononco
level	akiro de vizo	få visum	obtaining a visa	grupo	alternativoj	prononco
level	CO (centra oficejo) de UEA (Universala Esperanto Asocio)	CO (centralkontor) för UEA (Universal Esperanto Association)	CO (central office) of UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	elŝuti la oficialan konfirmilon (invitilon)	för att ladda ner det officiella bekräftelsebrevet (inbjudningsbrev)	to download the official confirmation letter (invitation letter)	grupo	alternativoj	prononco
level	uzante la mendilon	med hjälp av beställningsformuläret	using the order form	grupo	alternativoj	prononco
level	al la viz-dona instanco	till den viseringsutfärdande myndigheten	to the visa issuing authority	grupo	alternativoj	prononco
level	la oficiala kongres-daŭro	kongressens officiella varaktighet	the official congress duration	grupo	alternativoj	prononco
level	mendis loĝadon pere de UEA (Universala Esperanto Asocio)	bokat boende genom UEA (Universal Esperanto Association)	booked accommodation through UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	informi pri eventualaj ŝanĝoj	för att informera om eventuella ändringar	to inform about possible changes	grupo	alternativoj	prononco
level	akiri vojaĝan asekuron	att få en reseförsäkring	to get travel insurance	grupo	alternativoj	prononco
level	krom la nuligon de la vojaĝo	förutom avbokning av resan	except for the cancellation of the trip	grupo	alternativoj	prononco
level	asekuro kovras san-traktadon	försäkringen täcker hälsovård	insurance covers health treatment	grupo	alternativoj	prononco
level	kaze de la akcidentoj	vid olyckorna	in case of the accidents	grupo	alternativoj	prononco
level	deponi la valizojn	att deponera resväskorna	to deposit the suitcases	grupo	alternativoj	prononco
level	internacia flug-haveno	internationell flygplats	international airport	grupo	alternativoj	prononco
level	iri buse aŭ taksie aŭ aŭtomobile	att åka buss eller taxi eller bil	to go by bus or taxi or car	grupo	alternativoj	prononco
level	la veturo daŭras ĉirkaŭ 40 minutojn	resan tar cirka 40 minuter	the ride takes about 40 minutes	grupo	alternativoj	prononco
level	utiligi metroon ĝis la bus-haltejo	att använda tunnelbanan till busshållplatsen	to use the subway to the bus stop	grupo	alternativoj	prononco
level	ankaŭ alteriĝis en alia flug-haveno	landade också på en annan flygplats	also landed at another airport	grupo	alternativoj	prononco
level	por kongres-rilataj aferoj	för kongressrelaterade frågor	for congress-related matters	grupo	alternativoj	prononco
level	oficiala mon-unuo estas eŭro	officiella valutan är euro	official currency is euro	grupo	alternativoj	prononco
level	vendejo akceptas kredit-kartojn	butik accepterar kreditkort	store accepts credit cards	grupo	alternativoj	prononco
level	je ordinara kurzo	till ordinarie växelkurs	at ordinary exchange rate	grupo	alternativoj	prononco
level	agnoskita kiel oficiala lingvo	erkänt som ett officiellt språk	recognized as an official language	grupo	alternativoj	prononco
level	kran-akvo estas trinkebla	kranvatten är drickbart	tap water is drinkable	grupo	alternativoj	prononco
level	aĉeti mineralan akvon kun-gasan	att köpa mineralvatten med gas	to buy mineral water with gas	grupo	alternativoj	prononco
level	trinkmono aprezata sed ne deviga	tips uppskattas men krävs inte	tip appreciated but not required	grupo	alternativoj	prononco
level	urba transportilo	stadstrafik	city transport	grupo	alternativoj	prononco
level	aĉetebla ĉe aŭtomata giĉeto de haltejo	kan köpas i en busshållplatss automatiska biljettkassa	can be purchased at a bus stop's automatic ticket box	grupo	alternativoj	prononco
level	informa budo en kongresejo	informationsbås på kongressplats	information booth in convention place	grupo	alternativoj	prononco
level	programo de la Kleriga Lundo	program för upplysningsmåndagen	program of the Enlightenment Monday	grupo	alternativoj	prononco
level	movada foiro	rörelsemässa	movement fair	grupo	alternativoj	prononco
level	Ekumena Diservo	Ekumenisk tjänst	Ecumenical Service	grupo	alternativoj	prononco
level	Kongresa Balo	Kongressbal	Congressional Ball	grupo	alternativoj	prononco
level	Estraro Respondas	Styrelsen svarar	Board of Directors Responds	grupo	alternativoj	prononco
level	faka kunsido	specialistmöte	specialist meeting	grupo	alternativoj	prononco
level	kongresa aŭkcio	konventionsauktion	convention auction	grupo	alternativoj	prononco
level	komitato de UEA (Universala Esperanto Asocio)	kommitté för UEA (Universal Esperanto Association)	committee of UEA (Universal Esperanto Association)	grupo	alternativoj	prononco
level	registrita kongresano	registrerad kongressdeltagare	registered congress participant	grupo	alternativoj	prononco
level	aliĝilo kun kongresa numero	anmälningsformulär med kongressnummer	registration form with congress number	grupo	alternativoj	prononco
level	liveri ĉiujn servojn laŭ dua bulteno	att leverera alla tjänster som i det andra nyhetsbrevet	to deliver all services as in the second newsletter	grupo	alternativoj	prononco
level	hazarda kunloĝigo de nekonatoj	slumpmässig rumsdelning av främlingar	random room sharing of strangers	grupo	alternativoj	prononco
level	disponigas nur al anticipaj konsentitoj	endast tillgänglig för förhandsmedgivande	available only to advance consenters	grupo	alternativoj	prononco
level	krom se aliloke indikite	om det inte anges på annan plats	unless indicated in other place	grupo	alternativoj	prononco
level	ekskursojn akompanos gvidanto	turer kommer att åtföljas av en guide	tours will be accompanied by a guide	grupo	alternativoj	prononco
